Orthogroup,UW4
OG0002270,BBLLADNB_00514
OG0002271,BBLLADNB_00513
OG0002272,BBLLADNB_00501
OG0002273,BBLLADNB_03508
OG0002275,BBLLADNB_02650
OG0002276,BBLLADNB_02047
OG0002277,BBLLADNB_00922
OG0002278,BBLLADNB_00926
OG0002279,BBLLADNB_00928
OG0002280,BBLLADNB_00933
OG0002281,BBLLADNB_02419
OG0002282,BBLLADNB_02804
OG0002283,BBLLADNB_03865
OG0002284,BBLLADNB_03866
OG0002286,BBLLADNB_03061
OG0002287,BBLLADNB_03281
OG0002288,BBLLADNB_01072
OG0002289,BBLLADNB_01055
OG0002290,BBLLADNB_02063
OG0002291,BBLLADNB_01986
OG0002292,BBLLADNB_02153
OG0002293,BBLLADNB_00433
OG0002294,BBLLADNB_01149
OG0002297,BBLLADNB_03137
OG0002298,BBLLADNB_00408
OG0002299,BBLLADNB_03606
OG0002303,BBLLADNB_00603
OG0002305,BBLLADNB_02556
OG0002308,BBLLADNB_00801
OG0002309,BBLLADNB_00802
OG0002310,BBLLADNB_00803
OG0002311,BBLLADNB_00804
OG0002312,BBLLADNB_01670
OG0002313,BBLLADNB_01327
OG0002314,BBLLADNB_01331
OG0002318,BBLLADNB_01691
OG0002320,BBLLADNB_01708
OG0002322,BBLLADNB_03663
OG0002323,BBLLADNB_00543
OG0002324,BBLLADNB_00523
OG0002325,BBLLADNB_00369
OG0002326,BBLLADNB_01980
OG0002327,BBLLADNB_01979
OG0002328,BBLLADNB_01977
OG0002329,BBLLADNB_03555
OG0002330,BBLLADNB_03840
OG0002331,BBLLADNB_01010
OG0002332,BBLLADNB_00571
OG0002333,BBLLADNB_00564
OG0002334,BBLLADNB_00563
OG0002335,BBLLADNB_02102
OG0002337,BBLLADNB_02315
OG0002338,BBLLADNB_02318
OG0002339,BBLLADNB_02320
OG0002340,BBLLADNB_02324
OG0002341,BBLLADNB_03768
OG0002342,BBLLADNB_03209
OG0002343,BBLLADNB_02956
OG0002344,BBLLADNB_02957
OG0002345,BBLLADNB_01614
OG0002346,BBLLADNB_01615
OG0002347,BBLLADNB_03745
OG0002348,BBLLADNB_01961
OG0002349,BBLLADNB_01963
OG0002350,BBLLADNB_02821
OG0002351,BBLLADNB_01913
OG0002352,BBLLADNB_01914
OG0002353,BBLLADNB_01915
OG0002354,BBLLADNB_01916
OG0002355,BBLLADNB_01920
OG0002356,BBLLADNB_03197
OG0002357,BBLLADNB_03194
OG0002358,BBLLADNB_03704
OG0002359,BBLLADNB_00837
OG0002360,BBLLADNB_00838
OG0002361,BBLLADNB_01576
OG0002362,BBLLADNB_02461
OG0002363,BBLLADNB_03583
OG0002364,BBLLADNB_03584
OG0002365,BBLLADNB_01140
OG0002366,BBLLADNB_01299
OG0002367,BBLLADNB_01630
OG0002368,BBLLADNB_01633
OG0002370,BBLLADNB_01717
OG0002371,BBLLADNB_01719
OG0002375,BBLLADNB_03299
OG0002376,BBLLADNB_01839
OG0002377,BBLLADNB_01842
OG0002378,BBLLADNB_01844
OG0002379,BBLLADNB_02684
OG0002380,BBLLADNB_02449
OG0002381,BBLLADNB_02448
OG0002382,BBLLADNB_02445
OG0002383,BBLLADNB_03796
OG0002384,BBLLADNB_02018
OG0002385,BBLLADNB_02021
OG0002387,BBLLADNB_00964
OG0002388,BBLLADNB_00963
OG0002391,BBLLADNB_00270
OG0002392,BBLLADNB_00299
OG0002393,BBLLADNB_01187
OG0002394,BBLLADNB_01188
OG0002395,BBLLADNB_01190
OG0002396,BBLLADNB_01191
OG0002397,BBLLADNB_01193
OG0002398,BBLLADNB_01194
OG0002399,BBLLADNB_01195
OG0002400,BBLLADNB_01196
OG0002401,BBLLADNB_01197
OG0002402,BBLLADNB_03561
OG0002403,BBLLADNB_03562
OG0002404,BBLLADNB_03563
OG0002405,BBLLADNB_03564
OG0002406,BBLLADNB_03069
OG0002407,BBLLADNB_01114
OG0002408,BBLLADNB_01112
OG0002409,BBLLADNB_01111
OG0002410,BBLLADNB_01535
OG0002410,BBLLADNB_01536
OG0002415,BBLLADNB_03858
OG0002416,BBLLADNB_02425
OG0002417,BBLLADNB_00353
OG0002418,BBLLADNB_00348
OG0002419,BBLLADNB_00341
OG0002423,BBLLADNB_02937
OG0002424,BBLLADNB_02936
OG0002425,BBLLADNB_02935
OG0002427,BBLLADNB_03464
OG0002428,BBLLADNB_03463
OG0002429,BBLLADNB_03462
OG0002430,BBLLADNB_03636
OG0002431,BBLLADNB_02735
OG0002432,BBLLADNB_02734
OG0002433,BBLLADNB_02472
OG0002433,BBLLADNB_02751
OG0002434,BBLLADNB_02465
OG0002435,BBLLADNB_03665
OG0002436,BBLLADNB_01681
OG0002446,BBLLADNB_03352
OG0002447,BBLLADNB_03351
OG0002448,BBLLADNB_03350
OG0002449,BBLLADNB_01220
OG0002450,BBLLADNB_01219
OG0002451,BBLLADNB_01218
OG0002452,BBLLADNB_01217
OG0002453,BBLLADNB_02084
OG0002454,BBLLADNB_02083
OG0002455,BBLLADNB_03221
OG0002456,BBLLADNB_03484
OG0002457,BBLLADNB_03485
OG0002458,BBLLADNB_03597
OG0002459,BBLLADNB_03495
OG0002460,BBLLADNB_02899
OG0002461,BBLLADNB_02888
OG0002463,BBLLADNB_03649
OG0002464,BBLLADNB_03618
OG0002467,BBLLADNB_00981
OG0002469,BBLLADNB_02582
OG0002474,BBLLADNB_02217
OG0002475,BBLLADNB_02216
OG0002476,BBLLADNB_00822
OG0002477,BBLLADNB_02277
OG0002480,BBLLADNB_00453
OG0002483,BBLLADNB_03896
OG0002485,BBLLADNB_01461
OG0002486,BBLLADNB_01462
OG0002487,BBLLADNB_01464
OG0002488,BBLLADNB_03328
OG0002489,BBLLADNB_02112
OG0002491,BBLLADNB_00211
OG0002492,BBLLADNB_00212
OG0002493,BBLLADNB_01414
OG0002494,BBLLADNB_01413
OG0002495,BBLLADNB_01412
OG0002496,BBLLADNB_01411
OG0002497,BBLLADNB_01410
OG0002498,BBLLADNB_01408
OG0002499,BBLLADNB_01407
OG0002500,BBLLADNB_02554
OG0002501,BBLLADNB_02548
OG0002504,BBLLADNB_03728
OG0002515,BBLLADNB_00490
OG0002521,BBLLADNB_01487
OG0002524,BBLLADNB_03807
OG0002527,BBLLADNB_03613
OG0002631,BBLLADNB_01886
OG0002632,BBLLADNB_01891
OG0002638,BBLLADNB_03456
OG0002639,BBLLADNB_01095
OG0002640,BBLLADNB_00628
OG0002644,BBLLADNB_02059
OG0002646,BBLLADNB_01785
OG0002650,BBLLADNB_03331
OG0002652,BBLLADNB_03604
OG0002653,BBLLADNB_02669
OG0002659,BBLLADNB_00785
OG0002660,BBLLADNB_00786
OG0002663,BBLLADNB_02866
OG0002667,BBLLADNB_01825
OG0002669,BBLLADNB_03101
OG0002670,BBLLADNB_03104
OG0002673,BBLLADNB_01359
OG0002680,BBLLADNB_01019
OG0002681,BBLLADNB_01022
OG0002682,BBLLADNB_01023
OG0002685,BBLLADNB_02630
OG0002686,BBLLADNB_02819
OG0002687,BBLLADNB_02820
OG0002691,BBLLADNB_03707
OG0002698,BBLLADNB_01134
OG0002699,BBLLADNB_01127
OG0002702,BBLLADNB_01818
OG0002703,BBLLADNB_01635
OG0002704,BBLLADNB_00120
OG0002706,BBLLADNB_01723
OG0002711,BBLLADNB_01837
OG0002712,BBLLADNB_02844
OG0002713,BBLLADNB_00962
OG0002716,BBLLADNB_01168
OG0002725,BBLLADNB_00366
OG0002731,BBLLADNB_02750
OG0002733,BBLLADNB_03666
OG0002734,BBLLADNB_03428
OG0002736,BBLLADNB_03540
OG0002737,BBLLADNB_03541
OG0002739,BBLLADNB_02169
OG0002742,BBLLADNB_03601
OG0002749,BBLLADNB_00687
OG0002754,BBLLADNB_03080
OG0002774,BBLLADNB_02983
OG0002775,BBLLADNB_02979
OG0002779,BBLLADNB_00217
OG0002781,BBLLADNB_02496
OG0002782,BBLLADNB_02623
OG0002796,BBLLADNB_03519
OG0002801,BBLLADNB_03598
OG0002802,BBLLADNB_03599
OG0002804,BBLLADNB_03633
OG0002812,BBLLADNB_00828
OG0002813,BBLLADNB_01490
OG0002838,BBLLADNB_02981
OG0002962,BBLLADNB_03624
OG0002963,BBLLADNB_00498
OG0002964,BBLLADNB_01740
OG0002965,BBLLADNB_01741
OG0002966,BBLLADNB_01743
OG0002967,BBLLADNB_01744
OG0002968,BBLLADNB_01745
OG0002969,BBLLADNB_01746
OG0002970,BBLLADNB_01747
OG0002971,BBLLADNB_01748
OG0002976,BBLLADNB_02853
OG0002978,BBLLADNB_01067
OG0002979,BBLLADNB_02060
OG0002982,BBLLADNB_01985
OG0002985,BBLLADNB_01145
OG0002988,BBLLADNB_02147
OG0002989,BBLLADNB_02146
OG0002990,BBLLADNB_00195
OG0002992,BBLLADNB_01666
OG0002993,BBLLADNB_01665
OG0002998,BBLLADNB_03391
OG0002999,BBLLADNB_03390
OG0003004,BBLLADNB_01357
OG0003005,BBLLADNB_00558
OG0003005,BBLLADNB_01367
OG0003006,BBLLADNB_00757
OG0003006,BBLLADNB_00760
OG0003009,BBLLADNB_02234
OG0003013,BBLLADNB_01593
OG0003013,BBLLADNB_02577
OG0003015,BBLLADNB_01128
OG0003016,BBLLADNB_00123
OG0003021,BBLLADNB_01172
OG0003022,BBLLADNB_01177
OG0003023,BBLLADNB_03396
OG0003024,BBLLADNB_00555
OG0003024,BBLLADNB_02543
OG0003025,BBLLADNB_00329
OG0003026,BBLLADNB_00330
OG0003027,BBLLADNB_00332
OG0003028,BBLLADNB_01500
OG0003029,BBLLADNB_01501
OG0003040,BBLLADNB_00362
OG0003042,BBLLADNB_00349
OG0003044,BBLLADNB_02736
OG0003052,BBLLADNB_03000
OG0003055,BBLLADNB_03480
OG0003064,BBLLADNB_02591
OG0003067,BBLLADNB_02824
OG0003082,BBLLADNB_03822
OG0003088,BBLLADNB_03621
OG0003131,BBLLADNB_01569
OG0003139,BBLLADNB_00175
OG0003204,BBLLADNB_03518
OG0003210,BBLLADNB_00489
OG0003210,BBLLADNB_03442
OG0003210,BBLLADNB_03910
OG0003211,BBLLADNB_00740
OG0003211,BBLLADNB_00741
OG0003330,BBLLADNB_02703
OG0003347,BBLLADNB_00648
OG0003349,BBLLADNB_01066
OG0003350,BBLLADNB_01065
OG0003352,BBLLADNB_00679
OG0003352,BBLLADNB_02064
OG0003353,BBLLADNB_02065
OG0003354,BBLLADNB_01993
OG0003355,BBLLADNB_00667
OG0003355,BBLLADNB_01991
OG0003357,BBLLADNB_03336
OG0003358,BBLLADNB_03334
OG0003359,BBLLADNB_03605
OG0003363,BBLLADNB_01517
OG0003366,BBLLADNB_01391
OG0003367,BBLLADNB_01765
OG0003368,BBLLADNB_00549
OG0003376,BBLLADNB_02969
OG0003383,BBLLADNB_02663
OG0003391,BBLLADNB_00133
OG0003396,BBLLADNB_01165
OG0003397,BBLLADNB_01166
OG0003398,BBLLADNB_01167
OG0003399,BBLLADNB_03399
OG0003400,BBLLADNB_00305
OG0003401,BBLLADNB_00306
OG0003420,BBLLADNB_01952
OG0003421,BBLLADNB_02167
OG0003422,BBLLADNB_02168
OG0003423,BBLLADNB_03055
OG0003434,BBLLADNB_00984
OG0003439,BBLLADNB_00810
OG0003589,BBLLADNB_02166
OG0003640,BBLLADNB_01572
OG0003645,BBLLADNB_00150
OG0003645,BBLLADNB_03410
OG0003646,BBLLADNB_03726
OG0003648,BBLLADNB_01739
OG0003650,BBLLADNB_02347
OG0003657,BBLLADNB_02418
OG0003660,BBLLADNB_03880
OG0003802,BBLLADNB_00642
OG0003803,BBLLADNB_00646
OG0003812,BBLLADNB_01429
OG0003832,BBLLADNB_01992
OG0003833,BBLLADNB_01990
OG0003834,BBLLADNB_01989
OG0003835,BBLLADNB_01988
OG0003903,BBLLADNB_01169
OG0003904,BBLLADNB_01173
OG0003905,BBLLADNB_01174
OG0003906,BBLLADNB_01175
OG0003907,BBLLADNB_01178
OG0003908,BBLLADNB_01179
OG0003909,BBLLADNB_03398
OG0003910,BBLLADNB_03397
OG0003911,BBLLADNB_03395
OG0003938,BBLLADNB_03035
OG0003943,BBLLADNB_02082
OG0003944,BBLLADNB_03165
OG0004260,BBLLADNB_01949
OG0004291,BBLLADNB_02170
OG0004293,BBLLADNB_03819
OG0004307,BBLLADNB_02181
OG0004308,BBLLADNB_03600
OG0004309,BBLLADNB_02348
OG0004314,BBLLADNB_02349
OG0004315,BBLLADNB_02350
OG0004322,BBLLADNB_02183
OG0004323,BBLLADNB_02184
OG0004327,BBLLADNB_00152
OG0004327,BBLLADNB_00186
OG0005355,BBLLADNB_03415
OG0005358,BBLLADNB_02544
OG0005365,BBLLADNB_00137
OG0005366,BBLLADNB_00143
OG0005367,BBLLADNB_00144
OG0005368,BBLLADNB_00145
OG0005369,BBLLADNB_03909
OG0005382,BBLLADNB_03907
OG0005403,BBLLADNB_03614
OG0005439,BBLLADNB_02861
OG0005451,BBLLADNB_00156
OG0005483,BBLLADNB_00942
OG0005504,BBLLADNB_00169
OG0005505,BBLLADNB_00177
OG0005506,BBLLADNB_00178
OG0005507,BBLLADNB_00179
OG0005508,BBLLADNB_00180
OG0005509,BBLLADNB_00181
OG0005510,BBLLADNB_00182
OG0005511,BBLLADNB_00184
OG0005513,BBLLADNB_00146
OG0005536,BBLLADNB_03906
