Orthogroup,UW6
OG0000161,NHBDKAOG_01445
OG0000161,NHBDKAOG_02686
OG0000208,NHBDKAOG_00308
OG0000208,NHBDKAOG_01226
OG0000287,NHBDKAOG_02869
OG0000287,NHBDKAOG_02870
OG0000288,NHBDKAOG_00517
OG0000288,NHBDKAOG_03418
OG0000288,NHBDKAOG_03922
OG0000291,NHBDKAOG_00981
OG0000294,NHBDKAOG_00634
OG0000294,NHBDKAOG_02145
OG0000297,NHBDKAOG_01936
OG0000302,NHBDKAOG_02329
OG0000302,NHBDKAOG_02442
OG0000302,NHBDKAOG_02617
OG0000304,NHBDKAOG_04181
OG0000580,NHBDKAOG_03084
OG0000583,NHBDKAOG_03485
OG0000590,NHBDKAOG_03096
OG0000593,NHBDKAOG_03147
OG0000596,NHBDKAOG_00004
OG0000596,NHBDKAOG_03470
OG0001596,NHBDKAOG_04081
OG0001600,NHBDKAOG_04161
OG0001607,NHBDKAOG_04700
OG0001618,NHBDKAOG_04737
OG0001626,NHBDKAOG_00759
OG0001627,NHBDKAOG_01358
OG0001628,NHBDKAOG_01312
OG0001631,NHBDKAOG_01548
OG0001633,NHBDKAOG_01731
OG0001638,NHBDKAOG_00797
OG0001638,NHBDKAOG_02278
OG0001638,NHBDKAOG_03480
OG0001638,NHBDKAOG_03482
OG0001642,NHBDKAOG_02866
OG0001642,NHBDKAOG_03010
OG0001643,NHBDKAOG_02794
OG0001644,NHBDKAOG_02422
OG0001645,NHBDKAOG_00779
OG0001645,NHBDKAOG_04083
OG0001653,NHBDKAOG_00237
OG0001654,NHBDKAOG_00234
OG0001657,NHBDKAOG_00032
OG0001657,NHBDKAOG_03139
OG0001657,NHBDKAOG_04346
OG0001958,NHBDKAOG_01260
OG0001958,NHBDKAOG_02056
OG0001959,NHBDKAOG_00416
OG0001959,NHBDKAOG_01575
OG0001967,NHBDKAOG_03377
OG0001969,NHBDKAOG_02838
OG0001969,NHBDKAOG_04134
OG0001970,NHBDKAOG_01015
OG0001980,NHBDKAOG_03904
OG0001981,NHBDKAOG_00747
OG0001981,NHBDKAOG_03623
OG0001987,NHBDKAOG_01714
OG0001987,NHBDKAOG_02704
OG0001987,NHBDKAOG_02972
OG0001990,NHBDKAOG_01851
OG0001995,NHBDKAOG_02722
OG0001995,NHBDKAOG_03253
OG0001996,NHBDKAOG_02721
OG0001996,NHBDKAOG_03254
OG0001997,NHBDKAOG_03318
OG0001997,NHBDKAOG_03807
OG0002000,NHBDKAOG_03481
OG0002002,NHBDKAOG_02884
OG0002002,NHBDKAOG_04027
OG0002007,NHBDKAOG_00201
OG0002007,NHBDKAOG_03119
OG0002009,NHBDKAOG_00531
OG0002009,NHBDKAOG_00811
OG0002016,NHBDKAOG_03440
OG0002016,NHBDKAOG_04651
OG0002019,NHBDKAOG_02611
OG0002021,NHBDKAOG_02291
OG0002021,NHBDKAOG_02292
OG0002027,NHBDKAOG_04708
OG0002029,NHBDKAOG_03013
OG0002029,NHBDKAOG_04740
OG0002039,NHBDKAOG_01198
OG0002039,NHBDKAOG_01316
OG0002040,NHBDKAOG_01199
OG0002040,NHBDKAOG_01317
OG0002041,NHBDKAOG_00412
OG0002041,NHBDKAOG_00740
OG0002042,NHBDKAOG_00949
OG0002042,NHBDKAOG_03934
OG0002045,NHBDKAOG_02674
OG0002046,NHBDKAOG_01253
OG0002049,NHBDKAOG_01732
OG0002050,NHBDKAOG_01729
OG0002051,NHBDKAOG_03350
OG0002052,NHBDKAOG_01065
OG0002057,NHBDKAOG_00003
OG0002059,NHBDKAOG_01767
OG0002061,NHBDKAOG_02420
OG0002062,NHBDKAOG_02423
OG0002064,NHBDKAOG_02682
OG0002064,NHBDKAOG_02768
OG0002065,NHBDKAOG_01497
OG0002066,NHBDKAOG_02836
OG0002079,NHBDKAOG_04413
OG0002080,NHBDKAOG_01528
OG0002080,NHBDKAOG_01930
OG0002081,NHBDKAOG_01303
OG0002081,NHBDKAOG_03215
OG0002083,NHBDKAOG_02354
OG0002083,NHBDKAOG_04822
OG0002085,NHBDKAOG_02028
OG0002085,NHBDKAOG_03631
OG0002086,NHBDKAOG_04362
OG0002086,NHBDKAOG_04603
OG0002087,NHBDKAOG_03149
OG0002087,NHBDKAOG_03716
OG0002088,NHBDKAOG_02606
OG0002089,NHBDKAOG_00040
OG0002089,NHBDKAOG_01695
OG0002089,NHBDKAOG_04116
OG0002100,NHBDKAOG_02534
OG0002104,NHBDKAOG_04250
OG0002116,NHBDKAOG_04860
OG0002116,NHBDKAOG_04861
OG0002262,NHBDKAOG_00990
OG0002263,NHBDKAOG_00989
OG0002265,NHBDKAOG_01251
OG0002267,NHBDKAOG_01570
OG0002268,NHBDKAOG_01569
OG0002269,NHBDKAOG_03176
OG0002270,NHBDKAOG_03177
OG0002271,NHBDKAOG_03178
OG0002272,NHBDKAOG_00641
OG0002273,NHBDKAOG_00693
OG0002275,NHBDKAOG_00603
OG0002276,NHBDKAOG_00802
OG0002277,NHBDKAOG_03845
OG0002278,NHBDKAOG_02720
OG0002279,NHBDKAOG_00970
OG0002280,NHBDKAOG_00968
OG0002281,NHBDKAOG_03973
OG0002282,NHBDKAOG_00776
OG0002283,NHBDKAOG_01064
OG0002284,NHBDKAOG_01063
OG0002286,NHBDKAOG_04752
OG0002287,NHBDKAOG_03890
OG0002288,NHBDKAOG_03262
OG0002289,NHBDKAOG_04098
OG0002290,NHBDKAOG_04091
OG0002291,NHBDKAOG_04289
OG0002291,NHBDKAOG_04521
OG0002292,NHBDKAOG_00405
OG0002293,NHBDKAOG_01673
OG0002294,NHBDKAOG_04699
OG0002297,NHBDKAOG_02632
OG0002298,NHBDKAOG_04714
OG0002299,NHBDKAOG_04452
OG0002299,NHBDKAOG_04629
OG0002303,NHBDKAOG_00256
OG0002305,NHBDKAOG_04195
OG0002308,NHBDKAOG_03690
OG0002309,NHBDKAOG_03689
OG0002310,NHBDKAOG_03688
OG0002311,NHBDKAOG_03687
OG0002312,NHBDKAOG_04217
OG0002313,NHBDKAOG_00793
OG0002314,NHBDKAOG_04717
OG0002318,NHBDKAOG_00913
OG0002320,NHBDKAOG_00898
OG0002322,NHBDKAOG_02482
OG0002323,NHBDKAOG_00749
OG0002323,NHBDKAOG_02427
OG0002323,NHBDKAOG_04830
OG0002324,NHBDKAOG_03832
OG0002325,NHBDKAOG_04042
OG0002326,NHBDKAOG_02886
OG0002327,NHBDKAOG_02885
OG0002328,NHBDKAOG_02883
OG0002329,NHBDKAOG_00504
OG0002330,NHBDKAOG_02703
OG0002331,NHBDKAOG_02923
OG0002332,NHBDKAOG_02845
OG0002333,NHBDKAOG_00928
OG0002334,NHBDKAOG_00927
OG0002335,NHBDKAOG_01506
OG0002337,NHBDKAOG_02713
OG0002338,NHBDKAOG_02710
OG0002339,NHBDKAOG_03027
OG0002340,NHBDKAOG_04571
OG0002341,NHBDKAOG_04569
OG0002342,NHBDKAOG_03020
OG0002343,NHBDKAOG_02660
OG0002344,NHBDKAOG_00345
OG0002345,NHBDKAOG_03117
OG0002346,NHBDKAOG_03118
OG0002347,NHBDKAOG_00812
OG0002348,NHBDKAOG_03795
OG0002349,NHBDKAOG_03794
OG0002350,NHBDKAOG_01789
OG0002351,NHBDKAOG_01796
OG0002352,NHBDKAOG_01797
OG0002353,NHBDKAOG_01980
OG0002354,NHBDKAOG_01979
OG0002355,NHBDKAOG_00830
OG0002356,NHBDKAOG_02938
OG0002357,NHBDKAOG_03579
OG0002358,NHBDKAOG_01348
OG0002359,NHBDKAOG_03383
OG0002360,NHBDKAOG_03382
OG0002361,NHBDKAOG_02612
OG0002362,NHBDKAOG_02615
OG0002363,NHBDKAOG_02521
OG0002364,NHBDKAOG_01835
OG0002365,NHBDKAOG_00800
OG0002366,NHBDKAOG_00991
OG0002367,NHBDKAOG_02146
OG0002368,NHBDKAOG_02661
OG0002370,NHBDKAOG_03855
OG0002371,NHBDKAOG_03098
OG0002375,NHBDKAOG_04016
OG0002376,NHBDKAOG_00855
OG0002377,NHBDKAOG_00859
OG0002378,NHBDKAOG_00862
OG0002379,NHBDKAOG_00758
OG0002380,NHBDKAOG_00760
OG0002381,NHBDKAOG_00761
OG0002382,NHBDKAOG_03219
OG0002383,NHBDKAOG_01361
OG0002384,NHBDKAOG_04175
OG0002385,NHBDKAOG_02089
OG0002387,NHBDKAOG_01318
OG0002388,NHBDKAOG_01319
OG0002391,NHBDKAOG_02663
OG0002392,NHBDKAOG_01554
OG0002393,NHBDKAOG_01869
OG0002394,NHBDKAOG_01870
OG0002395,NHBDKAOG_01872
OG0002396,NHBDKAOG_01873
OG0002397,NHBDKAOG_01875
OG0002398,NHBDKAOG_01878
OG0002399,NHBDKAOG_01880
OG0002400,NHBDKAOG_01881
OG0002401,NHBDKAOG_01882
OG0002402,NHBDKAOG_01883
OG0002403,NHBDKAOG_01884
OG0002404,NHBDKAOG_01885
OG0002405,NHBDKAOG_01886
OG0002406,NHBDKAOG_04815
OG0002407,NHBDKAOG_02406
OG0002408,NHBDKAOG_02404
OG0002409,NHBDKAOG_02403
OG0002410,NHBDKAOG_04179
OG0002415,NHBDKAOG_01734
OG0002416,NHBDKAOG_01307
OG0002417,NHBDKAOG_01101
OG0002418,NHBDKAOG_01499
OG0002419,NHBDKAOG_02497
OG0002423,NHBDKAOG_01747
OG0002424,NHBDKAOG_01748
OG0002425,NHBDKAOG_01749
OG0002427,NHBDKAOG_03030
OG0002428,NHBDKAOG_03029
OG0002429,NHBDKAOG_01705
OG0002430,NHBDKAOG_01706
OG0002431,NHBDKAOG_01621
OG0002432,NHBDKAOG_00076
OG0002433,NHBDKAOG_00083
OG0002434,NHBDKAOG_00796
OG0002435,NHBDKAOG_00516
OG0002435,NHBDKAOG_01761
OG0002436,NHBDKAOG_01202
OG0002436,NHBDKAOG_02130
OG0002446,NHBDKAOG_01938
OG0002447,NHBDKAOG_00594
OG0002448,NHBDKAOG_00593
OG0002449,NHBDKAOG_02340
OG0002450,NHBDKAOG_02341
OG0002451,NHBDKAOG_02342
OG0002452,NHBDKAOG_02343
OG0002453,NHBDKAOG_04504
OG0002454,NHBDKAOG_04505
OG0002455,NHBDKAOG_03185
OG0002456,NHBDKAOG_00440
OG0002457,NHBDKAOG_00439
OG0002458,NHBDKAOG_02681
OG0002459,NHBDKAOG_01402
OG0002460,NHBDKAOG_04001
OG0002461,NHBDKAOG_02100
OG0002463,NHBDKAOG_00526
OG0002464,NHBDKAOG_01287
OG0002467,NHBDKAOG_01744
OG0002469,NHBDKAOG_00452
OG0002474,NHBDKAOG_01523
OG0002475,NHBDKAOG_01522
OG0002476,NHBDKAOG_03216
OG0002477,NHBDKAOG_01958
OG0002480,NHBDKAOG_01430
OG0002483,NHBDKAOG_01999
OG0002485,NHBDKAOG_03523
OG0002486,NHBDKAOG_03524
OG0002487,NHBDKAOG_03526
OG0002488,NHBDKAOG_03546
OG0002489,NHBDKAOG_02823
OG0002491,NHBDKAOG_00223
OG0002492,NHBDKAOG_00222
OG0002493,NHBDKAOG_04418
OG0002494,NHBDKAOG_04417
OG0002495,NHBDKAOG_04416
OG0002496,NHBDKAOG_04415
OG0002497,NHBDKAOG_04414
OG0002498,NHBDKAOG_01232
OG0002499,NHBDKAOG_01231
OG0002500,NHBDKAOG_02515
OG0002501,NHBDKAOG_01728
OG0002501,NHBDKAOG_02462
OG0002504,NHBDKAOG_02950
OG0002515,NHBDKAOG_04304
OG0002521,NHBDKAOG_01552
OG0002524,NHBDKAOG_01455
OG0002524,NHBDKAOG_01456
OG0002524,NHBDKAOG_02984
OG0002524,NHBDKAOG_02991
OG0002527,NHBDKAOG_04182
OG0002631,NHBDKAOG_04721
OG0002632,NHBDKAOG_00417
OG0002638,NHBDKAOG_02490
OG0002639,NHBDKAOG_00709
OG0002640,NHBDKAOG_03419
OG0002640,NHBDKAOG_03923
OG0002644,NHBDKAOG_04097
OG0002646,NHBDKAOG_03906
OG0002650,NHBDKAOG_00572
OG0002652,NHBDKAOG_02194
OG0002652,NHBDKAOG_04490
OG0002653,NHBDKAOG_00640
OG0002659,NHBDKAOG_02715
OG0002660,NHBDKAOG_02716
OG0002663,NHBDKAOG_02398
OG0002667,NHBDKAOG_00336
OG0002669,NHBDKAOG_01946
OG0002670,NHBDKAOG_01945
OG0002673,NHBDKAOG_04366
OG0002680,NHBDKAOG_01615
OG0002681,NHBDKAOG_00410
OG0002682,NHBDKAOG_00409
OG0002685,NHBDKAOG_00348
OG0002685,NHBDKAOG_00532
OG0002685,NHBDKAOG_00813
OG0002686,NHBDKAOG_01787
OG0002687,NHBDKAOG_01788
OG0002691,NHBDKAOG_00932
OG0002698,NHBDKAOG_03441
OG0002699,NHBDKAOG_00940
OG0002702,NHBDKAOG_03015
OG0002703,NHBDKAOG_02662
OG0002704,NHBDKAOG_00589
OG0002706,NHBDKAOG_04741
OG0002711,NHBDKAOG_00852
OG0002712,NHBDKAOG_04023
OG0002713,NHBDKAOG_02000
OG0002716,NHBDKAOG_00397
OG0002725,NHBDKAOG_03915
OG0002731,NHBDKAOG_00082
OG0002733,NHBDKAOG_01094
OG0002734,NHBDKAOG_01420
OG0002736,NHBDKAOG_01363
OG0002737,NHBDKAOG_01618
OG0002739,NHBDKAOG_01331
OG0002739,NHBDKAOG_04234
OG0002739,NHBDKAOG_04244
OG0002742,NHBDKAOG_00780
OG0002749,NHBDKAOG_03713
OG0002754,NHBDKAOG_01452
OG0002774,NHBDKAOG_00050
OG0002775,NHBDKAOG_00051
OG0002779,NHBDKAOG_01965
OG0002781,NHBDKAOG_01237
OG0002782,NHBDKAOG_00221
OG0002796,NHBDKAOG_03046
OG0002801,NHBDKAOG_02680
OG0002802,NHBDKAOG_02679
OG0002804,NHBDKAOG_02293
OG0002812,NHBDKAOG_03849
OG0002813,NHBDKAOG_01099
OG0002838,NHBDKAOG_02805
OG0002838,NHBDKAOG_02974
OG0002838,NHBDKAOG_04804
OG0002962,NHBDKAOG_01252
OG0002963,NHBDKAOG_00215
OG0002964,NHBDKAOG_02580
OG0002965,NHBDKAOG_02581
OG0002966,NHBDKAOG_02587
OG0002967,NHBDKAOG_01009
OG0002968,NHBDKAOG_01010
OG0002969,NHBDKAOG_01011
OG0002970,NHBDKAOG_01012
OG0002971,NHBDKAOG_01013
OG0002976,NHBDKAOG_00645
OG0002978,NHBDKAOG_04102
OG0002979,NHBDKAOG_04093
OG0002982,NHBDKAOG_00071
OG0002982,NHBDKAOG_04288
OG0002982,NHBDKAOG_04518
OG0002985,NHBDKAOG_01836
OG0002988,NHBDKAOG_03249
OG0002989,NHBDKAOG_03248
OG0002990,NHBDKAOG_02971
OG0002992,NHBDKAOG_01892
OG0002993,NHBDKAOG_01891
OG0002998,NHBDKAOG_00930
OG0002999,NHBDKAOG_00929
OG0003004,NHBDKAOG_01100
OG0003005,NHBDKAOG_04322
OG0003006,NHBDKAOG_02383
OG0003009,NHBDKAOG_03714
OG0003013,NHBDKAOG_04301
OG0003015,NHBDKAOG_00347
OG0003016,NHBDKAOG_00015
OG0003016,NHBDKAOG_03472
OG0003021,NHBDKAOG_02731
OG0003022,NHBDKAOG_00025
OG0003022,NHBDKAOG_01862
OG0003022,NHBDKAOG_04317
OG0003023,NHBDKAOG_04306
OG0003024,NHBDKAOG_00070
OG0003025,NHBDKAOG_03282
OG0003026,NHBDKAOG_03283
OG0003027,NHBDKAOG_02337
OG0003028,NHBDKAOG_01271
OG0003029,NHBDKAOG_01270
OG0003040,NHBDKAOG_00543
OG0003042,NHBDKAOG_02154
OG0003044,NHBDKAOG_00177
OG0003052,NHBDKAOG_01428
OG0003055,NHBDKAOG_03854
OG0003064,NHBDKAOG_01627
OG0003067,NHBDKAOG_00443
OG0003082,NHBDKAOG_04847
OG0003088,NHBDKAOG_00984
OG0003131,NHBDKAOG_01025
OG0003139,NHBDKAOG_00944
OG0003204,NHBDKAOG_03796
OG0003204,NHBDKAOG_03797
OG0003204,NHBDKAOG_03798
OG0003210,NHBDKAOG_04444
OG0003211,NHBDKAOG_04558
OG0003330,NHBDKAOG_02767
OG0003347,NHBDKAOG_00469
OG0003349,NHBDKAOG_04101
OG0003350,NHBDKAOG_04100
OG0003352,NHBDKAOG_04089
OG0003353,NHBDKAOG_04088
OG0003354,NHBDKAOG_04298
OG0003355,NHBDKAOG_04294
OG0003357,NHBDKAOG_00567
OG0003358,NHBDKAOG_00569
OG0003359,NHBDKAOG_04628
OG0003363,NHBDKAOG_02378
OG0003366,NHBDKAOG_01308
OG0003367,NHBDKAOG_01493
OG0003368,NHBDKAOG_04456
OG0003376,NHBDKAOG_03049
OG0003383,NHBDKAOG_00038
OG0003391,NHBDKAOG_01295
OG0003396,NHBDKAOG_00393
OG0003397,NHBDKAOG_00395
OG0003398,NHBDKAOG_00396
OG0003399,NHBDKAOG_02762
OG0003399,NHBDKAOG_04309
OG0003400,NHBDKAOG_04169
OG0003401,NHBDKAOG_04168
OG0003420,NHBDKAOG_04240
OG0003421,NHBDKAOG_01333
OG0003422,NHBDKAOG_01332
OG0003422,NHBDKAOG_04235
OG0003423,NHBDKAOG_01341
OG0003434,NHBDKAOG_00281
OG0003439,NHBDKAOG_02685
OG0003589,NHBDKAOG_01334
OG0003640,NHBDKAOG_01028
OG0003645,NHBDKAOG_01920
OG0003645,NHBDKAOG_04280
OG0003646,NHBDKAOG_02031
OG0003648,NHBDKAOG_02579
OG0003650,NHBDKAOG_02657
OG0003657,NHBDKAOG_03972
OG0003660,NHBDKAOG_04343
OG0003660,NHBDKAOG_04792
OG0003660,NHBDKAOG_04851
OG0003802,NHBDKAOG_01969
OG0003803,NHBDKAOG_01967
OG0003812,NHBDKAOG_03427
OG0003832,NHBDKAOG_04297
OG0003833,NHBDKAOG_04293
OG0003834,NHBDKAOG_04292
OG0003835,NHBDKAOG_04291
OG0003903,NHBDKAOG_04351
OG0003904,NHBDKAOG_04321
OG0003905,NHBDKAOG_04320
OG0003906,NHBDKAOG_04319
OG0003907,NHBDKAOG_04311
OG0003908,NHBDKAOG_04310
OG0003909,NHBDKAOG_04308
OG0003910,NHBDKAOG_04307
OG0003911,NHBDKAOG_04305
OG0003938,NHBDKAOG_02083
OG0003943,NHBDKAOG_02386
OG0003944,NHBDKAOG_01321
OG0004260,NHBDKAOG_00007
OG0004260,NHBDKAOG_04238
OG0004291,NHBDKAOG_01330
OG0004291,NHBDKAOG_04655
OG0004293,NHBDKAOG_01487
OG0004307,NHBDKAOG_02263
OG0004307,NHBDKAOG_04103
OG0004308,NHBDKAOG_02353
OG0004309,NHBDKAOG_02658
OG0004314,NHBDKAOG_03270
OG0004315,NHBDKAOG_03271
OG0004322,NHBDKAOG_04111
OG0004323,NHBDKAOG_04112
OG0004327,NHBDKAOG_04276
OG0005355,NHBDKAOG_00005
OG0005358,NHBDKAOG_00067
OG0005365,NHBDKAOG_00153
OG0005366,NHBDKAOG_00159
OG0005367,NHBDKAOG_00160
OG0005368,NHBDKAOG_00161
OG0005369,NHBDKAOG_00186
OG0005382,NHBDKAOG_00636
OG0005403,NHBDKAOG_01442
OG0005439,NHBDKAOG_02264
OG0005451,NHBDKAOG_02478
OG0005483,NHBDKAOG_03702
OG0005504,NHBDKAOG_04256
OG0005505,NHBDKAOG_04268
OG0005506,NHBDKAOG_04270
OG0005507,NHBDKAOG_04271
OG0005508,NHBDKAOG_04272
OG0005509,NHBDKAOG_04273
OG0005510,NHBDKAOG_04274
OG0005511,NHBDKAOG_04275
OG0005513,NHBDKAOG_04283
OG0005536,NHBDKAOG_04770
