Orthogroup,UW6
OG0001996,NHBDKAOG_03254
OG0002000,NHBDKAOG_03481
OG0002002,NHBDKAOG_02884
OG0002002,NHBDKAOG_04027
OG0002007,NHBDKAOG_00201
OG0002007,NHBDKAOG_03119
OG0002009,NHBDKAOG_00531
OG0002009,NHBDKAOG_00811
OG0002016,NHBDKAOG_03440
OG0002016,NHBDKAOG_04651
OG0002019,NHBDKAOG_02611
OG0002027,NHBDKAOG_04708
OG0002029,NHBDKAOG_03013
OG0002029,NHBDKAOG_04740
OG0002039,NHBDKAOG_01198
OG0002039,NHBDKAOG_01316
OG0002040,NHBDKAOG_01199
OG0002040,NHBDKAOG_01317
OG0002041,NHBDKAOG_00412
OG0002041,NHBDKAOG_00740
OG0002042,NHBDKAOG_00949
OG0002042,NHBDKAOG_03934
OG0002045,NHBDKAOG_02674
OG0002046,NHBDKAOG_01253
OG0002049,NHBDKAOG_01732
OG0002050,NHBDKAOG_01729
OG0002052,NHBDKAOG_01065
OG0002059,NHBDKAOG_01767
OG0002061,NHBDKAOG_02420
OG0002062,NHBDKAOG_02423
OG0002064,NHBDKAOG_02682
OG0002064,NHBDKAOG_02768
OG0002065,NHBDKAOG_01497
OG0002066,NHBDKAOG_02836
OG0002079,NHBDKAOG_04413
OG0002080,NHBDKAOG_01528
OG0002080,NHBDKAOG_01930
OG0002081,NHBDKAOG_01303
OG0002081,NHBDKAOG_03215
OG0002083,NHBDKAOG_02354
OG0002083,NHBDKAOG_04822
OG0002085,NHBDKAOG_02028
OG0002085,NHBDKAOG_03631
OG0002087,NHBDKAOG_03149
OG0002087,NHBDKAOG_03716
OG0002088,NHBDKAOG_02606
OG0002100,NHBDKAOG_02534
OG0002262,NHBDKAOG_00990
OG0002263,NHBDKAOG_00989
OG0002265,NHBDKAOG_01251
OG0002267,NHBDKAOG_01570
OG0002268,NHBDKAOG_01569
OG0002269,NHBDKAOG_03176
OG0002270,NHBDKAOG_03177
OG0002271,NHBDKAOG_03178
OG0002272,NHBDKAOG_00641
OG0002273,NHBDKAOG_00693
OG0002275,NHBDKAOG_00603
OG0002276,NHBDKAOG_00802
OG0002277,NHBDKAOG_03845
OG0002278,NHBDKAOG_02720
OG0002279,NHBDKAOG_00970
OG0002280,NHBDKAOG_00968
OG0002281,NHBDKAOG_03973
OG0002282,NHBDKAOG_00776
OG0002283,NHBDKAOG_01064
OG0002284,NHBDKAOG_01063
OG0002287,NHBDKAOG_03890
OG0002288,NHBDKAOG_03262
OG0002292,NHBDKAOG_00405
OG0002293,NHBDKAOG_01673
OG0002294,NHBDKAOG_04699
OG0002297,NHBDKAOG_02632
OG0002298,NHBDKAOG_04714
OG0002303,NHBDKAOG_00256
OG0002305,NHBDKAOG_04195
OG0002308,NHBDKAOG_03690
OG0002309,NHBDKAOG_03689
OG0002310,NHBDKAOG_03688
OG0002311,NHBDKAOG_03687
OG0002312,NHBDKAOG_04217
OG0002313,NHBDKAOG_00793
OG0002314,NHBDKAOG_04717
OG0002318,NHBDKAOG_00913
OG0002320,NHBDKAOG_00898
OG0002322,NHBDKAOG_02482
OG0002324,NHBDKAOG_03832
OG0002325,NHBDKAOG_04042
OG0002326,NHBDKAOG_02886
OG0002327,NHBDKAOG_02885
OG0002328,NHBDKAOG_02883
OG0002329,NHBDKAOG_00504
OG0002330,NHBDKAOG_02703
OG0002331,NHBDKAOG_02923
OG0002332,NHBDKAOG_02845
OG0002333,NHBDKAOG_00928
OG0002334,NHBDKAOG_00927
OG0002335,NHBDKAOG_01506
OG0002337,NHBDKAOG_02713
OG0002338,NHBDKAOG_02710
OG0002339,NHBDKAOG_03027
OG0002340,NHBDKAOG_04571
OG0002341,NHBDKAOG_04569
OG0002342,NHBDKAOG_03020
OG0002344,NHBDKAOG_00345
OG0002345,NHBDKAOG_03117
OG0002346,NHBDKAOG_03118
OG0002347,NHBDKAOG_00812
OG0002348,NHBDKAOG_03795
OG0002349,NHBDKAOG_03794
OG0002350,NHBDKAOG_01789
OG0002351,NHBDKAOG_01796
OG0002352,NHBDKAOG_01797
OG0002353,NHBDKAOG_01980
OG0002354,NHBDKAOG_01979
OG0002355,NHBDKAOG_00830
OG0002356,NHBDKAOG_02938
OG0002357,NHBDKAOG_03579
OG0002359,NHBDKAOG_03383
OG0002360,NHBDKAOG_03382
OG0002361,NHBDKAOG_02612
OG0002362,NHBDKAOG_02615
OG0002364,NHBDKAOG_01835
OG0002365,NHBDKAOG_00800
OG0002366,NHBDKAOG_00991
OG0002367,NHBDKAOG_02146
OG0002368,NHBDKAOG_02661
OG0002370,NHBDKAOG_03855
OG0002371,NHBDKAOG_03098
OG0002375,NHBDKAOG_04016
OG0002376,NHBDKAOG_00855
OG0002377,NHBDKAOG_00859
OG0002378,NHBDKAOG_00862
OG0002379,NHBDKAOG_00758
OG0002380,NHBDKAOG_00760
OG0002381,NHBDKAOG_00761
OG0002382,NHBDKAOG_03219
OG0002383,NHBDKAOG_01361
OG0002384,NHBDKAOG_04175
OG0002385,NHBDKAOG_02089
OG0002387,NHBDKAOG_01318
OG0002388,NHBDKAOG_01319
OG0002391,NHBDKAOG_02663
OG0002392,NHBDKAOG_01554
OG0002393,NHBDKAOG_01869
OG0002394,NHBDKAOG_01870
OG0002395,NHBDKAOG_01872
OG0002396,NHBDKAOG_01873
OG0002397,NHBDKAOG_01875
OG0002398,NHBDKAOG_01878
OG0002399,NHBDKAOG_01880
OG0002400,NHBDKAOG_01881
OG0002401,NHBDKAOG_01882
OG0002402,NHBDKAOG_01883
OG0002403,NHBDKAOG_01884
OG0002404,NHBDKAOG_01885
OG0002405,NHBDKAOG_01886
OG0002406,NHBDKAOG_04815
OG0002407,NHBDKAOG_02406
OG0002408,NHBDKAOG_02404
OG0002409,NHBDKAOG_02403
OG0002415,NHBDKAOG_01734
OG0002416,NHBDKAOG_01307
OG0002417,NHBDKAOG_01101
OG0002418,NHBDKAOG_01499
OG0002419,NHBDKAOG_02497
OG0002423,NHBDKAOG_01747
OG0002424,NHBDKAOG_01748
OG0002425,NHBDKAOG_01749
OG0002427,NHBDKAOG_03030
OG0002428,NHBDKAOG_03029
OG0002429,NHBDKAOG_01705
OG0002430,NHBDKAOG_01706
OG0002431,NHBDKAOG_01621
OG0002432,NHBDKAOG_00076
OG0002434,NHBDKAOG_00796
OG0002446,NHBDKAOG_01938
OG0002447,NHBDKAOG_00594
OG0002448,NHBDKAOG_00593
OG0002449,NHBDKAOG_02340
OG0002450,NHBDKAOG_02341
OG0002451,NHBDKAOG_02342
OG0002452,NHBDKAOG_02343
OG0002453,NHBDKAOG_04504
OG0002454,NHBDKAOG_04505
OG0002455,NHBDKAOG_03185
OG0002456,NHBDKAOG_00440
OG0002457,NHBDKAOG_00439
OG0002458,NHBDKAOG_02681
OG0002459,NHBDKAOG_01402
OG0002460,NHBDKAOG_04001
OG0002461,NHBDKAOG_02100
OG0002463,NHBDKAOG_00526
OG0002464,NHBDKAOG_01287
OG0002469,NHBDKAOG_00452
OG0002474,NHBDKAOG_01523
OG0002475,NHBDKAOG_01522
OG0002476,NHBDKAOG_03216
OG0002477,NHBDKAOG_01958
OG0002480,NHBDKAOG_01430
OG0002485,NHBDKAOG_03523
OG0002486,NHBDKAOG_03524
OG0002487,NHBDKAOG_03526
OG0002488,NHBDKAOG_03546
OG0002489,NHBDKAOG_02823
OG0002493,NHBDKAOG_04418
OG0002494,NHBDKAOG_04417
OG0002495,NHBDKAOG_04416
OG0002496,NHBDKAOG_04415
OG0002497,NHBDKAOG_04414
OG0002498,NHBDKAOG_01232
OG0002499,NHBDKAOG_01231
OG0002500,NHBDKAOG_02515
