Orthogroup,UW4
OG0002334,BBLLADNB_00563
OG0002335,BBLLADNB_02102
OG0002337,BBLLADNB_02315
OG0002338,BBLLADNB_02318
OG0002339,BBLLADNB_02320
OG0002340,BBLLADNB_02324
OG0002341,BBLLADNB_03768
OG0002342,BBLLADNB_03209
OG0002344,BBLLADNB_02957
OG0002345,BBLLADNB_01614
OG0002346,BBLLADNB_01615
OG0002347,BBLLADNB_03745
OG0002348,BBLLADNB_01961
OG0002349,BBLLADNB_01963
OG0002350,BBLLADNB_02821
OG0002351,BBLLADNB_01913
OG0002352,BBLLADNB_01914
OG0002353,BBLLADNB_01915
OG0002354,BBLLADNB_01916
OG0002355,BBLLADNB_01920
OG0002356,BBLLADNB_03197
OG0002357,BBLLADNB_03194
OG0002359,BBLLADNB_00837
OG0002360,BBLLADNB_00838
OG0002361,BBLLADNB_01576
OG0002362,BBLLADNB_02461
OG0002364,BBLLADNB_03584
OG0002365,BBLLADNB_01140
OG0002366,BBLLADNB_01299
OG0002367,BBLLADNB_01630
OG0002368,BBLLADNB_01633
OG0002370,BBLLADNB_01717
OG0002371,BBLLADNB_01719
OG0002375,BBLLADNB_03299
OG0002376,BBLLADNB_01839
OG0002377,BBLLADNB_01842
OG0002378,BBLLADNB_01844
OG0002379,BBLLADNB_02684
OG0002380,BBLLADNB_02449
OG0002381,BBLLADNB_02448
OG0002382,BBLLADNB_02445
OG0002383,BBLLADNB_03796
OG0002384,BBLLADNB_02018
OG0002385,BBLLADNB_02021
OG0002387,BBLLADNB_00964
OG0002388,BBLLADNB_00963
OG0002391,BBLLADNB_00270
OG0002392,BBLLADNB_00299
OG0002393,BBLLADNB_01187
OG0002394,BBLLADNB_01188
OG0002395,BBLLADNB_01190
OG0002396,BBLLADNB_01191
OG0002397,BBLLADNB_01193
OG0002398,BBLLADNB_01194
OG0002399,BBLLADNB_01195
OG0002400,BBLLADNB_01196
OG0002401,BBLLADNB_01197
OG0002402,BBLLADNB_03561
OG0002403,BBLLADNB_03562
OG0002404,BBLLADNB_03563
OG0002405,BBLLADNB_03564
OG0002406,BBLLADNB_03069
OG0002407,BBLLADNB_01114
OG0002408,BBLLADNB_01112
OG0002409,BBLLADNB_01111
OG0002415,BBLLADNB_03858
OG0002416,BBLLADNB_02425
OG0002417,BBLLADNB_00353
OG0002418,BBLLADNB_00348
OG0002419,BBLLADNB_00341
OG0002423,BBLLADNB_02937
OG0002424,BBLLADNB_02936
OG0002425,BBLLADNB_02935
OG0002427,BBLLADNB_03464
OG0002428,BBLLADNB_03463
OG0002429,BBLLADNB_03462
OG0002430,BBLLADNB_03636
OG0002431,BBLLADNB_02735
OG0002432,BBLLADNB_02734
OG0002434,BBLLADNB_02465
OG0002446,BBLLADNB_03352
OG0002447,BBLLADNB_03351
OG0002448,BBLLADNB_03350
OG0002449,BBLLADNB_01220
OG0002450,BBLLADNB_01219
OG0002451,BBLLADNB_01218
OG0002452,BBLLADNB_01217
OG0002453,BBLLADNB_02084
OG0002454,BBLLADNB_02083
OG0002455,BBLLADNB_03221
OG0002456,BBLLADNB_03484
OG0002457,BBLLADNB_03485
OG0002458,BBLLADNB_03597
OG0002459,BBLLADNB_03495
OG0002460,BBLLADNB_02899
OG0002461,BBLLADNB_02888
OG0002463,BBLLADNB_03649
OG0002464,BBLLADNB_03618
OG0002469,BBLLADNB_02582
OG0002474,BBLLADNB_02217
OG0002475,BBLLADNB_02216
OG0002476,BBLLADNB_00822
OG0002477,BBLLADNB_02277
OG0002480,BBLLADNB_00453
OG0002485,BBLLADNB_01461
OG0002486,BBLLADNB_01462
OG0002487,BBLLADNB_01464
OG0002488,BBLLADNB_03328
OG0002489,BBLLADNB_02112
OG0002493,BBLLADNB_01414
OG0002494,BBLLADNB_01413
OG0002495,BBLLADNB_01412
OG0002496,BBLLADNB_01411
OG0002497,BBLLADNB_01410
OG0002498,BBLLADNB_01408
OG0002499,BBLLADNB_01407
OG0002500,BBLLADNB_02554
