locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBLLADNB_00032	CDS	639	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
BBLLADNB_00032	gene	639	leuD			
BBLLADNB_00033	CDS	1083	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
BBLLADNB_00033	gene	1083	leuB			
BBLLADNB_00034	CDS	1131	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BBLLADNB_00034	gene	1131	asd			
BBLLADNB_00035	CDS	3186				hypothetical protein
BBLLADNB_00035	gene	3186				
BBLLADNB_00036	CDS	597				hypothetical protein
BBLLADNB_00036	gene	597				
BBLLADNB_00037	CDS	795	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
BBLLADNB_00037	gene	795	truA			
BBLLADNB_00038	CDS	660	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
BBLLADNB_00038	gene	660	trpF			
BBLLADNB_00039	CDS	1206	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
BBLLADNB_00039	gene	1206	trpB_1			
BBLLADNB_00040	CDS	825	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
BBLLADNB_00040	gene	825	trpA			
BBLLADNB_00041	CDS	873	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
BBLLADNB_00041	gene	873	accD			
BBLLADNB_00042	CDS	1350	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
BBLLADNB_00042	gene	1350	folC			
BBLLADNB_00043	CDS	678	dedD			Cell division protein DedD
BBLLADNB_00043	gene	678	dedD			
BBLLADNB_00044	CDS	489	cvpA		COG1286	Colicin V production protein
BBLLADNB_00044	gene	489	cvpA			
BBLLADNB_00045	CDS	1524	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BBLLADNB_00045	gene	1524	purF			
BBLLADNB_00046	CDS	1218	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
BBLLADNB_00046	gene	1218	metZ			
BBLLADNB_00047	CDS	300				hypothetical protein
BBLLADNB_00047	gene	300				
BBLLADNB_00048	CDS	453			COG2703	Bacteriohemerythrin
BBLLADNB_00048	gene	453				
BBLLADNB_00049	CDS	1497	amtB_1			Ammonia channel
BBLLADNB_00049	gene	1497	amtB_1			
BBLLADNB_00050	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
BBLLADNB_00050	gene	339	glnK			
BBLLADNB_00051	CDS	333				hypothetical protein
BBLLADNB_00051	gene	333				
BBLLADNB_00052	CDS	1506	comM		COG0606	Competence protein ComM
BBLLADNB_00052	gene	1506	comM			
BBLLADNB_00053	CDS	1287	sauU			putative sulfoacetate transporter SauU
BBLLADNB_00053	gene	1287	sauU			
BBLLADNB_00054	CDS	492				hypothetical protein
BBLLADNB_00054	gene	492				
BBLLADNB_00055	CDS	1365	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
BBLLADNB_00055	gene	1365	trpB_2			
BBLLADNB_00056	CDS	711				hypothetical protein
BBLLADNB_00056	gene	711				
BBLLADNB_00057	CDS	624	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
BBLLADNB_00057	gene	624	coaE			
BBLLADNB_00058	CDS	756	zapD		COG4582	Cell division protein ZapD
BBLLADNB_00058	gene	756	zapD			
BBLLADNB_00059	CDS	1212				hypothetical protein
BBLLADNB_00059	gene	1212				
BBLLADNB_00060	CDS	732	inaA			Protein InaA
BBLLADNB_00060	gene	732	inaA			
BBLLADNB_00061	CDS	1119	proB	2.7.2.11		Glutamate 5-kinase
BBLLADNB_00061	gene	1119	proB			
BBLLADNB_00062	CDS	1107	cgtA	3.6.5.-	COG0536	GTPase Obg/CgtA
BBLLADNB_00062	gene	1107	cgtA			
BBLLADNB_00063	CDS	264	rpmA		COG0211	50S ribosomal protein L27
BBLLADNB_00063	gene	264	rpmA			
BBLLADNB_00064	CDS	336	rplU		COG0261	50S ribosomal protein L21
BBLLADNB_00064	gene	336	rplU			
BBLLADNB_00065	CDS	963	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BBLLADNB_00065	gene	963	ispB			
BBLLADNB_00066	tRNA	77				tRNA-Pro(cgg)
BBLLADNB_00066	gene	77				
BBLLADNB_00067	CDS	243				hypothetical protein
BBLLADNB_00067	gene	243				
BBLLADNB_00068	CDS	1590	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BBLLADNB_00068	gene	1590	rcsC_1			
BBLLADNB_00069	CDS	1371	atoC_1		COG2204	Regulatory protein AtoC
BBLLADNB_00069	gene	1371	atoC_1			
BBLLADNB_00070	CDS	471	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
BBLLADNB_00070	gene	471	ampD			
BBLLADNB_00071	CDS	1161	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
BBLLADNB_00071	gene	1161	aspC			
BBLLADNB_00072	CDS	1308	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
BBLLADNB_00072	gene	1308	pckG			
BBLLADNB_00073	CDS	525	rpsE		COG0098	30S ribosomal protein S5
BBLLADNB_00073	gene	525	rpsE			
BBLLADNB_00074	CDS	183	rpmD			50S ribosomal protein L30
BBLLADNB_00074	gene	183	rpmD			
BBLLADNB_00075	CDS	435	rplO		COG0200	50S ribosomal protein L15
BBLLADNB_00075	gene	435	rplO			
BBLLADNB_00076	CDS	1326	secY		COG0201	Protein translocase subunit SecY
BBLLADNB_00076	gene	1326	secY			
BBLLADNB_00077	CDS	219	infA			Translation initiation factor IF-1
BBLLADNB_00077	gene	219	infA			
BBLLADNB_00078	CDS	363	rpsM_1		COG0099	30S ribosomal protein S13
BBLLADNB_00078	gene	363	rpsM_1			
BBLLADNB_00079	CDS	396	rpsK_1		COG0100	30S ribosomal protein S11
BBLLADNB_00079	gene	396	rpsK_1			
BBLLADNB_00080	CDS	630	rpsD		COG0522	30S ribosomal protein S4
BBLLADNB_00080	gene	630	rpsD			
BBLLADNB_00081	CDS	975	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
BBLLADNB_00081	gene	975	rpoA			
BBLLADNB_00082	CDS	390	rplQ		COG0203	50S ribosomal protein L17
BBLLADNB_00082	gene	390	rplQ			
BBLLADNB_00083	CDS	1812	atm1		COG5265	ATM1-type heavy metal exporter
BBLLADNB_00083	gene	1812	atm1			
BBLLADNB_00084	CDS	774				hypothetical protein
BBLLADNB_00084	gene	774				
BBLLADNB_00085	CDS	2352	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
BBLLADNB_00085	gene	2352	fadE			
BBLLADNB_00086	CDS	1290		2.3.1.9		putative acetyl-CoA acyltransferase
BBLLADNB_00086	gene	1290				
BBLLADNB_00087	CDS	1929	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
BBLLADNB_00087	gene	1929	fadJ			
BBLLADNB_00088	CDS	1314			COG2067	Putative outer membrane protein
BBLLADNB_00088	gene	1314				
BBLLADNB_00089	CDS	2388	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
BBLLADNB_00089	gene	2388	fadN			
BBLLADNB_00090	CDS	1203	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
BBLLADNB_00090	gene	1203	fadA			
BBLLADNB_00091	CDS	645				hypothetical protein
BBLLADNB_00091	gene	645				
BBLLADNB_00092	CDS	828				hypothetical protein
BBLLADNB_00092	gene	828				
BBLLADNB_00093	CDS	339				hypothetical protein
BBLLADNB_00093	gene	339				
BBLLADNB_00094	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BBLLADNB_00094	gene	384	yabJ			
BBLLADNB_00095	CDS	2073	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
BBLLADNB_00095	gene	2073	recG			
BBLLADNB_00096	CDS	1641	mcpP		COG0840	Methyl-accepting chemotaxis protein McpP
BBLLADNB_00096	gene	1641	mcpP			
BBLLADNB_00097	CDS	534				hypothetical protein
BBLLADNB_00097	gene	534				
BBLLADNB_00098	CDS	780	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
BBLLADNB_00098	gene	780	btuD_1			
BBLLADNB_00099	CDS	882	mntB			Manganese transport system membrane protein MntB
BBLLADNB_00099	gene	882	mntB			
BBLLADNB_00100	CDS	972	mntA		COG0803	Manganese-binding lipoprotein MntA
BBLLADNB_00100	gene	972	mntA			
BBLLADNB_00101	CDS	348				hypothetical protein
BBLLADNB_00101	gene	348				
BBLLADNB_00102	CDS	288				hypothetical protein
BBLLADNB_00102	gene	288				
BBLLADNB_00103	CDS	1920				hypothetical protein
BBLLADNB_00103	gene	1920				
BBLLADNB_00104	CDS	753				hypothetical protein
BBLLADNB_00104	gene	753				
BBLLADNB_00105	CDS	1119	ald	1.4.1.1	COG0686	Alanine dehydrogenase
BBLLADNB_00105	gene	1119	ald			
BBLLADNB_00106	CDS	897	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
BBLLADNB_00106	gene	897	suhB			
BBLLADNB_00107	CDS	714	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
BBLLADNB_00107	gene	714	trmJ			
BBLLADNB_00108	CDS	753	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BBLLADNB_00108	gene	753	dapH_1			
BBLLADNB_00109	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
BBLLADNB_00109	gene	492	iscR			
BBLLADNB_00110	CDS	1158	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
BBLLADNB_00110	gene	1158	nifS			
BBLLADNB_00111	CDS	1212	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
BBLLADNB_00111	gene	1212	iscS			
BBLLADNB_00112	CDS	396	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
BBLLADNB_00112	gene	396	iscU			
BBLLADNB_00113	CDS	324	iscA		COG0316	Iron-binding protein IscA
BBLLADNB_00113	gene	324	iscA			
BBLLADNB_00114	CDS	528	hscB		COG1076	Co-chaperone protein HscB
BBLLADNB_00114	gene	528	hscB			
BBLLADNB_00115	CDS	1902	hscA_1		COG0443	Chaperone protein HscA
BBLLADNB_00115	gene	1902	hscA_1			
BBLLADNB_00116	CDS	342	fdx		COG0633	2Fe-2S ferredoxin
BBLLADNB_00116	gene	342	fdx			
BBLLADNB_00117	CDS	195	iscX		COG2975	Protein IscX
BBLLADNB_00117	gene	195	iscX			
BBLLADNB_00118	CDS	390				hypothetical protein
BBLLADNB_00118	gene	390				
BBLLADNB_00119	CDS	810				hypothetical protein
BBLLADNB_00119	gene	810				
BBLLADNB_00120	CDS	465				hypothetical protein
BBLLADNB_00120	gene	465				
BBLLADNB_00121	CDS	900	rdgC		COG2974	Recombination-associated protein RdgC
BBLLADNB_00121	gene	900	rdgC			
BBLLADNB_00122	tRNA	85				tRNA-Leu(tag)
BBLLADNB_00122	gene	85				
BBLLADNB_00123	CDS	336				hypothetical protein
BBLLADNB_00123	gene	336				
BBLLADNB_00124	CDS	453				hypothetical protein
BBLLADNB_00124	gene	453				
BBLLADNB_00125	CDS	969	yedI		COG2354	Inner membrane protein YedI
BBLLADNB_00125	gene	969	yedI			
BBLLADNB_00126	CDS	1131		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
BBLLADNB_00126	gene	1131				
BBLLADNB_00127	CDS	882	mscS_1		COG0668	Small-conductance mechanosensitive channel
BBLLADNB_00127	gene	882	mscS_1			
BBLLADNB_00128	CDS	1152				hypothetical protein
BBLLADNB_00128	gene	1152				
BBLLADNB_00129	CDS	804				hypothetical protein
BBLLADNB_00129	gene	804				
BBLLADNB_00130	CDS	372				hypothetical protein
BBLLADNB_00130	gene	372				
BBLLADNB_00131	CDS	186				hypothetical protein
BBLLADNB_00131	gene	186				
BBLLADNB_00132	CDS	1494	ubiB_1	2.7.-.-		protein kinase UbiB
BBLLADNB_00132	gene	1494	ubiB_1			
BBLLADNB_00133	CDS	351				hypothetical protein
BBLLADNB_00133	gene	351				
BBLLADNB_00134	CDS	978				hypothetical protein
BBLLADNB_00134	gene	978				
BBLLADNB_00135	CDS	222				hypothetical protein
BBLLADNB_00135	gene	222				
BBLLADNB_00136	CDS	1926				hypothetical protein
BBLLADNB_00136	gene	1926				
BBLLADNB_00137	CDS	402				hypothetical protein
BBLLADNB_00137	gene	402				
BBLLADNB_00138	CDS	1038				hypothetical protein
BBLLADNB_00138	gene	1038				
BBLLADNB_00139	CDS	1182				hypothetical protein
BBLLADNB_00139	gene	1182				
BBLLADNB_00140	CDS	3588				hypothetical protein
BBLLADNB_00140	gene	3588				
BBLLADNB_00141	CDS	384				hypothetical protein
BBLLADNB_00141	gene	384				
BBLLADNB_00142	CDS	192				hypothetical protein
BBLLADNB_00142	gene	192				
BBLLADNB_00143	CDS	3060				hypothetical protein
BBLLADNB_00143	gene	3060				
BBLLADNB_00144	CDS	759				hypothetical protein
BBLLADNB_00144	gene	759				
BBLLADNB_00145	CDS	423				hypothetical protein
BBLLADNB_00145	gene	423				
BBLLADNB_00146	CDS	405				hypothetical protein
BBLLADNB_00146	gene	405				
BBLLADNB_00147	CDS	204				hypothetical protein
BBLLADNB_00147	gene	204				
BBLLADNB_00148	CDS	1041				hypothetical protein
BBLLADNB_00148	gene	1041				
BBLLADNB_00149	CDS	405				hypothetical protein
BBLLADNB_00149	gene	405				
BBLLADNB_00150	CDS	1197				hypothetical protein
BBLLADNB_00150	gene	1197				
BBLLADNB_00151	CDS	342				hypothetical protein
BBLLADNB_00151	gene	342				
BBLLADNB_00152	CDS	570				hypothetical protein
BBLLADNB_00152	gene	570				
BBLLADNB_00153	CDS	441				hypothetical protein
BBLLADNB_00153	gene	441				
BBLLADNB_00154	CDS	543				hypothetical protein
BBLLADNB_00154	gene	543				
BBLLADNB_00155	CDS	210				hypothetical protein
BBLLADNB_00155	gene	210				
BBLLADNB_00156	CDS	342				hypothetical protein
BBLLADNB_00156	gene	342				
BBLLADNB_00157	CDS	252				hypothetical protein
BBLLADNB_00157	gene	252				
BBLLADNB_00158	CDS	225				hypothetical protein
BBLLADNB_00158	gene	225				
BBLLADNB_00159	CDS	225				hypothetical protein
BBLLADNB_00159	gene	225				
BBLLADNB_00160	CDS	129				hypothetical protein
BBLLADNB_00160	gene	129				
BBLLADNB_00161	CDS	312				hypothetical protein
BBLLADNB_00161	gene	312				
BBLLADNB_00162	CDS	849				hypothetical protein
BBLLADNB_00162	gene	849				
BBLLADNB_00163	CDS	1821				hypothetical protein
BBLLADNB_00163	gene	1821				
BBLLADNB_00164	CDS	1308				hypothetical protein
BBLLADNB_00164	gene	1308				
BBLLADNB_00165	CDS	237				hypothetical protein
BBLLADNB_00165	gene	237				
BBLLADNB_00166	CDS	411				hypothetical protein
BBLLADNB_00166	gene	411				
BBLLADNB_00167	CDS	228				hypothetical protein
BBLLADNB_00167	gene	228				
BBLLADNB_00168	CDS	423				hypothetical protein
BBLLADNB_00168	gene	423				
BBLLADNB_00169	CDS	531				hypothetical protein
BBLLADNB_00169	gene	531				
BBLLADNB_00170	CDS	345				hypothetical protein
BBLLADNB_00170	gene	345				
BBLLADNB_00171	CDS	453				hypothetical protein
BBLLADNB_00171	gene	453				
BBLLADNB_00172	CDS	594				hypothetical protein
BBLLADNB_00172	gene	594				
BBLLADNB_00173	CDS	489				hypothetical protein
BBLLADNB_00173	gene	489				
BBLLADNB_00174	CDS	258				hypothetical protein
BBLLADNB_00174	gene	258				
BBLLADNB_00175	CDS	516				hypothetical protein
BBLLADNB_00175	gene	516				
BBLLADNB_00176	CDS	1851				hypothetical protein
BBLLADNB_00176	gene	1851				
BBLLADNB_00177	CDS	501				hypothetical protein
BBLLADNB_00177	gene	501				
BBLLADNB_00178	CDS	390				hypothetical protein
BBLLADNB_00178	gene	390				
BBLLADNB_00179	CDS	306				hypothetical protein
BBLLADNB_00179	gene	306				
BBLLADNB_00180	CDS	543				hypothetical protein
BBLLADNB_00180	gene	543				
BBLLADNB_00181	CDS	1590				hypothetical protein
BBLLADNB_00181	gene	1590				
BBLLADNB_00182	CDS	1665				hypothetical protein
BBLLADNB_00182	gene	1665				
BBLLADNB_00183	CDS	768	dpnA	2.1.1.72		Modification methylase DpnIIB
BBLLADNB_00183	gene	768	dpnA			
BBLLADNB_00184	CDS	1800				hypothetical protein
BBLLADNB_00184	gene	1800				
BBLLADNB_00185	CDS	213				hypothetical protein
BBLLADNB_00185	gene	213				
BBLLADNB_00186	CDS	564				hypothetical protein
BBLLADNB_00186	gene	564				
BBLLADNB_00187	CDS	1743				hypothetical protein
BBLLADNB_00187	gene	1743				
BBLLADNB_00188	CDS	1041				hypothetical protein
BBLLADNB_00188	gene	1041				
BBLLADNB_00189	CDS	1071	nemA_1	1.-.-.-	COG1902	N-ethylmaleimide reductase
BBLLADNB_00189	gene	1071	nemA_1			
BBLLADNB_00190	CDS	1200				hypothetical protein
BBLLADNB_00190	gene	1200				
BBLLADNB_00191	CDS	447				hypothetical protein
BBLLADNB_00191	gene	447				
BBLLADNB_00192	CDS	402				hypothetical protein
BBLLADNB_00192	gene	402				
BBLLADNB_00193	CDS	1518				hypothetical protein
BBLLADNB_00193	gene	1518				
BBLLADNB_00194	CDS	378				hypothetical protein
BBLLADNB_00194	gene	378				
BBLLADNB_00195	CDS	246				hypothetical protein
BBLLADNB_00195	gene	246				
BBLLADNB_00196	CDS	573				hypothetical protein
BBLLADNB_00196	gene	573				
BBLLADNB_00197	CDS	153				hypothetical protein
BBLLADNB_00197	gene	153				
BBLLADNB_00198	CDS	903	mak	2.7.1.4	COG1940	Fructokinase
BBLLADNB_00198	gene	903	mak			
BBLLADNB_00199	CDS	699	yiiM		COG2258	Protein YiiM
BBLLADNB_00199	gene	699	yiiM			
BBLLADNB_00200	CDS	861				hypothetical protein
BBLLADNB_00200	gene	861				
BBLLADNB_00201	CDS	687				hypothetical protein
BBLLADNB_00201	gene	687				
BBLLADNB_00202	CDS	1095				hypothetical protein
BBLLADNB_00202	gene	1095				
BBLLADNB_00203	CDS	174				hypothetical protein
BBLLADNB_00203	gene	174				
BBLLADNB_00204	CDS	1173				hypothetical protein
BBLLADNB_00204	gene	1173				
BBLLADNB_00205	CDS	465				hypothetical protein
BBLLADNB_00205	gene	465				
BBLLADNB_00206	CDS	1563				hypothetical protein
BBLLADNB_00206	gene	1563				
BBLLADNB_00207	CDS	444				hypothetical protein
BBLLADNB_00207	gene	444				
BBLLADNB_00208	CDS	1758				hypothetical protein
BBLLADNB_00208	gene	1758				
BBLLADNB_00209	CDS	804				hypothetical protein
BBLLADNB_00209	gene	804				
BBLLADNB_00210	CDS	786				hypothetical protein
BBLLADNB_00210	gene	786				
BBLLADNB_00211	CDS	258				hypothetical protein
BBLLADNB_00211	gene	258				
BBLLADNB_00212	CDS	996	mopR			Phenol regulator MopR
BBLLADNB_00212	gene	996	mopR			
BBLLADNB_00213	CDS	1509				hypothetical protein
BBLLADNB_00213	gene	1509				
BBLLADNB_00214	CDS	1782	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BBLLADNB_00214	gene	1782	asnB_1			
BBLLADNB_00215	CDS	1872				hypothetical protein
BBLLADNB_00215	gene	1872				
BBLLADNB_00216	CDS	987	pimF	2.4.-.-	COG0463	Putative glycosyltransferases
BBLLADNB_00216	gene	987	pimF			
BBLLADNB_00217	CDS	708				putative protein
BBLLADNB_00217	gene	708				
BBLLADNB_00218	CDS	1218	purT	2.1.2.-		Phosphoribosylglycinamide formyltransferase 2
BBLLADNB_00218	gene	1218	purT			
BBLLADNB_00219	CDS	807				hypothetical protein
BBLLADNB_00219	gene	807				
BBLLADNB_00220	CDS	381	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
BBLLADNB_00220	gene	381	arnE			
BBLLADNB_00221	tRNA	96				tRNA-Ala(agc)
BBLLADNB_00221	gene	96				
BBLLADNB_00222	CDS	1140	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
BBLLADNB_00222	gene	1140	wecE			
BBLLADNB_00223	CDS	1527	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
BBLLADNB_00223	gene	1527	wzxC			
BBLLADNB_00224	CDS	765				hypothetical protein
BBLLADNB_00224	gene	765				
BBLLADNB_00225	CDS	990				hypothetical protein
BBLLADNB_00225	gene	990				
BBLLADNB_00226	CDS	720				hypothetical protein
BBLLADNB_00226	gene	720				
BBLLADNB_00227	CDS	1332				hypothetical protein
BBLLADNB_00227	gene	1332				
BBLLADNB_00228	CDS	1380		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
BBLLADNB_00228	gene	1380				
BBLLADNB_00229	CDS	2361	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBLLADNB_00229	gene	2361	mshA_1			
BBLLADNB_00230	CDS	1317	algD	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
BBLLADNB_00230	gene	1317	algD			
BBLLADNB_00231	CDS	1215				hypothetical protein
BBLLADNB_00231	gene	1215				
BBLLADNB_00232	CDS	1929	asnB_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BBLLADNB_00232	gene	1929	asnB_2			
BBLLADNB_00233	CDS	1221	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBLLADNB_00233	gene	1221	mshA_2			
BBLLADNB_00234	CDS	1941	asnB_3	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BBLLADNB_00234	gene	1941	asnB_3			
BBLLADNB_00235	CDS	1188	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BBLLADNB_00235	gene	1188	mshA_3			
BBLLADNB_00236	CDS	1560				hypothetical protein
BBLLADNB_00236	gene	1560				
BBLLADNB_00237	CDS	1086				hypothetical protein
BBLLADNB_00237	gene	1086				
BBLLADNB_00238	CDS	864				hypothetical protein
BBLLADNB_00238	gene	864				
BBLLADNB_00239	CDS	1170	wbpI_1	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
BBLLADNB_00239	gene	1170	wbpI_1			
BBLLADNB_00240	CDS	1095				hypothetical protein
BBLLADNB_00240	gene	1095				
BBLLADNB_00241	CDS	1584				hypothetical protein
BBLLADNB_00241	gene	1584				
BBLLADNB_00242	CDS	966				hypothetical protein
BBLLADNB_00242	gene	966				
BBLLADNB_00243	CDS	1560				hypothetical protein
BBLLADNB_00243	gene	1560				
BBLLADNB_00244	CDS	630				hypothetical protein
BBLLADNB_00244	gene	630				
BBLLADNB_00245	CDS	813	cheR	2.1.1.80		Chemotaxis protein methyltransferase
BBLLADNB_00245	gene	813	cheR			
BBLLADNB_00246	CDS	639	ureG			Urease accessory protein UreG
BBLLADNB_00246	gene	639	ureG			
BBLLADNB_00247	CDS	672	ureF		COG0830	Urease accessory protein UreF
BBLLADNB_00247	gene	672	ureF			
BBLLADNB_00248	CDS	549	ureE			Urease accessory protein UreE
BBLLADNB_00248	gene	549	ureE			
BBLLADNB_00249	CDS	132	ureC1	3.5.1.5		Urease subunit alpha 1
BBLLADNB_00249	gene	132	ureC1			
BBLLADNB_00250	CDS	996	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
BBLLADNB_00250	gene	996	hldD_1			
BBLLADNB_00251	CDS	933	rfaE_1	2.7.1.167	COG2870	D-beta-D-heptose 7-phosphate kinase
BBLLADNB_00251	gene	933	rfaE_1			
