Orthogroup	GCA_000310125.2	2767802455
OG0000042	lcl|AMXB01000013.1_prot_ENO81198.1_1736	NHBDKAOG_00537
OG0000043	lcl|AMXB01000065.1_prot_ENO74951.1_4088	NHBDKAOG_03018
OG0000043	lcl|AMXB01000018.1_prot_ENO80740.1_2298	NHBDKAOG_03256
OG0000044	lcl|AMXB01000069.1_prot_ENO74824.1_4138	NHBDKAOG_03430
OG0000045	lcl|AMXB01000002.1_prot_ENO82952.1_212	NHBDKAOG_01546
OG0000046	lcl|AMXB01000025.1_prot_ENO78746.1_2771	NHBDKAOG_00333
OG0000046	lcl|AMXB01000029.1_prot_ENO77783.1_3040	NHBDKAOG_00150
OG0000047	lcl|AMXB01000013.1_prot_ENO81252.1_1790, lcl|AMXB01000011.1_prot_ENO81514.1_1570, lcl|AMXB01000108.1_prot_ENO74357.1_4275	NHBDKAOG_01193
OG0000047	lcl|AMXB01000014.1_prot_ENO81112.1_1876, lcl|AMXB01000008.1_prot_ENO81994.1_1222, lcl|AMXB01000009.1_prot_ENO81756.1_1247	NHBDKAOG_04831, NHBDKAOG_04823
OG0000050	lcl|AMXB01000067.1_prot_ENO74876.1_4120, lcl|AMXB01000037.1_prot_ENO76678.1_3417	NHBDKAOG_04143
OG0000051	lcl|AMXB01000048.1_prot_ENO75735.1_3785	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786
OG0000057	lcl|AMXB01000003.1_prot_ENO82804.1_446	NHBDKAOG_03255, NHBDKAOG_04186, NHBDKAOG_04198
OG0000058	lcl|AMXB01000019.1_prot_ENO80629.1_2347, lcl|AMXB01000004.1_prot_ENO82702.1_661	NHBDKAOG_01741
OG0000059	lcl|AMXB01000015.1_prot_ENO81034.1_2006	NHBDKAOG_01926
OG0000060	lcl|AMXB01000033.1_prot_ENO77190.1_3241	NHBDKAOG_02356
OG0000061	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416	NHBDKAOG_04142, NHBDKAOG_04155
OG0000062	lcl|AMXB01000047.1_prot_ENO75817.1_3776	NHBDKAOG_00766, NHBDKAOG_00767
OG0000063	lcl|AMXB01000029.1_prot_ENO77797.1_3054	NHBDKAOG_02022, NHBDKAOG_03708
OG0000064	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827	NHBDKAOG_01801
OG0000067	lcl|AMXB01000003.1_prot_ENO82824.1_466	NHBDKAOG_00434, NHBDKAOG_03142, NHBDKAOG_00163, NHBDKAOG_04493, NHBDKAOG_00166
OG0000068	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816	NHBDKAOG_02793
OG0000069	lcl|AMXB01000098.1_prot_ENO74416.1_4264	NHBDKAOG_01212, NHBDKAOG_01987, NHBDKAOG_01222, NHBDKAOG_03291, NHBDKAOG_04598, NHBDKAOG_01214, NHBDKAOG_01216, NHBDKAOG_01223, NHBDKAOG_01217, NHBDKAOG_01838, NHBDKAOG_01219
OG0000070	lcl|AMXB01000034.1_prot_ENO77063.1_3298	NHBDKAOG_02480
OG0000072	lcl|AMXB01000018.1_prot_ENO80733.1_2291	NHBDKAOG_04743, NHBDKAOG_01084
OG0000073	lcl|AMXB01000019.1_prot_ENO80597.1_2315	NHBDKAOG_03116
OG0000075	lcl|AMXB01000007.1_prot_ENO82111.1_1030	NHBDKAOG_03710, NHBDKAOG_04167
OG0000077	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994	NHBDKAOG_04824, NHBDKAOG_03199
OG0000078	lcl|AMXB01000058.1_prot_ENO75237.1_4008	NHBDKAOG_01850
OG0000079	lcl|AMXB01000014.1_prot_ENO81093.1_1857	NHBDKAOG_02776
OG0000079	lcl|AMXB01000053.1_prot_ENO75486.1_3928	NHBDKAOG_00332
OG0000080	lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000086.1_prot_ENO74497.1_4243, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000007.1_prot_ENO82076.1_995	NHBDKAOG_04712
OG0000081	lcl|AMXB01000031.1_prot_ENO77423.1_3157	NHBDKAOG_01296
OG0000083	lcl|AMXB01000008.1_prot_ENO81943.1_1171	NHBDKAOG_00369, NHBDKAOG_03431
OG0000084	lcl|AMXB01000017.1_prot_ENO80791.1_2188	NHBDKAOG_00931
OG0000085	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917	NHBDKAOG_03384
OG0000086	lcl|AMXB01000058.1_prot_ENO75233.1_4004	NHBDKAOG_02893
OG0000088	lcl|AMXB01000005.1_prot_ENO82514.1_809	NHBDKAOG_04789
OG0000088	lcl|AMXB01000045.1_prot_ENO75999.1_3718	NHBDKAOG_01419, NHBDKAOG_03008, NHBDKAOG_00666
OG0000090	lcl|AMXB01000009.1_prot_ENO81864.1_1355	NHBDKAOG_03602
OG0000091	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914	NHBDKAOG_04145
OG0000092	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913	NHBDKAOG_04146
OG0000093	lcl|AMXB01000012.1_prot_ENO81319.1_1622	NHBDKAOG_04744
OG0000094	lcl|AMXB01000008.1_prot_ENO82017.1_1245	NHBDKAOG_04230
OG0000094	lcl|AMXB01000050.1_prot_ENO75614.1_3833	NHBDKAOG_04139
OG0000096	lcl|AMXB01000030.1_prot_ENO77584.1_3085	NHBDKAOG_00075, NHBDKAOG_02871, NHBDKAOG_00072, NHBDKAOG_04597, NHBDKAOG_02336, NHBDKAOG_02981
OG0000100	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234	NHBDKAOG_03429
OG0000104	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266	NHBDKAOG_03126
OG0000105	lcl|AMXB01000012.1_prot_ENO81375.1_1678	NHBDKAOG_00111, NHBDKAOG_00732
OG0000106	lcl|AMXB01000009.1_prot_ENO81771.1_1262	NHBDKAOG_01840
OG0000107	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032	NHBDKAOG_01152
OG0000108	lcl|AMXB01000010.1_prot_ENO81629.1_1397	NHBDKAOG_01824
OG0000110	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268	NHBDKAOG_04566
OG0000112	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885	NHBDKAOG_03680
OG0000113	lcl|AMXB01000007.1_prot_ENO82166.1_1085, lcl|AMXB01000026.1_prot_ENO78470.1_2813, lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920	NHBDKAOG_03642
OG0000114	lcl|AMXB01000007.1_prot_ENO82098.1_1017	NHBDKAOG_01365
OG0000115	lcl|AMXB01000002.1_prot_ENO82991.1_251	NHBDKAOG_01236
OG0000116	lcl|AMXB01000008.1_prot_ENO82016.1_1244	NHBDKAOG_04138, NHBDKAOG_04231
OG0000117	lcl|AMXB01000040.1_prot_ENO76342.1_3547	NHBDKAOG_02712
OG0000118	lcl|AMXB01000040.1_prot_ENO76341.1_3546	NHBDKAOG_02800, NHBDKAOG_02711
OG0000119	lcl|AMXB01000040.1_prot_ENO76340.1_3545	NHBDKAOG_02709
OG0000120	lcl|AMXB01000029.1_prot_ENO77752.1_3009	NHBDKAOG_02795
OG0000121	lcl|AMXB01000025.1_prot_ENO78765.1_2790	NHBDKAOG_04051
OG0000121	lcl|AMXB01000020.1_prot_ENO80567.1_2449	NHBDKAOG_02508
OG0000122	lcl|AMXB01000043.1_prot_ENO76125.1_3667	NHBDKAOG_04587, NHBDKAOG_04410, NHBDKAOG_01798, NHBDKAOG_03976
OG0000123	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304	NHBDKAOG_02930
OG0000124	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305	NHBDKAOG_02929
OG0000125	lcl|AMXB01000040.1_prot_ENO76362.1_3567	NHBDKAOG_03166, NHBDKAOG_03168
OG0000126	lcl|AMXB01000004.1_prot_ENO82632.1_591	NHBDKAOG_04176, NHBDKAOG_00577
OG0000127	lcl|AMXB01000003.1_prot_ENO82841.1_483	NHBDKAOG_00854
OG0000128	lcl|AMXB01000005.1_prot_ENO82507.1_802, lcl|AMXB01000044.1_prot_ENO76096.1_3699	NHBDKAOG_01446
OG0000130	lcl|AMXB01000002.1_prot_ENO83023.1_283	NHBDKAOG_01704, NHBDKAOG_00413
OG0000134	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102	NHBDKAOG_00279, NHBDKAOG_00399, NHBDKAOG_02525, NHBDKAOG_04768
OG0000135	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870	NHBDKAOG_00210
OG0000136	lcl|AMXB01000075.1_prot_ENO74651.1_4203	NHBDKAOG_04055
OG0000136	lcl|AMXB01000025.1_prot_ENO78761.1_2786	NHBDKAOG_03388
OG0000137	lcl|AMXB01000009.1_prot_ENO81853.1_1344	NHBDKAOG_01777
OG0000139	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263	NHBDKAOG_01201
OG0000140	lcl|AMXB01000052.1_prot_ENO75499.1_3890	NHBDKAOG_01512, NHBDKAOG_00293
OG0000141	lcl|AMXB01000001.1_prot_ENO83241.1_114	NHBDKAOG_01355
OG0000142	lcl|AMXB01000011.1_prot_ENO81554.1_1610	NHBDKAOG_03647
OG0000143	lcl|AMXB01000009.1_prot_ENO81802.1_1293	NHBDKAOG_03162, NHBDKAOG_03789
OG0000143	lcl|AMXB01000025.1_prot_ENO78744.1_2769	NHBDKAOG_00334
OG0000144	lcl|AMXB01000022.1_prot_ENO79623.1_2560	NHBDKAOG_03103
OG0000146	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392	NHBDKAOG_03681
OG0000147	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818	NHBDKAOG_02552
OG0000148	lcl|AMXB01000015.1_prot_ENO80974.1_1946	NHBDKAOG_04058
OG0000148	lcl|AMXB01000015.1_prot_ENO80973.1_1945, lcl|AMXB01000056.1_prot_ENO75322.1_3984	NHBDKAOG_02148, NHBDKAOG_01280
OG0000149	lcl|AMXB01000061.1_prot_ENO75115.1_4043	NHBDKAOG_00315, NHBDKAOG_01852
OG0000150	lcl|AMXB01000008.1_prot_ENO82015.1_1243	NHBDKAOG_04137, NHBDKAOG_04232
OG0000153	lcl|AMXB01000007.1_prot_ENO82158.1_1077	NHBDKAOG_00980
OG0000155	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813	NHBDKAOG_02085
OG0000156	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016	NHBDKAOG_00834
OG0000157	lcl|AMXB01000037.1_prot_ENO76688.1_3427	NHBDKAOG_02837
OG0000159	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115	NHBDKAOG_04772, NHBDKAOG_03050, NHBDKAOG_04771
OG0000160	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081	NHBDKAOG_02086
OG0000162	lcl|AMXB01000014.1_prot_ENO81131.1_1895	NHBDKAOG_00282, NHBDKAOG_04734, NHBDKAOG_04082
OG0000163	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922	NHBDKAOG_02782
OG0000166	lcl|AMXB01000038.1_prot_ENO76550.1_3460	NHBDKAOG_04561, NHBDKAOG_03866, NHBDKAOG_02113
OG0000168	lcl|AMXB01000005.1_prot_ENO82423.1_718	NHBDKAOG_00724
OG0000169	lcl|AMXB01000008.1_prot_ENO81930.1_1158	NHBDKAOG_00357
OG0000170	lcl|AMXB01000070.1_prot_ENO74807.1_4151	NHBDKAOG_00633, NHBDKAOG_04813
OG0000171	lcl|AMXB01000009.1_prot_ENO81765.1_1256	NHBDKAOG_04188
OG0000172	lcl|AMXB01000017.1_prot_ENO80800.1_2197	NHBDKAOG_00380
OG0000173	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337	NHBDKAOG_00943
OG0000174	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518	NHBDKAOG_00657
OG0000175	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904	NHBDKAOG_01132
OG0000176	lcl|AMXB01000013.1_prot_ENO81263.1_1801	NHBDKAOG_02339
OG0000176	lcl|AMXB01000021.1_prot_ENO80063.1_2509	NHBDKAOG_02577, NHBDKAOG_01262
OG0000177	lcl|AMXB01000022.1_prot_ENO79637.1_2574	NHBDKAOG_00573, NHBDKAOG_00571
OG0000178	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363	NHBDKAOG_02131
OG0000179	lcl|AMXB01000006.1_prot_ENO82257.1_861	NHBDKAOG_04396
OG0000180	lcl|AMXB01000033.1_prot_ENO77209.1_3260	NHBDKAOG_03068
OG0000181	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341	NHBDKAOG_04162
OG0000182	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207	NHBDKAOG_04485
OG0000183	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618	NHBDKAOG_03290, NHBDKAOG_01078
OG0000184	lcl|AMXB01000011.1_prot_ENO81526.1_1582	NHBDKAOG_04600
OG0000185	lcl|AMXB01000005.1_prot_ENO82515.1_810	NHBDKAOG_04788
OG0000186	lcl|AMXB01000001.1_prot_ENO83180.1_53	NHBDKAOG_01371
OG0000187	lcl|AMXB01000011.1_prot_ENO81515.1_1571	NHBDKAOG_01876, NHBDKAOG_01877, NHBDKAOG_02827
OG0000188	lcl|AMXB01000006.1_prot_ENO82223.1_827	NHBDKAOG_01306, NHBDKAOG_01479
OG0000189	lcl|AMXB01000001.1_prot_ENO83200.1_73	NHBDKAOG_00699
OG0000190	lcl|AMXB01000004.1_prot_ENO82690.1_649	NHBDKAOG_02351
OG0000192	lcl|AMXB01000002.1_prot_ENO83104.1_364	NHBDKAOG_02494
OG0000194	lcl|AMXB01000010.1_prot_ENO81612.1_1380	NHBDKAOG_00951
OG0000195	lcl|AMXB01000006.1_prot_ENO82237.1_841	NHBDKAOG_01255
OG0000196	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754	NHBDKAOG_02857
OG0000197	lcl|AMXB01000065.1_prot_ENO74949.1_4086	NHBDKAOG_02758
OG0000198	lcl|AMXB01000012.1_prot_ENO81373.1_1676	NHBDKAOG_00109, NHBDKAOG_00734
OG0000198	lcl|AMXB01000026.1_prot_ENO78513.1_2856	NHBDKAOG_04764
OG0000199	lcl|AMXB01000005.1_prot_ENO82466.1_761	NHBDKAOG_02833
OG0000200	lcl|AMXB01000004.1_prot_ENO82664.1_623	NHBDKAOG_03276
OG0000201	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197	NHBDKAOG_02225, NHBDKAOG_04165
OG0000202	lcl|AMXB01000032.1_prot_ENO77261.1_3195	NHBDKAOG_04163
OG0000203	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252	NHBDKAOG_01209
OG0000204	lcl|AMXB01000008.1_prot_ENO81919.1_1147, lcl|AMXB01000091.1_prot_ENO74460.1_4251	NHBDKAOG_04608
OG0000205	lcl|AMXB01000009.1_prot_ENO81785.1_1276	NHBDKAOG_03963
OG0000206	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377	NHBDKAOG_03987
OG0000207	lcl|AMXB01000007.1_prot_ENO82129.1_1048	NHBDKAOG_02304
OG0000209	lcl|AMXB01000020.1_prot_ENO80507.1_2389	NHBDKAOG_01197
OG0000209	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912	NHBDKAOG_03883
OG0000210	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794	NHBDKAOG_01195
OG0000211	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012	NHBDKAOG_03154
OG0000212	lcl|AMXB01000026.1_prot_ENO78467.1_2810	NHBDKAOG_02385
OG0000212	lcl|AMXB01000003.1_prot_ENO82793.1_435	NHBDKAOG_01770
OG0000213	lcl|AMXB01000026.1_prot_ENO78468.1_2811	NHBDKAOG_02384
OG0000214	lcl|AMXB01000001.1_prot_ENO83161.1_34	NHBDKAOG_03600
OG0000215	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078	NHBDKAOG_03109
OG0000216	lcl|AMXB01000048.1_prot_ENO75755.1_3805	NHBDKAOG_03107
OG0000217	lcl|AMXB01000031.1_prot_ENO77412.1_3146	NHBDKAOG_02395
OG0000218	lcl|AMXB01000020.1_prot_ENO80548.1_2430	NHBDKAOG_04225
OG0000219	lcl|AMXB01000042.1_prot_ENO76225.1_3642, lcl|AMXB01000006.1_prot_ENO82339.1_943	NHBDKAOG_03242
OG0000220	lcl|AMXB01000034.1_prot_ENO77053.1_3288	NHBDKAOG_00508
OG0000221	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459	NHBDKAOG_00358
OG0000222	lcl|AMXB01000010.1_prot_ENO81709.1_1477	NHBDKAOG_00386
OG0000223	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891	NHBDKAOG_02095
OG0000224	lcl|AMXB01000001.1_prot_ENO83287.1_160	NHBDKAOG_02252
OG0000225	lcl|AMXB01000008.1_prot_ENO81897.1_1125	NHBDKAOG_03899, NHBDKAOG_03898, NHBDKAOG_00506
OG0000227	lcl|AMXB01000010.1_prot_ENO81652.1_1420, lcl|AMXB01000025.1_prot_ENO78754.1_2779, lcl|AMXB01000021.1_prot_ENO80056.1_2502	NHBDKAOG_04854
OG0000228	lcl|AMXB01000009.1_prot_ENO81833.1_1324	NHBDKAOG_03239
OG0000229	lcl|AMXB01000006.1_prot_ENO82243.1_847	NHBDKAOG_04649
OG0000229	lcl|AMXB01000001.1_prot_ENO83295.1_168	NHBDKAOG_03682
OG0000230	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181	NHBDKAOG_03539
OG0000231	lcl|AMXB01000035.1_prot_ENO76916.1_3326	NHBDKAOG_02879
