Orthogroup	GCA_000310125.2	644736333
OG0000061	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416	MCBBHCNB_00409, MCBBHCNB_00172
OG0000062	lcl|AMXB01000047.1_prot_ENO75817.1_3776	MCBBHCNB_04175, MCBBHCNB_04174
OG0000063	lcl|AMXB01000029.1_prot_ENO77797.1_3054	MCBBHCNB_02666, MCBBHCNB_03393
OG0000064	lcl|AMXB01000037.1_prot_ENO76674.1_3413	MCBBHCNB_00214
OG0000064	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827	MCBBHCNB_02397
OG0000067	lcl|AMXB01000003.1_prot_ENO82824.1_466	MCBBHCNB_03411, MCBBHCNB_04579
OG0000068	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816	MCBBHCNB_01855
OG0000069	lcl|AMXB01000098.1_prot_ENO74416.1_4264	MCBBHCNB_03721, MCBBHCNB_03723
OG0000070	lcl|AMXB01000034.1_prot_ENO77063.1_3298	MCBBHCNB_00663
OG0000072	lcl|AMXB01000018.1_prot_ENO80733.1_2291	MCBBHCNB_03894
OG0000073	lcl|AMXB01000019.1_prot_ENO80597.1_2315	MCBBHCNB_01587, MCBBHCNB_01588
OG0000074	lcl|AMXB01000004.1_prot_ENO82576.1_535	MCBBHCNB_03578
OG0000075	lcl|AMXB01000007.1_prot_ENO82111.1_1030	MCBBHCNB_04167, MCBBHCNB_03164
OG0000077	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994	MCBBHCNB_03126
OG0000078	lcl|AMXB01000058.1_prot_ENO75237.1_4008	MCBBHCNB_03574
OG0000079	lcl|AMXB01000014.1_prot_ENO81093.1_1857	MCBBHCNB_01886
OG0000079	lcl|AMXB01000053.1_prot_ENO75486.1_3928	MCBBHCNB_01156
OG0000080	lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000086.1_prot_ENO74497.1_4243, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000007.1_prot_ENO82076.1_995	MCBBHCNB_00343
OG0000081	lcl|AMXB01000031.1_prot_ENO77423.1_3157	MCBBHCNB_01743, MCBBHCNB_02474, MCBBHCNB_02475, MCBBHCNB_02581
OG0000083	lcl|AMXB01000008.1_prot_ENO81943.1_1171	MCBBHCNB_04636, MCBBHCNB_03104
OG0000084	lcl|AMXB01000017.1_prot_ENO80791.1_2188	MCBBHCNB_01650
OG0000085	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917	MCBBHCNB_01037
OG0000090	lcl|AMXB01000009.1_prot_ENO81864.1_1355	MCBBHCNB_02160, MCBBHCNB_00475
OG0000091	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914	MCBBHCNB_00226, MCBBHCNB_00406
OG0000092	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913	MCBBHCNB_00227, MCBBHCNB_00405
OG0000093	lcl|AMXB01000001.1_prot_ENO83228.1_101	MCBBHCNB_02770
OG0000094	lcl|AMXB01000008.1_prot_ENO82017.1_1245	MCBBHCNB_00225
OG0000094	lcl|AMXB01000050.1_prot_ENO75614.1_3833	MCBBHCNB_00417
OG0000094	lcl|AMXB01000041.1_prot_ENO76248.1_3586, lcl|AMXB01000071.1_prot_ENO74774.1_4163	MCBBHCNB_00201
OG0000096	lcl|AMXB01000030.1_prot_ENO77584.1_3085	MCBBHCNB_00182, MCBBHCNB_01725, MCBBHCNB_01727
OG0000100	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234	MCBBHCNB_03102, MCBBHCNB_02443
OG0000104	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266	MCBBHCNB_03836
OG0000105	lcl|AMXB01000012.1_prot_ENO81375.1_1678	MCBBHCNB_04252
OG0000105	lcl|AMXB01000026.1_prot_ENO78515.1_2858	MCBBHCNB_00851
OG0000107	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032	MCBBHCNB_03774, MCBBHCNB_03787
OG0000108	lcl|AMXB01000010.1_prot_ENO81629.1_1397	MCBBHCNB_02814
OG0000109	lcl|AMXB01000011.1_prot_ENO81467.1_1523	MCBBHCNB_03694
OG0000110	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268	MCBBHCNB_03443
OG0000111	lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948	MCBBHCNB_02099, MCBBHCNB_02098
OG0000112	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885	MCBBHCNB_00660
OG0000113	lcl|AMXB01000007.1_prot_ENO82166.1_1085, lcl|AMXB01000026.1_prot_ENO78470.1_2813, lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920	MCBBHCNB_01328
OG0000114	lcl|AMXB01000007.1_prot_ENO82098.1_1017	MCBBHCNB_02842, MCBBHCNB_02843
OG0000115	lcl|AMXB01000002.1_prot_ENO82991.1_251	MCBBHCNB_02156, MCBBHCNB_03613
OG0000116	lcl|AMXB01000041.1_prot_ENO76247.1_3585, lcl|AMXB01000071.1_prot_ENO74773.1_4162	MCBBHCNB_00200
OG0000116	lcl|AMXB01000008.1_prot_ENO82016.1_1244	MCBBHCNB_00418, MCBBHCNB_00224
OG0000117	lcl|AMXB01000040.1_prot_ENO76342.1_3547	MCBBHCNB_02272
OG0000118	lcl|AMXB01000040.1_prot_ENO76341.1_3546	MCBBHCNB_02014, MCBBHCNB_02271
OG0000119	lcl|AMXB01000040.1_prot_ENO76340.1_3545	MCBBHCNB_02016
OG0000120	lcl|AMXB01000029.1_prot_ENO77752.1_3009	MCBBHCNB_01317, MCBBHCNB_01853
OG0000121	lcl|AMXB01000025.1_prot_ENO78765.1_2790	MCBBHCNB_00482
OG0000121	lcl|AMXB01000020.1_prot_ENO80567.1_2449	MCBBHCNB_02242
OG0000122	lcl|AMXB01000043.1_prot_ENO76125.1_3667	MCBBHCNB_01615, MCBBHCNB_02185
OG0000123	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304	MCBBHCNB_01662
OG0000124	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305	MCBBHCNB_01663
OG0000125	lcl|AMXB01000040.1_prot_ENO76362.1_3567	MCBBHCNB_01343, MCBBHCNB_01341
OG0000126	lcl|AMXB01000004.1_prot_ENO82632.1_591	MCBBHCNB_03702, MCBBHCNB_04433
OG0000127	lcl|AMXB01000003.1_prot_ENO82841.1_483	MCBBHCNB_04078
OG0000127	lcl|AMXB01000032.1_prot_ENO77228.1_3162	MCBBHCNB_00045, MCBBHCNB_00032
OG0000128	lcl|AMXB01000044.1_prot_ENO76096.1_3699	MCBBHCNB_02643
OG0000130	lcl|AMXB01000002.1_prot_ENO83023.1_283	MCBBHCNB_02911, MCBBHCNB_03066
OG0000134	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102	MCBBHCNB_00061, MCBBHCNB_02035
OG0000135	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870	MCBBHCNB_03450, MCBBHCNB_00346
OG0000136	lcl|AMXB01000075.1_prot_ENO74651.1_4203	MCBBHCNB_00478
OG0000136	lcl|AMXB01000025.1_prot_ENO78761.1_2786	MCBBHCNB_01033, MCBBHCNB_00196
OG0000137	lcl|AMXB01000009.1_prot_ENO81853.1_1344	MCBBHCNB_02838
OG0000139	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263	MCBBHCNB_04625
OG0000140	lcl|AMXB01000052.1_prot_ENO75499.1_3890	MCBBHCNB_03241, MCBBHCNB_04678
OG0000141	lcl|AMXB01000001.1_prot_ENO83241.1_114	MCBBHCNB_03704
OG0000142	lcl|AMXB01000011.1_prot_ENO81554.1_1610	MCBBHCNB_00899
OG0000143	lcl|AMXB01000009.1_prot_ENO81802.1_1293	MCBBHCNB_01354
OG0000144	lcl|AMXB01000022.1_prot_ENO79623.1_2560	MCBBHCNB_01429
OG0000146	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392	MCBBHCNB_00659
OG0000147	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818	MCBBHCNB_03088
OG0000149	lcl|AMXB01000061.1_prot_ENO75115.1_4043	MCBBHCNB_04744, MCBBHCNB_04495
OG0000150	lcl|AMXB01000071.1_prot_ENO74772.1_4161, lcl|AMXB01000041.1_prot_ENO76246.1_3584	MCBBHCNB_00199
OG0000150	lcl|AMXB01000008.1_prot_ENO82015.1_1243	MCBBHCNB_00419, MCBBHCNB_00223
OG0000152	lcl|AMXB01000013.1_prot_ENO81278.1_1816	MCBBHCNB_03360
OG0000153	lcl|AMXB01000007.1_prot_ENO82158.1_1077	MCBBHCNB_01553, MCBBHCNB_03588
OG0000155	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813	MCBBHCNB_02617
OG0000156	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016	MCBBHCNB_01621
OG0000157	lcl|AMXB01000037.1_prot_ENO76688.1_3427	MCBBHCNB_00176
OG0000157	lcl|AMXB01000027.1_prot_ENO78276.1_2912	MCBBHCNB_00203
OG0000159	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115	MCBBHCNB_01085
OG0000160	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081	MCBBHCNB_02616
OG0000162	lcl|AMXB01000014.1_prot_ENO81131.1_1895	MCBBHCNB_00612, MCBBHCNB_03932
OG0000163	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922	MCBBHCNB_01880
OG0000166	lcl|AMXB01000038.1_prot_ENO76550.1_3460	MCBBHCNB_02594
OG0000168	lcl|AMXB01000005.1_prot_ENO82423.1_718	MCBBHCNB_02575
OG0000169	lcl|AMXB01000008.1_prot_ENO81930.1_1158	MCBBHCNB_04648
OG0000170	lcl|AMXB01000070.1_prot_ENO74807.1_4151	MCBBHCNB_04708, MCBBHCNB_03290
OG0000171	lcl|AMXB01000009.1_prot_ENO81765.1_1256	MCBBHCNB_01449
OG0000172	lcl|AMXB01000017.1_prot_ENO80800.1_2197	MCBBHCNB_00852
OG0000173	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337	MCBBHCNB_03639
OG0000174	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518	MCBBHCNB_04343
OG0000175	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904	MCBBHCNB_02430, MCBBHCNB_03731
OG0000176	lcl|AMXB01000021.1_prot_ENO80063.1_2509	MCBBHCNB_03549
OG0000177	lcl|AMXB01000022.1_prot_ENO79637.1_2574	MCBBHCNB_04444
OG0000178	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363	MCBBHCNB_03438, MCBBHCNB_02746
OG0000180	lcl|AMXB01000033.1_prot_ENO77209.1_3260	MCBBHCNB_04574
OG0000181	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341	MCBBHCNB_00385
OG0000182	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207	MCBBHCNB_01988
OG0000183	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618	MCBBHCNB_03904
OG0000184	lcl|AMXB01000011.1_prot_ENO81526.1_1582, lcl|AMXB01000043.1_prot_ENO76130.1_3672	MCBBHCNB_03981
OG0000186	lcl|AMXB01000001.1_prot_ENO83180.1_53	MCBBHCNB_03370
OG0000187	lcl|AMXB01000011.1_prot_ENO81515.1_1571	MCBBHCNB_02788, MCBBHCNB_02787
OG0000188	lcl|AMXB01000006.1_prot_ENO82223.1_827	MCBBHCNB_03286, MCBBHCNB_02280
OG0000189	lcl|AMXB01000001.1_prot_ENO83200.1_73	MCBBHCNB_04043
OG0000190	lcl|AMXB01000004.1_prot_ENO82690.1_649	MCBBHCNB_02704
OG0000192	lcl|AMXB01000001.1_prot_ENO83275.1_148	MCBBHCNB_01991
OG0000194	lcl|AMXB01000010.1_prot_ENO81612.1_1380	MCBBHCNB_00922
OG0000195	lcl|AMXB01000006.1_prot_ENO82237.1_841	MCBBHCNB_02953
OG0000196	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754	MCBBHCNB_01763
OG0000197	lcl|AMXB01000065.1_prot_ENO74949.1_4086	MCBBHCNB_01161
OG0000198	lcl|AMXB01000012.1_prot_ENO81373.1_1676	MCBBHCNB_04250
OG0000199	lcl|AMXB01000005.1_prot_ENO82466.1_761	MCBBHCNB_01781, MCBBHCNB_00403
OG0000200	lcl|AMXB01000004.1_prot_ENO82664.1_623	MCBBHCNB_01265
OG0000201	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197	MCBBHCNB_00382
OG0000202	lcl|AMXB01000032.1_prot_ENO77261.1_3195	MCBBHCNB_00384
OG0000203	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252	MCBBHCNB_03729, MCBBHCNB_01668
OG0000204	lcl|AMXB01000091.1_prot_ENO74462.1_4253	MCBBHCNB_01436
OG0000205	lcl|AMXB01000009.1_prot_ENO81785.1_1276	MCBBHCNB_01422
OG0000206	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377	MCBBHCNB_01942, MCBBHCNB_00573
OG0000207	lcl|AMXB01000007.1_prot_ENO82129.1_1048	MCBBHCNB_02216
OG0000209	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912	MCBBHCNB_00747
OG0000210	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794	MCBBHCNB_03044
OG0000211	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012	MCBBHCNB_00379
OG0000213	lcl|AMXB01000026.1_prot_ENO78468.1_2811, lcl|AMXB01000003.1_prot_ENO82794.1_436	MCBBHCNB_02682
OG0000214	lcl|AMXB01000001.1_prot_ENO83161.1_34	MCBBHCNB_02243
OG0000215	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078	MCBBHCNB_01398
OG0000216	lcl|AMXB01000048.1_prot_ENO75755.1_3805	MCBBHCNB_01400
OG0000217	lcl|AMXB01000031.1_prot_ENO77412.1_3146	MCBBHCNB_04189
OG0000218	lcl|AMXB01000020.1_prot_ENO80548.1_2430	MCBBHCNB_04512
OG0000219	lcl|AMXB01000042.1_prot_ENO76225.1_3642, lcl|AMXB01000006.1_prot_ENO82339.1_943	MCBBHCNB_01227
OG0000221	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459	MCBBHCNB_04647
OG0000222	lcl|AMXB01000010.1_prot_ENO81709.1_1477	MCBBHCNB_01295
OG0000223	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891	MCBBHCNB_02565
OG0000224	lcl|AMXB01000001.1_prot_ENO83287.1_160	MCBBHCNB_02537
OG0000225	lcl|AMXB01000008.1_prot_ENO81897.1_1125	MCBBHCNB_01963
OG0000228	lcl|AMXB01000009.1_prot_ENO81833.1_1324	MCBBHCNB_04487
OG0000229	lcl|AMXB01000001.1_prot_ENO83295.1_168	MCBBHCNB_00658
OG0000230	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181	MCBBHCNB_00946
OG0000231	lcl|AMXB01000035.1_prot_ENO76916.1_3326	MCBBHCNB_04479
OG0000232	lcl|AMXB01000001.1_prot_ENO83206.1_79	MCBBHCNB_03552
