Orthogroup	GCA_000310125.2	GCA_003332265.1
OG0000052	lcl|AMXB01000013.1_prot_ENO81269.1_1807	BFLDHLJO_03290
OG0000057	lcl|AMXB01000003.1_prot_ENO82804.1_446	BFLDHLJO_03111, BFLDHLJO_03773
OG0000058	lcl|AMXB01000019.1_prot_ENO80629.1_2347, lcl|AMXB01000004.1_prot_ENO82702.1_661	BFLDHLJO_03931
OG0000059	lcl|AMXB01000015.1_prot_ENO81034.1_2006	BFLDHLJO_03040
OG0000059	lcl|AMXB01000008.1_prot_ENO81902.1_1130	BFLDHLJO_02331
OG0000060	lcl|AMXB01000033.1_prot_ENO77190.1_3241	BFLDHLJO_00428, BFLDHLJO_00435
OG0000061	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416	BFLDHLJO_03862, BFLDHLJO_03190, BFLDHLJO_01906, BFLDHLJO_03187
OG0000062	lcl|AMXB01000047.1_prot_ENO75817.1_3776	BFLDHLJO_00029, BFLDHLJO_00028
OG0000063	lcl|AMXB01000029.1_prot_ENO77797.1_3054	BFLDHLJO_02567, BFLDHLJO_01518
OG0000064	lcl|AMXB01000037.1_prot_ENO76674.1_3413	BFLDHLJO_03162, BFLDHLJO_03201
OG0000064	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827	BFLDHLJO_00878
OG0000067	lcl|AMXB01000003.1_prot_ENO82824.1_466	BFLDHLJO_01405, BFLDHLJO_03378
OG0000068	lcl|AMXB01000014.1_prot_ENO81129.1_1893, lcl|AMXB01000011.1_prot_ENO81533.1_1589, lcl|AMXB01000014.1_prot_ENO81158.1_1922	BFLDHLJO_03999
OG0000068	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816	BFLDHLJO_00861
OG0000070	lcl|AMXB01000034.1_prot_ENO77063.1_3298	BFLDHLJO_01591
OG0000070	lcl|AMXB01000008.1_prot_ENO82012.1_1240	BFLDHLJO_03826
OG0000072	lcl|AMXB01000018.1_prot_ENO80733.1_2291	BFLDHLJO_01815
OG0000073	lcl|AMXB01000019.1_prot_ENO80597.1_2315	BFLDHLJO_00220
OG0000075	lcl|AMXB01000007.1_prot_ENO82111.1_1030	BFLDHLJO_01517, BFLDHLJO_03416
OG0000077	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994	BFLDHLJO_01040, BFLDHLJO_02817, BFLDHLJO_02895
OG0000078	lcl|AMXB01000058.1_prot_ENO75237.1_4008	BFLDHLJO_01266
OG0000079	lcl|AMXB01000014.1_prot_ENO81093.1_1857	BFLDHLJO_01009
OG0000079	lcl|AMXB01000053.1_prot_ENO75486.1_3928	BFLDHLJO_00418
OG0000080	lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000086.1_prot_ENO74497.1_4243, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000007.1_prot_ENO82076.1_995	BFLDHLJO_03440, BFLDHLJO_03459
OG0000081	lcl|AMXB01000031.1_prot_ENO77423.1_3157	BFLDHLJO_01631
OG0000083	lcl|AMXB01000008.1_prot_ENO81943.1_1171	BFLDHLJO_04172, BFLDHLJO_01135
OG0000084	lcl|AMXB01000017.1_prot_ENO80791.1_2188	BFLDHLJO_01634, BFLDHLJO_04045, BFLDHLJO_02299
OG0000085	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917	BFLDHLJO_01191
OG0000086	lcl|AMXB01000058.1_prot_ENO75233.1_4004	BFLDHLJO_04135
OG0000090	lcl|AMXB01000009.1_prot_ENO81864.1_1355	BFLDHLJO_00193, BFLDHLJO_01722
OG0000091	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209
OG0000092	lcl|AMXB01000008.1_prot_ENO81972.1_1200	BFLDHLJO_01160
OG0000092	lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913	BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208
OG0000093	lcl|AMXB01000012.1_prot_ENO81319.1_1622	BFLDHLJO_03019, BFLDHLJO_00818
OG0000093	lcl|AMXB01000001.1_prot_ENO83228.1_101	BFLDHLJO_01753
OG0000094	lcl|AMXB01000008.1_prot_ENO82017.1_1245	BFLDHLJO_01088
OG0000096	lcl|AMXB01000030.1_prot_ENO77584.1_3085	BFLDHLJO_03213, BFLDHLJO_03212
OG0000100	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234	BFLDHLJO_01137, BFLDHLJO_02695
OG0000104	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266	BFLDHLJO_01985, BFLDHLJO_01983, BFLDHLJO_01854, BFLDHLJO_03335
OG0000105	lcl|AMXB01000026.1_prot_ENO78515.1_2858	BFLDHLJO_01678
OG0000107	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032	BFLDHLJO_01002
OG0000108	lcl|AMXB01000027.1_prot_ENO78229.1_2865	BFLDHLJO_00854
OG0000108	lcl|AMXB01000010.1_prot_ENO81629.1_1397	BFLDHLJO_00786
OG0000109	lcl|AMXB01000011.1_prot_ENO81467.1_1523	BFLDHLJO_02918
OG0000110	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268	BFLDHLJO_01296
OG0000111	lcl|AMXB01000049.1_prot_ENO75688.1_3827, lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948	BFLDHLJO_00604
OG0000112	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885	BFLDHLJO_03297
OG0000115	lcl|AMXB01000002.1_prot_ENO82991.1_251	BFLDHLJO_03947
OG0000116	lcl|AMXB01000008.1_prot_ENO82016.1_1244	BFLDHLJO_01089
OG0000118	lcl|AMXB01000040.1_prot_ENO76341.1_3546	BFLDHLJO_02139
OG0000119	lcl|AMXB01000040.1_prot_ENO76340.1_3545	BFLDHLJO_02141
OG0000120	lcl|AMXB01000029.1_prot_ENO77752.1_3009	BFLDHLJO_03531, BFLDHLJO_00863
OG0000121	lcl|AMXB01000020.1_prot_ENO80567.1_2449	BFLDHLJO_00903
OG0000122	lcl|AMXB01000043.1_prot_ENO76125.1_3667	BFLDHLJO_01644
OG0000123	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304	BFLDHLJO_00497
OG0000124	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305	BFLDHLJO_00498
OG0000125	lcl|AMXB01000040.1_prot_ENO76362.1_3567	BFLDHLJO_02392, BFLDHLJO_02389
OG0000126	lcl|AMXB01000004.1_prot_ENO82632.1_591	BFLDHLJO_03052, BFLDHLJO_01375
OG0000127	lcl|AMXB01000003.1_prot_ENO82841.1_483	BFLDHLJO_02714
OG0000128	lcl|AMXB01000005.1_prot_ENO82507.1_802	BFLDHLJO_02012
OG0000130	lcl|AMXB01000002.1_prot_ENO83023.1_283	BFLDHLJO_02790, BFLDHLJO_02585, BFLDHLJO_04008
OG0000134	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102	BFLDHLJO_03221, BFLDHLJO_02016
OG0000135	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870	BFLDHLJO_03439
OG0000139	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263	BFLDHLJO_01467
OG0000140	lcl|AMXB01000052.1_prot_ENO75499.1_3890	BFLDHLJO_02125
OG0000141	lcl|AMXB01000001.1_prot_ENO83241.1_114	BFLDHLJO_03054
OG0000142	lcl|AMXB01000011.1_prot_ENO81554.1_1610	BFLDHLJO_01553
OG0000143	lcl|AMXB01000025.1_prot_ENO78744.1_2769	BFLDHLJO_00214
OG0000144	lcl|AMXB01000022.1_prot_ENO79623.1_2560	BFLDHLJO_00303
OG0000146	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392	BFLDHLJO_03298
OG0000147	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818	BFLDHLJO_03843
OG0000148	lcl|AMXB01000015.1_prot_ENO80974.1_1946	BFLDHLJO_04123
OG0000149	lcl|AMXB01000061.1_prot_ENO75115.1_4043	BFLDHLJO_01951
OG0000150	lcl|AMXB01000008.1_prot_ENO82015.1_1243	BFLDHLJO_01090
OG0000153	lcl|AMXB01000007.1_prot_ENO82158.1_1077	BFLDHLJO_02353
OG0000155	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813	BFLDHLJO_02545
OG0000156	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016	BFLDHLJO_02273
OG0000157	lcl|AMXB01000037.1_prot_ENO76688.1_3427	BFLDHLJO_00159
OG0000159	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115	BFLDHLJO_03341, BFLDHLJO_03294
OG0000160	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081	BFLDHLJO_02546
OG0000162	lcl|AMXB01000014.1_prot_ENO81131.1_1895	BFLDHLJO_03456
OG0000163	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922	BFLDHLJO_01016
OG0000166	lcl|AMXB01000038.1_prot_ENO76550.1_3460	BFLDHLJO_01073, BFLDHLJO_03918
OG0000169	lcl|AMXB01000008.1_prot_ENO81930.1_1158	BFLDHLJO_02048
OG0000170	lcl|AMXB01000070.1_prot_ENO74807.1_4151	BFLDHLJO_02794
OG0000171	lcl|AMXB01000009.1_prot_ENO81765.1_1256	BFLDHLJO_01262
OG0000172	lcl|AMXB01000017.1_prot_ENO80800.1_2197	BFLDHLJO_01342
OG0000173	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337	BFLDHLJO_00202
OG0000174	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518	BFLDHLJO_00107
OG0000176	lcl|AMXB01000021.1_prot_ENO80063.1_2509	BFLDHLJO_00333
OG0000177	lcl|AMXB01000022.1_prot_ENO79637.1_2574	BFLDHLJO_01379, BFLDHLJO_01381
OG0000180	lcl|AMXB01000026.1_prot_ENO78509.1_2852	BFLDHLJO_03329
OG0000181	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341	BFLDHLJO_02685
OG0000182	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207	BFLDHLJO_02883
OG0000183	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618	BFLDHLJO_01808
OG0000184	lcl|AMXB01000011.1_prot_ENO81526.1_1582	BFLDHLJO_02228
OG0000186	lcl|AMXB01000001.1_prot_ENO83180.1_53	BFLDHLJO_02384, BFLDHLJO_00054
OG0000187	lcl|AMXB01000011.1_prot_ENO81515.1_1571	BFLDHLJO_02967
OG0000188	lcl|AMXB01000006.1_prot_ENO82223.1_827	BFLDHLJO_01132
OG0000189	lcl|AMXB01000001.1_prot_ENO83200.1_73	BFLDHLJO_00058
OG0000190	lcl|AMXB01000004.1_prot_ENO82690.1_649	BFLDHLJO_00810
OG0000192	lcl|AMXB01000002.1_prot_ENO83104.1_364	BFLDHLJO_01082, BFLDHLJO_02520
OG0000194	lcl|AMXB01000010.1_prot_ENO81612.1_1380	BFLDHLJO_02372, BFLDHLJO_03979
OG0000195	lcl|AMXB01000006.1_prot_ENO82237.1_841	BFLDHLJO_01858, BFLDHLJO_02592
OG0000196	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754	BFLDHLJO_00309
OG0000197	lcl|AMXB01000065.1_prot_ENO74949.1_4086	BFLDHLJO_00184
OG0000198	lcl|AMXB01000026.1_prot_ENO78513.1_2856	BFLDHLJO_01680
OG0000199	lcl|AMXB01000005.1_prot_ENO82466.1_761	BFLDHLJO_02930
OG0000200	lcl|AMXB01000004.1_prot_ENO82664.1_623	BFLDHLJO_00234
OG0000201	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197	BFLDHLJO_02682
OG0000202	lcl|AMXB01000032.1_prot_ENO77261.1_3195	BFLDHLJO_02684
OG0000205	lcl|AMXB01000009.1_prot_ENO81785.1_1276	BFLDHLJO_02146
OG0000206	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377	BFLDHLJO_03808
OG0000207	lcl|AMXB01000007.1_prot_ENO82129.1_1048	BFLDHLJO_01707, BFLDHLJO_01736
OG0000209	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912	BFLDHLJO_01573
OG0000210	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794	BFLDHLJO_03643
OG0000211	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012	BFLDHLJO_01720
OG0000212	lcl|AMXB01000026.1_prot_ENO78467.1_2810, lcl|AMXB01000003.1_prot_ENO82793.1_435	BFLDHLJO_03864
OG0000213	lcl|AMXB01000026.1_prot_ENO78468.1_2811, lcl|AMXB01000003.1_prot_ENO82794.1_436	BFLDHLJO_03865
OG0000214	lcl|AMXB01000001.1_prot_ENO83161.1_34	BFLDHLJO_02909
OG0000215	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078	BFLDHLJO_00279
OG0000216	lcl|AMXB01000048.1_prot_ENO75755.1_3805	BFLDHLJO_00281
OG0000217	lcl|AMXB01000031.1_prot_ENO77412.1_3146	BFLDHLJO_02064
OG0000218	lcl|AMXB01000020.1_prot_ENO80548.1_2430	BFLDHLJO_01937
OG0000221	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459	BFLDHLJO_02049
OG0000223	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891	BFLDHLJO_03043
OG0000224	lcl|AMXB01000001.1_prot_ENO83287.1_160	BFLDHLJO_01180, BFLDHLJO_01181
OG0000225	lcl|AMXB01000008.1_prot_ENO81897.1_1125	BFLDHLJO_00930
OG0000227	lcl|AMXB01000010.1_prot_ENO81652.1_1420, lcl|AMXB01000025.1_prot_ENO78754.1_2779, lcl|AMXB01000021.1_prot_ENO80056.1_2502	BFLDHLJO_01396
OG0000228	lcl|AMXB01000009.1_prot_ENO81833.1_1324	BFLDHLJO_04093
OG0000229	lcl|AMXB01000001.1_prot_ENO83295.1_168	BFLDHLJO_03299
OG0000230	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181	BFLDHLJO_03702
OG0000231	lcl|AMXB01000035.1_prot_ENO76916.1_3326	BFLDHLJO_04085
OG0000232	lcl|AMXB01000001.1_prot_ENO83206.1_79	BFLDHLJO_00633
OG0000233	lcl|AMXB01000001.1_prot_ENO83217.1_90	BFLDHLJO_03812
OG0000234	lcl|AMXB01000021.1_prot_ENO80037.1_2483	BFLDHLJO_02491
OG0000235	lcl|AMXB01000021.1_prot_ENO80032.1_2478	BFLDHLJO_02497
OG0000236	lcl|AMXB01000007.1_prot_ENO82087.1_1006	BFLDHLJO_00948
OG0000237	lcl|AMXB01000029.1_prot_ENO77788.1_3045, lcl|AMXB01000023.1_prot_ENO79336.1_2644	BFLDHLJO_01322
OG0000237	lcl|AMXB01000011.1_prot_ENO81506.1_1562	BFLDHLJO_00807
OG0000238	lcl|AMXB01000013.1_prot_ENO81224.1_1762	BFLDHLJO_00317
OG0000239	lcl|AMXB01000001.1_prot_ENO83194.1_67	BFLDHLJO_00088
OG0000240	lcl|AMXB01000006.1_prot_ENO82250.1_854, lcl|AMXB01000002.1_prot_ENO83033.1_293	BFLDHLJO_01238
OG0000243	lcl|AMXB01000011.1_prot_ENO81498.1_1554	BFLDHLJO_03657
OG0000244	lcl|AMXB01000012.1_prot_ENO81328.1_1631	BFLDHLJO_03486
OG0000245	lcl|AMXB01000030.1_prot_ENO77557.1_3058	BFLDHLJO_02675
OG0000248	lcl|AMXB01000023.1_prot_ENO79287.1_2595	BFLDHLJO_01877
OG0000249	lcl|AMXB01000045.1_prot_ENO76001.1_3720	BFLDHLJO_00433
OG0000250	lcl|AMXB01000104.1_prot_ENO74374.1_4271	BFLDHLJO_01806
OG0000251	lcl|AMXB01000011.1_prot_ENO81512.1_1568	BFLDHLJO_00664
OG0000252	lcl|AMXB01000003.1_prot_ENO82727.1_369, lcl|AMXB01000072.1_prot_ENO74751.1_4179, lcl|AMXB01000007.1_prot_ENO82039.1_958	BFLDHLJO_02723
OG0000253	lcl|AMXB01000051.1_prot_ENO75550.1_3859	BFLDHLJO_02948
OG0000254	lcl|AMXB01000019.1_prot_ENO80650.1_2368, lcl|AMXB01000019.1_prot_ENO80648.1_2366, lcl|AMXB01000018.1_prot_ENO80697.1_2255	BFLDHLJO_01837
OG0000255	lcl|AMXB01000004.1_prot_ENO82652.1_611, lcl|AMXB01000003.1_prot_ENO82786.1_428	BFLDHLJO_02242
OG0000256	lcl|AMXB01000033.1_prot_ENO77179.1_3230, lcl|AMXB01000036.1_prot_ENO76812.1_3383, lcl|AMXB01000003.1_prot_ENO82742.1_384	BFLDHLJO_02259
OG0000259	lcl|AMXB01000009.1_prot_ENO81865.1_1356, lcl|AMXB01000024.1_prot_ENO79019.1_2703, lcl|AMXB01000061.1_prot_ENO75105.1_4033	BFLDHLJO_00749
OG0000260	lcl|AMXB01000029.1_prot_ENO77770.1_3027	BFLDHLJO_00940
OG0000261	lcl|AMXB01000015.1_prot_ENO81006.1_1978, lcl|AMXB01000032.1_prot_ENO77262.1_3196	BFLDHLJO_02683
OG0000262	lcl|AMXB01000027.1_prot_ENO78280.1_2916, lcl|AMXB01000092.1_prot_ENO74453.1_4255, lcl|AMXB01000037.1_prot_ENO76679.1_3418	BFLDHLJO_03192
OG0000263	lcl|AMXB01000001.1_prot_ENO83227.1_100, lcl|AMXB01000012.1_prot_ENO81337.1_1640, lcl|AMXB01000031.1_prot_ENO77415.1_3149	BFLDHLJO_01752
