Orthogroup	2767802316	Reactor4-bin.4
OG0000101	GNJGOIBN_02034	CEKMHFBL_01088
OG0000102	GNJGOIBN_00902	CEKMHFBL_04224
OG0000103	GNJGOIBN_01827, GNJGOIBN_02727	CEKMHFBL_02655, CEKMHFBL_03003, CEKMHFBL_03602
OG0000104	GNJGOIBN_03552	CEKMHFBL_00933
OG0000105	GNJGOIBN_01759	CEKMHFBL_03927
OG0000107	GNJGOIBN_03517	CEKMHFBL_02038, CEKMHFBL_02051
OG0000108	GNJGOIBN_02522	CEKMHFBL_00364
OG0000109	GNJGOIBN_03942	CEKMHFBL_01694
OG0000109	GNJGOIBN_03419	CEKMHFBL_03249
OG0000110	GNJGOIBN_03170	CEKMHFBL_04111
OG0000112	GNJGOIBN_00385	CEKMHFBL_03066
OG0000113	GNJGOIBN_01050	CEKMHFBL_01633
OG0000114	GNJGOIBN_02572, GNJGOIBN_02573	CEKMHFBL_01770
OG0000115	GNJGOIBN_01842	CEKMHFBL_03495
OG0000115	GNJGOIBN_03330	CEKMHFBL_03397
OG0000116	GNJGOIBN_00158	CEKMHFBL_03762
OG0000117	GNJGOIBN_01700	CEKMHFBL_02710
OG0000117	GNJGOIBN_01959	CEKMHFBL_03701
OG0000118	GNJGOIBN_01701	CEKMHFBL_03172, CEKMHFBL_02709
OG0000118	GNJGOIBN_01958	CEKMHFBL_03700
OG0000119	GNJGOIBN_01957	CEKMHFBL_03699
OG0000119	GNJGOIBN_01703	CEKMHFBL_02707
OG0000120	GNJGOIBN_01547	CEKMHFBL_03554
OG0000121	GNJGOIBN_00200	CEKMHFBL_03148
OG0000121	GNJGOIBN_01929	CEKMHFBL_00614
OG0000122	GNJGOIBN_01329, GNJGOIBN_01872	CEKMHFBL_00847
OG0000123	GNJGOIBN_01345	CEKMHFBL_02931
OG0000124	GNJGOIBN_01346	CEKMHFBL_02930
OG0000125	GNJGOIBN_01064	CEKMHFBL_02375
OG0000126	GNJGOIBN_03427	CEKMHFBL_01818
OG0000127	GNJGOIBN_03800	CEKMHFBL_03962
OG0000130	GNJGOIBN_02647	CEKMHFBL_00528
OG0000130	GNJGOIBN_02799	CEKMHFBL_00866
OG0000136	GNJGOIBN_00196	CEKMHFBL_03144
OG0000136	GNJGOIBN_00753	CEKMHFBL_02778
OG0000137	GNJGOIBN_02543	CEKMHFBL_01578
OG0000140	GNJGOIBN_02971	CEKMHFBL_03790
OG0000141	GNJGOIBN_03429	CEKMHFBL_00178, CEKMHFBL_04179
OG0000142	GNJGOIBN_00628	CEKMHFBL_04026
OG0000143	GNJGOIBN_01076	CEKMHFBL_02389
OG0000143	GNJGOIBN_02008	CEKMHFBL_02705
OG0000144	GNJGOIBN_01166	CEKMHFBL_04048
OG0000145	GNJGOIBN_00502	CEKMHFBL_01427
OG0000146	GNJGOIBN_00384	CEKMHFBL_03067
OG0000147	GNJGOIBN_02824	CEKMHFBL_02668
OG0000149	GNJGOIBN_00007	CEKMHFBL_02536
OG0000149	GNJGOIBN_04209	CEKMHFBL_02295
OG0000150	GNJGOIBN_00159	CEKMHFBL_03763
OG0000152	GNJGOIBN_00944	CEKMHFBL_03064
OG0000153	GNJGOIBN_03306	CEKMHFBL_03460
OG0000154	GNJGOIBN_03798	CEKMHFBL_03960
OG0000154	GNJGOIBN_03796	CEKMHFBL_03958
OG0000155	GNJGOIBN_02314	CEKMHFBL_01186
OG0000156	GNJGOIBN_01353	CEKMHFBL_02122
OG0000158	GNJGOIBN_03669	CEKMHFBL_00922
OG0000159	GNJGOIBN_00805	CEKMHFBL_02102
OG0000160	GNJGOIBN_02313	CEKMHFBL_01185
OG0000163	GNJGOIBN_01574	CEKMHFBL_02025
OG0000164	GNJGOIBN_02278	CEKMHFBL_02209
OG0000165	GNJGOIBN_01129	CEKMHFBL_00453, CEKMHFBL_04042, CEKMHFBL_04173, CEKMHFBL_02825, CEKMHFBL_01766, CEKMHFBL_02148, CEKMHFBL_04159, CEKMHFBL_02223, CEKMHFBL_04202, CEKMHFBL_04278
OG0000166	GNJGOIBN_02297	CEKMHFBL_00457
OG0000167	GNJGOIBN_02432	CEKMHFBL_01737
OG0000168	GNJGOIBN_02275	CEKMHFBL_02850
OG0000169	GNJGOIBN_04355	CEKMHFBL_03866
OG0000170	GNJGOIBN_04387, GNJGOIBN_03006	CEKMHFBL_00813
OG0000171	GNJGOIBN_01186	CEKMHFBL_00639
OG0000172	GNJGOIBN_00580, GNJGOIBN_00544	CEKMHFBL_00942
OG0000173	GNJGOIBN_03356	CEKMHFBL_01075
OG0000174	GNJGOIBN_04080	CEKMHFBL_03448
OG0000175	GNJGOIBN_02126, GNJGOIBN_03449	CEKMHFBL_02917
OG0000176	GNJGOIBN_03273	CEKMHFBL_02358
OG0000177	GNJGOIBN_04156	CEKMHFBL_01395
OG0000178	GNJGOIBN_03164, GNJGOIBN_02456	CEKMHFBL_00830
OG0000179	GNJGOIBN_00608	CEKMHFBL_00195
OG0000180	GNJGOIBN_04281	CEKMHFBL_01980
OG0000181	GNJGOIBN_00126	CEKMHFBL_03994
OG0000182	GNJGOIBN_01677	CEKMHFBL_00817
OG0000183	GNJGOIBN_03617	CEKMHFBL_00607
OG0000184	GNJGOIBN_03693	CEKMHFBL_01410
OG0000185	GNJGOIBN_02064	CEKMHFBL_04271
OG0000186	GNJGOIBN_03095	CEKMHFBL_02742
OG0000188	GNJGOIBN_01967, GNJGOIBN_03502	CEKMHFBL_01609
OG0000189	GNJGOIBN_03762	CEKMHFBL_01271
OG0000190	GNJGOIBN_00734	CEKMHFBL_01376
OG0000191	GNJGOIBN_00633	CEKMHFBL_04021
OG0000194	GNJGOIBN_00646	CEKMHFBL_03402
OG0000195	GNJGOIBN_02690	CEKMHFBL_03541
OG0000196	GNJGOIBN_01439	CEKMHFBL_01263
OG0000196	GNJGOIBN_01456	CEKMHFBL_03202
OG0000197	GNJGOIBN_00891	CEKMHFBL_04235
OG0000198	GNJGOIBN_01757	CEKMHFBL_03925
OG0000199	GNJGOIBN_01474	CEKMHFBL_03220
OG0000199	GNJGOIBN_00144	CEKMHFBL_01050
OG0000200	GNJGOIBN_00988, GNJGOIBN_00543	CEKMHFBL_00941
OG0000202	GNJGOIBN_00125	CEKMHFBL_03995
OG0000203	GNJGOIBN_03496	CEKMHFBL_01603
OG0000204	GNJGOIBN_03497	CEKMHFBL_01604
OG0000205	GNJGOIBN_01161	CEKMHFBL_03490
OG0000206	GNJGOIBN_00304	CEKMHFBL_02242
OG0000207	GNJGOIBN_01903	CEKMHFBL_00737
OG0000208	GNJGOIBN_00141, GNJGOIBN_03397	CEKMHFBL_02214
OG0000209	GNJGOIBN_00470	CEKMHFBL_01423
OG0000211	GNJGOIBN_00119	CEKMHFBL_02345
OG0000212	GNJGOIBN_02393, GNJGOIBN_02382	CEKMHFBL_01778
OG0000213	GNJGOIBN_02392, GNJGOIBN_02381	CEKMHFBL_01779
OG0000214	GNJGOIBN_01930	CEKMHFBL_00609
OG0000215	GNJGOIBN_01138	CEKMHFBL_01465
OG0000216	GNJGOIBN_01140	CEKMHFBL_01467
OG0000218	GNJGOIBN_04226	CEKMHFBL_01300
OG0000219	GNJGOIBN_00951	CEKMHFBL_03673
OG0000220	GNJGOIBN_00013	CEKMHFBL_01313
OG0000221	GNJGOIBN_04354	CEKMHFBL_03865
OG0000222	GNJGOIBN_01018	CEKMHFBL_01612
OG0000223	GNJGOIBN_02264	CEKMHFBL_03110
OG0000224	GNJGOIBN_02241	CEKMHFBL_03635
OG0000225	GNJGOIBN_01645	CEKMHFBL_03032
OG0000226	GNJGOIBN_00874	CEKMHFBL_01997
OG0000228	GNJGOIBN_04199	CEKMHFBL_02805
OG0000229	GNJGOIBN_00383	CEKMHFBL_03068
OG0000230	GNJGOIBN_00671	CEKMHFBL_01223
OG0000231	GNJGOIBN_04191	CEKMHFBL_01643
OG0000232	GNJGOIBN_03276	CEKMHFBL_02354
OG0000233	GNJGOIBN_01891, GNJGOIBN_01866	CEKMHFBL_00663
OG0000234	GNJGOIBN_01442	CEKMHFBL_04078
OG0000235	GNJGOIBN_01496	CEKMHFBL_02461
OG0000236	GNJGOIBN_01972	CEKMHFBL_00479
OG0000238	GNJGOIBN_01464	CEKMHFBL_03210
OG0000239	GNJGOIBN_03717	CEKMHFBL_03025, CEKMHFBL_00130
OG0000240	GNJGOIBN_01209	CEKMHFBL_00160
OG0000241	GNJGOIBN_00613	CEKMHFBL_00200
OG0000241	GNJGOIBN_00614	CEKMHFBL_04040
OG0000242	GNJGOIBN_00498	CEKMHFBL_02405
OG0000243	GNJGOIBN_00009, GNJGOIBN_04413	CEKMHFBL_02489
OG0000244	GNJGOIBN_03850	CEKMHFBL_00052
OG0000245	GNJGOIBN_00939	CEKMHFBL_00102
OG0000246	GNJGOIBN_00198	CEKMHFBL_03146
OG0000247	GNJGOIBN_00754	CEKMHFBL_02777
OG0000247	GNJGOIBN_00197	CEKMHFBL_03145
OG0000248	GNJGOIBN_01785	CEKMHFBL_03621
OG0000249	GNJGOIBN_02065	CEKMHFBL_00564
OG0000250	GNJGOIBN_01475	CEKMHFBL_03222
OG0000250	GNJGOIBN_02037	CEKMHFBL_01091
OG0000251	GNJGOIBN_04249	CEKMHFBL_04198
OG0000252	GNJGOIBN_03941	CEKMHFBL_01695
OG0000253	GNJGOIBN_03956, GNJGOIBN_03959	CEKMHFBL_03716
OG0000254	GNJGOIBN_03589	CEKMHFBL_00574
OG0000255	GNJGOIBN_00930	CEKMHFBL_02206
OG0000256	GNJGOIBN_00917	CEKMHFBL_04061
OG0000257	GNJGOIBN_00526	CEKMHFBL_02288
OG0000258	GNJGOIBN_03657	CEKMHFBL_00905
OG0000259	GNJGOIBN_03156	CEKMHFBL_03588
OG0000260	GNJGOIBN_02331	CEKMHFBL_02946
OG0000261	GNJGOIBN_00124	CEKMHFBL_03996
OG0000262	GNJGOIBN_00148	CEKMHFBL_01842
OG0000263	GNJGOIBN_02481	CEKMHFBL_00322
OG0000264	GNJGOIBN_00501	CEKMHFBL_01426
OG0000265	GNJGOIBN_02767	CEKMHFBL_00224
OG0000266	GNJGOIBN_00749	CEKMHFBL_02781
OG0000267	GNJGOIBN_03698	CEKMHFBL_00229
OG0000268	GNJGOIBN_00531	CEKMHFBL_01460
OG0000269	GNJGOIBN_01457	CEKMHFBL_03203
OG0000269	GNJGOIBN_01440	CEKMHFBL_01262
OG0000270	GNJGOIBN_01463	CEKMHFBL_01256, CEKMHFBL_03209
OG0000272	GNJGOIBN_02660	CEKMHFBL_00857
OG0000273	GNJGOIBN_01473	CEKMHFBL_03219
OG0000273	GNJGOIBN_01447	CEKMHFBL_04083
OG0000274	GNJGOIBN_01758	CEKMHFBL_03926
OG0000275	GNJGOIBN_00430	CEKMHFBL_02173
OG0000276	GNJGOIBN_00557	CEKMHFBL_00954
OG0000278	GNJGOIBN_00943	CEKMHFBL_03065
OG0000279	GNJGOIBN_03670	CEKMHFBL_00923
OG0000280	GNJGOIBN_03661	CEKMHFBL_00914
OG0000281	GNJGOIBN_00873	CEKMHFBL_00175, CEKMHFBL_00388
OG0000282	GNJGOIBN_02041	CEKMHFBL_01095
OG0000283	GNJGOIBN_00804	CEKMHFBL_02103
OG0000284	GNJGOIBN_02450	CEKMHFBL_04114
OG0000285	GNJGOIBN_02451	CEKMHFBL_04113
OG0000289	GNJGOIBN_02706, GNJGOIBN_02114	CEKMHFBL_02097
OG0000290	GNJGOIBN_03399	CEKMHFBL_03135
OG0000291	GNJGOIBN_02624	CEKMHFBL_00605
OG0000291	GNJGOIBN_02622	CEKMHFBL_00602
OG0000292	GNJGOIBN_03387	CEKMHFBL_01361
OG0000293	GNJGOIBN_03522	CEKMHFBL_02034
OG0000294	GNJGOIBN_01247	CEKMHFBL_03117
OG0000295	GNJGOIBN_01576	CEKMHFBL_02027
OG0000296	GNJGOIBN_01949	CEKMHFBL_04107
OG0000297	GNJGOIBN_01276	CEKMHFBL_00468
OG0000297	GNJGOIBN_02304	CEKMHFBL_03056
OG0000298	GNJGOIBN_02687	CEKMHFBL_03544
OG0000299	GNJGOIBN_02688	CEKMHFBL_03543
OG0000301	GNJGOIBN_04396	CEKMHFBL_01315
OG0000302	GNJGOIBN_02110	CEKMHFBL_02471, CEKMHFBL_02475
OG0000306	GNJGOIBN_02997	CEKMHFBL_02469
OG0000306	GNJGOIBN_01100	CEKMHFBL_00807
OG0000307	GNJGOIBN_03976, GNJGOIBN_01126	CEKMHFBL_00536, CEKMHFBL_03049
OG0000308	GNJGOIBN_01793, GNJGOIBN_01794, GNJGOIBN_01802	CEKMHFBL_02525
OG0000309	GNJGOIBN_02154	CEKMHFBL_01146, CEKMHFBL_01142, CEKMHFBL_01145, CEKMHFBL_00800
OG0000311	GNJGOIBN_00030	CEKMHFBL_03080
OG0000312	GNJGOIBN_04223	CEKMHFBL_01303
OG0000313	GNJGOIBN_04347	CEKMHFBL_03858
OG0000314	GNJGOIBN_00320	CEKMHFBL_03852
OG0000315	GNJGOIBN_01730	CEKMHFBL_02956
OG0000316	GNJGOIBN_00420	CEKMHFBL_03669
OG0000317	GNJGOIBN_01179	CEKMHFBL_03670
OG0000318	GNJGOIBN_00261	CEKMHFBL_00113
OG0000319	GNJGOIBN_02095	CEKMHFBL_00747
OG0000320	GNJGOIBN_00020	CEKMHFBL_01320
OG0000321	GNJGOIBN_00063	CEKMHFBL_01492
OG0000322	GNJGOIBN_00065	CEKMHFBL_01491
OG0000323	GNJGOIBN_00075	CEKMHFBL_01483
OG0000324	GNJGOIBN_00083	CEKMHFBL_01480
OG0000326	GNJGOIBN_01134	CEKMHFBL_01461
OG0000327	GNJGOIBN_00696	CEKMHFBL_04016
OG0000328	GNJGOIBN_00699	CEKMHFBL_04013
OG0000329	GNJGOIBN_00746	CEKMHFBL_02784
OG0000330	GNJGOIBN_04142	CEKMHFBL_01404
OG0000331	GNJGOIBN_04141	CEKMHFBL_01405
OG0000332	GNJGOIBN_01146	CEKMHFBL_01472
OG0000333	GNJGOIBN_01646	CEKMHFBL_03033
OG0000334	GNJGOIBN_01644	CEKMHFBL_03031
OG0000335	GNJGOIBN_02788	CEKMHFBL_01428
OG0000336	GNJGOIBN_01914	CEKMHFBL_00643
OG0000337	GNJGOIBN_00298	CEKMHFBL_02248
OG0000338	GNJGOIBN_00725	CEKMHFBL_00092
OG0000339	GNJGOIBN_03904	CEKMHFBL_03563
OG0000340	GNJGOIBN_03905	CEKMHFBL_03562
OG0000341	GNJGOIBN_04331	CEKMHFBL_01026
OG0000342	GNJGOIBN_00976, GNJGOIBN_00561	CEKMHFBL_00958
OG0000343	GNJGOIBN_00660	CEKMHFBL_01234
OG0000344	GNJGOIBN_01099	CEKMHFBL_02496
OG0000345	GNJGOIBN_01091, GNJGOIBN_01092	CEKMHFBL_02504
OG0000346	GNJGOIBN_00516	CEKMHFBL_01666
OG0000347	GNJGOIBN_03719	CEKMHFBL_00132
OG0000348	GNJGOIBN_00391	CEKMHFBL_01642
OG0000349	GNJGOIBN_04177	CEKMHFBL_01657
OG0000350	GNJGOIBN_03893	CEKMHFBL_02892
OG0000351	GNJGOIBN_00683	CEKMHFBL_01211
OG0000352	GNJGOIBN_02147, GNJGOIBN_02836	CEKMHFBL_02923
OG0000353	GNJGOIBN_03615, GNJGOIBN_02559	CEKMHFBL_00600
OG0000354	GNJGOIBN_03613, GNJGOIBN_02557	CEKMHFBL_00598
OG0000355	GNJGOIBN_03612	CEKMHFBL_00597
OG0000356	GNJGOIBN_00243	CEKMHFBL_02819
OG0000358	GNJGOIBN_04113	CEKMHFBL_03423
OG0000360	GNJGOIBN_03274	CEKMHFBL_02357
OG0000361	GNJGOIBN_00818, GNJGOIBN_01354	CEKMHFBL_02120
OG0000362	GNJGOIBN_01355, GNJGOIBN_00819	CEKMHFBL_02119
OG0000363	GNJGOIBN_00820	CEKMHFBL_02118
OG0000364	GNJGOIBN_00821	CEKMHFBL_02117
OG0000365	GNJGOIBN_02987	CEKMHFBL_03773
OG0000366	GNJGOIBN_02983	CEKMHFBL_03777
OG0000367	GNJGOIBN_03284	CEKMHFBL_03478
OG0000368	GNJGOIBN_03368	CEKMHFBL_03476
OG0000369	GNJGOIBN_03369	CEKMHFBL_03475
OG0000370	GNJGOIBN_01587	CEKMHFBL_02728
OG0000371	GNJGOIBN_04339	CEKMHFBL_04165
OG0000372	GNJGOIBN_01390	CEKMHFBL_00018
OG0000373	GNJGOIBN_02945	CEKMHFBL_03885
OG0000374	GNJGOIBN_00884	CEKMHFBL_01618, CEKMHFBL_01933
OG0000375	GNJGOIBN_03325	CEKMHFBL_00299
OG0000376	GNJGOIBN_01869, GNJGOIBN_01894	CEKMHFBL_00660
OG0000377	GNJGOIBN_01868, GNJGOIBN_01893	CEKMHFBL_00661
OG0000378	GNJGOIBN_01892, GNJGOIBN_01867	CEKMHFBL_00662
OG0000379	GNJGOIBN_01865, GNJGOIBN_01890	CEKMHFBL_00664
OG0000380	GNJGOIBN_01504, GNJGOIBN_01445	CEKMHFBL_04081
OG0000381	GNJGOIBN_01497	CEKMHFBL_02462
OG0000382	GNJGOIBN_01495	CEKMHFBL_02460
OG0000383	GNJGOIBN_01494	CEKMHFBL_02459
OG0000384	GNJGOIBN_01484	CEKMHFBL_03231
OG0000385	GNJGOIBN_02835	CEKMHFBL_00544
OG0000386	GNJGOIBN_02676	CEKMHFBL_00443
OG0000387	GNJGOIBN_03053	CEKMHFBL_00280
OG0000388	GNJGOIBN_01062	CEKMHFBL_02373
OG0000389	GNJGOIBN_01061	CEKMHFBL_02372
OG0000390	GNJGOIBN_01310	CEKMHFBL_02404
OG0000391	GNJGOIBN_02902	CEKMHFBL_00709, CEKMHFBL_00707
OG0000392	GNJGOIBN_03060, GNJGOIBN_03019	CEKMHFBL_02834
OG0000394	GNJGOIBN_02819	CEKMHFBL_02331
OG0000395	GNJGOIBN_03627	CEKMHFBL_02980
OG0000396	GNJGOIBN_00207	CEKMHFBL_01673
OG0000397	GNJGOIBN_01063	CEKMHFBL_01290, CEKMHFBL_02374
OG0000398	GNJGOIBN_02320, GNJGOIBN_02301	CEKMHFBL_03053
OG0000399	GNJGOIBN_03282	CEKMHFBL_03480
OG0000400	GNJGOIBN_00640	CEKMHFBL_02397
OG0000401	GNJGOIBN_00639	CEKMHFBL_02396
OG0000402	GNJGOIBN_00638	CEKMHFBL_02395
