Orthogroup	2767802316	spades-bin.32
OG0000095	GNJGOIBN_02947, GNJGOIBN_02549	BBLLADNB_02570
OG0000098	GNJGOIBN_01257	BBLLADNB_03088
OG0000099	GNJGOIBN_01552	BBLLADNB_01516
OG0000099	GNJGOIBN_00247	BBLLADNB_00371
OG0000100	GNJGOIBN_02837	BBLLADNB_02030
OG0000100	GNJGOIBN_02139	BBLLADNB_01901
OG0000101	GNJGOIBN_01423, GNJGOIBN_02042, GNJGOIBN_03726, GNJGOIBN_02034, GNJGOIBN_02056	BBLLADNB_02965
OG0000105	GNJGOIBN_00579	BBLLADNB_02590
OG0000107	GNJGOIBN_03517	BBLLADNB_01277, BBLLADNB_01264
OG0000108	GNJGOIBN_02522	BBLLADNB_01379
OG0000109	GNJGOIBN_03419	BBLLADNB_00650
OG0000110	GNJGOIBN_03170	BBLLADNB_00662
OG0000111	GNJGOIBN_01776, GNJGOIBN_01775	BBLLADNB_02702
OG0000112	GNJGOIBN_00385	BBLLADNB_03151
OG0000114	GNJGOIBN_02572, GNJGOIBN_02573	BBLLADNB_03539
OG0000115	GNJGOIBN_01842	BBLLADNB_02604
OG0000115	GNJGOIBN_03330	BBLLADNB_02495
OG0000116	GNJGOIBN_00158	BBLLADNB_03380
OG0000117	GNJGOIBN_01700	BBLLADNB_02316
OG0000118	GNJGOIBN_01701	BBLLADNB_02317
OG0000119	GNJGOIBN_01703	BBLLADNB_02319
OG0000120	GNJGOIBN_01039	BBLLADNB_00499
OG0000120	GNJGOIBN_01547	BBLLADNB_03915
OG0000121	GNJGOIBN_01929	BBLLADNB_02628
OG0000122	GNJGOIBN_01329, GNJGOIBN_01872	BBLLADNB_03668
OG0000125	GNJGOIBN_01064	BBLLADNB_02766
OG0000126	GNJGOIBN_03427	BBLLADNB_02019
OG0000126	GNJGOIBN_04145	BBLLADNB_02794
OG0000127	GNJGOIBN_03800	BBLLADNB_01838
OG0000129	GNJGOIBN_00581	BBLLADNB_01442
OG0000130	GNJGOIBN_02647	BBLLADNB_00813
OG0000132	GNJGOIBN_00848, GNJGOIBN_00103	BBLLADNB_03103
OG0000134	GNJGOIBN_01724	BBLLADNB_00763
OG0000135	GNJGOIBN_03176	BBLLADNB_00467
OG0000139	GNJGOIBN_04332	BBLLADNB_03911
OG0000140	GNJGOIBN_02971	BBLLADNB_02477
OG0000141	GNJGOIBN_03429	BBLLADNB_02017
OG0000142	GNJGOIBN_00628	BBLLADNB_03111
OG0000144	GNJGOIBN_01166	BBLLADNB_01027
OG0000145	GNJGOIBN_00502	BBLLADNB_03392
OG0000146	GNJGOIBN_00384	BBLLADNB_03150
OG0000147	GNJGOIBN_02824	BBLLADNB_00284
OG0000149	GNJGOIBN_04209	BBLLADNB_02864
OG0000152	GNJGOIBN_00944	BBLLADNB_01941
OG0000153	GNJGOIBN_01283	BBLLADNB_02453
OG0000153	GNJGOIBN_03306	BBLLADNB_01881
OG0000154	GNJGOIBN_03798	BBLLADNB_00384
OG0000154	GNJGOIBN_03796	BBLLADNB_00382
OG0000155	GNJGOIBN_02314	BBLLADNB_03037
OG0000156	GNJGOIBN_01353	BBLLADNB_01924
OG0000158	GNJGOIBN_03669	BBLLADNB_00207
OG0000159	GNJGOIBN_00805	BBLLADNB_01568
OG0000160	GNJGOIBN_02313	BBLLADNB_03038
OG0000161	GNJGOIBN_01745	BBLLADNB_02050
OG0000162	GNJGOIBN_03645	BBLLADNB_00985
OG0000163	GNJGOIBN_01574	BBLLADNB_03478
OG0000164	GNJGOIBN_02278	BBLLADNB_02836
OG0000166	GNJGOIBN_02297	BBLLADNB_02619
OG0000168	GNJGOIBN_02275	BBLLADNB_02833
OG0000169	GNJGOIBN_04355	BBLLADNB_02759
OG0000170	GNJGOIBN_04387, GNJGOIBN_03006	BBLLADNB_00809
OG0000171	GNJGOIBN_01186	BBLLADNB_03883
OG0000172	GNJGOIBN_00580	BBLLADNB_02595
OG0000173	GNJGOIBN_03356	BBLLADNB_02960
OG0000174	GNJGOIBN_04080	BBLLADNB_02040
OG0000175	GNJGOIBN_02126, GNJGOIBN_03449	BBLLADNB_00096
OG0000176	GNJGOIBN_03273	BBLLADNB_00561
OG0000178	GNJGOIBN_03164, GNJGOIBN_02456	BBLLADNB_01682
OG0000179	GNJGOIBN_00608	BBLLADNB_03156
OG0000180	GNJGOIBN_04281	BBLLADNB_03608
OG0000181	GNJGOIBN_00126	BBLLADNB_03278
OG0000182	GNJGOIBN_01677	BBLLADNB_02160
OG0000183	GNJGOIBN_03617	BBLLADNB_00862
OG0000184	GNJGOIBN_03693	BBLLADNB_00048
OG0000185	GNJGOIBN_02064	BBLLADNB_01047
OG0000186	GNJGOIBN_03095	BBLLADNB_02879
OG0000189	GNJGOIBN_03756, GNJGOIBN_03762	BBLLADNB_01438
OG0000190	GNJGOIBN_00734	BBLLADNB_00059
OG0000194	GNJGOIBN_00646	BBLLADNB_02109
OG0000195	GNJGOIBN_02690	BBLLADNB_00824, BBLLADNB_01540
OG0000196	GNJGOIBN_01439, GNJGOIBN_01456	BBLLADNB_00584
OG0000197	GNJGOIBN_00891	BBLLADNB_02954, BBLLADNB_03025
OG0000199	GNJGOIBN_01474, GNJGOIBN_00144	BBLLADNB_02886
OG0000200	GNJGOIBN_00988, GNJGOIBN_00543	BBLLADNB_03629
OG0000201	GNJGOIBN_00123	BBLLADNB_02539
OG0000202	GNJGOIBN_00125	BBLLADNB_03829
OG0000203	GNJGOIBN_03447, GNJGOIBN_03496, GNJGOIBN_01384	BBLLADNB_00245
OG0000204	GNJGOIBN_01173	BBLLADNB_01718
OG0000205	GNJGOIBN_01161	BBLLADNB_02335, BBLLADNB_01024
OG0000206	GNJGOIBN_01625	BBLLADNB_02599
OG0000207	GNJGOIBN_01903	BBLLADNB_00982, BBLLADNB_01235
OG0000208	GNJGOIBN_00141, GNJGOIBN_03397	BBLLADNB_01000, BBLLADNB_01763
OG0000209	GNJGOIBN_00470	BBLLADNB_01768
OG0000210	GNJGOIBN_02777	BBLLADNB_00686
OG0000211	GNJGOIBN_00119	BBLLADNB_01001
OG0000212	GNJGOIBN_02393, GNJGOIBN_02382	BBLLADNB_03892
OG0000213	GNJGOIBN_02392, GNJGOIBN_02381	BBLLADNB_03893
OG0000214	GNJGOIBN_01930	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624
OG0000215	GNJGOIBN_01138	BBLLADNB_01004
OG0000216	GNJGOIBN_01140	BBLLADNB_01956, BBLLADNB_01006
OG0000217	GNJGOIBN_03910	BBLLADNB_02992
OG0000218	GNJGOIBN_04226	BBLLADNB_01661
OG0000221	GNJGOIBN_04354	BBLLADNB_02758
OG0000222	GNJGOIBN_01018	BBLLADNB_00790
OG0000223	GNJGOIBN_02264	BBLLADNB_02840
OG0000224	GNJGOIBN_02241	BBLLADNB_02431
OG0000225	GNJGOIBN_01645	BBLLADNB_03622
OG0000226	GNJGOIBN_00874	BBLLADNB_02826
OG0000228	GNJGOIBN_04199	BBLLADNB_02443
OG0000229	GNJGOIBN_00383	BBLLADNB_03149
OG0000230	GNJGOIBN_00671	BBLLADNB_03321
OG0000231	GNJGOIBN_04191	BBLLADNB_01974, BBLLADNB_01975
OG0000232	GNJGOIBN_03276	BBLLADNB_02885
OG0000233	GNJGOIBN_01891, GNJGOIBN_01866	BBLLADNB_00696
OG0000234	GNJGOIBN_01501, GNJGOIBN_01442	BBLLADNB_02514
OG0000235	GNJGOIBN_01496	BBLLADNB_02519
OG0000236	GNJGOIBN_01972	BBLLADNB_00108
OG0000238	GNJGOIBN_01464	BBLLADNB_00576
OG0000239	GNJGOIBN_03717	BBLLADNB_00927
OG0000240	GNJGOIBN_01209	BBLLADNB_00026
OG0000241	GNJGOIBN_00613	BBLLADNB_02387
OG0000243	GNJGOIBN_00009, GNJGOIBN_04413	BBLLADNB_02762
OG0000244	GNJGOIBN_03850	BBLLADNB_02631
OG0000245	GNJGOIBN_00939	BBLLADNB_03520, BBLLADNB_02476
OG0000248	GNJGOIBN_01785	BBLLADNB_02209
OG0000249	GNJGOIBN_02065	BBLLADNB_01042, BBLLADNB_01046
OG0000250	GNJGOIBN_01475, GNJGOIBN_02037	BBLLADNB_03804
OG0000251	GNJGOIBN_04249, GNJGOIBN_02284	BBLLADNB_02948
OG0000252	GNJGOIBN_03941	BBLLADNB_01847
OG0000254	GNJGOIBN_03589	BBLLADNB_00890
OG0000255	GNJGOIBN_00930	BBLLADNB_02245
OG0000256	GNJGOIBN_00917	BBLLADNB_01910
OG0000259	GNJGOIBN_03156	BBLLADNB_01499
OG0000260	GNJGOIBN_02331	BBLLADNB_01340
OG0000261	GNJGOIBN_00124	BBLLADNB_02533
OG0000263	GNJGOIBN_02481	BBLLADNB_03581
OG0000264	GNJGOIBN_00727	BBLLADNB_00053
OG0000265	GNJGOIBN_02767	BBLLADNB_01531
OG0000266	GNJGOIBN_00749	BBLLADNB_00072
OG0000267	GNJGOIBN_03698	BBLLADNB_01305
OG0000268	GNJGOIBN_00531	BBLLADNB_00710
OG0000269	GNJGOIBN_01457, GNJGOIBN_01440	BBLLADNB_00583
OG0000270	GNJGOIBN_01463	BBLLADNB_00577
OG0000271	GNJGOIBN_04377	BBLLADNB_00389, BBLLADNB_00387
OG0000272	GNJGOIBN_02660	BBLLADNB_01349
OG0000274	GNJGOIBN_01758	BBLLADNB_02589
OG0000275	GNJGOIBN_00430	BBLLADNB_03356, BBLLADNB_03164
OG0000276	GNJGOIBN_00576	BBLLADNB_03693
OG0000276	GNJGOIBN_00557	BBLLADNB_03774
OG0000278	GNJGOIBN_00943	BBLLADNB_01942, BBLLADNB_03152
OG0000279	GNJGOIBN_03670	BBLLADNB_00208
OG0000280	GNJGOIBN_03661	BBLLADNB_03544
OG0000281	GNJGOIBN_00873	BBLLADNB_02417, BBLLADNB_02827
OG0000282	GNJGOIBN_02041	BBLLADNB_01821
OG0000283	GNJGOIBN_00804	BBLLADNB_01567
OG0000284	GNJGOIBN_02450	BBLLADNB_03749
OG0000285	GNJGOIBN_02451	BBLLADNB_03750
OG0000286	GNJGOIBN_01316, GNJGOIBN_01723	BBLLADNB_00764
OG0000287	GNJGOIBN_03702	BBLLADNB_02998
OG0000290	GNJGOIBN_03399	BBLLADNB_02158, BBLLADNB_00998
OG0000291	GNJGOIBN_02624, GNJGOIBN_02622	BBLLADNB_01394
OG0000292	GNJGOIBN_03387	BBLLADNB_01057
OG0000293	GNJGOIBN_03522	BBLLADNB_01812
OG0000294	GNJGOIBN_01247	BBLLADNB_00450
OG0000295	GNJGOIBN_01576	BBLLADNB_03476
OG0000296	GNJGOIBN_01949	BBLLADNB_01908
OG0000297	GNJGOIBN_01276, GNJGOIBN_02304, GNJGOIBN_02709	BBLLADNB_01378
OG0000298	GNJGOIBN_02687	BBLLADNB_01544, BBLLADNB_00827
OG0000299	GNJGOIBN_02688	BBLLADNB_01543, BBLLADNB_00826
OG0000301	GNJGOIBN_04396	BBLLADNB_02368
OG0000302	GNJGOIBN_02110, GNJGOIBN_02209	BBLLADNB_02572
OG0000311	GNJGOIBN_00030	BBLLADNB_01667
OG0000312	GNJGOIBN_04223	BBLLADNB_01659
OG0000313	GNJGOIBN_04347	BBLLADNB_03848
OG0000314	GNJGOIBN_00320	BBLLADNB_02144
OG0000316	GNJGOIBN_00420	BBLLADNB_03772, BBLLADNB_03263
OG0000317	GNJGOIBN_01179	BBLLADNB_03262, BBLLADNB_03773
OG0000318	GNJGOIBN_00261	BBLLADNB_00430
OG0000319	GNJGOIBN_02095	BBLLADNB_01225
OG0000321	GNJGOIBN_00063	BBLLADNB_00610
OG0000322	GNJGOIBN_00065	BBLLADNB_00612
OG0000323	GNJGOIBN_00075	BBLLADNB_02561
OG0000324	GNJGOIBN_00083	BBLLADNB_02558
OG0000326	GNJGOIBN_01134	BBLLADNB_03838
OG0000327	GNJGOIBN_00696	BBLLADNB_02127
OG0000328	GNJGOIBN_00699	BBLLADNB_02124
OG0000329	GNJGOIBN_00746	BBLLADNB_00069
OG0000330	GNJGOIBN_04142	BBLLADNB_02798
OG0000331	GNJGOIBN_04141	BBLLADNB_02799
OG0000332	GNJGOIBN_01146	BBLLADNB_01012
OG0000333	GNJGOIBN_01646	BBLLADNB_03640
OG0000334	GNJGOIBN_01644	BBLLADNB_03641
OG0000335	GNJGOIBN_02788	BBLLADNB_00818
OG0000336	GNJGOIBN_01914	BBLLADNB_02724
OG0000337	GNJGOIBN_00298	BBLLADNB_03238
OG0000338	GNJGOIBN_00725	BBLLADNB_00052
OG0000339	GNJGOIBN_03904	BBLLADNB_01296
OG0000340	GNJGOIBN_03905	BBLLADNB_01295
OG0000341	GNJGOIBN_04331	BBLLADNB_03912
OG0000343	GNJGOIBN_00660	BBLLADNB_03424
OG0000344	GNJGOIBN_01099	BBLLADNB_03552
OG0000345	GNJGOIBN_01091, GNJGOIBN_01092	BBLLADNB_02787
OG0000346	GNJGOIBN_00516	BBLLADNB_02154
OG0000347	GNJGOIBN_03719	BBLLADNB_00929
OG0000348	GNJGOIBN_00391	BBLLADNB_02161
OG0000349	GNJGOIBN_04177	BBLLADNB_01354
OG0000350	GNJGOIBN_03217, GNJGOIBN_03893	BBLLADNB_02806
OG0000351	GNJGOIBN_00683	BBLLADNB_01465
OG0000352	GNJGOIBN_02147, GNJGOIBN_02836	BBLLADNB_01896
OG0000353	GNJGOIBN_03615, GNJGOIBN_02559	BBLLADNB_00864
OG0000354	GNJGOIBN_03613, GNJGOIBN_02557	BBLLADNB_00866
OG0000355	GNJGOIBN_03612	BBLLADNB_00867
OG0000357	GNJGOIBN_02021	BBLLADNB_03638
OG0000358	GNJGOIBN_04113	BBLLADNB_02412
OG0000360	GNJGOIBN_03274	BBLLADNB_00562
OG0000361	GNJGOIBN_00818, GNJGOIBN_01354	BBLLADNB_03673
OG0000362	GNJGOIBN_01355, GNJGOIBN_00819	BBLLADNB_03674
OG0000363	GNJGOIBN_01356, GNJGOIBN_00820	BBLLADNB_03675
OG0000364	GNJGOIBN_01357, GNJGOIBN_00821	BBLLADNB_03724
OG0000365	GNJGOIBN_02987	BBLLADNB_02976
OG0000366	GNJGOIBN_02983	BBLLADNB_02107
OG0000367	GNJGOIBN_03284	BBLLADNB_02642
OG0000368	GNJGOIBN_03368	BBLLADNB_02640
OG0000369	GNJGOIBN_03369	BBLLADNB_02639
OG0000370	GNJGOIBN_01587	BBLLADNB_00021
OG0000371	GNJGOIBN_04339	BBLLADNB_01328
OG0000372	GNJGOIBN_01390	BBLLADNB_00239
OG0000373	GNJGOIBN_02945	BBLLADNB_01866
OG0000374	GNJGOIBN_00884	BBLLADNB_03845
OG0000375	GNJGOIBN_03325	BBLLADNB_02502
OG0000376	GNJGOIBN_01869, GNJGOIBN_01894	BBLLADNB_00693
OG0000377	GNJGOIBN_01868, GNJGOIBN_01893	BBLLADNB_00694
OG0000378	GNJGOIBN_01892, GNJGOIBN_01867	BBLLADNB_00695
OG0000379	GNJGOIBN_01865, GNJGOIBN_01890	BBLLADNB_00697
OG0000380	GNJGOIBN_01504, GNJGOIBN_01445	BBLLADNB_02511
OG0000381	GNJGOIBN_01497	BBLLADNB_02518
OG0000382	GNJGOIBN_01495	BBLLADNB_02520
OG0000383	GNJGOIBN_01494	BBLLADNB_02521
OG0000384	GNJGOIBN_01484	BBLLADNB_02896
OG0000385	GNJGOIBN_02835	BBLLADNB_02032
OG0000386	GNJGOIBN_02676	BBLLADNB_02748
OG0000387	GNJGOIBN_03053	BBLLADNB_02947
OG0000388	GNJGOIBN_01062	BBLLADNB_02768
OG0000389	GNJGOIBN_01061	BBLLADNB_02769
OG0000390	GNJGOIBN_01310	BBLLADNB_01617
OG0000391	GNJGOIBN_02902	BBLLADNB_00302
OG0000392	GNJGOIBN_03060	BBLLADNB_01479
OG0000395	GNJGOIBN_03627	BBLLADNB_03371
OG0000396	GNJGOIBN_00207	BBLLADNB_03646
OG0000397	GNJGOIBN_01063	BBLLADNB_02767
OG0000398	GNJGOIBN_02320	BBLLADNB_02463
OG0000399	GNJGOIBN_03282	BBLLADNB_02644
OG0000400	GNJGOIBN_00640	BBLLADNB_03470
OG0000401	GNJGOIBN_00639	BBLLADNB_03469
OG0000402	GNJGOIBN_00638	BBLLADNB_03468
OG0000403	GNJGOIBN_00637	BBLLADNB_03467
OG0000404	GNJGOIBN_04307	BBLLADNB_01699
OG0000405	GNJGOIBN_04063	BBLLADNB_01087
OG0000406	GNJGOIBN_00609	BBLLADNB_03157
OG0000407	GNJGOIBN_00611	BBLLADNB_02389
OG0000408	GNJGOIBN_00617	BBLLADNB_02384
OG0000409	GNJGOIBN_00618	BBLLADNB_02383
OG0000410	GNJGOIBN_00621	BBLLADNB_03116
OG0000411	GNJGOIBN_00623	BBLLADNB_03114
OG0000412	GNJGOIBN_00625	BBLLADNB_03113
OG0000413	GNJGOIBN_00626	BBLLADNB_03112
OG0000414	GNJGOIBN_00630	BBLLADNB_03109
OG0000416	GNJGOIBN_04282	BBLLADNB_03609, BBLLADNB_02451
OG0000417	GNJGOIBN_02495	BBLLADNB_03073
OG0000418	GNJGOIBN_01165	BBLLADNB_01026
OG0000419	GNJGOIBN_01170	BBLLADNB_00588, BBLLADNB_03486
OG0000420	GNJGOIBN_00542	BBLLADNB_00721
OG0000422	GNJGOIBN_04296	BBLLADNB_01710
OG0000423	GNJGOIBN_00693	BBLLADNB_02129
OG0000424	GNJGOIBN_04414, GNJGOIBN_00010	BBLLADNB_02763
OG0000425	GNJGOIBN_03847	BBLLADNB_02634
OG0000426	GNJGOIBN_00558, GNJGOIBN_01582	BBLLADNB_01766
OG0000427	GNJGOIBN_00796, GNJGOIBN_00825	BBLLADNB_03730
OG0000428	GNJGOIBN_00795, GNJGOIBN_00824	BBLLADNB_03731
OG0000429	GNJGOIBN_00794, GNJGOIBN_00823	BBLLADNB_03732
OG0000430	GNJGOIBN_00782	BBLLADNB_02908
OG0000431	GNJGOIBN_00774	BBLLADNB_00854
OG0000432	GNJGOIBN_00769	BBLLADNB_00849
OG0000433	GNJGOIBN_03438, GNJGOIBN_03411	BBLLADNB_02012
OG0000434	GNJGOIBN_03551	BBLLADNB_02531
OG0000435	GNJGOIBN_03450	BBLLADNB_00095
OG0000436	GNJGOIBN_03466	BBLLADNB_00080
OG0000437	GNJGOIBN_03467	BBLLADNB_01784, BBLLADNB_00079
OG0000438	GNJGOIBN_03468	BBLLADNB_00078
OG0000439	GNJGOIBN_01124	BBLLADNB_03737
OG0000440	GNJGOIBN_03891	BBLLADNB_02803
OG0000441	GNJGOIBN_02102	BBLLADNB_01232
OG0000442	GNJGOIBN_03098	BBLLADNB_02882
OG0000443	GNJGOIBN_03167	BBLLADNB_00660
OG0000444	GNJGOIBN_04376	BBLLADNB_00390
OG0000445	GNJGOIBN_03764, GNJGOIBN_03758	BBLLADNB_01437
OG0000446	GNJGOIBN_04180	BBLLADNB_02773
OG0000447	GNJGOIBN_02823	BBLLADNB_02950
OG0000448	GNJGOIBN_03501, GNJGOIBN_01968	BBLLADNB_00104
OG0000449	GNJGOIBN_01373	BBLLADNB_03567
OG0000450	GNJGOIBN_03400	BBLLADNB_03298
OG0000452	GNJGOIBN_03751	BBLLADNB_03244
OG0000453	GNJGOIBN_03151	BBLLADNB_01119
OG0000454	GNJGOIBN_03152	BBLLADNB_01120
OG0000455	GNJGOIBN_03754, GNJGOIBN_03760	BBLLADNB_03241
OG0000456	GNJGOIBN_03755, GNJGOIBN_03761	BBLLADNB_01439
OG0000458	GNJGOIBN_01876	BBLLADNB_03535
OG0000459	GNJGOIBN_00266	BBLLADNB_00425
OG0000460	GNJGOIBN_02484	BBLLADNB_00189
OG0000461	GNJGOIBN_03928	BBLLADNB_02682
OG0000462	GNJGOIBN_02198, GNJGOIBN_02221	BBLLADNB_02424
OG0000463	GNJGOIBN_00032	BBLLADNB_01789
OG0000464	GNJGOIBN_03146	BBLLADNB_01113
OG0000465	GNJGOIBN_00271	BBLLADNB_00402
OG0000466	GNJGOIBN_03598	BBLLADNB_00881
OG0000467	GNJGOIBN_04283	BBLLADNB_03131
OG0000468	GNJGOIBN_04294	BBLLADNB_03133
OG0000469	GNJGOIBN_00966	BBLLADNB_02791
OG0000470	GNJGOIBN_02386, GNJGOIBN_02397	BBLLADNB_03559
OG0000471	GNJGOIBN_00931	BBLLADNB_02244
OG0000472	GNJGOIBN_00926	BBLLADNB_02813
OG0000473	GNJGOIBN_04158	BBLLADNB_01938
OG0000474	GNJGOIBN_01766	BBLLADNB_02693
OG0000475	GNJGOIBN_03056	BBLLADNB_02944
OG0000476	GNJGOIBN_00537	BBLLADNB_00716
OG0000477	GNJGOIBN_03456	BBLLADNB_00089
OG0000478	GNJGOIBN_03455	BBLLADNB_00090
OG0000479	GNJGOIBN_02317	BBLLADNB_03034
OG0000480	GNJGOIBN_01919	BBLLADNB_02551
