Orthogroup	2767802316	GCA_003332265.1
OG0000089	GNJGOIBN_01812, GNJGOIBN_02061	BFLDHLJO_01848
OG0000090	GNJGOIBN_01846	BFLDHLJO_00193
OG0000090	GNJGOIBN_00193, GNJGOIBN_00213	BFLDHLJO_01722
OG0000091	GNJGOIBN_00147	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209
OG0000092	GNJGOIBN_00146	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208
OG0000093	GNJGOIBN_02480	BFLDHLJO_01753
OG0000095	GNJGOIBN_00991, GNJGOIBN_02947, GNJGOIBN_02549	BFLDHLJO_00538, BFLDHLJO_03698
OG0000098	GNJGOIBN_01257	BFLDHLJO_00723
OG0000099	GNJGOIBN_01552	BFLDHLJO_03791
OG0000099	GNJGOIBN_00247	BFLDHLJO_04109
OG0000100	GNJGOIBN_02837	BFLDHLJO_01137
OG0000100	GNJGOIBN_02139	BFLDHLJO_02695
OG0000101	GNJGOIBN_01423, GNJGOIBN_02042, GNJGOIBN_03726, GNJGOIBN_02034, GNJGOIBN_02056	BFLDHLJO_01783
OG0000102	GNJGOIBN_00902	BFLDHLJO_01725
OG0000103	GNJGOIBN_01827, GNJGOIBN_02727	BFLDHLJO_03379, BFLDHLJO_00169, BFLDHLJO_00828, BFLDHLJO_02767
OG0000104	GNJGOIBN_03552	BFLDHLJO_01983
OG0000105	GNJGOIBN_00579	BFLDHLJO_01678
OG0000107	GNJGOIBN_03517	BFLDHLJO_01002, BFLDHLJO_03620
OG0000108	GNJGOIBN_02522	BFLDHLJO_00786
OG0000109	GNJGOIBN_03942	BFLDHLJO_02722
OG0000109	GNJGOIBN_03419	BFLDHLJO_02918
OG0000110	GNJGOIBN_03170	BFLDHLJO_01296
OG0000111	GNJGOIBN_01776, GNJGOIBN_01775	BFLDHLJO_00604
OG0000112	GNJGOIBN_00385	BFLDHLJO_03297
OG0000115	GNJGOIBN_03330	BFLDHLJO_03947
OG0000116	GNJGOIBN_00158	BFLDHLJO_01089
OG0000117	GNJGOIBN_01700	BFLDHLJO_02138
OG0000118	GNJGOIBN_01701	BFLDHLJO_02139
OG0000119	GNJGOIBN_01703	BFLDHLJO_02141
OG0000120	GNJGOIBN_01039	BFLDHLJO_03531
OG0000120	GNJGOIBN_01547	BFLDHLJO_00863
OG0000121	GNJGOIBN_01929	BFLDHLJO_00903
OG0000122	GNJGOIBN_01329, GNJGOIBN_01872	BFLDHLJO_01644
OG0000123	GNJGOIBN_01345	BFLDHLJO_00497
OG0000124	GNJGOIBN_01346	BFLDHLJO_00498
OG0000125	GNJGOIBN_01064	BFLDHLJO_02389
OG0000126	GNJGOIBN_03427	BFLDHLJO_03052
OG0000126	GNJGOIBN_04145	BFLDHLJO_01375
OG0000127	GNJGOIBN_03800	BFLDHLJO_02714
OG0000129	GNJGOIBN_00581	BFLDHLJO_01048
OG0000130	GNJGOIBN_02647	BFLDHLJO_02790
OG0000130	GNJGOIBN_02799	BFLDHLJO_02585
OG0000131	GNJGOIBN_02867	BFLDHLJO_01853
OG0000132	GNJGOIBN_00169	BFLDHLJO_01391
OG0000134	GNJGOIBN_01724	BFLDHLJO_03221
OG0000135	GNJGOIBN_03176	BFLDHLJO_03439
OG0000139	GNJGOIBN_04332	BFLDHLJO_01467
OG0000140	GNJGOIBN_02971	BFLDHLJO_02125
OG0000141	GNJGOIBN_03429	BFLDHLJO_03054
OG0000142	GNJGOIBN_00628	BFLDHLJO_01553
OG0000143	GNJGOIBN_02008	BFLDHLJO_00214
OG0000144	GNJGOIBN_01166	BFLDHLJO_00303
OG0000145	GNJGOIBN_00502	BFLDHLJO_01576
OG0000146	GNJGOIBN_00384	BFLDHLJO_03298
OG0000149	GNJGOIBN_04209	BFLDHLJO_01951
OG0000150	GNJGOIBN_00159	BFLDHLJO_01090
OG0000152	GNJGOIBN_00944	BFLDHLJO_01908
OG0000153	GNJGOIBN_01283	BFLDHLJO_02353
OG0000155	GNJGOIBN_02314	BFLDHLJO_02545
OG0000156	GNJGOIBN_01353	BFLDHLJO_02273
OG0000158	GNJGOIBN_03669	BFLDHLJO_01349, BFLDHLJO_00467, BFLDHLJO_00466, BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194
OG0000159	GNJGOIBN_00805	BFLDHLJO_03341, BFLDHLJO_03294
OG0000160	GNJGOIBN_02313	BFLDHLJO_02546
OG0000162	GNJGOIBN_03645	BFLDHLJO_03456
OG0000163	GNJGOIBN_01574	BFLDHLJO_01016
OG0000164	GNJGOIBN_02278	BFLDHLJO_01633
OG0000165	GNJGOIBN_01129	BFLDHLJO_01043
OG0000166	GNJGOIBN_02297	BFLDHLJO_03918
OG0000167	GNJGOIBN_02432	BFLDHLJO_02221
OG0000168	GNJGOIBN_02275	BFLDHLJO_01636
OG0000169	GNJGOIBN_04355	BFLDHLJO_02048
OG0000170	GNJGOIBN_03006	BFLDHLJO_02794
OG0000171	GNJGOIBN_01186	BFLDHLJO_01262
OG0000172	GNJGOIBN_00580	BFLDHLJO_01342
OG0000173	GNJGOIBN_03356	BFLDHLJO_00202
OG0000174	GNJGOIBN_04080	BFLDHLJO_00107
OG0000176	GNJGOIBN_03273	BFLDHLJO_00333
OG0000177	GNJGOIBN_04156	BFLDHLJO_01379
OG0000179	GNJGOIBN_00608	BFLDHLJO_01536
OG0000181	GNJGOIBN_00126	BFLDHLJO_02685
OG0000182	GNJGOIBN_01677	BFLDHLJO_02883
OG0000183	GNJGOIBN_03617	BFLDHLJO_01808
OG0000184	GNJGOIBN_03693	BFLDHLJO_02228
OG0000185	GNJGOIBN_02064	BFLDHLJO_00432
OG0000186	GNJGOIBN_03095	BFLDHLJO_02384
OG0000188	GNJGOIBN_03002, GNJGOIBN_01967, GNJGOIBN_03502	BFLDHLJO_01132
OG0000189	GNJGOIBN_03756, GNJGOIBN_03762	BFLDHLJO_00058
OG0000190	GNJGOIBN_02414	BFLDHLJO_00810
OG0000190	GNJGOIBN_00734	BFLDHLJO_01206
OG0000191	GNJGOIBN_00633, GNJGOIBN_01763	BFLDHLJO_01803
OG0000194	GNJGOIBN_00646	BFLDHLJO_02372
OG0000195	GNJGOIBN_02690	BFLDHLJO_01858, BFLDHLJO_02592
OG0000196	GNJGOIBN_01439, GNJGOIBN_01456	BFLDHLJO_00309
OG0000197	GNJGOIBN_00891	BFLDHLJO_00184
OG0000199	GNJGOIBN_01474, GNJGOIBN_00144	BFLDHLJO_02930
OG0000200	GNJGOIBN_00988, GNJGOIBN_00543	BFLDHLJO_00234
OG0000201	GNJGOIBN_00123	BFLDHLJO_02682
OG0000202	GNJGOIBN_00125	BFLDHLJO_02684
OG0000205	GNJGOIBN_01161	BFLDHLJO_02146
OG0000206	GNJGOIBN_00304	BFLDHLJO_03808
OG0000207	GNJGOIBN_01903	BFLDHLJO_01707, BFLDHLJO_01736
OG0000208	GNJGOIBN_00141, GNJGOIBN_03397	BFLDHLJO_01570
OG0000209	GNJGOIBN_00470	BFLDHLJO_01573
OG0000210	GNJGOIBN_02777	BFLDHLJO_03643
OG0000211	GNJGOIBN_00119	BFLDHLJO_01720
OG0000212	GNJGOIBN_02393, GNJGOIBN_02382	BFLDHLJO_03864
OG0000213	GNJGOIBN_02392, GNJGOIBN_02381	BFLDHLJO_03865
OG0000214	GNJGOIBN_01930	BFLDHLJO_02909
OG0000215	GNJGOIBN_01138	BFLDHLJO_00279
OG0000216	GNJGOIBN_01140	BFLDHLJO_00281
OG0000217	GNJGOIBN_03910	BFLDHLJO_02064
OG0000218	GNJGOIBN_04226	BFLDHLJO_01937
OG0000220	GNJGOIBN_00013	BFLDHLJO_03655
OG0000221	GNJGOIBN_04354	BFLDHLJO_02049
OG0000223	GNJGOIBN_02264	BFLDHLJO_03043
OG0000224	GNJGOIBN_02241	BFLDHLJO_01180, BFLDHLJO_01181
OG0000225	GNJGOIBN_01645	BFLDHLJO_00930
OG0000226	GNJGOIBN_00874	BFLDHLJO_00002
OG0000228	GNJGOIBN_04199	BFLDHLJO_04093
OG0000229	GNJGOIBN_00383	BFLDHLJO_03299
OG0000230	GNJGOIBN_00671	BFLDHLJO_03702
OG0000231	GNJGOIBN_04191	BFLDHLJO_04085
OG0000232	GNJGOIBN_03276	BFLDHLJO_00633
OG0000233	GNJGOIBN_01891, GNJGOIBN_01866	BFLDHLJO_03812
OG0000234	GNJGOIBN_01501, GNJGOIBN_01442	BFLDHLJO_02491
OG0000235	GNJGOIBN_01496	BFLDHLJO_02497
OG0000236	GNJGOIBN_01972	BFLDHLJO_00948
OG0000237	GNJGOIBN_01660	BFLDHLJO_01322
OG0000238	GNJGOIBN_01464	BFLDHLJO_00317
OG0000239	GNJGOIBN_03717	BFLDHLJO_00088
OG0000240	GNJGOIBN_01209	BFLDHLJO_01238
OG0000241	GNJGOIBN_00613	BFLDHLJO_01541
OG0000243	GNJGOIBN_00009, GNJGOIBN_04413	BFLDHLJO_03657
OG0000244	GNJGOIBN_03850	BFLDHLJO_03486
OG0000245	GNJGOIBN_00939	BFLDHLJO_02675
OG0000248	GNJGOIBN_01785	BFLDHLJO_01877
OG0000249	GNJGOIBN_02065	BFLDHLJO_00433
OG0000250	GNJGOIBN_01475, GNJGOIBN_02037	BFLDHLJO_01806
OG0000251	GNJGOIBN_04249, GNJGOIBN_02284	BFLDHLJO_00664
OG0000252	GNJGOIBN_03941	BFLDHLJO_02723
OG0000253	GNJGOIBN_03956, GNJGOIBN_03959	BFLDHLJO_02948
OG0000254	GNJGOIBN_03589	BFLDHLJO_01837
OG0000255	GNJGOIBN_00930	BFLDHLJO_02242
OG0000256	GNJGOIBN_00917	BFLDHLJO_02259
OG0000257	GNJGOIBN_00526	BFLDHLJO_01421
OG0000258	GNJGOIBN_03657	BFLDHLJO_02211
OG0000259	GNJGOIBN_03156	BFLDHLJO_00749
OG0000260	GNJGOIBN_02331	BFLDHLJO_00940
OG0000261	GNJGOIBN_00124	BFLDHLJO_02683
OG0000262	GNJGOIBN_00148	BFLDHLJO_03192
OG0000263	GNJGOIBN_02481	BFLDHLJO_01752
OG0000264	GNJGOIBN_00727	BFLDHLJO_01212
OG0000265	GNJGOIBN_02767	BFLDHLJO_00735
OG0000266	GNJGOIBN_00749	BFLDHLJO_01194
OG0000267	GNJGOIBN_03698	BFLDHLJO_02080
OG0000268	GNJGOIBN_00531	BFLDHLJO_01424
OG0000269	GNJGOIBN_01457, GNJGOIBN_01440	BFLDHLJO_00310
OG0000270	GNJGOIBN_01463	BFLDHLJO_00316
OG0000271	GNJGOIBN_04377	BFLDHLJO_02602, BFLDHLJO_04121, BFLDHLJO_04119
OG0000272	GNJGOIBN_02660	BFLDHLJO_01629
OG0000273	GNJGOIBN_01473, GNJGOIBN_01447	BFLDHLJO_02536
OG0000274	GNJGOIBN_01758	BFLDHLJO_01679
OG0000275	GNJGOIBN_00430	BFLDHLJO_03690
OG0000276	GNJGOIBN_00576	BFLDHLJO_01334
OG0000278	GNJGOIBN_00943	BFLDHLJO_01907
OG0000279	GNJGOIBN_03670	BFLDHLJO_00521, BFLDHLJO_00522, BFLDHLJO_02193
OG0000280	GNJGOIBN_03661	BFLDHLJO_00473, BFLDHLJO_01355, BFLDHLJO_00531, BFLDHLJO_02202
OG0000281	GNJGOIBN_00873	BFLDHLJO_00003, BFLDHLJO_03925
OG0000282	GNJGOIBN_02041	BFLDHLJO_00733, BFLDHLJO_00569
OG0000282	GNJGOIBN_01823	BFLDHLJO_02302
OG0000283	GNJGOIBN_00804	BFLDHLJO_03293
OG0000286	GNJGOIBN_01316, GNJGOIBN_01723	BFLDHLJO_02015
OG0000287	GNJGOIBN_03702	BFLDHLJO_00636
OG0000289	GNJGOIBN_02704, GNJGOIBN_02706, GNJGOIBN_02114	BFLDHLJO_02435
OG0000290	GNJGOIBN_03399	BFLDHLJO_01399, BFLDHLJO_01717
OG0000291	GNJGOIBN_02624, GNJGOIBN_02622	BFLDHLJO_01563
OG0000292	GNJGOIBN_03387	BFLDHLJO_01794
OG0000294	GNJGOIBN_01247	BFLDHLJO_02828
OG0000295	GNJGOIBN_01576	BFLDHLJO_01014
OG0000296	GNJGOIBN_01949	BFLDHLJO_02702
OG0000297	GNJGOIBN_01276, GNJGOIBN_02304, GNJGOIBN_02709	BFLDHLJO_00787
OG0000298	GNJGOIBN_02687	BFLDHLJO_02595, BFLDHLJO_01861
OG0000299	GNJGOIBN_02688	BFLDHLJO_02594, BFLDHLJO_01860
OG0000301	GNJGOIBN_04396	BFLDHLJO_03824
OG0000301	GNJGOIBN_00015	BFLDHLJO_02429
OG0000305	GNJGOIBN_01033	BFLDHLJO_00590
OG0000306	GNJGOIBN_02997	BFLDHLJO_03910
OG0000307	GNJGOIBN_03976, GNJGOIBN_01126	BFLDHLJO_02457
OG0000309	GNJGOIBN_02154	BFLDHLJO_01118
OG0000311	GNJGOIBN_00030	BFLDHLJO_01931
OG0000312	GNJGOIBN_04223	BFLDHLJO_01939
OG0000313	GNJGOIBN_04347	BFLDHLJO_02057
OG0000314	GNJGOIBN_00320	BFLDHLJO_01328
OG0000315	GNJGOIBN_01730	BFLDHLJO_01062
OG0000316	GNJGOIBN_00420	BFLDHLJO_03116
OG0000317	GNJGOIBN_01179	BFLDHLJO_03117
OG0000318	GNJGOIBN_00261	BFLDHLJO_03127
OG0000319	GNJGOIBN_02095	BFLDHLJO_00876
OG0000320	GNJGOIBN_00020	BFLDHLJO_03650
OG0000321	GNJGOIBN_00063	BFLDHLJO_03760
OG0000322	GNJGOIBN_00065	BFLDHLJO_03762
OG0000323	GNJGOIBN_00075	BFLDHLJO_03771
OG0000324	GNJGOIBN_00083	BFLDHLJO_03774
OG0000326	GNJGOIBN_01134	BFLDHLJO_00275
OG0000327	GNJGOIBN_00696	BFLDHLJO_03724
OG0000328	GNJGOIBN_00699	BFLDHLJO_03727
OG0000329	GNJGOIBN_00746	BFLDHLJO_01197
OG0000330	GNJGOIBN_04142	BFLDHLJO_01371
OG0000331	GNJGOIBN_04141	BFLDHLJO_01370
OG0000332	GNJGOIBN_01146	BFLDHLJO_00287
OG0000333	GNJGOIBN_01646	BFLDHLJO_00932
OG0000334	GNJGOIBN_01644	BFLDHLJO_00931
OG0000335	GNJGOIBN_02788	BFLDHLJO_02954
OG0000336	GNJGOIBN_01914	BFLDHLJO_00918
OG0000337	GNJGOIBN_00298	BFLDHLJO_03802
OG0000338	GNJGOIBN_00725	BFLDHLJO_01214
OG0000339	GNJGOIBN_03904	BFLDHLJO_02070
OG0000340	GNJGOIBN_03905	BFLDHLJO_02069
OG0000341	GNJGOIBN_04331	BFLDHLJO_01468
OG0000342	GNJGOIBN_00976, GNJGOIBN_00561	BFLDHLJO_00249
OG0000343	GNJGOIBN_00660	BFLDHLJO_02980
OG0000344	GNJGOIBN_01099	BFLDHLJO_00266
OG0000345	GNJGOIBN_01091, GNJGOIBN_01092	BFLDHLJO_00259
OG0000346	GNJGOIBN_00516	BFLDHLJO_01414
OG0000347	GNJGOIBN_03719	BFLDHLJO_00086
OG0000348	GNJGOIBN_00391	BFLDHLJO_01594
OG0000349	GNJGOIBN_04177	BFLDHLJO_04141
OG0000350	GNJGOIBN_03217, GNJGOIBN_03893	BFLDHLJO_00026
OG0000351	GNJGOIBN_00683	BFLDHLJO_03715
OG0000352	GNJGOIBN_02147, GNJGOIBN_02836	BFLDHLJO_02693
OG0000353	GNJGOIBN_03615, GNJGOIBN_02559	BFLDHLJO_01810
OG0000354	GNJGOIBN_03613, GNJGOIBN_02557	BFLDHLJO_01812
OG0000355	GNJGOIBN_03612	BFLDHLJO_01813
OG0000356	GNJGOIBN_00243	BFLDHLJO_04105
OG0000358	GNJGOIBN_04113	BFLDHLJO_00129
OG0000360	GNJGOIBN_03274	BFLDHLJO_00332
OG0000361	GNJGOIBN_00818, GNJGOIBN_01354	BFLDHLJO_02276
OG0000362	GNJGOIBN_01355, GNJGOIBN_00819	BFLDHLJO_02277
OG0000363	GNJGOIBN_01356, GNJGOIBN_00820	BFLDHLJO_02278
OG0000364	GNJGOIBN_01357, GNJGOIBN_00821	BFLDHLJO_02279
OG0000365	GNJGOIBN_02987	BFLDHLJO_03570
OG0000366	GNJGOIBN_02983	BFLDHLJO_03574
OG0000367	GNJGOIBN_03284	BFLDHLJO_00625
OG0000368	GNJGOIBN_03368	BFLDHLJO_00623
OG0000369	GNJGOIBN_03369	BFLDHLJO_00622
OG0000370	GNJGOIBN_01587	BFLDHLJO_02185
OG0000371	GNJGOIBN_04339	BFLDHLJO_01461
OG0000373	GNJGOIBN_02945	BFLDHLJO_02304
OG0000374	GNJGOIBN_00884	BFLDHLJO_04154
OG0000375	GNJGOIBN_03325	BFLDHLJO_03941
OG0000376	GNJGOIBN_01869, GNJGOIBN_01894	BFLDHLJO_03815
OG0000377	GNJGOIBN_01868, GNJGOIBN_01893	BFLDHLJO_03814
OG0000378	GNJGOIBN_01892, GNJGOIBN_01867	BFLDHLJO_03813
OG0000379	GNJGOIBN_01865, GNJGOIBN_01890	BFLDHLJO_02418
OG0000380	GNJGOIBN_01504, GNJGOIBN_01445	BFLDHLJO_02488
OG0000381	GNJGOIBN_01497	BFLDHLJO_02496
OG0000382	GNJGOIBN_01495	BFLDHLJO_02498
OG0000383	GNJGOIBN_01494	BFLDHLJO_02499
OG0000384	GNJGOIBN_01484	BFLDHLJO_02509
OG0000385	GNJGOIBN_02835	BFLDHLJO_01139
OG0000386	GNJGOIBN_02676	BFLDHLJO_01662
OG0000387	GNJGOIBN_03053	BFLDHLJO_00665
OG0000388	GNJGOIBN_01062	BFLDHLJO_01986
OG0000389	GNJGOIBN_01061	BFLDHLJO_01987
OG0000390	GNJGOIBN_01310	BFLDHLJO_00224
OG0000391	GNJGOIBN_02902	BFLDHLJO_03414
OG0000392	GNJGOIBN_03060	BFLDHLJO_00673
OG0000395	GNJGOIBN_03627	BFLDHLJO_00015
OG0000396	GNJGOIBN_00207	BFLDHLJO_01901
OG0000397	GNJGOIBN_01063	BFLDHLJO_02388
OG0000398	GNJGOIBN_02320	BFLDHLJO_01650
OG0000399	GNJGOIBN_03282	BFLDHLJO_00627
OG0000400	GNJGOIBN_00640	BFLDHLJO_02408
OG0000401	GNJGOIBN_00639	BFLDHLJO_02407
OG0000402	GNJGOIBN_00638	BFLDHLJO_02406
OG0000403	GNJGOIBN_00637	BFLDHLJO_02405
OG0000404	GNJGOIBN_04307	BFLDHLJO_01493
OG0000405	GNJGOIBN_04063	BFLDHLJO_01104
OG0000406	GNJGOIBN_00609	BFLDHLJO_01537
OG0000407	GNJGOIBN_00611	BFLDHLJO_01539
OG0000408	GNJGOIBN_00617	BFLDHLJO_01544
OG0000409	GNJGOIBN_00618	BFLDHLJO_01545
OG0000410	GNJGOIBN_00621	BFLDHLJO_01548
OG0000411	GNJGOIBN_00623	BFLDHLJO_01550
OG0000412	GNJGOIBN_00625	BFLDHLJO_01551
OG0000413	GNJGOIBN_00626	BFLDHLJO_01552
OG0000414	GNJGOIBN_00630	BFLDHLJO_01555
OG0000415	GNJGOIBN_00632	BFLDHLJO_01557
OG0000416	GNJGOIBN_04282	BFLDHLJO_04038
OG0000417	GNJGOIBN_02495	BFLDHLJO_00754
OG0000418	GNJGOIBN_01165	BFLDHLJO_00302
OG0000419	GNJGOIBN_01170	BFLDHLJO_00306
OG0000420	GNJGOIBN_00542	BFLDHLJO_01435
OG0000422	GNJGOIBN_04296	BFLDHLJO_01504
OG0000423	GNJGOIBN_00693	BFLDHLJO_03723
OG0000424	GNJGOIBN_04414, GNJGOIBN_00010	BFLDHLJO_03656
OG0000425	GNJGOIBN_03847	BFLDHLJO_03489
OG0000426	GNJGOIBN_00558, GNJGOIBN_01582	BFLDHLJO_01571
OG0000427	GNJGOIBN_00796, GNJGOIBN_00825	BFLDHLJO_03286
OG0000428	GNJGOIBN_00795, GNJGOIBN_00824	BFLDHLJO_03285
OG0000429	GNJGOIBN_00794, GNJGOIBN_00823	BFLDHLJO_03284
OG0000430	GNJGOIBN_00782	BFLDHLJO_03342, BFLDHLJO_03272
OG0000431	GNJGOIBN_00774	BFLDHLJO_03350
OG0000432	GNJGOIBN_00769	BFLDHLJO_03355
OG0000433	GNJGOIBN_03438	BFLDHLJO_03058
OG0000434	GNJGOIBN_03551	BFLDHLJO_03071
OG0000435	GNJGOIBN_03450	BFLDHLJO_00960
OG0000436	GNJGOIBN_03466	BFLDHLJO_00976
OG0000437	GNJGOIBN_03467	BFLDHLJO_00977
OG0000438	GNJGOIBN_03468	BFLDHLJO_00978
OG0000440	GNJGOIBN_03891	BFLDHLJO_00024
OG0000441	GNJGOIBN_02102	BFLDHLJO_01733
OG0000442	GNJGOIBN_03098	BFLDHLJO_02381
OG0000443	GNJGOIBN_03167	BFLDHLJO_01294
