Orthogroup	Reactor4-bin.4	GCA_003332265.1
OG0000029	CEKMHFBL_03930, CEKMHFBL_03623	BFLDHLJO_00690
OG0000030	CEKMHFBL_02371	BFLDHLJO_01988
OG0000030	CEKMHFBL_04070	BFLDHLJO_02159
OG0000031	CEKMHFBL_03820	BFLDHLJO_02678
OG0000031	CEKMHFBL_01847	BFLDHLJO_02043, BFLDHLJO_00513
OG0000032	CEKMHFBL_04121	BFLDHLJO_00585
OG0000033	CEKMHFBL_00263	BFLDHLJO_02754
OG0000033	CEKMHFBL_02366	BFLDHLJO_02611, BFLDHLJO_02776
OG0000034	CEKMHFBL_01360	BFLDHLJO_01795
OG0000035	CEKMHFBL_03599	BFLDHLJO_00831, BFLDHLJO_00165
OG0000036	CEKMHFBL_00095	BFLDHLJO_01216
OG0000036	CEKMHFBL_02849	BFLDHLJO_01637
OG0000037	CEKMHFBL_04080	BFLDHLJO_02489
OG0000037	CEKMHFBL_00511, CEKMHFBL_02368	BFLDHLJO_02778
OG0000038	CEKMHFBL_03869	BFLDHLJO_00291
OG0000038	CEKMHFBL_04060	BFLDHLJO_00292
OG0000041	CEKMHFBL_01080, CEKMHFBL_03746, CEKMHFBL_01530, CEKMHFBL_03826	BFLDHLJO_00219
OG0000042	CEKMHFBL_02780	BFLDHLJO_01193
OG0000042	CEKMHFBL_03086	BFLDHLJO_01926
OG0000043	CEKMHFBL_00672	BFLDHLJO_02167
OG0000043	CEKMHFBL_01825	BFLDHLJO_01582
OG0000044	CEKMHFBL_02925	BFLDHLJO_01136
OG0000045	CEKMHFBL_03652	BFLDHLJO_03403
OG0000046	CEKMHFBL_02706	BFLDHLJO_00213
OG0000046	CEKMHFBL_01621	BFLDHLJO_00899
OG0000047	CEKMHFBL_02147	BFLDHLJO_03646, BFLDHLJO_00610
OG0000049	CEKMHFBL_02657, CEKMHFBL_03019	BFLDHLJO_03377
OG0000051	CEKMHFBL_01682	BFLDHLJO_01019
OG0000051	CEKMHFBL_02725	BFLDHLJO_01624
OG0000052	CEKMHFBL_02105	BFLDHLJO_03290
OG0000053	CEKMHFBL_01358	BFLDHLJO_02841
OG0000054	CEKMHFBL_02822	BFLDHLJO_04108
OG0000054	CEKMHFBL_01873	BFLDHLJO_00503
OG0000054	CEKMHFBL_01194, CEKMHFBL_02171	BFLDHLJO_03794
OG0000056	CEKMHFBL_03689, CEKMHFBL_03686, CEKMHFBL_04256, CEKMHFBL_03622	BFLDHLJO_03595
OG0000057	CEKMHFBL_02159	BFLDHLJO_03111
OG0000057	CEKMHFBL_01481	BFLDHLJO_03773
OG0000058	CEKMHFBL_01992	BFLDHLJO_00396
OG0000058	CEKMHFBL_00293	BFLDHLJO_03931
OG0000059	CEKMHFBL_02685	BFLDHLJO_02331
OG0000060	CEKMHFBL_00562	BFLDHLJO_00435
OG0000062	CEKMHFBL_02889	BFLDHLJO_00029
OG0000062	CEKMHFBL_02890	BFLDHLJO_00028
OG0000063	CEKMHFBL_01892	BFLDHLJO_02567
OG0000063	CEKMHFBL_01516, CEKMHFBL_01839	BFLDHLJO_01518
OG0000064	CEKMHFBL_00749	BFLDHLJO_00878
OG0000065	CEKMHFBL_02867, CEKMHFBL_03227	BFLDHLJO_02514
OG0000065	CEKMHFBL_00606	BFLDHLJO_01809
OG0000066	CEKMHFBL_01362	BFLDHLJO_02839
OG0000066	CEKMHFBL_03990	BFLDHLJO_00380
OG0000068	CEKMHFBL_03556	BFLDHLJO_00861
OG0000070	CEKMHFBL_01942	BFLDHLJO_01591
OG0000071	CEKMHFBL_01051, CEKMHFBL_03223	BFLDHLJO_02893
OG0000072	CEKMHFBL_00179, CEKMHFBL_00596	BFLDHLJO_01815
OG0000073	CEKMHFBL_02400	BFLDHLJO_00220
OG0000074	CEKMHFBL_03368	BFLDHLJO_02240
OG0000075	CEKMHFBL_01518	BFLDHLJO_01517
OG0000075	CEKMHFBL_02567	BFLDHLJO_03416
OG0000076	CEKMHFBL_02896, CEKMHFBL_02936, CEKMHFBL_01871	BFLDHLJO_02087
OG0000076	CEKMHFBL_03247	BFLDHLJO_02916
OG0000077	CEKMHFBL_03755	BFLDHLJO_02817
OG0000079	CEKMHFBL_02031	BFLDHLJO_01009
OG0000079	CEKMHFBL_04068	BFLDHLJO_00418
OG0000081	CEKMHFBL_02682	BFLDHLJO_01631
OG0000082	CEKMHFBL_04189	BFLDHLJO_02370
OG0000082	CEKMHFBL_04236	BFLDHLJO_00231
OG0000083	CEKMHFBL_02926	BFLDHLJO_01135
OG0000084	CEKMHFBL_02852	BFLDHLJO_01634
OG0000084	CEKMHFBL_03745	BFLDHLJO_04045, BFLDHLJO_02299
OG0000085	CEKMHFBL_02774	BFLDHLJO_01191
OG0000086	CEKMHFBL_01118	BFLDHLJO_04135, BFLDHLJO_04124
OG0000087	CEKMHFBL_02689	BFLDHLJO_00453
OG0000087	CEKMHFBL_00757	BFLDHLJO_00886
OG0000088	CEKMHFBL_04272	BFLDHLJO_00431
OG0000089	CEKMHFBL_00827	BFLDHLJO_01848
OG0000090	CEKMHFBL_01250	BFLDHLJO_00193
OG0000090	CEKMHFBL_00791	BFLDHLJO_01722
OG0000091	CEKMHFBL_00868	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209
OG0000092	CEKMHFBL_00867	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208
OG0000093	CEKMHFBL_00180	BFLDHLJO_03019, BFLDHLJO_00818
OG0000093	CEKMHFBL_00321	BFLDHLJO_01753
OG0000094	CEKMHFBL_03761	BFLDHLJO_01088
OG0000095	CEKMHFBL_01584	BFLDHLJO_00538, BFLDHLJO_03698
OG0000097	CEKMHFBL_04233	BFLDHLJO_02447
OG0000098	CEKMHFBL_01508, CEKMHFBL_01532	BFLDHLJO_00723
OG0000098	CEKMHFBL_02007	BFLDHLJO_03781
OG0000099	CEKMHFBL_01874	BFLDHLJO_03791
OG0000099	CEKMHFBL_02823	BFLDHLJO_04109
OG0000100	CEKMHFBL_02924	BFLDHLJO_01137
OG0000100	CEKMHFBL_00412	BFLDHLJO_02695
OG0000101	CEKMHFBL_01096, CEKMHFBL_01088	BFLDHLJO_01783
OG0000102	CEKMHFBL_04224	BFLDHLJO_01725
OG0000103	CEKMHFBL_02655	BFLDHLJO_03379
OG0000103	CEKMHFBL_03003, CEKMHFBL_03602	BFLDHLJO_02767
OG0000104	CEKMHFBL_02578	BFLDHLJO_01985
OG0000104	CEKMHFBL_00933	BFLDHLJO_01983
OG0000104	CEKMHFBL_02003	BFLDHLJO_01854
OG0000104	CEKMHFBL_00400	BFLDHLJO_03335
OG0000107	CEKMHFBL_02038, CEKMHFBL_02051	BFLDHLJO_01002
OG0000108	CEKMHFBL_00364	BFLDHLJO_00786
OG0000109	CEKMHFBL_01694	BFLDHLJO_02722
OG0000109	CEKMHFBL_03249	BFLDHLJO_02918
OG0000110	CEKMHFBL_04111	BFLDHLJO_01296
OG0000112	CEKMHFBL_03066	BFLDHLJO_03297
OG0000115	CEKMHFBL_03397	BFLDHLJO_03947
OG0000116	CEKMHFBL_03762	BFLDHLJO_01089
OG0000117	CEKMHFBL_02710	BFLDHLJO_02138
OG0000118	CEKMHFBL_03172, CEKMHFBL_02709	BFLDHLJO_02139
OG0000119	CEKMHFBL_02707	BFLDHLJO_02141
OG0000120	CEKMHFBL_03554	BFLDHLJO_00863
OG0000121	CEKMHFBL_00614	BFLDHLJO_00903
OG0000122	CEKMHFBL_00847	BFLDHLJO_01644
OG0000123	CEKMHFBL_02931	BFLDHLJO_00497
OG0000124	CEKMHFBL_02930	BFLDHLJO_00498
OG0000125	CEKMHFBL_02377	BFLDHLJO_02392
OG0000125	CEKMHFBL_02375	BFLDHLJO_02389
OG0000126	CEKMHFBL_01818	BFLDHLJO_03052
OG0000127	CEKMHFBL_03962	BFLDHLJO_02714
OG0000128	CEKMHFBL_03011	BFLDHLJO_04146
OG0000128	CEKMHFBL_01570	BFLDHLJO_02453, BFLDHLJO_03331
OG0000130	CEKMHFBL_00528	BFLDHLJO_02790
OG0000130	CEKMHFBL_00866	BFLDHLJO_02585
OG0000131	CEKMHFBL_04161	BFLDHLJO_00698
OG0000134	CEKMHFBL_02698	BFLDHLJO_02016
OG0000138	CEKMHFBL_04086, CEKMHFBL_01049, CEKMHFBL_01048	BFLDHLJO_02831
OG0000138	CEKMHFBL_02713	BFLDHLJO_04168
OG0000140	CEKMHFBL_03790	BFLDHLJO_02125
OG0000141	CEKMHFBL_00178, CEKMHFBL_04179	BFLDHLJO_03054
OG0000142	CEKMHFBL_04026, CEKMHFBL_00213	BFLDHLJO_01553
OG0000143	CEKMHFBL_02705	BFLDHLJO_00214
OG0000144	CEKMHFBL_04048	BFLDHLJO_00303
OG0000145	CEKMHFBL_01427	BFLDHLJO_01576
OG0000146	CEKMHFBL_03067	BFLDHLJO_03298
OG0000148	CEKMHFBL_01918	BFLDHLJO_04123
OG0000149	CEKMHFBL_02295	BFLDHLJO_01951
OG0000150	CEKMHFBL_03763	BFLDHLJO_01090
OG0000151	CEKMHFBL_00904	BFLDHLJO_02446
OG0000152	CEKMHFBL_03064	BFLDHLJO_01908
OG0000155	CEKMHFBL_01186	BFLDHLJO_02545
OG0000156	CEKMHFBL_02122	BFLDHLJO_02273
OG0000157	CEKMHFBL_03766	BFLDHLJO_00159
OG0000158	CEKMHFBL_00922	BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194
OG0000159	CEKMHFBL_02102	BFLDHLJO_03341, BFLDHLJO_03294
OG0000160	CEKMHFBL_01185	BFLDHLJO_02546
OG0000162	CEKMHFBL_02470	BFLDHLJO_03456
OG0000163	CEKMHFBL_02025	BFLDHLJO_01016
OG0000164	CEKMHFBL_02209	BFLDHLJO_01633
OG0000164	CEKMHFBL_00885	BFLDHLJO_01885
OG0000164	CEKMHFBL_00456, CEKMHFBL_00454	BFLDHLJO_02219
OG0000165	CEKMHFBL_00453, CEKMHFBL_04042, CEKMHFBL_04173, CEKMHFBL_02825, CEKMHFBL_01766, CEKMHFBL_02148, CEKMHFBL_04159, CEKMHFBL_02223, CEKMHFBL_04202, CEKMHFBL_04278	BFLDHLJO_01043
OG0000166	CEKMHFBL_02528	BFLDHLJO_01073
OG0000166	CEKMHFBL_00457	BFLDHLJO_03918
OG0000167	CEKMHFBL_02957, CEKMHFBL_03913	BFLDHLJO_02220
OG0000167	CEKMHFBL_01737	BFLDHLJO_02221
OG0000168	CEKMHFBL_02850	BFLDHLJO_01636
OG0000169	CEKMHFBL_03866	BFLDHLJO_02048
OG0000170	CEKMHFBL_00813	BFLDHLJO_02794
OG0000171	CEKMHFBL_00639	BFLDHLJO_01262
OG0000172	CEKMHFBL_00942	BFLDHLJO_01342
OG0000173	CEKMHFBL_01075	BFLDHLJO_00202
OG0000174	CEKMHFBL_03448	BFLDHLJO_00107
OG0000176	CEKMHFBL_02358	BFLDHLJO_00333
OG0000177	CEKMHFBL_01395	BFLDHLJO_01379
OG0000179	CEKMHFBL_00195	BFLDHLJO_01536
OG0000180	CEKMHFBL_03497, CEKMHFBL_03502	BFLDHLJO_03329
OG0000181	CEKMHFBL_03994	BFLDHLJO_02685
OG0000182	CEKMHFBL_00817	BFLDHLJO_02883
OG0000183	CEKMHFBL_00607	BFLDHLJO_01808
OG0000184	CEKMHFBL_01410	BFLDHLJO_02228
OG0000185	CEKMHFBL_04271	BFLDHLJO_00432
OG0000186	CEKMHFBL_02742	BFLDHLJO_02384
OG0000188	CEKMHFBL_01609	BFLDHLJO_01132
OG0000189	CEKMHFBL_01271	BFLDHLJO_00058
OG0000190	CEKMHFBL_01376	BFLDHLJO_01206
OG0000191	CEKMHFBL_00217, CEKMHFBL_04021, CEKMHFBL_01845	BFLDHLJO_01803
OG0000194	CEKMHFBL_03402	BFLDHLJO_02372
OG0000195	CEKMHFBL_03541	BFLDHLJO_01858, BFLDHLJO_02592
OG0000196	CEKMHFBL_01263, CEKMHFBL_03202	BFLDHLJO_00309
OG0000197	CEKMHFBL_04235	BFLDHLJO_00184
OG0000199	CEKMHFBL_03220, CEKMHFBL_01050	BFLDHLJO_02930
OG0000200	CEKMHFBL_00941	BFLDHLJO_00234
OG0000201	CEKMHFBL_03997	BFLDHLJO_02682
OG0000202	CEKMHFBL_03995	BFLDHLJO_02684
OG0000205	CEKMHFBL_03490	BFLDHLJO_02146
OG0000206	CEKMHFBL_02242	BFLDHLJO_03808
OG0000207	CEKMHFBL_00737	BFLDHLJO_01707, BFLDHLJO_01736
OG0000208	CEKMHFBL_02214	BFLDHLJO_01570
OG0000209	CEKMHFBL_01423	BFLDHLJO_01573
OG0000211	CEKMHFBL_02345	BFLDHLJO_01720
OG0000212	CEKMHFBL_01778, CEKMHFBL_03707	BFLDHLJO_03864
OG0000213	CEKMHFBL_01779	BFLDHLJO_03865
OG0000214	CEKMHFBL_00609	BFLDHLJO_02909
OG0000215	CEKMHFBL_01465	BFLDHLJO_00279
OG0000216	CEKMHFBL_01467	BFLDHLJO_00281
OG0000218	CEKMHFBL_01300	BFLDHLJO_01937
OG0000220	CEKMHFBL_01313	BFLDHLJO_03655
OG0000221	CEKMHFBL_03865	BFLDHLJO_02049
OG0000223	CEKMHFBL_03110	BFLDHLJO_03043
OG0000224	CEKMHFBL_03635	BFLDHLJO_01180, BFLDHLJO_01181
OG0000225	CEKMHFBL_03032	BFLDHLJO_00930
OG0000226	CEKMHFBL_01997	BFLDHLJO_00002
OG0000227	CEKMHFBL_02271	BFLDHLJO_01396
OG0000228	CEKMHFBL_02805	BFLDHLJO_04093
OG0000229	CEKMHFBL_03068	BFLDHLJO_03299
OG0000230	CEKMHFBL_01223	BFLDHLJO_03702
OG0000231	CEKMHFBL_01643	BFLDHLJO_04085
OG0000232	CEKMHFBL_02354, CEKMHFBL_03809	BFLDHLJO_00633
OG0000233	CEKMHFBL_00663	BFLDHLJO_03812
OG0000234	CEKMHFBL_04078	BFLDHLJO_02491
OG0000235	CEKMHFBL_02461	BFLDHLJO_02497
OG0000236	CEKMHFBL_00479	BFLDHLJO_00948
OG0000238	CEKMHFBL_01255, CEKMHFBL_03210	BFLDHLJO_00317
OG0000239	CEKMHFBL_03025, CEKMHFBL_00130	BFLDHLJO_00088
OG0000240	CEKMHFBL_00160	BFLDHLJO_01238
OG0000241	CEKMHFBL_00200	BFLDHLJO_01541
OG0000243	CEKMHFBL_02489	BFLDHLJO_03657
OG0000244	CEKMHFBL_00052	BFLDHLJO_03486
OG0000245	CEKMHFBL_00102	BFLDHLJO_02675
OG0000248	CEKMHFBL_03621	BFLDHLJO_01877
OG0000249	CEKMHFBL_00564	BFLDHLJO_00433
OG0000250	CEKMHFBL_03222, CEKMHFBL_01091	BFLDHLJO_01806
OG0000251	CEKMHFBL_04198	BFLDHLJO_00664
OG0000252	CEKMHFBL_01695	BFLDHLJO_02723
OG0000253	CEKMHFBL_03716	BFLDHLJO_02948
OG0000254	CEKMHFBL_00574	BFLDHLJO_01837
OG0000255	CEKMHFBL_02206	BFLDHLJO_02242
OG0000256	CEKMHFBL_04061	BFLDHLJO_02259
OG0000257	CEKMHFBL_02288	BFLDHLJO_01421
OG0000258	CEKMHFBL_00905	BFLDHLJO_02211
OG0000259	CEKMHFBL_03588	BFLDHLJO_00749
OG0000260	CEKMHFBL_02946	BFLDHLJO_00940
OG0000261	CEKMHFBL_03996	BFLDHLJO_02683
OG0000262	CEKMHFBL_01842	BFLDHLJO_03192
OG0000263	CEKMHFBL_00322	BFLDHLJO_01752
OG0000265	CEKMHFBL_00224	BFLDHLJO_00735
OG0000266	CEKMHFBL_03722, CEKMHFBL_02781	BFLDHLJO_01194
OG0000267	CEKMHFBL_00229	BFLDHLJO_02080
OG0000268	CEKMHFBL_01460	BFLDHLJO_01424
OG0000269	CEKMHFBL_03203, CEKMHFBL_01262	BFLDHLJO_00310
OG0000270	CEKMHFBL_01256, CEKMHFBL_03209	BFLDHLJO_00316
OG0000272	CEKMHFBL_00857	BFLDHLJO_01629
OG0000273	CEKMHFBL_03219, CEKMHFBL_04083	BFLDHLJO_02536
OG0000274	CEKMHFBL_03926	BFLDHLJO_01679
OG0000275	CEKMHFBL_02173	BFLDHLJO_03690
OG0000277	CEKMHFBL_02376	BFLDHLJO_02391
OG0000278	CEKMHFBL_03065	BFLDHLJO_01907
OG0000279	CEKMHFBL_00923	BFLDHLJO_02193
OG0000280	CEKMHFBL_00914	BFLDHLJO_02202
OG0000281	CEKMHFBL_00388	BFLDHLJO_03925
OG0000282	CEKMHFBL_01095	BFLDHLJO_00733, BFLDHLJO_00569
OG0000283	CEKMHFBL_02103	BFLDHLJO_03293
OG0000288	CEKMHFBL_01342, CEKMHFBL_01341, CEKMHFBL_02440	BFLDHLJO_03083
OG0000289	CEKMHFBL_04095, CEKMHFBL_03909, CEKMHFBL_02097	BFLDHLJO_02435
OG0000290	CEKMHFBL_03135	BFLDHLJO_01399, BFLDHLJO_01717
OG0000291	CEKMHFBL_00605, CEKMHFBL_00602	BFLDHLJO_01563
OG0000292	CEKMHFBL_01361	BFLDHLJO_01794
OG0000294	CEKMHFBL_03117	BFLDHLJO_02828
OG0000295	CEKMHFBL_02027	BFLDHLJO_01014
OG0000296	CEKMHFBL_04107	BFLDHLJO_02702
OG0000297	CEKMHFBL_00468, CEKMHFBL_03056	BFLDHLJO_00787
OG0000298	CEKMHFBL_03544	BFLDHLJO_02595, BFLDHLJO_01861
OG0000299	CEKMHFBL_03543	BFLDHLJO_02594, BFLDHLJO_01860
OG0000301	CEKMHFBL_01315	BFLDHLJO_03824
OG0000305	CEKMHFBL_04225	BFLDHLJO_00489, BFLDHLJO_01796
OG0000306	CEKMHFBL_02469	BFLDHLJO_03910
OG0000307	CEKMHFBL_00536, CEKMHFBL_03049	BFLDHLJO_02457
OG0000309	CEKMHFBL_01146, CEKMHFBL_01142, CEKMHFBL_01145, CEKMHFBL_00800	BFLDHLJO_01118
OG0000311	CEKMHFBL_03080	BFLDHLJO_01931
OG0000312	CEKMHFBL_01303	BFLDHLJO_01939
OG0000313	CEKMHFBL_03858	BFLDHLJO_02057
OG0000314	CEKMHFBL_03852	BFLDHLJO_01328
OG0000315	CEKMHFBL_02956	BFLDHLJO_01062
OG0000316	CEKMHFBL_03669	BFLDHLJO_03116
OG0000317	CEKMHFBL_03670	BFLDHLJO_03117
OG0000318	CEKMHFBL_00113	BFLDHLJO_03127
OG0000319	CEKMHFBL_00747	BFLDHLJO_00876
OG0000320	CEKMHFBL_01320	BFLDHLJO_03650
OG0000321	CEKMHFBL_01492	BFLDHLJO_03760
OG0000322	CEKMHFBL_01491	BFLDHLJO_03762
OG0000323	CEKMHFBL_01483	BFLDHLJO_03771
OG0000324	CEKMHFBL_01480	BFLDHLJO_03774
OG0000326	CEKMHFBL_01461	BFLDHLJO_00275
OG0000327	CEKMHFBL_04016	BFLDHLJO_03724
OG0000328	CEKMHFBL_04013	BFLDHLJO_03727
OG0000329	CEKMHFBL_02784	BFLDHLJO_01197
OG0000330	CEKMHFBL_01404	BFLDHLJO_01371
OG0000331	CEKMHFBL_01405	BFLDHLJO_01370
OG0000332	CEKMHFBL_01472	BFLDHLJO_00287
OG0000333	CEKMHFBL_03033	BFLDHLJO_00932
OG0000334	CEKMHFBL_03031	BFLDHLJO_00931
OG0000335	CEKMHFBL_01428	BFLDHLJO_02954
OG0000336	CEKMHFBL_00643	BFLDHLJO_00918
OG0000337	CEKMHFBL_02248	BFLDHLJO_03802
OG0000338	CEKMHFBL_00092	BFLDHLJO_01214
OG0000339	CEKMHFBL_03563	BFLDHLJO_02070
OG0000340	CEKMHFBL_03562	BFLDHLJO_02069
OG0000341	CEKMHFBL_01026	BFLDHLJO_01468
OG0000342	CEKMHFBL_00958	BFLDHLJO_00249
OG0000343	CEKMHFBL_01234	BFLDHLJO_02980
OG0000344	CEKMHFBL_02496	BFLDHLJO_00266
OG0000345	CEKMHFBL_02504	BFLDHLJO_00259
OG0000346	CEKMHFBL_01666	BFLDHLJO_01414
OG0000347	CEKMHFBL_00132	BFLDHLJO_00086
OG0000348	CEKMHFBL_01642	BFLDHLJO_01594
OG0000349	CEKMHFBL_01657	BFLDHLJO_04141
OG0000350	CEKMHFBL_02892	BFLDHLJO_00026
OG0000351	CEKMHFBL_01211	BFLDHLJO_03715
OG0000352	CEKMHFBL_02923	BFLDHLJO_02693
OG0000353	CEKMHFBL_00600	BFLDHLJO_01810
OG0000354	CEKMHFBL_00598	BFLDHLJO_01812
OG0000355	CEKMHFBL_00597	BFLDHLJO_01813
OG0000356	CEKMHFBL_02819	BFLDHLJO_04105
OG0000358	CEKMHFBL_03423	BFLDHLJO_00129
OG0000359	CEKMHFBL_00780	BFLDHLJO_03445
OG0000359	CEKMHFBL_03806	BFLDHLJO_04134
OG0000360	CEKMHFBL_02357	BFLDHLJO_00332
OG0000361	CEKMHFBL_02120	BFLDHLJO_02276
OG0000362	CEKMHFBL_02119	BFLDHLJO_02277
OG0000363	CEKMHFBL_02118	BFLDHLJO_02278
OG0000364	CEKMHFBL_02117	BFLDHLJO_02279
OG0000365	CEKMHFBL_03773	BFLDHLJO_03570
OG0000366	CEKMHFBL_03777	BFLDHLJO_03574
OG0000367	CEKMHFBL_03478	BFLDHLJO_00625
OG0000368	CEKMHFBL_03476	BFLDHLJO_00623
OG0000369	CEKMHFBL_03475	BFLDHLJO_00622
OG0000370	CEKMHFBL_02728	BFLDHLJO_02185
OG0000371	CEKMHFBL_04165	BFLDHLJO_01461
OG0000373	CEKMHFBL_03885	BFLDHLJO_02304
OG0000374	CEKMHFBL_01618, CEKMHFBL_01933	BFLDHLJO_04154
OG0000375	CEKMHFBL_00299	BFLDHLJO_03941
OG0000376	CEKMHFBL_00660	BFLDHLJO_03815
OG0000377	CEKMHFBL_00661	BFLDHLJO_03814
OG0000378	CEKMHFBL_00662	BFLDHLJO_03813
OG0000379	CEKMHFBL_00664	BFLDHLJO_02418
OG0000380	CEKMHFBL_04081	BFLDHLJO_02488
OG0000381	CEKMHFBL_02462	BFLDHLJO_02496
OG0000382	CEKMHFBL_02460	BFLDHLJO_02498
OG0000383	CEKMHFBL_02459	BFLDHLJO_02499
OG0000384	CEKMHFBL_03231	BFLDHLJO_02509
OG0000385	CEKMHFBL_00544	BFLDHLJO_01139
OG0000386	CEKMHFBL_00443	BFLDHLJO_01662
OG0000387	CEKMHFBL_00280	BFLDHLJO_00665
OG0000388	CEKMHFBL_02373	BFLDHLJO_01986
OG0000389	CEKMHFBL_02372	BFLDHLJO_01987
OG0000390	CEKMHFBL_02404	BFLDHLJO_00224
OG0000391	CEKMHFBL_00709, CEKMHFBL_00707	BFLDHLJO_03414
OG0000392	CEKMHFBL_02834	BFLDHLJO_00673
OG0000395	CEKMHFBL_02980	BFLDHLJO_00015
OG0000396	CEKMHFBL_01673	BFLDHLJO_01901
OG0000397	CEKMHFBL_01290, CEKMHFBL_02374	BFLDHLJO_02388
OG0000398	CEKMHFBL_03053	BFLDHLJO_01650
OG0000399	CEKMHFBL_03480	BFLDHLJO_00627
OG0000400	CEKMHFBL_02397	BFLDHLJO_02408
OG0000401	CEKMHFBL_02396	BFLDHLJO_02407
OG0000402	CEKMHFBL_02395	BFLDHLJO_02406
OG0000403	CEKMHFBL_02394	BFLDHLJO_02405
OG0000404	CEKMHFBL_01000	BFLDHLJO_01493
OG0000405	CEKMHFBL_02628	BFLDHLJO_01104
OG0000406	CEKMHFBL_00196	BFLDHLJO_01537
OG0000407	CEKMHFBL_00198	BFLDHLJO_01539
OG0000408	CEKMHFBL_04037	BFLDHLJO_01544
OG0000409	CEKMHFBL_00204, CEKMHFBL_04036	BFLDHLJO_01545
OG0000410	CEKMHFBL_00207, CEKMHFBL_04033	BFLDHLJO_01548
OG0000411	CEKMHFBL_00209, CEKMHFBL_04031	BFLDHLJO_01550
OG0000412	CEKMHFBL_00211, CEKMHFBL_04029	BFLDHLJO_01551
OG0000413	CEKMHFBL_00212, CEKMHFBL_04028	BFLDHLJO_01552
OG0000414	CEKMHFBL_04024, CEKMHFBL_00215	BFLDHLJO_01555
OG0000415	CEKMHFBL_00216, CEKMHFBL_04022	BFLDHLJO_01557
OG0000416	CEKMHFBL_01981	BFLDHLJO_04038
OG0000417	CEKMHFBL_00329	BFLDHLJO_00754
OG0000418	CEKMHFBL_04049	BFLDHLJO_00302
OG0000419	CEKMHFBL_04044	BFLDHLJO_00306
OG0000420	CEKMHFBL_01449	BFLDHLJO_01435
OG0000421	CEKMHFBL_01436	BFLDHLJO_01448, BFLDHLJO_03100
OG0000422	CEKMHFBL_01011	BFLDHLJO_01504
OG0000423	CEKMHFBL_04017	BFLDHLJO_03723
OG0000424	CEKMHFBL_02490	BFLDHLJO_03656
OG0000425	CEKMHFBL_00055	BFLDHLJO_03489
OG0000426	CEKMHFBL_00955	BFLDHLJO_01571
OG0000427	CEKMHFBL_02113	BFLDHLJO_03286
OG0000428	CEKMHFBL_02114	BFLDHLJO_03285
OG0000429	CEKMHFBL_02115	BFLDHLJO_03284
OG0000430	CEKMHFBL_00003	BFLDHLJO_03342, BFLDHLJO_03272
OG0000431	CEKMHFBL_03830	BFLDHLJO_03350
