Orthogroup	2687453699	spades-bin.32
OG0000088	PEBOPBNB_02876	BBLLADNB_01048
OG0000089	PEBOPBNB_00049	BBLLADNB_03117
OG0000090	PEBOPBNB_00214	BBLLADNB_03364
OG0000091	PEBOPBNB_00235	BBLLADNB_01733
OG0000092	PEBOPBNB_03021	BBLLADNB_03648
OG0000093	PEBOPBNB_02414	BBLLADNB_02303
OG0000093	PEBOPBNB_02806	BBLLADNB_03580
OG0000094	PEBOPBNB_00465	BBLLADNB_03381
OG0000095	PEBOPBNB_03117	BBLLADNB_02570
OG0000095	PEBOPBNB_03762	BBLLADNB_03727
OG0000096	PEBOPBNB_00004	BBLLADNB_01549
OG0000098	PEBOPBNB_00901	BBLLADNB_03088
OG0000098	PEBOPBNB_02480	BBLLADNB_01591, BBLLADNB_02037
OG0000099	PEBOPBNB_00909	BBLLADNB_01516
OG0000099	PEBOPBNB_01284	BBLLADNB_00371
OG0000100	PEBOPBNB_02473	BBLLADNB_02030
OG0000100	PEBOPBNB_02115	BBLLADNB_01901
OG0000101	PEBOPBNB_02555	BBLLADNB_02965
OG0000105	PEBOPBNB_03194	BBLLADNB_02590
OG0000106	PEBOPBNB_00080	BBLLADNB_03305
OG0000106	PEBOPBNB_00817	BBLLADNB_02596
OG0000108	PEBOPBNB_02351	BBLLADNB_01379
OG0000109	PEBOPBNB_02987	BBLLADNB_00650
OG0000110	PEBOPBNB_03014	BBLLADNB_00662
OG0000111	PEBOPBNB_02198	BBLLADNB_00969
OG0000111	PEBOPBNB_00135	BBLLADNB_02702
OG0000112	PEBOPBNB_00981	BBLLADNB_03151
OG0000114	PEBOPBNB_03331	BBLLADNB_02284
OG0000114	PEBOPBNB_02712	BBLLADNB_03539
OG0000115	PEBOPBNB_02570	BBLLADNB_02604
OG0000115	PEBOPBNB_03658	BBLLADNB_02495
OG0000116	PEBOPBNB_00464	BBLLADNB_03380
OG0000117	PEBOPBNB_01490	BBLLADNB_02316
OG0000118	PEBOPBNB_01491	BBLLADNB_02317
OG0000119	PEBOPBNB_01493	BBLLADNB_02319
OG0000120	PEBOPBNB_00186	BBLLADNB_00499
OG0000120	PEBOPBNB_02892	BBLLADNB_03915
OG0000121	PEBOPBNB_03688	BBLLADNB_02628
OG0000122	PEBOPBNB_02649	BBLLADNB_03668
OG0000125	PEBOPBNB_01601	BBLLADNB_02766
OG0000126	PEBOPBNB_02175	BBLLADNB_02019
OG0000126	PEBOPBNB_00744	BBLLADNB_02794
OG0000127	PEBOPBNB_02133	BBLLADNB_01838
OG0000128	PEBOPBNB_02707	BBLLADNB_03586
OG0000129	PEBOPBNB_03010	BBLLADNB_01442
OG0000130	PEBOPBNB_03303	BBLLADNB_00813
OG0000137	PEBOPBNB_02212	BBLLADNB_00955
OG0000139	PEBOPBNB_01060	BBLLADNB_03911
OG0000140	PEBOPBNB_01478	BBLLADNB_02477
OG0000141	PEBOPBNB_02173	BBLLADNB_02017
OG0000142	PEBOPBNB_01140	BBLLADNB_03111
OG0000145	PEBOPBNB_00904	BBLLADNB_03085
OG0000145	PEBOPBNB_01177	BBLLADNB_03392
OG0000146	PEBOPBNB_00980	BBLLADNB_03150
OG0000147	PEBOPBNB_02268	BBLLADNB_00284
OG0000147	PEBOPBNB_01034	BBLLADNB_03268
OG0000148	PEBOPBNB_02442, PEBOPBNB_01264	BBLLADNB_00391
OG0000149	PEBOPBNB_01028	BBLLADNB_02864
OG0000152	PEBOPBNB_00983	BBLLADNB_01941
OG0000153	PEBOPBNB_01829	BBLLADNB_02453
OG0000153	PEBOPBNB_00154	BBLLADNB_01881
OG0000154	PEBOPBNB_01271	BBLLADNB_00384
OG0000154	PEBOPBNB_01273	BBLLADNB_00382
OG0000155	PEBOPBNB_02754	BBLLADNB_03037
OG0000156	PEBOPBNB_01663	BBLLADNB_01924
OG0000157	PEBOPBNB_00236	BBLLADNB_01734
OG0000158	PEBOPBNB_03541	BBLLADNB_00207
OG0000159	PEBOPBNB_01817	BBLLADNB_01568
OG0000160	PEBOPBNB_02755	BBLLADNB_03038
OG0000161	PEBOPBNB_01341	BBLLADNB_01337
OG0000162	PEBOPBNB_01944	BBLLADNB_01624
OG0000162	PEBOPBNB_03163	BBLLADNB_00985
OG0000163	PEBOPBNB_01963	BBLLADNB_03478
OG0000164	PEBOPBNB_02675	BBLLADNB_02836
OG0000168	PEBOPBNB_02678	BBLLADNB_02833
OG0000169	PEBOPBNB_00846	BBLLADNB_02759
OG0000170	PEBOPBNB_03307	BBLLADNB_00809
OG0000171	PEBOPBNB_02209	BBLLADNB_00958
OG0000172	PEBOPBNB_00818	BBLLADNB_02595
OG0000173	PEBOPBNB_01516	BBLLADNB_02960
OG0000174	PEBOPBNB_00285	BBLLADNB_02040
OG0000175	PEBOPBNB_02025	BBLLADNB_00096
OG0000176	PEBOPBNB_01449	BBLLADNB_00561
OG0000177	PEBOPBNB_00738	BBLLADNB_03332
OG0000178	PEBOPBNB_02664	BBLLADNB_01682
OG0000179	PEBOPBNB_01155	BBLLADNB_03156
OG0000180	PEBOPBNB_00787	BBLLADNB_03608
OG0000181	PEBOPBNB_00561	BBLLADNB_03278
OG0000182	PEBOPBNB_00637	BBLLADNB_02160
OG0000183	PEBOPBNB_00072	BBLLADNB_00862
OG0000184	PEBOPBNB_01738	BBLLADNB_00048
OG0000185	PEBOPBNB_02875	BBLLADNB_01047
OG0000186	PEBOPBNB_00100	BBLLADNB_02879
OG0000186	PEBOPBNB_00336	BBLLADNB_01434
OG0000187	PEBOPBNB_03500	BBLLADNB_01653
OG0000189	PEBOPBNB_00332	BBLLADNB_01438
OG0000190	PEBOPBNB_01752	BBLLADNB_00059
OG0000192	PEBOPBNB_02526	BBLLADNB_00345
OG0000194	PEBOPBNB_03496	BBLLADNB_02109
OG0000194	PEBOPBNB_03483	BBLLADNB_02121
OG0000195	PEBOPBNB_03284	BBLLADNB_00824
OG0000195	PEBOPBNB_02452	BBLLADNB_01540
OG0000196	PEBOPBNB_01426	BBLLADNB_00584
OG0000197	PEBOPBNB_00227	BBLLADNB_03025
OG0000198	PEBOPBNB_03192	BBLLADNB_02588
OG0000199	PEBOPBNB_02975	BBLLADNB_02886
OG0000200	PEBOPBNB_01352	BBLLADNB_03629
OG0000200	PEBOPBNB_02967	BBLLADNB_03450
OG0000201	PEBOPBNB_00558	BBLLADNB_02532
OG0000202	PEBOPBNB_00560	BBLLADNB_03829
OG0000203	PEBOPBNB_03580	BBLLADNB_00245
OG0000204	PEBOPBNB_02069	BBLLADNB_01718
OG0000205	PEBOPBNB_02738	BBLLADNB_02335
OG0000205	PEBOPBNB_01417	BBLLADNB_01024
OG0000207	PEBOPBNB_03167	BBLLADNB_00982
OG0000207	PEBOPBNB_02821	BBLLADNB_01235
OG0000208	PEBOPBNB_03149	BBLLADNB_01000
OG0000208	PEBOPBNB_01170	BBLLADNB_01763
OG0000209	PEBOPBNB_01175	BBLLADNB_01768
OG0000210	PEBOPBNB_03018	BBLLADNB_00686
OG0000211	PEBOPBNB_03148	BBLLADNB_01001
OG0000212	PEBOPBNB_03365	BBLLADNB_03892
OG0000213	PEBOPBNB_03366	BBLLADNB_03893
OG0000214	PEBOPBNB_03433	BBLLADNB_02132
OG0000214	PEBOPBNB_03460	BBLLADNB_02926
OG0000214	PEBOPBNB_03684	BBLLADNB_02624
OG0000215	PEBOPBNB_01397	BBLLADNB_01004
OG0000216	PEBOPBNB_01399	BBLLADNB_01006
OG0000217	PEBOPBNB_01905	BBLLADNB_02992
OG0000218	PEBOPBNB_01012	BBLLADNB_01661
OG0000221	PEBOPBNB_00845	BBLLADNB_02758
OG0000222	PEBOPBNB_00959	BBLLADNB_00790
OG0000223	PEBOPBNB_02183	BBLLADNB_02840
OG0000224	PEBOPBNB_02497	BBLLADNB_02431
OG0000225	PEBOPBNB_03717	BBLLADNB_03622
OG0000226	PEBOPBNB_00609	BBLLADNB_02826, BBLLADNB_02416
OG0000228	PEBOPBNB_01301	BBLLADNB_02443
OG0000229	PEBOPBNB_00979	BBLLADNB_03149
OG0000231	PEBOPBNB_01309	BBLLADNB_01974, BBLLADNB_01975
OG0000232	PEBOPBNB_00106	BBLLADNB_02885
OG0000233	PEBOPBNB_03733	BBLLADNB_00696
OG0000234	PEBOPBNB_02934	BBLLADNB_02514
OG0000235	PEBOPBNB_02939	BBLLADNB_02519
OG0000236	PEBOPBNB_02037	BBLLADNB_00108
OG0000238	PEBOPBNB_01434	BBLLADNB_00576
OG0000239	PEBOPBNB_00302	BBLLADNB_00927
OG0000240	PEBOPBNB_01697	BBLLADNB_00026
OG0000241	PEBOPBNB_01150	BBLLADNB_02387
OG0000243	PEBOPBNB_00849	BBLLADNB_02762
OG0000244	PEBOPBNB_01550	BBLLADNB_02631
OG0000245	PEBOPBNB_00550	BBLLADNB_03520, BBLLADNB_02476
OG0000248	PEBOPBNB_03270	BBLLADNB_02209
OG0000249	PEBOPBNB_02871	BBLLADNB_01042
OG0000249	PEBOPBNB_02874	BBLLADNB_01046
OG0000250	PEBOPBNB_00074	BBLLADNB_03804
OG0000251	PEBOPBNB_03038	BBLLADNB_02948
OG0000252	PEBOPBNB_02142	BBLLADNB_01847
OG0000254	PEBOPBNB_00026	BBLLADNB_00890
OG0000255	PEBOPBNB_01633	BBLLADNB_02245
OG0000256	PEBOPBNB_01649	BBLLADNB_01910
OG0000259	PEBOPBNB_02393	BBLLADNB_01499
OG0000260	PEBOPBNB_02590	BBLLADNB_01340
OG0000261	PEBOPBNB_00559	BBLLADNB_02533
OG0000263	PEBOPBNB_02807	BBLLADNB_03581
OG0000264	PEBOPBNB_01746	BBLLADNB_00053
OG0000265	PEBOPBNB_02461	BBLLADNB_01531
OG0000265	PEBOPBNB_02405	BBLLADNB_01511
OG0000266	PEBOPBNB_01764	BBLLADNB_00072
OG0000267	PEBOPBNB_01920	BBLLADNB_01305
OG0000268	PEBOPBNB_00650	BBLLADNB_00710
OG0000269	PEBOPBNB_01427	BBLLADNB_00583
OG0000270	PEBOPBNB_01433	BBLLADNB_00577
OG0000271	PEBOPBNB_01266	BBLLADNB_00389
OG0000271	PEBOPBNB_01268	BBLLADNB_00387
OG0000272	PEBOPBNB_02599	BBLLADNB_01349
OG0000274	PEBOPBNB_03193	BBLLADNB_02589
OG0000275	PEBOPBNB_03073	BBLLADNB_03356
OG0000275	PEBOPBNB_02885	BBLLADNB_03164
OG0000276	PEBOPBNB_00825	BBLLADNB_03693
OG0000277	PEBOPBNB_01600	BBLLADNB_02765
OG0000278	PEBOPBNB_00982	BBLLADNB_01942, BBLLADNB_03152
OG0000279	PEBOPBNB_03542	BBLLADNB_00208
OG0000280	PEBOPBNB_03533	BBLLADNB_03544
OG0000281	PEBOPBNB_03216	BBLLADNB_02827
OG0000282	PEBOPBNB_01122	BBLLADNB_01821
OG0000283	PEBOPBNB_01816	BBLLADNB_01567
OG0000284	PEBOPBNB_00900	BBLLADNB_03089
OG0000284	PEBOPBNB_03323	BBLLADNB_03749
OG0000285	PEBOPBNB_03322	BBLLADNB_03750
OG0000285	PEBOPBNB_00899	BBLLADNB_03653
OG0000286	PEBOPBNB_00003	BBLLADNB_00764
OG0000287	PEBOPBNB_03595	BBLLADNB_01586
OG0000287	PEBOPBNB_03230, PEBOPBNB_00008	BBLLADNB_02998
OG0000288	PEBOPBNB_00530, PEBOPBNB_00522	BBLLADNB_00627
OG0000290	PEBOPBNB_00639	BBLLADNB_02158
OG0000290	PEBOPBNB_03151	BBLLADNB_00998
OG0000291	PEBOPBNB_01130	BBLLADNB_01394
OG0000292	PEBOPBNB_01740	BBLLADNB_01057
OG0000293	PEBOPBNB_01937	BBLLADNB_01812
OG0000294	PEBOPBNB_01949	BBLLADNB_01629
OG0000294	PEBOPBNB_03344	BBLLADNB_00450
OG0000295	PEBOPBNB_01965	BBLLADNB_03476
OG0000296	PEBOPBNB_02122	BBLLADNB_01908
OG0000297	PEBOPBNB_02350	BBLLADNB_01378
OG0000298	PEBOPBNB_02448	BBLLADNB_01544
OG0000298	PEBOPBNB_03281	BBLLADNB_00827
OG0000299	PEBOPBNB_02449	BBLLADNB_01543
OG0000299	PEBOPBNB_03282	BBLLADNB_00826
OG0000300	PEBOPBNB_02571	BBLLADNB_02605
OG0000301	PEBOPBNB_03080	BBLLADNB_02368
OG0000302	PEBOPBNB_03119	BBLLADNB_02572
OG0000303	PEBOPBNB_03388	BBLLADNB_00902
OG0000304	PEBOPBNB_03610	BBLLADNB_03612, BBLLADNB_02058
OG0000311	PEBOPBNB_01006	BBLLADNB_01667
OG0000312	PEBOPBNB_01014	BBLLADNB_01659
OG0000313	PEBOPBNB_00838	BBLLADNB_03848
OG0000314	PEBOPBNB_00831	BBLLADNB_02144
OG0000316	PEBOPBNB_00690	BBLLADNB_03263
OG0000317	PEBOPBNB_00691	BBLLADNB_03262
OG0000318	PEBOPBNB_00701	BBLLADNB_00430
OG0000319	PEBOPBNB_02831	BBLLADNB_01225
OG0000321	PEBOPBNB_00868	BBLLADNB_00610
OG0000322	PEBOPBNB_00870	BBLLADNB_00612
OG0000323	PEBOPBNB_00880	BBLLADNB_02561
OG0000324	PEBOPBNB_00883	BBLLADNB_02558
OG0000326	PEBOPBNB_01393	BBLLADNB_03838
OG0000327	PEBOPBNB_03429	BBLLADNB_02127
OG0000328	PEBOPBNB_03426	BBLLADNB_02124
OG0000329	PEBOPBNB_01761	BBLLADNB_00069
OG0000330	PEBOPBNB_00748	BBLLADNB_02798
OG0000331	PEBOPBNB_00749	BBLLADNB_02799
OG0000332	PEBOPBNB_01405	BBLLADNB_01012
OG0000333	PEBOPBNB_03719	BBLLADNB_03640
OG0000334	PEBOPBNB_03718	BBLLADNB_03641
OG0000335	PEBOPBNB_03290	BBLLADNB_00818
OG0000336	PEBOPBNB_03704	BBLLADNB_02724
OG0000337	PEBOPBNB_00927	BBLLADNB_03238
OG0000338	PEBOPBNB_01745	BBLLADNB_00052
OG0000339	PEBOPBNB_01911	BBLLADNB_01296
OG0000340	PEBOPBNB_01910	BBLLADNB_01295
OG0000341	PEBOPBNB_01061	BBLLADNB_03912
OG0000343	PEBOPBNB_03472	BBLLADNB_03424
OG0000344	PEBOPBNB_01384	BBLLADNB_03552
OG0000345	PEBOPBNB_01377	BBLLADNB_02787
OG0000346	PEBOPBNB_00643	BBLLADNB_02154
OG0000347	PEBOPBNB_00304	BBLLADNB_00929
OG0000348	PEBOPBNB_00636	BBLLADNB_02161
OG0000349	PEBOPBNB_01326	BBLLADNB_01354
OG0000350	PEBOPBNB_00369	BBLLADNB_02806
OG0000351	PEBOPBNB_03446	BBLLADNB_01465
OG0000352	PEBOPBNB_02110	BBLLADNB_01896
OG0000353	PEBOPBNB_00070	BBLLADNB_00864
OG0000354	PEBOPBNB_00068	BBLLADNB_00866
OG0000355	PEBOPBNB_00067	BBLLADNB_00867
OG0000357	PEBOPBNB_03721	BBLLADNB_03638
OG0000357	PEBOPBNB_02076	BBLLADNB_01725
OG0000358	PEBOPBNB_00263	BBLLADNB_02412
OG0000359	PEBOPBNB_01270	BBLLADNB_00385
OG0000360	PEBOPBNB_01448	BBLLADNB_00562
OG0000361	PEBOPBNB_01667	BBLLADNB_03673
OG0000362	PEBOPBNB_01668	BBLLADNB_03674
OG0000363	PEBOPBNB_01669	BBLLADNB_03675
OG0000364	PEBOPBNB_01670	BBLLADNB_03724
OG0000365	PEBOPBNB_01462	BBLLADNB_02976
OG0000366	PEBOPBNB_01466	BBLLADNB_02107
OG0000367	PEBOPBNB_00114	BBLLADNB_02642
OG0000368	PEBOPBNB_00116	BBLLADNB_02640
OG0000369	PEBOPBNB_00117	BBLLADNB_02639
OG0000370	PEBOPBNB_01692	BBLLADNB_00021
OG0000371	PEBOPBNB_01053	BBLLADNB_01328
OG0000372	PEBOPBNB_03574	BBLLADNB_00239
OG0000373	PEBOPBNB_02091	BBLLADNB_01866
OG0000374	PEBOPBNB_01254	BBLLADNB_03845
OG0000375	PEBOPBNB_03651	BBLLADNB_02502
OG0000376	PEBOPBNB_03730	BBLLADNB_00693
OG0000377	PEBOPBNB_03731	BBLLADNB_00694
OG0000378	PEBOPBNB_03732	BBLLADNB_00695
OG0000379	PEBOPBNB_03734	BBLLADNB_00697
OG0000380	PEBOPBNB_02931	BBLLADNB_02511
OG0000381	PEBOPBNB_02938	BBLLADNB_02518
OG0000382	PEBOPBNB_02940	BBLLADNB_02520
OG0000383	PEBOPBNB_02941	BBLLADNB_02521
OG0000384	PEBOPBNB_02951	BBLLADNB_02896
OG0000385	PEBOPBNB_02475	BBLLADNB_02032
OG0000386	PEBOPBNB_02633	BBLLADNB_02748
OG0000387	PEBOPBNB_03039	BBLLADNB_02947
OG0000388	PEBOPBNB_01588	BBLLADNB_02768
OG0000389	PEBOPBNB_01587	BBLLADNB_02769
OG0000390	PEBOPBNB_01537	BBLLADNB_01617
OG0000391	PEBOPBNB_02308	BBLLADNB_00302
OG0000392	PEBOPBNB_03046	BBLLADNB_01479
OG0000394	PEBOPBNB_02460	BBLLADNB_01532
OG0000395	PEBOPBNB_00381	BBLLADNB_03371
OG0000396	PEBOPBNB_00811	BBLLADNB_03646
OG0000397	PEBOPBNB_01589	BBLLADNB_02767
OG0000398	PEBOPBNB_02646	BBLLADNB_02463
OG0000399	PEBOPBNB_00112	BBLLADNB_02644
OG0000400	PEBOPBNB_01618	BBLLADNB_03470
OG0000401	PEBOPBNB_01617	BBLLADNB_03469
OG0000402	PEBOPBNB_01616	BBLLADNB_03468
OG0000403	PEBOPBNB_01615	BBLLADNB_03467
OG0000404	PEBOPBNB_01085	BBLLADNB_01699
OG0000405	PEBOPBNB_00449	BBLLADNB_01087
OG0000406	PEBOPBNB_01154	BBLLADNB_03157
OG0000407	PEBOPBNB_01152	BBLLADNB_02389
OG0000408	PEBOPBNB_01149	BBLLADNB_02384
OG0000409	PEBOPBNB_01148	BBLLADNB_02383
OG0000410	PEBOPBNB_01145	BBLLADNB_03116
OG0000411	PEBOPBNB_01143	BBLLADNB_03114
OG0000412	PEBOPBNB_01142	BBLLADNB_03113
OG0000413	PEBOPBNB_01141	BBLLADNB_03112
OG0000414	PEBOPBNB_01138	BBLLADNB_03109
OG0000416	PEBOPBNB_00786	BBLLADNB_03609, BBLLADNB_02451
OG0000417	PEBOPBNB_02382	BBLLADNB_03073
OG0000418	PEBOPBNB_01419	BBLLADNB_01026
OG0000419	PEBOPBNB_01423	BBLLADNB_00588, BBLLADNB_03486
OG0000420	PEBOPBNB_00661	BBLLADNB_00721
OG0000421	PEBOPBNB_00674	BBLLADNB_00734
OG0000422	PEBOPBNB_01096	BBLLADNB_01710
OG0000423	PEBOPBNB_03430	BBLLADNB_02129
OG0000424	PEBOPBNB_00850	BBLLADNB_02763
OG0000425	PEBOPBNB_01553	BBLLADNB_02634
OG0000426	PEBOPBNB_03234, PEBOPBNB_01173	BBLLADNB_01766
OG0000427	PEBOPBNB_01810	BBLLADNB_03730
