Orthogroup	2687453699	Reactor4-bin.4
OG0000025	PEBOPBNB_03569	CEKMHFBL_00023
OG0000025	PEBOPBNB_03567	CEKMHFBL_00025
OG0000025	PEBOPBNB_00521	CEKMHFBL_01333, CEKMHFBL_01348, CEKMHFBL_02615, CEKMHFBL_01346
OG0000027	PEBOPBNB_00169	CEKMHFBL_02369
OG0000027	PEBOPBNB_02898	CEKMHFBL_01085
OG0000027	PEBOPBNB_02172	CEKMHFBL_04180
OG0000029	PEBOPBNB_00513	CEKMHFBL_03930, CEKMHFBL_03623
OG0000030	PEBOPBNB_01586	CEKMHFBL_02371
OG0000030	PEBOPBNB_01500	CEKMHFBL_04070
OG0000031	PEBOPBNB_00552	CEKMHFBL_03820
OG0000031	PEBOPBNB_03133, PEBOPBNB_02626	CEKMHFBL_01847
OG0000032	PEBOPBNB_02580	CEKMHFBL_04121
OG0000033	PEBOPBNB_01375	CEKMHFBL_02512
OG0000033	PEBOPBNB_02088	CEKMHFBL_00263
OG0000033	PEBOPBNB_02073	CEKMHFBL_02366
OG0000034	PEBOPBNB_01207, PEBOPBNB_01741, PEBOPBNB_01203	CEKMHFBL_01360
OG0000036	PEBOPBNB_01743	CEKMHFBL_00095
OG0000036	PEBOPBNB_02679	CEKMHFBL_02849
OG0000037	PEBOPBNB_02932	CEKMHFBL_04080
OG0000037	PEBOPBNB_02071	CEKMHFBL_00511, CEKMHFBL_02368
OG0000038	PEBOPBNB_01409	CEKMHFBL_03869
OG0000038	PEBOPBNB_01410	CEKMHFBL_04060
OG0000039	PEBOPBNB_01057	CEKMHFBL_01029
OG0000041	PEBOPBNB_01532	CEKMHFBL_01080, CEKMHFBL_03746, CEKMHFBL_01530, CEKMHFBL_03826
OG0000042	PEBOPBNB_01765	CEKMHFBL_02780
OG0000042	PEBOPBNB_01001	CEKMHFBL_03086
OG0000043	PEBOPBNB_01508	CEKMHFBL_00672
OG0000043	PEBOPBNB_01182	CEKMHFBL_01825
OG0000044	PEBOPBNB_02116	CEKMHFBL_00411
OG0000044	PEBOPBNB_02472	CEKMHFBL_02925
OG0000045	PEBOPBNB_02298	CEKMHFBL_03652
OG0000046	PEBOPBNB_01527	CEKMHFBL_02706
OG0000046	PEBOPBNB_00079	CEKMHFBL_01621
OG0000046	PEBOPBNB_00091	CEKMHFBL_03568
OG0000047	PEBOPBNB_00126	CEKMHFBL_02147
OG0000049	PEBOPBNB_01857	CEKMHFBL_03019
OG0000050	PEBOPBNB_03739	CEKMHFBL_01280
OG0000050	PEBOPBNB_00476	CEKMHFBL_01843
OG0000051	PEBOPBNB_01959	CEKMHFBL_01682
OG0000051	PEBOPBNB_02604	CEKMHFBL_02725
OG0000052	PEBOPBNB_00985	CEKMHFBL_03062
OG0000052	PEBOPBNB_01813	CEKMHFBL_02105
OG0000054	PEBOPBNB_01285	CEKMHFBL_02822
OG0000054	PEBOPBNB_02514	CEKMHFBL_01873
OG0000054	PEBOPBNB_00912	CEKMHFBL_01194, CEKMHFBL_02171
OG0000057	PEBOPBNB_00882	CEKMHFBL_01481
OG0000058	PEBOPBNB_01224	CEKMHFBL_01992
OG0000058	PEBOPBNB_03645	CEKMHFBL_00293
OG0000059	PEBOPBNB_03723	CEKMHFBL_02685
OG0000060	PEBOPBNB_02872	CEKMHFBL_00562
OG0000061	PEBOPBNB_00475	CEKMHFBL_01844
OG0000062	PEBOPBNB_00366	CEKMHFBL_02889
OG0000062	PEBOPBNB_00367	CEKMHFBL_02890
OG0000063	PEBOPBNB_03057	CEKMHFBL_01892
OG0000063	PEBOPBNB_01169	CEKMHFBL_01516, CEKMHFBL_01839
OG0000064	PEBOPBNB_02833	CEKMHFBL_00749
OG0000065	PEBOPBNB_02955	CEKMHFBL_02867, CEKMHFBL_03227
OG0000065	PEBOPBNB_00071	CEKMHFBL_00606
OG0000066	PEBOPBNB_00572	CEKMHFBL_01362
OG0000066	PEBOPBNB_03627, PEBOPBNB_03617	CEKMHFBL_03990
OG0000068	PEBOPBNB_02890	CEKMHFBL_03556
OG0000070	PEBOPBNB_01187	CEKMHFBL_01942
OG0000071	PEBOPBNB_02956	CEKMHFBL_01051, CEKMHFBL_03223
OG0000072	PEBOPBNB_00066	CEKMHFBL_00179, CEKMHFBL_00596
OG0000073	PEBOPBNB_01533	CEKMHFBL_02400
OG0000074	PEBOPBNB_01891, PEBOPBNB_01631	CEKMHFBL_03368
OG0000074	PEBOPBNB_02506	CEKMHFBL_01565
OG0000075	PEBOPBNB_01109	CEKMHFBL_01518
OG0000075	PEBOPBNB_02313	CEKMHFBL_02567
OG0000076	PEBOPBNB_02531	CEKMHFBL_02896, CEKMHFBL_02936, CEKMHFBL_01871
OG0000076	PEBOPBNB_02989	CEKMHFBL_03247
OG0000077	PEBOPBNB_03333	CEKMHFBL_03755
OG0000079	PEBOPBNB_01970	CEKMHFBL_02031
OG0000079	PEBOPBNB_01251	CEKMHFBL_04068
OG0000081	PEBOPBNB_02672	CEKMHFBL_02682
OG0000083	PEBOPBNB_02471	CEKMHFBL_02926
OG0000084	PEBOPBNB_02676	CEKMHFBL_02852
OG0000084	PEBOPBNB_02566, PEBOPBNB_01715	CEKMHFBL_03745
OG0000085	PEBOPBNB_02887, PEBOPBNB_01768	CEKMHFBL_02774
OG0000086	PEBOPBNB_03570	CEKMHFBL_01118
OG0000087	PEBOPBNB_02851	CEKMHFBL_02689
OG0000087	PEBOPBNB_02841	CEKMHFBL_00757
OG0000088	PEBOPBNB_02876	CEKMHFBL_04272
OG0000089	PEBOPBNB_00049	CEKMHFBL_00827
OG0000090	PEBOPBNB_00214	CEKMHFBL_01250
OG0000090	PEBOPBNB_03146	CEKMHFBL_00791
OG0000091	PEBOPBNB_00235	CEKMHFBL_00868
OG0000092	PEBOPBNB_03021	CEKMHFBL_00867
OG0000093	PEBOPBNB_02414	CEKMHFBL_00180
OG0000093	PEBOPBNB_02806	CEKMHFBL_00321
OG0000094	PEBOPBNB_00465	CEKMHFBL_03761
OG0000095	PEBOPBNB_03117	CEKMHFBL_01584
OG0000097	PEBOPBNB_01208	CEKMHFBL_04246, CEKMHFBL_04234
OG0000097	PEBOPBNB_00393	CEKMHFBL_04233
OG0000098	PEBOPBNB_00901	CEKMHFBL_01508, CEKMHFBL_01532
OG0000098	PEBOPBNB_02480	CEKMHFBL_02007
OG0000099	PEBOPBNB_00909	CEKMHFBL_01874
OG0000099	PEBOPBNB_01284	CEKMHFBL_02823
OG0000100	PEBOPBNB_02473	CEKMHFBL_02924
OG0000100	PEBOPBNB_02115	CEKMHFBL_00412
OG0000101	PEBOPBNB_02555	CEKMHFBL_01096, CEKMHFBL_01088
OG0000108	PEBOPBNB_02351	CEKMHFBL_00364
OG0000109	PEBOPBNB_02987	CEKMHFBL_03249
OG0000110	PEBOPBNB_03014	CEKMHFBL_04111
OG0000112	PEBOPBNB_00981	CEKMHFBL_03066
OG0000114	PEBOPBNB_02712	CEKMHFBL_01770
OG0000115	PEBOPBNB_02570	CEKMHFBL_03495
OG0000115	PEBOPBNB_03658	CEKMHFBL_03397
OG0000116	PEBOPBNB_00464	CEKMHFBL_03762
OG0000117	PEBOPBNB_01490	CEKMHFBL_02710
OG0000118	PEBOPBNB_01491	CEKMHFBL_03172, CEKMHFBL_02709
OG0000119	PEBOPBNB_01493	CEKMHFBL_02707
OG0000120	PEBOPBNB_02892	CEKMHFBL_03554
OG0000121	PEBOPBNB_03688	CEKMHFBL_00614
OG0000122	PEBOPBNB_02649	CEKMHFBL_00847
OG0000125	PEBOPBNB_01601	CEKMHFBL_02377, CEKMHFBL_02375
OG0000126	PEBOPBNB_02175	CEKMHFBL_01818
OG0000127	PEBOPBNB_02133	CEKMHFBL_03962
OG0000128	PEBOPBNB_02707	CEKMHFBL_01570
OG0000130	PEBOPBNB_03303	CEKMHFBL_00528
OG0000137	PEBOPBNB_02703	CEKMHFBL_01578
OG0000140	PEBOPBNB_01478	CEKMHFBL_03790
OG0000141	PEBOPBNB_02173	CEKMHFBL_00178, CEKMHFBL_04179
OG0000142	PEBOPBNB_01140	CEKMHFBL_04026, CEKMHFBL_00213
OG0000143	PEBOPBNB_01528	CEKMHFBL_02705
OG0000145	PEBOPBNB_01177	CEKMHFBL_01427
OG0000146	PEBOPBNB_00980	CEKMHFBL_03067
OG0000147	PEBOPBNB_02268	CEKMHFBL_02668
OG0000148	PEBOPBNB_02442, PEBOPBNB_01264	CEKMHFBL_01918
OG0000149	PEBOPBNB_01028	CEKMHFBL_02295
OG0000150	PEBOPBNB_00463	CEKMHFBL_03763
OG0000151	PEBOPBNB_03523	CEKMHFBL_00901
OG0000152	PEBOPBNB_00983	CEKMHFBL_03064
OG0000153	PEBOPBNB_00154	CEKMHFBL_03460
OG0000154	PEBOPBNB_01271	CEKMHFBL_03960
OG0000154	PEBOPBNB_01273	CEKMHFBL_03958
OG0000155	PEBOPBNB_02754	CEKMHFBL_01186
OG0000156	PEBOPBNB_01663	CEKMHFBL_02122
OG0000157	PEBOPBNB_00236	CEKMHFBL_03766
OG0000158	PEBOPBNB_03541	CEKMHFBL_00922
OG0000159	PEBOPBNB_01817	CEKMHFBL_02102
OG0000160	PEBOPBNB_02755	CEKMHFBL_01185
OG0000162	PEBOPBNB_01944	CEKMHFBL_02470
OG0000163	PEBOPBNB_01963	CEKMHFBL_02025
OG0000164	PEBOPBNB_02675	CEKMHFBL_02209
OG0000168	PEBOPBNB_02678	CEKMHFBL_02850
OG0000169	PEBOPBNB_00846	CEKMHFBL_03866
OG0000170	PEBOPBNB_03307	CEKMHFBL_00813
OG0000172	PEBOPBNB_00818	CEKMHFBL_00942
OG0000173	PEBOPBNB_01516	CEKMHFBL_01075
OG0000174	PEBOPBNB_00285	CEKMHFBL_03448
OG0000175	PEBOPBNB_02025	CEKMHFBL_02917
OG0000176	PEBOPBNB_01449	CEKMHFBL_02358
OG0000177	PEBOPBNB_00740	CEKMHFBL_01395
OG0000178	PEBOPBNB_02664	CEKMHFBL_00830
OG0000179	PEBOPBNB_01155	CEKMHFBL_00195
OG0000180	PEBOPBNB_00787	CEKMHFBL_01980
OG0000181	PEBOPBNB_00762, PEBOPBNB_00561	CEKMHFBL_03994
OG0000182	PEBOPBNB_00637	CEKMHFBL_00817
OG0000183	PEBOPBNB_00072	CEKMHFBL_00607
OG0000184	PEBOPBNB_01738	CEKMHFBL_01410
OG0000185	PEBOPBNB_02875	CEKMHFBL_04271
OG0000186	PEBOPBNB_00100	CEKMHFBL_02742
OG0000188	PEBOPBNB_02468	CEKMHFBL_01609
OG0000189	PEBOPBNB_00332	CEKMHFBL_01271
OG0000190	PEBOPBNB_01752	CEKMHFBL_01376
OG0000194	PEBOPBNB_03496	CEKMHFBL_03402
OG0000195	PEBOPBNB_03284, PEBOPBNB_02452	CEKMHFBL_03541
OG0000196	PEBOPBNB_01426	CEKMHFBL_01263, CEKMHFBL_03202
OG0000197	PEBOPBNB_00227	CEKMHFBL_04235
OG0000197	PEBOPBNB_01510	CEKMHFBL_00670
OG0000199	PEBOPBNB_02975	CEKMHFBL_03220, CEKMHFBL_01050
OG0000200	PEBOPBNB_01352	CEKMHFBL_00941
OG0000201	PEBOPBNB_00558	CEKMHFBL_03997
OG0000202	PEBOPBNB_00560	CEKMHFBL_03995
OG0000203	PEBOPBNB_03580	CEKMHFBL_01603
OG0000205	PEBOPBNB_02738, PEBOPBNB_01417	CEKMHFBL_03490
OG0000206	PEBOPBNB_00937	CEKMHFBL_02242
OG0000207	PEBOPBNB_03167, PEBOPBNB_02821	CEKMHFBL_00737
OG0000208	PEBOPBNB_03149, PEBOPBNB_01170	CEKMHFBL_02214
OG0000209	PEBOPBNB_01175	CEKMHFBL_01423
OG0000211	PEBOPBNB_03148	CEKMHFBL_02345
OG0000212	PEBOPBNB_03365	CEKMHFBL_01778, CEKMHFBL_03707
OG0000213	PEBOPBNB_03366	CEKMHFBL_01779
OG0000214	PEBOPBNB_03433, PEBOPBNB_03460, PEBOPBNB_03684	CEKMHFBL_00609
OG0000215	PEBOPBNB_01397	CEKMHFBL_01465
OG0000216	PEBOPBNB_01399	CEKMHFBL_01467
OG0000218	PEBOPBNB_01012	CEKMHFBL_01300
OG0000220	PEBOPBNB_00851	CEKMHFBL_01313
OG0000221	PEBOPBNB_00845	CEKMHFBL_03865
OG0000222	PEBOPBNB_00959	CEKMHFBL_01612
OG0000223	PEBOPBNB_02183	CEKMHFBL_03110
OG0000224	PEBOPBNB_02497	CEKMHFBL_03635
OG0000225	PEBOPBNB_03717	CEKMHFBL_03032
OG0000226	PEBOPBNB_00609	CEKMHFBL_01997
OG0000228	PEBOPBNB_01301	CEKMHFBL_02805
OG0000229	PEBOPBNB_00979	CEKMHFBL_03068
OG0000231	PEBOPBNB_01309	CEKMHFBL_01643
OG0000232	PEBOPBNB_00106	CEKMHFBL_02354, CEKMHFBL_03809
OG0000233	PEBOPBNB_03733	CEKMHFBL_00663
OG0000234	PEBOPBNB_02934	CEKMHFBL_04078
OG0000235	PEBOPBNB_02939	CEKMHFBL_02461, CEKMHFBL_02193
OG0000236	PEBOPBNB_02037	CEKMHFBL_00479
OG0000238	PEBOPBNB_01434	CEKMHFBL_01255, CEKMHFBL_03210
OG0000239	PEBOPBNB_00302	CEKMHFBL_03025, CEKMHFBL_00130
OG0000240	PEBOPBNB_01697	CEKMHFBL_00160
OG0000241	PEBOPBNB_01150	CEKMHFBL_00200
OG0000243	PEBOPBNB_00849	CEKMHFBL_02489
OG0000244	PEBOPBNB_01550	CEKMHFBL_00052
OG0000245	PEBOPBNB_00550	CEKMHFBL_00102
OG0000248	PEBOPBNB_03270	CEKMHFBL_03621
OG0000249	PEBOPBNB_02871, PEBOPBNB_02874	CEKMHFBL_00564
OG0000250	PEBOPBNB_00074	CEKMHFBL_03222, CEKMHFBL_01091
OG0000251	PEBOPBNB_03038	CEKMHFBL_04198
OG0000252	PEBOPBNB_02142	CEKMHFBL_01695
OG0000253	PEBOPBNB_01840	CEKMHFBL_03716
OG0000254	PEBOPBNB_00026	CEKMHFBL_00574
OG0000255	PEBOPBNB_01633	CEKMHFBL_02206
OG0000256	PEBOPBNB_01649	CEKMHFBL_04061
OG0000258	PEBOPBNB_03524	CEKMHFBL_00905
OG0000259	PEBOPBNB_02393	CEKMHFBL_03588
OG0000260	PEBOPBNB_02590	CEKMHFBL_02946
OG0000262	PEBOPBNB_00477	CEKMHFBL_01842
OG0000263	PEBOPBNB_02807	CEKMHFBL_00322
OG0000265	PEBOPBNB_02461, PEBOPBNB_02405	CEKMHFBL_00224
OG0000266	PEBOPBNB_01764	CEKMHFBL_03722, CEKMHFBL_02781
OG0000267	PEBOPBNB_01920	CEKMHFBL_00229
OG0000268	PEBOPBNB_00650	CEKMHFBL_01460
OG0000269	PEBOPBNB_01427	CEKMHFBL_03203, CEKMHFBL_01262
OG0000270	PEBOPBNB_01433	CEKMHFBL_01256, CEKMHFBL_03209
OG0000272	PEBOPBNB_02599	CEKMHFBL_00857
OG0000273	PEBOPBNB_02962	CEKMHFBL_03219, CEKMHFBL_04083
OG0000274	PEBOPBNB_03193	CEKMHFBL_03926
OG0000275	PEBOPBNB_03073, PEBOPBNB_02885	CEKMHFBL_02173
OG0000277	PEBOPBNB_01600	CEKMHFBL_02376
OG0000278	PEBOPBNB_00982	CEKMHFBL_03065
OG0000279	PEBOPBNB_03542	CEKMHFBL_00923
OG0000280	PEBOPBNB_03533	CEKMHFBL_00914
OG0000281	PEBOPBNB_03216	CEKMHFBL_00388
OG0000282	PEBOPBNB_01122	CEKMHFBL_01095
OG0000283	PEBOPBNB_01816	CEKMHFBL_02103
OG0000284	PEBOPBNB_03323	CEKMHFBL_04114
OG0000285	PEBOPBNB_03322	CEKMHFBL_04113
OG0000288	PEBOPBNB_00530, PEBOPBNB_00522	CEKMHFBL_01342, CEKMHFBL_01341, CEKMHFBL_02440
OG0000289	PEBOPBNB_00610	CEKMHFBL_04095, CEKMHFBL_03909, CEKMHFBL_02097
OG0000290	PEBOPBNB_00639, PEBOPBNB_03151	CEKMHFBL_03135
OG0000291	PEBOPBNB_01130	CEKMHFBL_00605, CEKMHFBL_00602
OG0000292	PEBOPBNB_01202, PEBOPBNB_01740	CEKMHFBL_01361
OG0000293	PEBOPBNB_01937	CEKMHFBL_02034
OG0000294	PEBOPBNB_03344	CEKMHFBL_03117
OG0000295	PEBOPBNB_01965	CEKMHFBL_02027
OG0000296	PEBOPBNB_02122	CEKMHFBL_04107
OG0000297	PEBOPBNB_02350	CEKMHFBL_00468, CEKMHFBL_03056
OG0000298	PEBOPBNB_02448, PEBOPBNB_03281	CEKMHFBL_03544
OG0000299	PEBOPBNB_02449, PEBOPBNB_03282	CEKMHFBL_03543
OG0000301	PEBOPBNB_03080	CEKMHFBL_01315
OG0000302	PEBOPBNB_03119	CEKMHFBL_02471, CEKMHFBL_02475
OG0000311	PEBOPBNB_01006	CEKMHFBL_03080
OG0000312	PEBOPBNB_01014	CEKMHFBL_01303
OG0000313	PEBOPBNB_00838	CEKMHFBL_03858
OG0000314	PEBOPBNB_00831	CEKMHFBL_03852
OG0000317	PEBOPBNB_00691	CEKMHFBL_03670
OG0000318	PEBOPBNB_00701	CEKMHFBL_00113
OG0000319	PEBOPBNB_02831	CEKMHFBL_00747
OG0000320	PEBOPBNB_00852	CEKMHFBL_01320
OG0000321	PEBOPBNB_00868	CEKMHFBL_01492
OG0000322	PEBOPBNB_00870	CEKMHFBL_01491
OG0000323	PEBOPBNB_00880	CEKMHFBL_01483
OG0000324	PEBOPBNB_00883	CEKMHFBL_01480
OG0000326	PEBOPBNB_01393	CEKMHFBL_01461
OG0000327	PEBOPBNB_03429	CEKMHFBL_04016
OG0000328	PEBOPBNB_03426	CEKMHFBL_04013
OG0000329	PEBOPBNB_01761	CEKMHFBL_02784
OG0000330	PEBOPBNB_00748	CEKMHFBL_01404
OG0000331	PEBOPBNB_00749	CEKMHFBL_01405
OG0000332	PEBOPBNB_01405	CEKMHFBL_01472
OG0000333	PEBOPBNB_03719	CEKMHFBL_03033
OG0000334	PEBOPBNB_03718	CEKMHFBL_03031
OG0000335	PEBOPBNB_03290	CEKMHFBL_01428
OG0000336	PEBOPBNB_03704	CEKMHFBL_00643
OG0000337	PEBOPBNB_00927	CEKMHFBL_02248
OG0000338	PEBOPBNB_01745	CEKMHFBL_00092
OG0000339	PEBOPBNB_01911, PEBOPBNB_00525	CEKMHFBL_03563
OG0000340	PEBOPBNB_01910	CEKMHFBL_03562
OG0000341	PEBOPBNB_01061	CEKMHFBL_01026
OG0000342	PEBOPBNB_01363	CEKMHFBL_00958
OG0000343	PEBOPBNB_03472	CEKMHFBL_01234
OG0000344	PEBOPBNB_01384	CEKMHFBL_02496
OG0000345	PEBOPBNB_01377	CEKMHFBL_02504
OG0000346	PEBOPBNB_00643	CEKMHFBL_01666
OG0000347	PEBOPBNB_00304	CEKMHFBL_00132
OG0000348	PEBOPBNB_00636	CEKMHFBL_01642
OG0000349	PEBOPBNB_01326	CEKMHFBL_01657
OG0000350	PEBOPBNB_00369	CEKMHFBL_02892
OG0000351	PEBOPBNB_03446	CEKMHFBL_01211
OG0000352	PEBOPBNB_02110	CEKMHFBL_02923
OG0000353	PEBOPBNB_00070	CEKMHFBL_00600
OG0000354	PEBOPBNB_00068	CEKMHFBL_00598
OG0000355	PEBOPBNB_00067	CEKMHFBL_00597
OG0000356	PEBOPBNB_01289	CEKMHFBL_02819
OG0000358	PEBOPBNB_00263	CEKMHFBL_03423
OG0000359	PEBOPBNB_01270	CEKMHFBL_00780
OG0000360	PEBOPBNB_01448	CEKMHFBL_02357
OG0000361	PEBOPBNB_01667	CEKMHFBL_02120
OG0000362	PEBOPBNB_01668	CEKMHFBL_02119
OG0000363	PEBOPBNB_01669	CEKMHFBL_02118
OG0000364	PEBOPBNB_01670	CEKMHFBL_02117
OG0000365	PEBOPBNB_01462	CEKMHFBL_03773
OG0000366	PEBOPBNB_01466	CEKMHFBL_03777
OG0000367	PEBOPBNB_00114	CEKMHFBL_03478
OG0000368	PEBOPBNB_00116	CEKMHFBL_03476
OG0000369	PEBOPBNB_00117	CEKMHFBL_03475
OG0000370	PEBOPBNB_01692	CEKMHFBL_02728
OG0000371	PEBOPBNB_01053	CEKMHFBL_04165
OG0000372	PEBOPBNB_03574	CEKMHFBL_00018
OG0000373	PEBOPBNB_02091	CEKMHFBL_03885
OG0000374	PEBOPBNB_01254	CEKMHFBL_01618, CEKMHFBL_01933
OG0000375	PEBOPBNB_03651	CEKMHFBL_00299
OG0000376	PEBOPBNB_03730	CEKMHFBL_00660
OG0000377	PEBOPBNB_03731	CEKMHFBL_00661
OG0000378	PEBOPBNB_03732	CEKMHFBL_00662
OG0000379	PEBOPBNB_03734	CEKMHFBL_00664
OG0000380	PEBOPBNB_02931	CEKMHFBL_04081
OG0000381	PEBOPBNB_02938	CEKMHFBL_02462
OG0000382	PEBOPBNB_02940	CEKMHFBL_02460
OG0000383	PEBOPBNB_02941	CEKMHFBL_02459
OG0000384	PEBOPBNB_02951	CEKMHFBL_03231
OG0000385	PEBOPBNB_02475	CEKMHFBL_00544
OG0000386	PEBOPBNB_02633	CEKMHFBL_00443
OG0000387	PEBOPBNB_03039	CEKMHFBL_00280
OG0000388	PEBOPBNB_01588	CEKMHFBL_02373
OG0000389	PEBOPBNB_01587	CEKMHFBL_02372
OG0000390	PEBOPBNB_01537	CEKMHFBL_02404
OG0000391	PEBOPBNB_02308	CEKMHFBL_00709, CEKMHFBL_00707
OG0000392	PEBOPBNB_03046	CEKMHFBL_02834
OG0000394	PEBOPBNB_00166	CEKMHFBL_02331
OG0000395	PEBOPBNB_00381	CEKMHFBL_02980
OG0000396	PEBOPBNB_00811	CEKMHFBL_01673
OG0000397	PEBOPBNB_01589	CEKMHFBL_01290, CEKMHFBL_02374
OG0000398	PEBOPBNB_02646	CEKMHFBL_03053
OG0000399	PEBOPBNB_00112	CEKMHFBL_03480
OG0000400	PEBOPBNB_01618	CEKMHFBL_02397
OG0000401	PEBOPBNB_01617	CEKMHFBL_02396
OG0000402	PEBOPBNB_01616	CEKMHFBL_02395
OG0000403	PEBOPBNB_01615	CEKMHFBL_02394
OG0000404	PEBOPBNB_01085	CEKMHFBL_01000
OG0000405	PEBOPBNB_00449	CEKMHFBL_02628
OG0000406	PEBOPBNB_01154	CEKMHFBL_00196
OG0000407	PEBOPBNB_01152	CEKMHFBL_00198
OG0000408	PEBOPBNB_01149	CEKMHFBL_00203, CEKMHFBL_04037
OG0000409	PEBOPBNB_01148	CEKMHFBL_00204, CEKMHFBL_04036
OG0000410	PEBOPBNB_01145	CEKMHFBL_00207, CEKMHFBL_04033
OG0000411	PEBOPBNB_01143	CEKMHFBL_00209, CEKMHFBL_04031
OG0000412	PEBOPBNB_01142	CEKMHFBL_00211, CEKMHFBL_04029
OG0000413	PEBOPBNB_01141	CEKMHFBL_00212, CEKMHFBL_04028
OG0000414	PEBOPBNB_01138	CEKMHFBL_04024, CEKMHFBL_00215
OG0000415	PEBOPBNB_01136	CEKMHFBL_00216, CEKMHFBL_04022
OG0000416	PEBOPBNB_00786	CEKMHFBL_01981
OG0000417	PEBOPBNB_02382	CEKMHFBL_00329
OG0000418	PEBOPBNB_01419	CEKMHFBL_04049
OG0000419	PEBOPBNB_01423	CEKMHFBL_04044
OG0000420	PEBOPBNB_00661	CEKMHFBL_01449
OG0000421	PEBOPBNB_00674	CEKMHFBL_01436
OG0000422	PEBOPBNB_01096	CEKMHFBL_01011
OG0000423	PEBOPBNB_03430	CEKMHFBL_04017
OG0000424	PEBOPBNB_00850	CEKMHFBL_02490
OG0000425	PEBOPBNB_01553	CEKMHFBL_00055
OG0000426	PEBOPBNB_03234, PEBOPBNB_01173	CEKMHFBL_00955
OG0000427	PEBOPBNB_01810	CEKMHFBL_02113
OG0000428	PEBOPBNB_01809	CEKMHFBL_02114
OG0000429	PEBOPBNB_01808	CEKMHFBL_02115
OG0000430	PEBOPBNB_01794	CEKMHFBL_00003
OG0000431	PEBOPBNB_01786	CEKMHFBL_03830
OG0000432	PEBOPBNB_01781	CEKMHFBL_03833
OG0000433	PEBOPBNB_02168	CEKMHFBL_03566
OG0000434	PEBOPBNB_00557	CEKMHFBL_02959
OG0000435	PEBOPBNB_02024	CEKMHFBL_02916
OG0000436	PEBOPBNB_02009	CEKMHFBL_02078
OG0000437	PEBOPBNB_02008	CEKMHFBL_02077
OG0000438	PEBOPBNB_02007	CEKMHFBL_02076
OG0000439	PEBOPBNB_02686	CEKMHFBL_00723
OG0000440	PEBOPBNB_00372	CEKMHFBL_02894
OG0000441	PEBOPBNB_02824	CEKMHFBL_00740
OG0000442	PEBOPBNB_00103	CEKMHFBL_02745
OG0000444	PEBOPBNB_01265	CEKMHFBL_02135
OG0000445	PEBOPBNB_00333	CEKMHFBL_01273
OG0000446	PEBOPBNB_01320	CEKMHFBL_01654
OG0000447	PEBOPBNB_03036	CEKMHFBL_02663
OG0000448	PEBOPBNB_02033	CEKMHFBL_01608
OG0000449	PEBOPBNB_01709	CEKMHFBL_00681
OG0000450	PEBOPBNB_00526, PEBOPBNB_02128	CEKMHFBL_03968
OG0000451	PEBOPBNB_00385	CEKMHFBL_02984
OG0000452	PEBOPBNB_00327	CEKMHFBL_01266, CEKMHFBL_01265
OG0000453	PEBOPBNB_02425	CEKMHFBL_03583
OG0000454	PEBOPBNB_02424	CEKMHFBL_03584
OG0000455	PEBOPBNB_00330	CEKMHFBL_01269
OG0000456	PEBOPBNB_00331	CEKMHFBL_01270
OG0000457	PEBOPBNB_02694	CEKMHFBL_02939, CEKMHFBL_02332
