Orthogroup	644736333	GCA_000310125.2
OG0000024	MCBBHCNB_00420, MCBBHCNB_00222, MCBBHCNB_00023, MCBBHCNB_00013	lcl|AMXB01000008.1_prot_ENO82014.1_1242
OG0000025	MCBBHCNB_01680	lcl|AMXB01000004.1_prot_ENO82587.1_546
OG0000025	MCBBHCNB_01682	lcl|AMXB01000004.1_prot_ENO82564.1_523
OG0000026	MCBBHCNB_03806, MCBBHCNB_03651, MCBBHCNB_01960	lcl|AMXB01000011.1_prot_ENO81528.1_1584
OG0000026	MCBBHCNB_02696	lcl|AMXB01000027.1_prot_ENO78223.1_2859
OG0000027	MCBBHCNB_01334, MCBBHCNB_02354, MCBBHCNB_03705	lcl|AMXB01000010.1_prot_ENO81695.1_1463
OG0000028	MCBBHCNB_00481, MCBBHCNB_00192, MCBBHCNB_01036	lcl|AMXB01000025.1_prot_ENO78764.1_2789
OG0000028	MCBBHCNB_01904	lcl|AMXB01000049.1_prot_ENO75689.1_3828
OG0000030	MCBBHCNB_01336, MCBBHCNB_04748, MCBBHCNB_01786	lcl|AMXB01000039.1_prot_ENO76438.1_3514
OG0000031	MCBBHCNB_00781	lcl|AMXB01000004.1_prot_ENO82693.1_652
OG0000032	MCBBHCNB_02732	lcl|AMXB01000042.1_prot_ENO76224.1_3641
OG0000033	MCBBHCNB_01235, MCBBHCNB_01439	lcl|AMXB01000003.1_prot_ENO82797.1_439
OG0000034	MCBBHCNB_00609, MCBBHCNB_01709, MCBBHCNB_00345, MCBBHCNB_04050, MCBBHCNB_01984, MCBBHCNB_03796, MCBBHCNB_03135, MCBBHCNB_02336, MCBBHCNB_00153	lcl|AMXB01000037.1_prot_ENO76690.1_3429
OG0000036	MCBBHCNB_01002	lcl|AMXB01000009.1_prot_ENO81818.1_1309
OG0000036	MCBBHCNB_02574	lcl|AMXB01000009.1_prot_ENO81816.1_1307
OG0000037	MCBBHCNB_01810	lcl|AMXB01000021.1_prot_ENO80041.1_2487
OG0000037	MCBBHCNB_01437	lcl|AMXB01000008.1_prot_ENO81881.1_1109
OG0000038	MCBBHCNB_01409, MCBBHCNB_01410	lcl|AMXB01000003.1_prot_ENO82863.1_505, lcl|AMXB01000051.1_prot_ENO75556.1_3865
OG0000039	MCBBHCNB_03730	lcl|AMXB01000016.1_prot_ENO80871.1_2064, lcl|AMXB01000028.1_prot_ENO78020.1_2968
OG0000040	MCBBHCNB_02333	lcl|AMXB01000023.1_prot_ENO79311.1_2619, lcl|AMXB01000019.1_prot_ENO80581.1_2299
OG0000042	MCBBHCNB_01030	lcl|AMXB01000051.1_prot_ENO75565.1_3874
OG0000042	MCBBHCNB_00269	lcl|AMXB01000013.1_prot_ENO81198.1_1736
OG0000043	MCBBHCNB_02305	lcl|AMXB01000065.1_prot_ENO74951.1_4088
OG0000043	MCBBHCNB_01277	lcl|AMXB01000018.1_prot_ENO80740.1_2298
OG0000044	MCBBHCNB_02442	lcl|AMXB01000008.1_prot_ENO82005.1_1233
OG0000044	MCBBHCNB_03103	lcl|AMXB01000069.1_prot_ENO74824.1_4138
OG0000045	MCBBHCNB_03184	lcl|AMXB01000002.1_prot_ENO82952.1_212
OG0000046	MCBBHCNB_02321	lcl|AMXB01000025.1_prot_ENO78746.1_2771
OG0000046	MCBBHCNB_01755	lcl|AMXB01000029.1_prot_ENO77783.1_3040
OG0000047	MCBBHCNB_03041	lcl|AMXB01000013.1_prot_ENO81252.1_1790, lcl|AMXB01000011.1_prot_ENO81514.1_1570, lcl|AMXB01000108.1_prot_ENO74357.1_4275
OG0000047	MCBBHCNB_01502	lcl|AMXB01000014.1_prot_ENO81112.1_1876, lcl|AMXB01000008.1_prot_ENO81994.1_1222, lcl|AMXB01000009.1_prot_ENO81756.1_1247
OG0000050	MCBBHCNB_00014	lcl|AMXB01000092.1_prot_ENO74452.1_4254
OG0000050	MCBBHCNB_00408, MCBBHCNB_00173	lcl|AMXB01000067.1_prot_ENO74876.1_4120, lcl|AMXB01000037.1_prot_ENO76678.1_3417
OG0000051	MCBBHCNB_01876	lcl|AMXB01000048.1_prot_ENO75735.1_3785
OG0000052	MCBBHCNB_01081	lcl|AMXB01000013.1_prot_ENO81269.1_1807
OG0000057	MCBBHCNB_00306, MCBBHCNB_00305	lcl|AMXB01000003.1_prot_ENO82804.1_446
OG0000058	MCBBHCNB_03602	lcl|AMXB01000019.1_prot_ENO80629.1_2347, lcl|AMXB01000004.1_prot_ENO82702.1_661
OG0000059	MCBBHCNB_03008	lcl|AMXB01000015.1_prot_ENO81034.1_2006
OG0000059	MCBBHCNB_03300	lcl|AMXB01000008.1_prot_ENO81902.1_1130
OG0000060	MCBBHCNB_02372	lcl|AMXB01000033.1_prot_ENO77190.1_3241
OG0000061	MCBBHCNB_00409, MCBBHCNB_00172	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416
OG0000062	MCBBHCNB_04175, MCBBHCNB_04174	lcl|AMXB01000047.1_prot_ENO75817.1_3776
OG0000063	MCBBHCNB_02666, MCBBHCNB_03393	lcl|AMXB01000029.1_prot_ENO77797.1_3054
OG0000064	MCBBHCNB_00214	lcl|AMXB01000037.1_prot_ENO76674.1_3413
OG0000064	MCBBHCNB_02397	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827
OG0000067	MCBBHCNB_03411, MCBBHCNB_04579	lcl|AMXB01000003.1_prot_ENO82824.1_466
OG0000068	MCBBHCNB_01855	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816
OG0000069	MCBBHCNB_03721, MCBBHCNB_03723	lcl|AMXB01000098.1_prot_ENO74416.1_4264
OG0000070	MCBBHCNB_00663	lcl|AMXB01000034.1_prot_ENO77063.1_3298
OG0000072	MCBBHCNB_03894	lcl|AMXB01000018.1_prot_ENO80733.1_2291
OG0000073	MCBBHCNB_01587, MCBBHCNB_01588	lcl|AMXB01000019.1_prot_ENO80597.1_2315
OG0000074	MCBBHCNB_03578	lcl|AMXB01000004.1_prot_ENO82576.1_535
OG0000075	MCBBHCNB_04167, MCBBHCNB_03164	lcl|AMXB01000007.1_prot_ENO82111.1_1030
OG0000077	MCBBHCNB_03126	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994
OG0000078	MCBBHCNB_03574	lcl|AMXB01000058.1_prot_ENO75237.1_4008
OG0000079	MCBBHCNB_01886	lcl|AMXB01000014.1_prot_ENO81093.1_1857
OG0000079	MCBBHCNB_01156	lcl|AMXB01000053.1_prot_ENO75486.1_3928
OG0000080	MCBBHCNB_00343	lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000086.1_prot_ENO74497.1_4243, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000007.1_prot_ENO82076.1_995
OG0000081	MCBBHCNB_01743, MCBBHCNB_02474, MCBBHCNB_02475, MCBBHCNB_02581	lcl|AMXB01000031.1_prot_ENO77423.1_3157
OG0000083	MCBBHCNB_04636, MCBBHCNB_03104	lcl|AMXB01000008.1_prot_ENO81943.1_1171
OG0000084	MCBBHCNB_01650	lcl|AMXB01000017.1_prot_ENO80791.1_2188
OG0000085	MCBBHCNB_01037	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917
OG0000090	MCBBHCNB_02160, MCBBHCNB_00475	lcl|AMXB01000009.1_prot_ENO81864.1_1355
OG0000091	MCBBHCNB_00226, MCBBHCNB_00406	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914
OG0000092	MCBBHCNB_00227, MCBBHCNB_00405	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913
OG0000093	MCBBHCNB_02770	lcl|AMXB01000001.1_prot_ENO83228.1_101
OG0000094	MCBBHCNB_00225	lcl|AMXB01000008.1_prot_ENO82017.1_1245
OG0000094	MCBBHCNB_00417	lcl|AMXB01000050.1_prot_ENO75614.1_3833
OG0000094	MCBBHCNB_00201	lcl|AMXB01000041.1_prot_ENO76248.1_3586, lcl|AMXB01000071.1_prot_ENO74774.1_4163
OG0000096	MCBBHCNB_00182, MCBBHCNB_01725, MCBBHCNB_01727	lcl|AMXB01000030.1_prot_ENO77584.1_3085
OG0000100	MCBBHCNB_03102, MCBBHCNB_02443	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234
OG0000104	MCBBHCNB_03836	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266
OG0000105	MCBBHCNB_04252	lcl|AMXB01000012.1_prot_ENO81375.1_1678
OG0000105	MCBBHCNB_00851	lcl|AMXB01000026.1_prot_ENO78515.1_2858
OG0000107	MCBBHCNB_03774, MCBBHCNB_03787	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032
OG0000108	MCBBHCNB_02814	lcl|AMXB01000010.1_prot_ENO81629.1_1397
OG0000109	MCBBHCNB_03694	lcl|AMXB01000011.1_prot_ENO81467.1_1523
OG0000110	MCBBHCNB_03443	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268
OG0000111	MCBBHCNB_02099, MCBBHCNB_02098	lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948
OG0000112	MCBBHCNB_00660	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885
OG0000113	MCBBHCNB_01328	lcl|AMXB01000007.1_prot_ENO82166.1_1085, lcl|AMXB01000026.1_prot_ENO78470.1_2813, lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920
OG0000114	MCBBHCNB_02842, MCBBHCNB_02843	lcl|AMXB01000007.1_prot_ENO82098.1_1017
OG0000115	MCBBHCNB_02156, MCBBHCNB_03613	lcl|AMXB01000002.1_prot_ENO82991.1_251
OG0000116	MCBBHCNB_00200	lcl|AMXB01000041.1_prot_ENO76247.1_3585, lcl|AMXB01000071.1_prot_ENO74773.1_4162
OG0000116	MCBBHCNB_00418, MCBBHCNB_00224	lcl|AMXB01000008.1_prot_ENO82016.1_1244
OG0000117	MCBBHCNB_02272	lcl|AMXB01000040.1_prot_ENO76342.1_3547
OG0000118	MCBBHCNB_02014, MCBBHCNB_02271	lcl|AMXB01000040.1_prot_ENO76341.1_3546
OG0000119	MCBBHCNB_02016	lcl|AMXB01000040.1_prot_ENO76340.1_3545
OG0000120	MCBBHCNB_01317, MCBBHCNB_01853	lcl|AMXB01000029.1_prot_ENO77752.1_3009
OG0000121	MCBBHCNB_00482	lcl|AMXB01000025.1_prot_ENO78765.1_2790
OG0000121	MCBBHCNB_02242	lcl|AMXB01000020.1_prot_ENO80567.1_2449
OG0000122	MCBBHCNB_01615, MCBBHCNB_02185	lcl|AMXB01000043.1_prot_ENO76125.1_3667
OG0000123	MCBBHCNB_01662	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304
OG0000124	MCBBHCNB_01663	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305
OG0000125	MCBBHCNB_01343, MCBBHCNB_01341	lcl|AMXB01000040.1_prot_ENO76362.1_3567
OG0000126	MCBBHCNB_03702, MCBBHCNB_04433	lcl|AMXB01000004.1_prot_ENO82632.1_591
OG0000127	MCBBHCNB_04078	lcl|AMXB01000003.1_prot_ENO82841.1_483
OG0000127	MCBBHCNB_00045, MCBBHCNB_00032	lcl|AMXB01000032.1_prot_ENO77228.1_3162
OG0000128	MCBBHCNB_02643	lcl|AMXB01000044.1_prot_ENO76096.1_3699
OG0000130	MCBBHCNB_02911, MCBBHCNB_03066	lcl|AMXB01000002.1_prot_ENO83023.1_283
OG0000134	MCBBHCNB_00061, MCBBHCNB_02035	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102
OG0000135	MCBBHCNB_03450, MCBBHCNB_00346	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870
OG0000136	MCBBHCNB_00478	lcl|AMXB01000075.1_prot_ENO74651.1_4203
OG0000136	MCBBHCNB_01033, MCBBHCNB_00196	lcl|AMXB01000025.1_prot_ENO78761.1_2786
OG0000137	MCBBHCNB_02838	lcl|AMXB01000009.1_prot_ENO81853.1_1344
OG0000139	MCBBHCNB_04625	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263
OG0000140	MCBBHCNB_03241, MCBBHCNB_04678	lcl|AMXB01000052.1_prot_ENO75499.1_3890
OG0000141	MCBBHCNB_03704	lcl|AMXB01000001.1_prot_ENO83241.1_114
OG0000142	MCBBHCNB_00899	lcl|AMXB01000011.1_prot_ENO81554.1_1610
OG0000143	MCBBHCNB_01354	lcl|AMXB01000009.1_prot_ENO81802.1_1293
OG0000144	MCBBHCNB_01429	lcl|AMXB01000022.1_prot_ENO79623.1_2560
OG0000146	MCBBHCNB_00659	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392
OG0000147	MCBBHCNB_03088	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818
OG0000149	MCBBHCNB_04744, MCBBHCNB_04495	lcl|AMXB01000061.1_prot_ENO75115.1_4043
OG0000150	MCBBHCNB_00199	lcl|AMXB01000071.1_prot_ENO74772.1_4161, lcl|AMXB01000041.1_prot_ENO76246.1_3584
OG0000150	MCBBHCNB_00419, MCBBHCNB_00223	lcl|AMXB01000008.1_prot_ENO82015.1_1243
OG0000152	MCBBHCNB_03360	lcl|AMXB01000013.1_prot_ENO81278.1_1816
OG0000153	MCBBHCNB_01553, MCBBHCNB_03588	lcl|AMXB01000007.1_prot_ENO82158.1_1077
OG0000155	MCBBHCNB_02617	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813
OG0000156	MCBBHCNB_01621	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016
OG0000157	MCBBHCNB_00176	lcl|AMXB01000037.1_prot_ENO76688.1_3427
OG0000157	MCBBHCNB_00203	lcl|AMXB01000027.1_prot_ENO78276.1_2912
OG0000159	MCBBHCNB_01085	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115
OG0000160	MCBBHCNB_02616	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081
OG0000162	MCBBHCNB_00612, MCBBHCNB_03932	lcl|AMXB01000014.1_prot_ENO81131.1_1895
OG0000163	MCBBHCNB_01880	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922
OG0000166	MCBBHCNB_02594	lcl|AMXB01000038.1_prot_ENO76550.1_3460
OG0000168	MCBBHCNB_02575	lcl|AMXB01000005.1_prot_ENO82423.1_718
OG0000169	MCBBHCNB_04648	lcl|AMXB01000008.1_prot_ENO81930.1_1158
OG0000170	MCBBHCNB_04708, MCBBHCNB_03290	lcl|AMXB01000070.1_prot_ENO74807.1_4151
OG0000171	MCBBHCNB_01449	lcl|AMXB01000009.1_prot_ENO81765.1_1256
OG0000172	MCBBHCNB_00852	lcl|AMXB01000017.1_prot_ENO80800.1_2197
OG0000173	MCBBHCNB_03639	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337
OG0000174	MCBBHCNB_04343	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518
OG0000175	MCBBHCNB_02430, MCBBHCNB_03731	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904
OG0000176	MCBBHCNB_03549	lcl|AMXB01000021.1_prot_ENO80063.1_2509
OG0000177	MCBBHCNB_04444	lcl|AMXB01000022.1_prot_ENO79637.1_2574
OG0000178	MCBBHCNB_03438, MCBBHCNB_02746	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363
OG0000180	MCBBHCNB_04574	lcl|AMXB01000033.1_prot_ENO77209.1_3260
OG0000181	MCBBHCNB_00385	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341
OG0000182	MCBBHCNB_01988	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207
OG0000183	MCBBHCNB_03904	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618
OG0000184	MCBBHCNB_03981	lcl|AMXB01000011.1_prot_ENO81526.1_1582, lcl|AMXB01000043.1_prot_ENO76130.1_3672
OG0000186	MCBBHCNB_03370	lcl|AMXB01000001.1_prot_ENO83180.1_53
OG0000187	MCBBHCNB_02788, MCBBHCNB_02787	lcl|AMXB01000011.1_prot_ENO81515.1_1571
OG0000188	MCBBHCNB_03286, MCBBHCNB_02280	lcl|AMXB01000006.1_prot_ENO82223.1_827
OG0000189	MCBBHCNB_04043	lcl|AMXB01000001.1_prot_ENO83200.1_73
OG0000190	MCBBHCNB_02704	lcl|AMXB01000004.1_prot_ENO82690.1_649
OG0000192	MCBBHCNB_01991	lcl|AMXB01000001.1_prot_ENO83275.1_148
OG0000194	MCBBHCNB_00922	lcl|AMXB01000010.1_prot_ENO81612.1_1380
OG0000195	MCBBHCNB_02953	lcl|AMXB01000006.1_prot_ENO82237.1_841
OG0000196	MCBBHCNB_01763	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754
OG0000197	MCBBHCNB_01161	lcl|AMXB01000065.1_prot_ENO74949.1_4086
OG0000198	MCBBHCNB_04250	lcl|AMXB01000012.1_prot_ENO81373.1_1676
OG0000199	MCBBHCNB_01781, MCBBHCNB_00403	lcl|AMXB01000005.1_prot_ENO82466.1_761
OG0000200	MCBBHCNB_01265	lcl|AMXB01000004.1_prot_ENO82664.1_623
OG0000201	MCBBHCNB_00382	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197
OG0000202	MCBBHCNB_00384	lcl|AMXB01000032.1_prot_ENO77261.1_3195
OG0000203	MCBBHCNB_03729, MCBBHCNB_01668	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252
OG0000204	MCBBHCNB_01436	lcl|AMXB01000091.1_prot_ENO74462.1_4253
OG0000205	MCBBHCNB_01422	lcl|AMXB01000009.1_prot_ENO81785.1_1276
OG0000206	MCBBHCNB_01942, MCBBHCNB_00573	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377
OG0000207	MCBBHCNB_02216	lcl|AMXB01000007.1_prot_ENO82129.1_1048
OG0000209	MCBBHCNB_00747	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912
OG0000210	MCBBHCNB_03044	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794
OG0000211	MCBBHCNB_00379	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012
OG0000213	MCBBHCNB_02682	lcl|AMXB01000026.1_prot_ENO78468.1_2811, lcl|AMXB01000003.1_prot_ENO82794.1_436
OG0000214	MCBBHCNB_02243	lcl|AMXB01000001.1_prot_ENO83161.1_34
OG0000215	MCBBHCNB_01398	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078
OG0000216	MCBBHCNB_01400	lcl|AMXB01000048.1_prot_ENO75755.1_3805
OG0000217	MCBBHCNB_04189	lcl|AMXB01000031.1_prot_ENO77412.1_3146
OG0000218	MCBBHCNB_04512	lcl|AMXB01000020.1_prot_ENO80548.1_2430
OG0000219	MCBBHCNB_01227	lcl|AMXB01000042.1_prot_ENO76225.1_3642, lcl|AMXB01000006.1_prot_ENO82339.1_943
OG0000221	MCBBHCNB_04647	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459
OG0000222	MCBBHCNB_01295	lcl|AMXB01000010.1_prot_ENO81709.1_1477
OG0000223	MCBBHCNB_02565	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891
OG0000224	MCBBHCNB_02537	lcl|AMXB01000001.1_prot_ENO83287.1_160
OG0000225	MCBBHCNB_01963	lcl|AMXB01000008.1_prot_ENO81897.1_1125
OG0000228	MCBBHCNB_04487	lcl|AMXB01000009.1_prot_ENO81833.1_1324
OG0000229	MCBBHCNB_00658	lcl|AMXB01000001.1_prot_ENO83295.1_168
OG0000230	MCBBHCNB_00946	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181
OG0000231	MCBBHCNB_04479	lcl|AMXB01000035.1_prot_ENO76916.1_3326
OG0000232	MCBBHCNB_03552	lcl|AMXB01000001.1_prot_ENO83206.1_79
