Orthogroup	644736333	spades-bin.32
OG0000060	MCBBHCNB_02372	BBLLADNB_02996, BBLLADNB_01044
OG0000062	MCBBHCNB_04175	BBLLADNB_02809
OG0000062	MCBBHCNB_04174	BBLLADNB_02808
OG0000063	MCBBHCNB_02666	BBLLADNB_03591
OG0000063	MCBBHCNB_03393	BBLLADNB_01762
OG0000064	MCBBHCNB_00214	BBLLADNB_03384
OG0000064	MCBBHCNB_02397	BBLLADNB_01223
OG0000065	MCBBHCNB_01787	BBLLADNB_02912
OG0000065	MCBBHCNB_03903	BBLLADNB_03516
OG0000066	MCBBHCNB_00447	BBLLADNB_01070
OG0000067	MCBBHCNB_03411	BBLLADNB_02664
OG0000067	MCBBHCNB_04579	BBLLADNB_03776
OG0000068	MCBBHCNB_01855	BBLLADNB_03159
OG0000070	MCBBHCNB_00663	BBLLADNB_03107, BBLLADNB_03662
OG0000071	MCBBHCNB_01783	BBLLADNB_02913
OG0000071	MCBBHCNB_03195	BBLLADNB_00262
OG0000072	MCBBHCNB_03894	BBLLADNB_00868
OG0000073	MCBBHCNB_01587, MCBBHCNB_01588	BBLLADNB_01613
OG0000074	MCBBHCNB_01644	BBLLADNB_03003, BBLLADNB_02243
OG0000074	MCBBHCNB_03578	BBLLADNB_00364
OG0000075	MCBBHCNB_04167	BBLLADNB_01834
OG0000075	MCBBHCNB_03164	BBLLADNB_00307
OG0000076	MCBBHCNB_03399	BBLLADNB_00340
OG0000076	MCBBHCNB_03696	BBLLADNB_00652
OG0000077	MCBBHCNB_03126	BBLLADNB_02286
OG0000078	MCBBHCNB_03574	BBLLADNB_00755, BBLLADNB_00766
OG0000079	MCBBHCNB_01886	BBLLADNB_03718
OG0000079	MCBBHCNB_01156	BBLLADNB_03593
OG0000080	MCBBHCNB_00343	BBLLADNB_00466, BBLLADNB_01441
OG0000081	MCBBHCNB_02581	BBLLADNB_01674
OG0000082	MCBBHCNB_01270, MCBBHCNB_00358	BBLLADNB_01043
OG0000082	MCBBHCNB_00351, MCBBHCNB_00428, MCBBHCNB_00359, MCBBHCNB_00361, MCBBHCNB_02002	BBLLADNB_01102, BBLLADNB_01448
OG0000083	MCBBHCNB_04636	BBLLADNB_02141
OG0000083	MCBBHCNB_03104	BBLLADNB_02028
OG0000084	MCBBHCNB_01650	BBLLADNB_03705
OG0000085	MCBBHCNB_01037	BBLLADNB_03162, BBLLADNB_00836
OG0000087	MCBBHCNB_03464	BBLLADNB_02085
OG0000087	MCBBHCNB_02389	BBLLADNB_01215
OG0000088	MCBBHCNB_02368	BBLLADNB_01048
OG0000089	MCBBHCNB_02123	BBLLADNB_03117
OG0000090	MCBBHCNB_02160	BBLLADNB_03364
OG0000091	MCBBHCNB_00226, MCBBHCNB_00406	BBLLADNB_01733
OG0000092	MCBBHCNB_00227, MCBBHCNB_00405	BBLLADNB_03648
OG0000093	MCBBHCNB_02770	BBLLADNB_03580
OG0000094	MCBBHCNB_00225	BBLLADNB_03381
OG0000095	MCBBHCNB_03217	BBLLADNB_02570
OG0000096	MCBBHCNB_00182	BBLLADNB_01549
OG0000098	MCBBHCNB_01523	BBLLADNB_03088
OG0000099	MCBBHCNB_01858	BBLLADNB_01516
OG0000099	MCBBHCNB_00517	BBLLADNB_00371
OG0000100	MCBBHCNB_03102	BBLLADNB_02030
OG0000100	MCBBHCNB_02443	BBLLADNB_01901
OG0000101	MCBBHCNB_01745, MCBBHCNB_04012, MCBBHCNB_02361	BBLLADNB_02965
OG0000105	MCBBHCNB_00851	BBLLADNB_02590
OG0000107	MCBBHCNB_03774, MCBBHCNB_03787	BBLLADNB_01277
OG0000108	MCBBHCNB_02814	BBLLADNB_01379
OG0000109	MCBBHCNB_03694	BBLLADNB_00650
OG0000110	MCBBHCNB_03443	BBLLADNB_00662
OG0000111	MCBBHCNB_02099, MCBBHCNB_02098	BBLLADNB_02702
OG0000112	MCBBHCNB_00660	BBLLADNB_03151
OG0000114	MCBBHCNB_02842, MCBBHCNB_02843	BBLLADNB_03539
OG0000115	MCBBHCNB_02156	BBLLADNB_02604
OG0000115	MCBBHCNB_03613	BBLLADNB_02495
OG0000116	MCBBHCNB_00418, MCBBHCNB_00224	BBLLADNB_03380
OG0000117	MCBBHCNB_02013	BBLLADNB_02316
OG0000118	MCBBHCNB_02014	BBLLADNB_02317
OG0000119	MCBBHCNB_02016	BBLLADNB_02319
OG0000120	MCBBHCNB_01317	BBLLADNB_00499
OG0000120	MCBBHCNB_01853	BBLLADNB_03915
OG0000121	MCBBHCNB_02242	BBLLADNB_02628
OG0000122	MCBBHCNB_01615, MCBBHCNB_02185	BBLLADNB_03668
OG0000125	MCBBHCNB_01341	BBLLADNB_02766
OG0000126	MCBBHCNB_03702	BBLLADNB_02019
OG0000126	MCBBHCNB_04433	BBLLADNB_02794
OG0000127	MCBBHCNB_04078	BBLLADNB_01838
OG0000129	MCBBHCNB_00353, MCBBHCNB_00853, MCBBHCNB_00444, MCBBHCNB_01714, MCBBHCNB_03668, MCBBHCNB_03663, MCBBHCNB_03454	BBLLADNB_01442
OG0000130	MCBBHCNB_02911	BBLLADNB_00813
OG0000132	MCBBHCNB_00362	BBLLADNB_03103
OG0000134	MCBBHCNB_00061, MCBBHCNB_02035	BBLLADNB_00763
OG0000135	MCBBHCNB_03450, MCBBHCNB_00346	BBLLADNB_00467
OG0000139	MCBBHCNB_04625	BBLLADNB_03911
OG0000140	MCBBHCNB_03241	BBLLADNB_02477
OG0000141	MCBBHCNB_03704	BBLLADNB_02017
OG0000142	MCBBHCNB_00899	BBLLADNB_03111
OG0000144	MCBBHCNB_01429	BBLLADNB_01027
OG0000145	MCBBHCNB_00779	BBLLADNB_03392
OG0000146	MCBBHCNB_00659	BBLLADNB_03150
OG0000147	MCBBHCNB_03088	BBLLADNB_00284
OG0000149	MCBBHCNB_04495	BBLLADNB_02864
OG0000152	MCBBHCNB_01219	BBLLADNB_01941
OG0000153	MCBBHCNB_01553	BBLLADNB_02453
OG0000153	MCBBHCNB_03588	BBLLADNB_01881
OG0000154	MCBBHCNB_04076	BBLLADNB_00384
OG0000154	MCBBHCNB_04074	BBLLADNB_00382
OG0000155	MCBBHCNB_02617	BBLLADNB_03037
OG0000156	MCBBHCNB_01621	BBLLADNB_01924
OG0000157	MCBBHCNB_00176	BBLLADNB_01734
OG0000157	MCBBHCNB_00219	BBLLADNB_03373
OG0000158	MCBBHCNB_03956	BBLLADNB_00207
OG0000159	MCBBHCNB_01085	BBLLADNB_01568
OG0000160	MCBBHCNB_02616	BBLLADNB_03038
OG0000161	MCBBHCNB_03457	BBLLADNB_01337
OG0000161	MCBBHCNB_02067, MCBBHCNB_02084, MCBBHCNB_04689, MCBBHCNB_02070, MCBBHCNB_02063	BBLLADNB_02050
OG0000162	MCBBHCNB_00612	BBLLADNB_01624
OG0000162	MCBBHCNB_03932	BBLLADNB_00985
OG0000163	MCBBHCNB_01880	BBLLADNB_03478
OG0000164	MCBBHCNB_02578	BBLLADNB_02836
OG0000166	MCBBHCNB_02594	BBLLADNB_02619
OG0000168	MCBBHCNB_02575	BBLLADNB_02833
OG0000169	MCBBHCNB_04648	BBLLADNB_02759
OG0000170	MCBBHCNB_04708, MCBBHCNB_03290	BBLLADNB_00809
OG0000171	MCBBHCNB_01449	BBLLADNB_03883
OG0000172	MCBBHCNB_00852	BBLLADNB_02595
OG0000173	MCBBHCNB_03639	BBLLADNB_02960
OG0000174	MCBBHCNB_04343	BBLLADNB_02040
OG0000175	MCBBHCNB_02430, MCBBHCNB_03731	BBLLADNB_00096
OG0000176	MCBBHCNB_03549	BBLLADNB_00561
OG0000178	MCBBHCNB_03438, MCBBHCNB_02746	BBLLADNB_01682
OG0000179	MCBBHCNB_00880	BBLLADNB_03156
OG0000180	MCBBHCNB_04574	BBLLADNB_03608
OG0000181	MCBBHCNB_00385	BBLLADNB_03278
OG0000182	MCBBHCNB_01988	BBLLADNB_02160
OG0000183	MCBBHCNB_03904	BBLLADNB_00862
OG0000184	MCBBHCNB_03981	BBLLADNB_00048
OG0000185	MCBBHCNB_02369	BBLLADNB_01047
OG0000186	MCBBHCNB_03370	BBLLADNB_02879
OG0000189	MCBBHCNB_04043	BBLLADNB_01438
OG0000190	MCBBHCNB_01014	BBLLADNB_00059
OG0000194	MCBBHCNB_00922	BBLLADNB_02109
OG0000195	MCBBHCNB_02953	BBLLADNB_00824, BBLLADNB_01540
OG0000196	MCBBHCNB_01763	BBLLADNB_00584
OG0000197	MCBBHCNB_01161	BBLLADNB_02954, BBLLADNB_03025
OG0000199	MCBBHCNB_01781, MCBBHCNB_00403	BBLLADNB_02886
OG0000200	MCBBHCNB_01265	BBLLADNB_03629
OG0000201	MCBBHCNB_00382	BBLLADNB_02532
OG0000202	MCBBHCNB_00384	BBLLADNB_03829
OG0000203	MCBBHCNB_03729, MCBBHCNB_01668	BBLLADNB_00245
OG0000204	MCBBHCNB_01436	BBLLADNB_01718
OG0000205	MCBBHCNB_01422	BBLLADNB_02335, BBLLADNB_01024
OG0000206	MCBBHCNB_01942	BBLLADNB_02599
OG0000207	MCBBHCNB_02216	BBLLADNB_00982, BBLLADNB_01235
OG0000208	MCBBHCNB_00400, MCBBHCNB_03680	BBLLADNB_01000, BBLLADNB_01763
OG0000209	MCBBHCNB_00747	BBLLADNB_01768
OG0000210	MCBBHCNB_03044	BBLLADNB_00686
OG0000211	MCBBHCNB_00379	BBLLADNB_01001
OG0000212	MCBBHCNB_02683	BBLLADNB_03892
OG0000213	MCBBHCNB_02682	BBLLADNB_03893
OG0000214	MCBBHCNB_02243	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624
OG0000215	MCBBHCNB_01398	BBLLADNB_01004
OG0000216	MCBBHCNB_01400	BBLLADNB_01956, BBLLADNB_01006
OG0000217	MCBBHCNB_04189	BBLLADNB_02992
OG0000218	MCBBHCNB_04512	BBLLADNB_01661
OG0000221	MCBBHCNB_04647	BBLLADNB_02758
OG0000222	MCBBHCNB_01295	BBLLADNB_00790
OG0000223	MCBBHCNB_02565	BBLLADNB_02840
OG0000224	MCBBHCNB_02537	BBLLADNB_02431
OG0000225	MCBBHCNB_01963	BBLLADNB_03622
OG0000226	MCBBHCNB_01144	BBLLADNB_02826
OG0000228	MCBBHCNB_04487	BBLLADNB_02443
OG0000229	MCBBHCNB_00658	BBLLADNB_03149
OG0000230	MCBBHCNB_00946	BBLLADNB_03321
OG0000231	MCBBHCNB_04479	BBLLADNB_01974, BBLLADNB_01975
OG0000232	MCBBHCNB_03552	BBLLADNB_02885
OG0000233	MCBBHCNB_02203	BBLLADNB_00696
OG0000234	MCBBHCNB_01808	BBLLADNB_02514
OG0000235	MCBBHCNB_01803	BBLLADNB_02519
OG0000236	MCBBHCNB_02285	BBLLADNB_00108
OG0000238	MCBBHCNB_01771	BBLLADNB_00576
OG0000239	MCBBHCNB_04003	BBLLADNB_00927
OG0000240	MCBBHCNB_01479	BBLLADNB_00026
OG0000241	MCBBHCNB_00885	BBLLADNB_02387
OG0000243	MCBBHCNB_04746	BBLLADNB_02762
OG0000244	MCBBHCNB_04127	BBLLADNB_02631
OG0000245	MCBBHCNB_01214	BBLLADNB_03520, BBLLADNB_02476
OG0000248	MCBBHCNB_02106	BBLLADNB_02209
OG0000249	MCBBHCNB_02370	BBLLADNB_01042, BBLLADNB_01046
OG0000250	MCBBHCNB_01782	BBLLADNB_03804
OG0000251	MCBBHCNB_04534, MCBBHCNB_02583	BBLLADNB_02948
OG0000252	MCBBHCNB_04218	BBLLADNB_01847
OG0000254	MCBBHCNB_03872	BBLLADNB_00890
OG0000255	MCBBHCNB_01205	BBLLADNB_02245
OG0000256	MCBBHCNB_01191	BBLLADNB_01910
OG0000259	MCBBHCNB_03430	BBLLADNB_01499
OG0000260	MCBBHCNB_02634	BBLLADNB_01340
OG0000261	MCBBHCNB_00383	BBLLADNB_02533
OG0000263	MCBBHCNB_02771	BBLLADNB_03581
OG0000264	MCBBHCNB_01007	BBLLADNB_00053
OG0000265	MCBBHCNB_03034	BBLLADNB_01531
OG0000266	MCBBHCNB_01557, MCBBHCNB_01029	BBLLADNB_00072
OG0000267	MCBBHCNB_03986	BBLLADNB_01305
OG0000268	MCBBHCNB_00812	BBLLADNB_00710
OG0000269	MCBBHCNB_01764	BBLLADNB_00583
OG0000270	MCBBHCNB_01770	BBLLADNB_00577
OG0000271	MCBBHCNB_04668	BBLLADNB_00389, BBLLADNB_00387
OG0000272	MCBBHCNB_02924	BBLLADNB_01349
OG0000274	MCBBHCNB_04251	BBLLADNB_02589
OG0000275	MCBBHCNB_00711	BBLLADNB_03356, BBLLADNB_03164
OG0000276	MCBBHCNB_00848	BBLLADNB_03693
OG0000277	MCBBHCNB_01342	BBLLADNB_02765
OG0000278	MCBBHCNB_01218	BBLLADNB_01942, BBLLADNB_03152
OG0000279	MCBBHCNB_03957	BBLLADNB_00208
OG0000280	MCBBHCNB_03948	BBLLADNB_03544
OG0000281	MCBBHCNB_01143	BBLLADNB_02417, BBLLADNB_02827
OG0000283	MCBBHCNB_01084	BBLLADNB_01567
OG0000284	MCBBHCNB_02740	BBLLADNB_03749
OG0000285	MCBBHCNB_02741	BBLLADNB_03750
OG0000286	MCBBHCNB_00060, MCBBHCNB_01598, MCBBHCNB_02034	BBLLADNB_00764
OG0000287	MCBBHCNB_01728	BBLLADNB_01586, BBLLADNB_02998
OG0000290	MCBBHCNB_03682	BBLLADNB_02158, BBLLADNB_00998
OG0000291	MCBBHCNB_02888, MCBBHCNB_02885, MCBBHCNB_01912	BBLLADNB_01394
OG0000292	MCBBHCNB_03670	BBLLADNB_01057
OG0000293	MCBBHCNB_03792	BBLLADNB_01812
OG0000294	MCBBHCNB_01512	BBLLADNB_00450
OG0000295	MCBBHCNB_01882	BBLLADNB_03476
OG0000296	MCBBHCNB_02262	BBLLADNB_01908
OG0000297	MCBBHCNB_01542, MCBBHCNB_02972	BBLLADNB_01378
OG0000298	MCBBHCNB_02950	BBLLADNB_01544, BBLLADNB_00827
OG0000299	MCBBHCNB_02951	BBLLADNB_01543, BBLLADNB_00826
OG0000301	MCBBHCNB_04717	BBLLADNB_02368
OG0000302	MCBBHCNB_02414, MCBBHCNB_02513	BBLLADNB_02572
OG0000304	MCBBHCNB_04698, MCBBHCNB_02069, MCBBHCNB_01130, MCBBHCNB_01705, MCBBHCNB_00341, MCBBHCNB_00783	BBLLADNB_03612, BBLLADNB_02058
OG0000311	MCBBHCNB_00258	BBLLADNB_01667
OG0000312	MCBBHCNB_04509	BBLLADNB_01659
OG0000313	MCBBHCNB_04640	BBLLADNB_03848
OG0000314	MCBBHCNB_00589	BBLLADNB_02144
OG0000316	MCBBHCNB_00701	BBLLADNB_03772, BBLLADNB_03263
OG0000317	MCBBHCNB_01442	BBLLADNB_03262, BBLLADNB_03773
OG0000318	MCBBHCNB_00531	BBLLADNB_00430
OG0000319	MCBBHCNB_02399	BBLLADNB_01225
OG0000321	MCBBHCNB_00291	BBLLADNB_00610
OG0000322	MCBBHCNB_00293	BBLLADNB_00612
OG0000323	MCBBHCNB_00303	BBLLADNB_02561
OG0000324	MCBBHCNB_00311	BBLLADNB_02558
OG0000326	MCBBHCNB_01394	BBLLADNB_03838
OG0000327	MCBBHCNB_00976	BBLLADNB_02127
OG0000328	MCBBHCNB_00979	BBLLADNB_02124
OG0000329	MCBBHCNB_01026	BBLLADNB_00069
OG0000330	MCBBHCNB_04430	BBLLADNB_02798
OG0000331	MCBBHCNB_04429	BBLLADNB_02799
OG0000332	MCBBHCNB_01406	BBLLADNB_01012
OG0000333	MCBBHCNB_01964	BBLLADNB_03640
OG0000334	MCBBHCNB_01962	BBLLADNB_03641
OG0000335	MCBBHCNB_03055	BBLLADNB_00818
OG0000336	MCBBHCNB_02227	BBLLADNB_02724
OG0000337	MCBBHCNB_00567	BBLLADNB_03238
OG0000338	MCBBHCNB_01005	BBLLADNB_00052
OG0000339	MCBBHCNB_04183	BBLLADNB_01296
OG0000340	MCBBHCNB_04184	BBLLADNB_01295
OG0000341	MCBBHCNB_04624	BBLLADNB_03912
OG0000343	MCBBHCNB_00935	BBLLADNB_03424
OG0000344	MCBBHCNB_01376	BBLLADNB_03552
OG0000345	MCBBHCNB_01369	BBLLADNB_02787
OG0000346	MCBBHCNB_00794	BBLLADNB_02154
OG0000347	MCBBHCNB_04005	BBLLADNB_00929
OG0000348	MCBBHCNB_00667	BBLLADNB_02161
OG0000349	MCBBHCNB_04465	BBLLADNB_01354
OG0000350	MCBBHCNB_03493, MCBBHCNB_04172	BBLLADNB_02806
OG0000351	MCBBHCNB_00960	BBLLADNB_01465
OG0000352	MCBBHCNB_02451, MCBBHCNB_03101	BBLLADNB_01896
OG0000353	MCBBHCNB_03898	BBLLADNB_00864
OG0000354	MCBBHCNB_03896	BBLLADNB_00866
OG0000355	MCBBHCNB_03895	BBLLADNB_00867
OG0000357	MCBBHCNB_02337	BBLLADNB_03638
OG0000358	MCBBHCNB_04401	BBLLADNB_02412
OG0000359	MCBBHCNB_00803	BBLLADNB_00385
OG0000360	MCBBHCNB_03550	BBLLADNB_00562
OG0000361	MCBBHCNB_01622	BBLLADNB_03673
OG0000362	MCBBHCNB_01623	BBLLADNB_03674
OG0000363	MCBBHCNB_01624	BBLLADNB_03675
OG0000364	MCBBHCNB_01625	BBLLADNB_03724
OG0000365	MCBBHCNB_03257	BBLLADNB_02976
OG0000366	MCBBHCNB_03253	BBLLADNB_02107
OG0000367	MCBBHCNB_03560	BBLLADNB_02642
OG0000368	MCBBHCNB_03562	BBLLADNB_02640
OG0000369	MCBBHCNB_03563	BBLLADNB_02639
OG0000370	MCBBHCNB_01893	BBLLADNB_00021
OG0000371	MCBBHCNB_04632	BBLLADNB_01328
OG0000372	MCBBHCNB_01674	BBLLADNB_00239
OG0000373	MCBBHCNB_03215	BBLLADNB_01866
OG0000374	MCBBHCNB_01154	BBLLADNB_03845
OG0000375	MCBBHCNB_03607	BBLLADNB_02502
OG0000376	MCBBHCNB_02206	BBLLADNB_00693
OG0000377	MCBBHCNB_02205	BBLLADNB_00694
OG0000378	MCBBHCNB_02204	BBLLADNB_00695
OG0000379	MCBBHCNB_02202	BBLLADNB_00697
OG0000380	MCBBHCNB_01811	BBLLADNB_02511
OG0000381	MCBBHCNB_01804	BBLLADNB_02518
OG0000382	MCBBHCNB_01802	BBLLADNB_02520
OG0000383	MCBBHCNB_01801	BBLLADNB_02521
OG0000384	MCBBHCNB_01791	BBLLADNB_02896
OG0000385	MCBBHCNB_03100	BBLLADNB_02032
OG0000386	MCBBHCNB_02940	BBLLADNB_02748
OG0000387	MCBBHCNB_03327	BBLLADNB_02947
OG0000388	MCBBHCNB_01339	BBLLADNB_02768
OG0000389	MCBBHCNB_01338	BBLLADNB_02769
OG0000390	MCBBHCNB_01592	BBLLADNB_01617
OG0000391	MCBBHCNB_03173	BBLLADNB_00302
OG0000392	MCBBHCNB_03334	BBLLADNB_01479
OG0000395	MCBBHCNB_03914	BBLLADNB_03371
OG0000396	MCBBHCNB_00469	BBLLADNB_03646
OG0000397	MCBBHCNB_01340	BBLLADNB_02767
OG0000398	MCBBHCNB_02623	BBLLADNB_02463
OG0000399	MCBBHCNB_03558	BBLLADNB_02644
OG0000400	MCBBHCNB_00916	BBLLADNB_03470
OG0000401	MCBBHCNB_00915	BBLLADNB_03469
OG0000402	MCBBHCNB_00914	BBLLADNB_03468
OG0000403	MCBBHCNB_00913	BBLLADNB_03467
OG0000404	MCBBHCNB_04600	BBLLADNB_01699
OG0000405	MCBBHCNB_04326	BBLLADNB_01087
OG0000406	MCBBHCNB_00881	BBLLADNB_03157
OG0000407	MCBBHCNB_00883	BBLLADNB_02389
OG0000408	MCBBHCNB_00888	BBLLADNB_02384
OG0000409	MCBBHCNB_00889	BBLLADNB_02383
OG0000410	MCBBHCNB_00892	BBLLADNB_03116
OG0000411	MCBBHCNB_00894	BBLLADNB_03114
OG0000412	MCBBHCNB_00896	BBLLADNB_03113
OG0000413	MCBBHCNB_00897	BBLLADNB_03112
OG0000414	MCBBHCNB_00901	BBLLADNB_03109
OG0000416	MCBBHCNB_04575	BBLLADNB_03609, BBLLADNB_02451
OG0000417	MCBBHCNB_02785	BBLLADNB_03073
OG0000418	MCBBHCNB_01428	BBLLADNB_01026
OG0000419	MCBBHCNB_01433	BBLLADNB_00588, BBLLADNB_03486
OG0000420	MCBBHCNB_00823	BBLLADNB_00721
