gc_content gc_skew gc_culm
0.652652652652653 20.5521472392638 -248.830420273712
0.617 1.78282009724473 -247.047600176468
0.561 2.67379679144385 -244.373803385024
0.631 -5.86370839936609 -250.23751178439
0.629 2.38473767885533 -247.852774105535
0.606 7.92079207920792 -239.931982026327
0.587 -4.59965928449744 -244.531641310824
0.58 -4.13793103448276 -248.669572345307
0.543 8.28729281767956 -240.382279527627
0.662 -2.11480362537764 -242.497083153005
0.721 -1.52565880721221 -244.022741960217
0.667 -3.14842578710645 -247.171167747324
0.633 3.63349131121643 -243.537676436107
0.667 5.84707646176912 -237.690599974338
0.668 3.29341317365269 -234.397186800685
0.659 -1.66919575113809 -236.066382551824
0.664 -0.301204819277108 -236.367587371101
0.67 7.16417910447761 -229.203408266623
0.69 6.3768115942029 -222.82659667242
0.665 3.15789473684211 -219.668701935578
0.706 10.1983002832861 -209.470401652292
0.651 -6.60522273425499 -216.075624386547
0.62962962962963 -0.476947535771065 -216.552571922318
0.568 10.2112676056338 -206.341304316684
0.531 5.08474576271186 -201.256558553972
0.552 4.34782608695652 -196.908732467016
0.606 5.28052805280528 -191.628204414211
0.573573573573574 0.523560209424084 -191.104644204786
0.561 0.53475935828877 -190.569884846498
0.522 2.68199233716475 -187.887892509333
0.458 3.93013100436681 -183.957761504966
0.609 -13.6288998357964 -197.586661340762
0.585 -16.2393162393162 -213.825977580079
0.57 -9.82456140350877 -223.650538983587
0.67 2.38805970149254 -221.262479282095
0.673 8.17236255572065 -213.090116726374
0.665 4.06015037593985 -209.029966350434
0.691 3.32850940665702 -205.701456943777
0.707707707707708 1.83875530410184 -203.862701639676
0.685 1.02189781021898 -202.840803829457
0.599 1.83639398998331 -201.004409839473
0.6 -3.66666666666667 -204.67107650614
0.629 -5.24642289348172 -209.917499399622
0.595 -3.52941176470588 -213.446911164328
0.662 -2.7190332326284 -216.165944396956
0.615 0.813008130081301 -215.352936266875
0.514 -2.33463035019455 -217.687566617069
0.528528528528528 -3.40909090909091 -221.09665752616
0.642 5.9190031152648 -215.177654410895
0.654 3.36391437308869 -211.813740037807
0.623 -3.69181380417335 -215.50555384198
0.61 6.55737704918033 -208.9481767928
0.601601601601602 -2.82861896838602 -211.776795761186
0.683 0.146412884333821 -211.630382876852
0.655 -8.70229007633588 -220.332672953188
0.636 -9.11949685534591 -229.452169808534
0.62 -3.54838709677419 -233.000556905308
0.622 -4.18006430868167 -237.18062121399
0.654 -8.56269113149847 -245.743312345488
0.684 -1.16959064327485 -246.912902988763
0.65 -4.61538461538461 -251.528287604147
0.623 -7.54414125200642 -259.072428856154
0.628 -11.1464968152866 -270.218925671441
0.589 -0.169779286926995 -270.388704958367
0.645 9.45736434108527 -260.931340617282
0.66 9.39393939393939 -251.537401223343
0.635 12.1259842519685 -239.411416971374
0.647 8.50077279752705 -230.910644173847
0.635 2.04724409448819 -228.863400079359
0.684 7.89473684210526 -220.968663237254
0.674 -2.67062314540059 -223.639286382654
0.665 0.150375939849624 -223.488910442805
0.673 3.41753343239227 -220.071377010413
0.606 -0.33003300330033 -220.401410013713
0.572572572572573 8.39160839160839 -212.009801622104
0.539 -0.185528756957328 -212.195330379062
0.590590590590591 0.338983050847458 -211.856347328214
0.578 1.3840830449827 -210.472264283232
0.568 -2.46478873239437 -212.937053015626
0.524 -7.25190839694656 -220.188961412573
0.601 11.1480865224626 -209.04087489011
0.632 2.84810126582278 -206.192773624287
0.583 -2.91595197255575 -209.108725596843
0.599 -3.83973288814691 -212.94845848499
0.616616616616617 -4.22077922077922 -217.169237705769
0.57 6.31578947368421 -210.853448232085
0.572572572572573 -2.44755244755245 -213.301000679637
0.598 2.34113712374582 -210.959863555892
0.541541541541542 4.25138632162662 -206.708477234265
0.565 2.30088495575221 -204.407592278513
0.597 -2.84757118927973 -207.255163467792
0.615 4.39024390243902 -202.864919565353
0.587 -4.59965928449744 -207.464578849851
0.599 -1.83639398998331 -209.300972839834
0.631 -4.5958795562599 -213.896852396094
0.655 1.06870229007634 -212.828150106018
0.622 0 -212.828150106018
0.671 2.83159463487332 -209.996555471144
0.671 8.19672131147541 -201.799834159669
0.684 6.72514619883041 -195.074687960839
0.714 -1.40056022408964 -196.475248184928
0.656 -1.21951219512195 -197.69476038005
0.657 4.71841704718417 -192.976343332866
0.688 0.581395348837209 -192.394947984029
0.644 4.34782608695652 -188.047121897072
0.662 2.11480362537764 -185.932318271695
0.687 -0.436681222707424 -186.368999494402
0.697 -0.143472022955524 -186.512471517358
0.662 7.85498489425982 -178.657486623098
0.682 0.879765395894428 -177.777721227203
0.695 -9.06474820143885 -186.842469428642
0.696 5.17241379310345 -181.670055635539
0.687 2.18340611353712 -179.486649522002
0.649 1.69491525423729 -177.791734267764
0.655 1.37404580152672 -176.417688466238
0.656 6.40243902439024 -170.015249441847
0.654 3.6697247706422 -166.345524671205
0.64 -1.25 -167.595524671205
0.598 7.35785953177258 -160.237665139433
0.605 -4.46280991735537 -164.700475056788
0.545 -1.65137614678899 -166.351851203577
0.558 -2.1505376344086 -168.502388837986
0.612 -6.86274509803922 -175.365133936025
0.625625625625626 -7.2 -182.565133936025
0.546 8.42490842490843 -174.140225511116
0.613 -2.12071778140294 -176.260943292519
0.563 1.9538188277087 -174.307124464811
0.55 -4.36363636363636 -178.670760828447
0.522 0.383141762452107 -178.287619065995
0.53 -3.77358490566038 -182.061203971655
0.528 -5.68181818181818 -187.743022153473
0.531 -4.70809792843691 -192.45112008191
0.555 -11.3513513513514 -203.802471433262
0.553 -6.69077757685353 -210.493249010115
0.578 -7.61245674740484 -218.10570575752
0.57 -4.91228070175439 -223.017986459274
0.594 1.01010101010101 -222.007885449173
0.639 -3.28638497652582 -225.294270425699
0.67 -2.98507462686567 -228.279345052565
0.601 -1.83028286189684 -230.109627914462
0.624 -4.80769230769231 -234.917320222154
0.648648648648649 -8.95061728395062 -243.867937506105
0.619 -1.13085621970921 -244.998793725814
0.594 -2.02020202020202 -247.018995746016
0.576 -3.81944444444444 -250.83844019046
0.668 -4.79041916167665 -255.628859352137
0.702 -9.68660968660969 -265.315469038747
0.723 4.5643153526971 -260.75115368605
0.711 -6.0478199718706 -266.79897365792
0.723723723723724 -8.71369294605809 -275.512666603978
0.575 -2.95652173913043 -278.469188343109
0.634 -4.41640378548896 -282.885592128598
0.546 5.86080586080586 -277.024786267792
0.498498498498498 14.4578313253012 -262.566954942491
0.637 4.23861852433281 -258.328336418158
0.687 -3.34788937409025 -261.676225792248
0.632 4.43037974683544 -257.245846045413
0.612 -2.94117647058824 -260.187022516001
0.607 4.77759472817133 -255.409427787829
0.606 1.98019801980198 -253.429229768027
0.682 -4.39882697947214 -257.8280567475
0.661 -0.75642965204236 -258.584486399542
0.684684684684685 -2.92397660818713 -261.508463007729
0.691 7.67004341534009 -253.838419592389
0.637 -1.72684458398744 -255.565264176376
0.699 1.57367668097282 -253.991587495404
0.655 0.458015267175573 -253.533572228228
0.684 2.92397660818713 -250.609595620041
0.626 -0.638977635782748 -251.248573255824
0.663 1.65912518853695 -249.589448067287
0.699 -0.429184549356223 -250.018632616643
0.709 0.423131170662906 -249.59550144598
0.685 4.81751824817518 -244.777983197805
0.659 0.151745068285281 -244.62623812952
0.668 -1.79640718562874 -246.422645315148
0.658 0.60790273556231 -245.814742579586
0.681681681681682 -0.734214390602056 -246.548956970188
0.663 1.35746606334842 -245.19149090684
0.581 3.6144578313253 -241.577033075514
0.644 2.17391304347826 -239.403120032036
0.635 -2.99212598425197 -242.395246016288
0.601 -7.15474209650582 -249.549988112794
0.596 -10.0671140939597 -259.617102206754
0.663 0.150829562594268 -259.466272644159
0.665 -5.56390977443609 -265.030182418595
0.65 -0.615384615384615 -265.64556703398
0.658 -2.43161094224924 -268.077177976229
0.655 -9.00763358778626 -277.084811564016
0.648 -2.77777777777778 -279.862589341793
0.639 1.09546165884194 -278.767127682951
0.655 -1.37404580152672 -280.141173484478
0.668 -0.29940119760479 -280.440574682083
0.676 -1.4792899408284 -281.919864622911
0.638 -4.07523510971787 -285.995099732629
0.596 -3.69127516778523 -289.686374900414
0.621 -2.73752012882448 -292.423895029239
0.612 2.28758169934641 -290.136313329893
0.599 3.50584307178631 -286.630470258106
0.633 2.68562401263823 -283.944846245468
0.612 -8.16993464052288 -292.114780885991
0.598 1.67224080267559 -290.442540083315
0.602 -0.664451827242525 -291.106991910558
0.605 0.165289256198347 -290.941702654359
0.632 -2.84810126582278 -293.789803920182
0.652 -5.21472392638037 -299.004527846563
0.662 1.51057401812689 -297.493953828436
0.666 3.3033033033033 -294.190650525132
0.672 -3.27380952380952 -297.464460048942
0.641 -1.40405616224649 -298.868516211188
0.628 -2.86624203821656 -301.734758249405
0.635 -2.36220472440945 -304.096962973814
0.651 0.768049155145929 -303.328913818668
0.651 -1.99692780337942 -305.325841622048
0.613 -8.64600326264274 -313.971844884691
0.543 -2.02578268876611 -315.997627573457
0.547 0.914076782449726 -315.083550791007
0.595 1.84873949579832 -313.234811295209
0.592 -2.02702702702703 -315.261838322236
0.604 2.31788079470199 -312.943957527534
0.598 -7.69230769230769 -320.636265219841
0.635 1.73228346456693 -318.903981755275
0.557 -5.2064631956912 -324.110444950966
0.597 -1.50753768844221 -325.617982639408
0.6 -4.33333333333333 -329.951315972741
0.594 -5.38720538720539 -335.338521359947
0.608 -8.22368421052632 -343.562205570473
0.558 -11.1111111111111 -354.673316681584
0.545 -2.01834862385321 -356.691665305437
0.592 -7.09459459459459 -363.786259900032
0.572572572572573 0.699300699300699 -363.086959200731
0.579 -5.69948186528497 -368.786441066016
0.562 -8.18505338078292 -376.971494446799
0.556 -1.43884892086331 -378.410343367662
0.551 -1.27041742286751 -379.68076079053
0.586 1.70648464163823 -377.974276148892
0.573 2.61780104712042 -375.356475101771
0.577 2.59965337954939 -372.756821722222
0.579 -8.46286701208981 -381.219688734312
0.577 1.55979202772964 -379.659896706582
0.604 -10.5960264900662 -390.255923196648
0.611 -1.47299509001637 -391.728918286665
0.63 2.22222222222222 -389.506696064442
0.602 2.99003322259136 -386.516662841851
0.603 -0.497512437810945 -387.014175279662
0.607 -1.4827018121911 -388.496877091853
0.665 2.25563909774436 -386.241237994109
0.642 -2.80373831775701 -389.044976311866
0.632 -2.53164556962025 -391.576621881486
0.626 -4.47284345047923 -396.049465331965
0.645 -10.3875968992248 -406.43706223119
0.642 -7.78816199376947 -414.22522422496
0.629 -2.7027027027027 -416.927926927662
0.587 -3.23679727427598 -420.164724201938
0.636 -5.34591194968553 -425.510636151624
0.622 4.5016077170418 -421.009028434582
0.644 1.5527950310559 -419.456233403526
0.596 -5.36912751677852 -424.825360920305
0.603 -6.46766169154229 -431.293022611847
0.596 7.04697986577181 -424.246042746075
0.652 2.45398773006135 -421.792055016014
0.605 3.47107438016529 -418.320980635848
0.627 3.03030303030303 -415.290677605545
0.635 0.47244094488189 -414.818236660663
0.626 10.5431309904153 -404.275105670248
0.622 8.68167202572347 -395.593433644525
0.558 -6.09318996415771 -401.686623608682
0.602 -2.32558139534884 -404.012205004031
0.604 -0.662251655629139 -404.67445665966
0.633 -3.3175355450237 -407.991992204684
0.622 3.21543408360129 -404.776558121083
0.626 5.43130990415335 -399.345248216929
0.61 -2.29508196721311 -401.640330184142
0.656 -6.09756097560976 -407.737891159752
0.648 -7.71604938271605 -415.453940542468
0.657 -4.41400304414003 -419.867943586608
0.671 -5.21609538002981 -425.084038966638
0.676 -7.10059171597633 -432.184630682614
0.653 -4.44104134762634 -436.625672030241
0.677 -4.57902511078287 -441.204697141024
0.667 -2.24887556221889 -443.453572703243
0.64 -5.9375 -449.391072703243
0.644 -5.59006211180124 -454.981134815044
0.629 -2.06677265500795 -457.047907470052
0.605 -0.826446280991736 -457.874353751043
0.619 4.68497576736672 -453.189377983677
0.598 -3.34448160535117 -456.533859589028
0.622 -3.21543408360129 -459.749293672629
0.619 5.00807754442649 -454.741216128203
0.632 1.89873417721519 -452.842481950988
0.62 2.58064516129032 -450.261836789697
0.577 -5.71923743500867 -455.981074224706
0.649 -9.39907550077042 -465.380149725476
0.613 0.489396411092985 -464.890753314383
0.609 2.79146141215107 -462.099291902232
0.604 -3.97350993377483 -466.072801836007
0.613 6.36215334420881 -459.710648491798
0.621 1.12721417069243 -458.583434321106
0.618 3.55987055016181 -455.023563770944
0.576 6.59722222222222 -448.426341548722
0.568 4.22535211267606 -444.200989436046
0.612 2.28758169934641 -441.913407736699
0.586 3.07167235494881 -438.841735381751
0.611 -5.07364975450082 -443.915385136251
0.641 -1.40405616224649 -445.319441298498
0.600600600600601 1.33333333333333 -443.986107965165
0.63 -1.26984126984127 -445.255949235006
0.634 1.89274447949527 -443.363204755511
0.552 -1.44927536231884 -444.812480117829
0.624 4.16666666666667 -440.645813451163
0.602 -7.64119601328904 -448.287009464452
0.609 5.09031198686371 -443.196697477588
0.599 -0.1669449081803 -443.363642385768
0.613 5.05709624796085 -438.306546137807
0.641 -7.33229329173167 -445.638839429539
0.626 1.91693290734824 -443.721906522191
0.57 1.75438596491228 -441.967520557279
0.608 -10.8552631578947 -452.822783715173
0.591 -3.55329949238579 -456.376083207559
0.649 6.62557781201849 -449.750505395541
0.629 3.33863275039746 -446.411872645143
0.603 -10.1160862354892 -456.527958880632
0.605 5.78512396694215 -450.74283491369
0.61 -1.9672131147541 -452.710048028444
0.619 0.807754442649435 -451.902293585795
0.627 -2.71132376395534 -454.61361734975
0.634 -2.20820189274448 -456.821819242495
0.603 -4.80928689883914 -461.631106141334
0.591 -10.6598984771574 -472.291004618491
0.583 -1.20068610634648 -473.491690724838
0.599 -4.50751252086811 -477.999203245706
0.596 -3.02013422818792 -481.019337473894
0.579 -5.35405872193437 -486.373396195828
0.659 -1.06221547799697 -487.435611673825
0.601 -1.49750415973378 -488.933115833559
0.63 15.8730158730159 -473.060099960543
0.687 31.2954876273654 -441.764612333178
0.699 34.1917024320458 -407.572909901132
0.661661661661662 22.8441754916793 -384.728734409453
0.607 -1.4827018121911 -386.211436221644
0.616 -5.19480519480519 -391.406241416449
0.654 -8.56269113149847 -399.968932547947
0.596 -6.3758389261745 -406.344771474122
0.614 -2.28013029315961 -408.624901767281
0.59 -0.338983050847458 -408.963884818129
0.611 0.16366612111293 -408.800218697016
0.626 0 -408.800218697016
0.524 4.9618320610687 -403.838386635947
0.593 0.505902192242833 -403.332484443704
0.64 0.625 -402.707484443704
0.598 -0.334448160535117 -403.04193260424
0.615 -0.16260162601626 -403.204534230256
0.609 1.80623973727422 -401.398294492982
0.575 1.56521739130435 -399.833077101677
0.614 -16.9381107491857 -416.771187850863
0.546 1.83150183150183 -414.939686019361
0.61 -2.95081967213115 -417.890505691492
0.601 -2.82861896838602 -420.719124659878
0.633 0.789889415481833 -419.929235244396
0.594 -6.06060606060606 -425.989841305003
0.64 -9.375 -435.364841305003
0.585 1.1965811965812 -434.168260108421
0.586 -2.73037542662116 -436.898635535042
0.614 -0.325732899022801 -437.224368434065
0.624 -2.56410256410256 -439.788470998168
0.625 -4.32 -444.108470998168
0.653 10.8728943338438 -433.235576664324
0.636 5.34591194968553 -427.889664714639
0.592 -3.37837837837838 -431.268043093017
0.6 -2.66666666666667 -433.934709759684
0.623 -6.90208667736758 -440.836796437051
0.611 -7.03764320785597 -447.874439644907
0.596596596596597 -8.05369127516779 -455.928130920075
0.594 -4.71380471380471 -460.64193563388
0.601 0.166389351081531 -460.475546282798
0.609 1.47783251231527 -458.997713770483
0.597 1.50753768844221 -457.490176082041
0.628 1.91082802547771 -455.579348056563
0.644 -4.6583850931677 -460.237733149731
0.576 0.347222222222222 -459.890510927508
0.619 7.26978998384491 -452.620720943663
0.625 -3.04 -455.660720943663
0.609 3.44827586206897 -452.212445081594
0.599 2.17028380634391 -450.042161275251
0.608 -1.31578947368421 -451.357950748935
0.613 -0.815660685154976 -452.17361143409
0.59 -1.01694915254237 -453.190560586632
0.616 0.649350649350649 -452.541209937282
0.612 -3.59477124183007 -456.135981179112
0.636 5.0314465408805 -451.104534638231
0.65 10.4615384615385 -440.642996176693
0.634 7.25552050473186 -433.387475671961
0.621 0.161030595813205 -433.226445076148
0.634 0.315457413249211 -432.910987662898
0.603 -1.82421227197347 -434.735199934872
0.608 -3.61842105263158 -438.353620987503
0.585 -3.24786324786325 -441.601484235367
0.598 -5.01672240802676 -446.618206643393
0.622622622622623 1.92926045016077 -444.688946193233
0.653 2.60336906584992 -442.085577127383
0.565 -5.13274336283186 -447.218320490215
0.604 -1.32450331125828 -448.542823801473
0.587 -0.851788756388416 -449.394612557861
0.611 -2.7823240589198 -452.176936616781
0.611 -9.00163666121113 -461.178573277992
0.592 -9.7972972972973 -470.975870575289
0.59 -9.83050847457627 -480.806379049866
0.625 -3.04 -483.846379049866
0.612 0 -483.846379049866
0.604 -1.65562913907285 -485.502008188939
0.579 -3.62694300518135 -489.12895119412
0.584 -8.56164383561644 -497.690595029736
0.63 -6.98412698412698 -504.674722013863
0.62 -3.2258064516129 -507.900528465476
0.618 1.61812297734628 -506.28240548813
0.613 -2.77324632952692 -509.055651817657
0.622 -7.71704180064309 -516.7726936183
0.599 -5.50918196994992 -522.28187558825
0.62 2.90322580645161 -519.378649781798
0.573 7.85340314136126 -511.525246640437
0.586 2.38907849829352 -509.136168142144
0.594 -3.36700336700337 -512.503171509147
0.582 0 -512.503171509147
0.576 2.77777777777778 -509.725393731369
0.606 3.3003300330033 -506.425063698366
0.63 6.34920634920635 -500.075857349159
0.614 -1.30293159609121 -501.378788945251
0.604 -4.63576158940397 -506.014550534655
0.635 2.99212598425197 -503.022424550403
0.625 -5.92 -508.942424550403
0.57 -4.91228070175439 -513.854705252157
0.629 0.794912559618442 -513.059792692539
0.672 4.46428571428571 -508.595506978253
0.662 6.34441087613293 -502.25109610212
0.646 -2.47678018575851 -504.727876287878
0.644 7.7639751552795 -496.963901132599
0.567 7.2310405643739 -489.732860568225
0.605 11.0743801652893 -478.658480402936
0.607 2.8006589785832 -475.857821424353
0.612 3.92156862745098 -471.936252796902
0.578 7.26643598615917 -464.669816810742
0.613 7.01468189233279 -457.65513491841
0.604 1.32450331125828 -456.330631607151
0.603 -6.46766169154229 -462.798293298694
0.560560560560561 -1.42857142857143 -464.226864727265
0.576 -0.694444444444444 -464.92130917171
0.596 -4.36241610738255 -469.283725279092
0.529 1.70132325141777 -467.582402027674
0.559 -2.32558139534884 -469.907983423023
0.566 -3.18021201413428 -473.088195437157
0.555 -4.86486486486486 -477.953060302022
0.475 -11.1578947368421 -489.110955038864
0.502 -3.18725099601594 -492.29820603488
0.51 -0.784313725490196 -493.082519760371
0.537 -2.42085661080074 -495.503376371171
0.577 7.45233968804159 -488.05103668313
0.561 3.74331550802139 -484.307721175108
0.609 -0.492610837438424 -484.800332012547
0.654 -1.22324159021407 -486.023573602761
0.607 5.10708401976936 -480.916489582991
0.55 5.09090909090909 -475.825580492082
0.567 4.05643738977072 -471.769143102312
0.603 1.16086235489221 -470.608280747419
0.574 -4.8780487804878 -475.486329527907
0.604 -2.31788079470199 -477.804210322609
0.581 -2.58175559380379 -480.385965916413
0.556 -4.31654676258993 -484.702512679003
0.559 -6.97674418604651 -491.679256865049
0.58 -1.37931034482759 -493.058567209877
0.557 -6.6427289048474 -499.701296114724
0.535 3.17757009345794 -496.523726021266
0.569 -6.85413005272408 -503.377856073991
0.578 -6.9204152249135 -510.298271298904
0.591 -2.53807106598985 -512.836342364894
0.559 -8.76565295169946 -521.601995316593
0.584 -2.3972602739726 -523.999255590566
0.603 3.15091210613599 -520.84834348443
0.587 4.94037478705281 -515.907968697377
0.605 -1.81818181818182 -517.726150515559
0.584 4.10958904109589 -513.616561474463
0.589 -7.30050933786078 -520.917070812324
0.576 0.347222222222222 -520.569848590102
0.635 -0.78740157480315 -521.357250164905
0.606 3.96039603960396 -517.396854125301
0.587 -4.59965928449744 -521.996513409798
0.608 -6.25 -528.246513409798
0.656 -3.04878048780488 -531.295293897603
0.641 5.77223088923557 -525.523063008368
0.576576576576577 -3.81944444444444 -529.342507452812
0.589 3.2258064516129 -526.116701001199
0.585 -0.512820512820513 -526.62952151402
0.611 -9.32896890343699 -535.958490417457
0.606 -10.8910891089109 -546.849579526368
0.59 -10.5084745762712 -557.358054102639
0.608 1.64473684210526 -555.713317260533
0.594 -11.4478114478114 -567.161128708345
0.619 -4.68497576736672 -571.846104475712
0.619 -5.65428109854604 -577.500385574258
0.598 -0.334448160535117 -577.834833734793
0.62 -3.2258064516129 -581.060640186406
0.608 -5.26315789473684 -586.323798081143
0.599 -2.17028380634391 -588.494081887486
0.637 -8.00627943485086 -596.500361322337
0.601 -4.82529118136439 -601.325652503702
0.577 3.63951473136915 -597.686137772333
0.578 -3.11418685121107 -600.800324623544
0.586 -8.53242320819113 -609.332747831735
0.631 -9.66719492868463 -618.999942760419
0.53 -8.67924528301887 -627.679188043438
0.571 -5.42907180385289 -633.108259847291
0.559 -7.69230769230769 -640.800567539599
0.569 -11.7750439367311 -652.57561147633
0.579 -7.7720207253886 -660.347632201719
0.596 -4.69798657718121 -665.0456187789
0.582 -8.59106529209622 -673.636684070996
0.596 -0.335570469798658 -673.972254540795
0.576 -1.38888888888889 -675.361143429683
0.578 -7.95847750865052 -683.319620938334
0.566 -4.9469964664311 -688.266617404765
0.608 -15.7894736842105 -704.056091088976
0.579 -10.1899827288428 -714.246073817818
0.585 -3.93162393162393 -718.177697749442
0.611 -1.47299509001637 -719.650692839459
0.611 -5.07364975450082 -724.72434259396
0.58 -3.44827586206897 -728.172618456029
0.594 -4.71380471380471 -732.886423169833
0.585 -5.2991452991453 -738.185568468979
0.595 7.56302521008403 -730.622543258895
0.598 2.34113712374582 -728.281406135149
0.58 -6.20689655172414 -734.488302686873
0.608 -0.328947368421053 -734.817250055294
0.622 -5.46623794212219 -740.283487997416
0.538 -7.0631970260223 -747.346685023438
0.577 -1.55979202772964 -748.906477051168
0.581 11.5318416523236 -737.374635398844
0.607 12.0263591433278 -725.348276255517
0.597 1.50753768844221 -723.840738567074
0.603 -6.46766169154229 -730.308400258617
0.596 -7.71812080536913 -738.026521063986
0.566 -4.24028268551237 -742.266803749498
0.615 -8.29268292682927 -750.559486676327
