orthogroup,locus_tag,KO,Kannotation,all_or_exp_core,Module,Module_type,General_category,Specific_category,Module_description
OG0002081,NHBDKAOG_03215,K01624,fructose-bisphosphate aldolase class II,,M00167,Pathway modules,Energy metabolism,Carbon fixation, Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map00710 map01200 map01100 map01120]
OG0002081,NHBDKAOG_03215,K01624,fructose-bisphosphate aldolase class II,,M00345,Pathway modules,Energy metabolism,Methane metabolism, Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map00030 map00680 map01200 map01230 map01100 map01120]
OG0002081,NHBDKAOG_03215,K01624,fructose-bisphosphate aldolase class II,,M00344,Pathway modules,Energy metabolism,Methane metabolism, Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map00680 map01200 map01100 map01120]
OG0002086,NHBDKAOG_04362,K13924,two-component system,,NA,NA,NA,NA,NA
OG0002086,NHBDKAOG_04362,K00575,chemotaxis protein methyltransferase CheR,,NA,NA,NA,NA,NA
OG0002087,NHBDKAOG_03149,K14415,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy,,NA,NA,NA,NA,NA
OG0002087,NHBDKAOG_03716,K14415,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy,,NA,NA,NA,NA,NA
OG0002100,NHBDKAOG_02534,K06889,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002267,NHBDKAOG_01570,K07028,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002272,NHBDKAOG_00641,K07014,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002279,NHBDKAOG_00970,K07304,peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],,NA,NA,NA,NA,NA
OG0002281,NHBDKAOG_03973,K07043,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002282,NHBDKAOG_00776,K06182,23S rRNA pseudouridine2604 synthase,,NA,NA,NA,NA,NA
OG0002283,NHBDKAOG_01064,K01104,protein-tyrosine phosphatase [EC:3.1.3.48] ,,NA,NA,NA,NA,NA
OG0002284,NHBDKAOG_01063,K01462,peptide deformylase [EC:3.5.1.88] ,,NA,NA,NA,NA,NA
OG0002305,NHBDKAOG_04195,K01524,exopolyphosphatase / guanosine-5'-triphosphate 3'-diphosphate pyrophosphatase,,NA,NA,NA,NA,NA
OG0002312,NHBDKAOG_04217,K00631,glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15] ,,M00089,Pathway modules,Lipid metabolism,Lipid metabolism, Triacylglycerol biosynthesis [PATH:map00561 map01100]
OG0002314,NHBDKAOG_04717,K21345,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70],,M00064,Pathway modules,Glycan metabolism,Lipopolysaccharide metabolism, ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540 map01100]
OG0002325,NHBDKAOG_04042,K00688,glycogen phosphorylase [EC:2.4.1.1] ,,M00855,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Glycogen degradation, glycogen => glucose-6P [PATH:map00500 map01100]
OG0002326,NHBDKAOG_02886,K02844,UDP-glucose:(heptosyl)LPS alpha-1 3-glucosyltransferase [EC:2.4.1.-] ,,NA,NA,NA,NA,NA
OG0002327,NHBDKAOG_02885,K02848,heptose I phosphotransferase [EC:2.7.1.-],,NA,NA,NA,NA,NA
OG0002328,NHBDKAOG_02883,K02848,heptose I phosphotransferase [EC:2.7.1.-],,NA,NA,NA,NA,NA
OG0002331,NHBDKAOG_02923,K02841,heptosyltransferase I [EC:2.4.-.-] ,,NA,NA,NA,NA,NA
OG0002332,NHBDKAOG_02845,K10680,N-ethylmaleimide reductase [EC:1.-.-.-] ,,NA,NA,NA,NA,NA
OG0002337,NHBDKAOG_02713,K02039,phosphate transport system protein,,NA,NA,NA,NA,NA
OG0002338,NHBDKAOG_02710,K02036,phosphate transport system ATP-binding,,NA,NA,NA,NA,NA
OG0002340,NHBDKAOG_04571,K07263,zinc protease [EC:3.4.24.-] ,,NA,NA,NA,NA,NA
OG0002348,NHBDKAOG_03795,K22900,tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-] ,,NA,NA,NA,NA,NA
OG0002349,NHBDKAOG_03794,K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],,M00124,Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism, Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P [PATH:map00750 map01100]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002351,NHBDKAOG_01796,K00239,succinate dehydrogenase / fumarate,,M00149,Pathway modules,Energy metabolism,ATP synthesis, Succinate dehydrogenase, prokaryotes [PATH:map00190]
OG0002351,NHBDKAOG_01796,K00244,fumarate reductase flavoprotein subunit,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002351,NHBDKAOG_01796,K00244,fumarate reductase flavoprotein subunit,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002351,NHBDKAOG_01796,K00244,fumarate reductase flavoprotein subunit,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002351,NHBDKAOG_01796,K00244,fumarate reductase flavoprotein subunit,,M00150,Pathway modules,Energy metabolism,ATP synthesis, Fumarate reductase, prokaryotes [PATH:map00190]
OG0002352,NHBDKAOG_01797,K00245,fumarate reductase iron-sulfur subunit,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00245,fumarate reductase iron-sulfur subunit,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00245,fumarate reductase iron-sulfur subunit,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002352,NHBDKAOG_01797,K00245,fumarate reductase iron-sulfur subunit,,M00150,Pathway modules,Energy metabolism,ATP synthesis, Fumarate reductase, prokaryotes [PATH:map00190]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002352,NHBDKAOG_01797,K00240,succinate dehydrogenase / fumarate,,M00149,Pathway modules,Energy metabolism,ATP synthesis, Succinate dehydrogenase, prokaryotes [PATH:map00190]
OG0002352,NHBDKAOG_01797,K00246,fumarate reductase subunit C,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00246,fumarate reductase subunit C,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002352,NHBDKAOG_01797,K00246,fumarate reductase subunit C,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002352,NHBDKAOG_01797,K00246,fumarate reductase subunit C,,M00150,Pathway modules,Energy metabolism,ATP synthesis, Fumarate reductase, prokaryotes [PATH:map00190]
OG0002354,NHBDKAOG_01979,K00247,fumarate reductase subunit D,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002354,NHBDKAOG_01979,K00247,fumarate reductase subunit D,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002354,NHBDKAOG_01979,K00247,fumarate reductase subunit D,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002354,NHBDKAOG_01979,K00247,fumarate reductase subunit D,,M00150,Pathway modules,Energy metabolism,ATP synthesis, Fumarate reductase, prokaryotes [PATH:map00190]
OG0002355,NHBDKAOG_00830,K02423,flagellar protein FliT ,,NA,NA,NA,NA,NA
OG0002358,NHBDKAOG_01348,K07264,4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43] ,,NA,NA,NA,NA,NA
OG0002368,NHBDKAOG_02661,K07001,NTE family protein ,,NA,NA,NA,NA,NA
OG0002377,NHBDKAOG_00859,K07220,uncharacterized protein  ,,NA,NA,NA,NA,NA
OG0002379,NHBDKAOG_00758,K20509,carboxybiotin decarboxylase [EC:7.2.4.1] ,,NA,NA,NA,NA,NA
OG0002387,NHBDKAOG_01318,K22881,polyhydroxyalkanoate synthase subunit PhaE,,NA,NA,NA,NA,NA
OG0002388,NHBDKAOG_01319,K03821,polyhydroxyalkanoate synthase subunit PhaC,,NA,NA,NA,NA,NA
OG0002394,NHBDKAOG_01870,K00170,pyruvate ferredoxin oxidoreductase beta,,M00307,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010 map00020 map00620 map01200 map01100]
OG0002394,NHBDKAOG_01870,K00170,pyruvate ferredoxin oxidoreductase beta,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002394,NHBDKAOG_01870,K00170,pyruvate ferredoxin oxidoreductase beta,,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002394,NHBDKAOG_01870,K00170,pyruvate ferredoxin oxidoreductase beta,,M00620,Pathway modules,Energy metabolism,Carbon fixation, Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]
OG0002395,NHBDKAOG_01872,K00172,pyruvate ferredoxin oxidoreductase gamma,,M00307,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010 map00020 map00620 map01200 map01100]
OG0002395,NHBDKAOG_01872,K00172,pyruvate ferredoxin oxidoreductase gamma,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
OG0002395,NHBDKAOG_01872,K00172,pyruvate ferredoxin oxidoreductase gamma,,M00374,Pathway modules,Energy metabolism,Carbon fixation, Dicarboxylate-hydroxybutyrate cycle [PATH:map00720 map01200 map01100 map01120]
OG0002395,NHBDKAOG_01872,K00172,pyruvate ferredoxin oxidoreductase gamma,,M00620,Pathway modules,Energy metabolism,Carbon fixation, Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate [PATH:map00720 map01200 map01100 map01120]
OG0002396,NHBDKAOG_01873,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00373,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120]
OG0002396,NHBDKAOG_01873,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00740,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120]
OG0002396,NHBDKAOG_01873,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002397,NHBDKAOG_01875,K14470,2-methylfumaryl-CoA isomerase [EC:5.4.1.3] ,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002398,NHBDKAOG_01878,K09709,3-methylfumaryl-CoA hydratase [EC:4.2.1.153] ,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002400,NHBDKAOG_01881,K14448,(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12] ,,M00373,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120]
OG0002401,NHBDKAOG_01882,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00373,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120]
OG0002401,NHBDKAOG_01882,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00740,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Methylaspartate cycle [PATH:map00020 map00250 map00630 map01200 map01100 map01120]
OG0002401,NHBDKAOG_01882,K14449,2-methylfumaryl-CoA hydratase [EC:4.2.1.148] ,,M00376,Pathway modules,Energy metabolism,Carbon fixation, 3-Hydroxypropionate bi-cycle [PATH:map00720 map01200 map01100 map01120]
OG0002402,NHBDKAOG_01883,K14447,ethylmalonyl-CoA mutase [EC:5.4.99.63] ,,M00373,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120]
OG0002403,NHBDKAOG_01884,K07588,LAO/AO transport system kinase,,NA,NA,NA,NA,NA
OG0002404,NHBDKAOG_01885,K14446,crotonyl-CoA carboxylase/reductase [EC:1.3.1.85] ,,M00373,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism, Ethylmalonyl pathway [PATH:map00630 map01200 map01100 map01120]
OG0002405,NHBDKAOG_01886,K00344,NADPH:quinone reductase [EC:1.6.5.5] ,,NA,NA,NA,NA,NA
OG0002409,NHBDKAOG_02403,K00635,diacylglycerol O-acyltransferase / wax,,M00089,Pathway modules,Lipid metabolism,Lipid metabolism, Triacylglycerol biosynthesis [PATH:map00561 map01100]
OG0002410,NHBDKAOG_04179,K01992,ABC-2 type transport system,,NA,NA,NA,NA,NA
OG0002419,NHBDKAOG_02497,K09019,3-hydroxypropanoate dehydrogenase [EC:1.1.1.-] ,,NA,NA,NA,NA,NA
OG0002423,NHBDKAOG_01747,K00175,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00009,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]
OG0002423,NHBDKAOG_01747,K00175,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00011,Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism, Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]
OG0002423,NHBDKAOG_01747,K00175,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit,,M00173,Pathway modules,Energy metabolism,Carbon fixation, Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map00720 map01200 map01100 map01120]
