locus_tag	ftype	length_bp	gene	EC_number	COG	product
PEBOPBNB_00040	gene	909				
PEBOPBNB_00041	CDS	1071	ascD_1	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
PEBOPBNB_00041	gene	1071	ascD_1			
PEBOPBNB_00042	CDS	1176	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
PEBOPBNB_00042	gene	1176	cdgJ_1			
PEBOPBNB_00043	CDS	396	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PEBOPBNB_00043	gene	396	livF_1			
PEBOPBNB_00044	CDS	447				hypothetical protein
PEBOPBNB_00044	gene	447				
PEBOPBNB_00045	CDS	519	rfaH		COG0250	Transcription antitermination protein RfaH
PEBOPBNB_00045	gene	519	rfaH			
PEBOPBNB_00046	CDS	1533				hypothetical protein
PEBOPBNB_00046	gene	1533				
PEBOPBNB_00047	CDS	729	pmpR		COG0217	Transcriptional regulatory protein PmpR
PEBOPBNB_00047	gene	729	pmpR			
PEBOPBNB_00048	CDS	1359				hypothetical protein
PEBOPBNB_00048	gene	1359				
PEBOPBNB_00049	CDS	1902	kup			Low affinity potassium transport system protein kup
PEBOPBNB_00049	gene	1902	kup			
PEBOPBNB_00050	CDS	1386	corA		COG0598	Magnesium transport protein CorA
PEBOPBNB_00050	gene	1386	corA			
PEBOPBNB_00051	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PEBOPBNB_00051	gene	1281	hemL			
PEBOPBNB_00052	CDS	684	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
PEBOPBNB_00052	gene	684	thiE			
PEBOPBNB_00053	CDS	831	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PEBOPBNB_00053	gene	831	thiD			
PEBOPBNB_00054	CDS	306	rubA2		COG1773	Rubredoxin-2
PEBOPBNB_00054	gene	306	rubA2			
PEBOPBNB_00055	CDS	396	patA		COG0784	Protein PatA
PEBOPBNB_00055	gene	396	patA			
PEBOPBNB_00056	CDS	363	pleD_1			Response regulator PleD
PEBOPBNB_00056	gene	363	pleD_1			
PEBOPBNB_00057	CDS	510				hypothetical protein
PEBOPBNB_00057	gene	510				
PEBOPBNB_00058	CDS	2166	pctA_1		COG0840	Methyl-accepting chemotaxis protein PctA
PEBOPBNB_00058	gene	2166	pctA_1			
PEBOPBNB_00059	CDS	564				hypothetical protein
PEBOPBNB_00059	gene	564				
PEBOPBNB_00060	CDS	384	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PEBOPBNB_00060	gene	384	livF_2			
PEBOPBNB_00061	CDS	777	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
PEBOPBNB_00061	gene	777	glnQ_1			
PEBOPBNB_00062	CDS	1077	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PEBOPBNB_00062	gene	1077	livH_1			
PEBOPBNB_00063	CDS	924	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PEBOPBNB_00063	gene	924	livH_2			
PEBOPBNB_00064	CDS	405	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
PEBOPBNB_00064	gene	405	braC_1			
PEBOPBNB_00065	CDS	921	livK		COG0683	Leucine-specific-binding protein
PEBOPBNB_00065	gene	921	livK			
PEBOPBNB_00066	CDS	303	cyt		COG4654	Cytochrome c-552
PEBOPBNB_00066	gene	303	cyt			
PEBOPBNB_00067	CDS	1857	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PEBOPBNB_00067	gene	1857	ilvD			
PEBOPBNB_00068	CDS	798	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
PEBOPBNB_00068	gene	798	lgt			
PEBOPBNB_00069	CDS	1383				hypothetical protein
PEBOPBNB_00069	gene	1383				
PEBOPBNB_00070	CDS	477				hypothetical protein
PEBOPBNB_00070	gene	477				
PEBOPBNB_00071	CDS	1065		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
PEBOPBNB_00071	gene	1065				
PEBOPBNB_00072	CDS	444				hypothetical protein
PEBOPBNB_00072	gene	444				
PEBOPBNB_00073	CDS	939	psdht	4.2.1.-		Phenylserine dehydratase
PEBOPBNB_00073	gene	939	psdht			
PEBOPBNB_00074	CDS	2781	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
PEBOPBNB_00074	gene	2781	ppc			
PEBOPBNB_00075	CDS	1224	cnrB_1			Nickel and cobalt resistance protein CnrB
PEBOPBNB_00075	gene	1224	cnrB_1			
PEBOPBNB_00076	CDS	3069	mdtC_1			Multidrug resistance protein MdtC
PEBOPBNB_00076	gene	3069	mdtC_1			
PEBOPBNB_00077	CDS	1362				hypothetical protein
PEBOPBNB_00077	gene	1362				
PEBOPBNB_00078	CDS	963				hypothetical protein
PEBOPBNB_00078	gene	963				
PEBOPBNB_00079	CDS	837	hisJ			putative histidine-binding protein
PEBOPBNB_00079	gene	837	hisJ			
PEBOPBNB_00080	CDS	1647	cph1_1	2.7.13.3		Phytochrome-like protein cph1
PEBOPBNB_00080	gene	1647	cph1_1			
PEBOPBNB_00081	CDS	1503	bvgS	2.7.13.3		Virulence sensor protein BvgS
PEBOPBNB_00081	gene	1503	bvgS			
PEBOPBNB_00082	CDS	204				hypothetical protein
PEBOPBNB_00082	gene	204				
PEBOPBNB_00083	CDS	1485	resE_1	2.7.13.3		Sensor histidine kinase ResE
PEBOPBNB_00083	gene	1485	resE_1			
PEBOPBNB_00084	CDS	702	regX3_1		COG0745	Sensory transduction protein regX3
PEBOPBNB_00084	gene	702	regX3_1			
PEBOPBNB_00085	CDS	240				hypothetical protein
PEBOPBNB_00085	gene	240				
PEBOPBNB_00086	CDS	1311	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PEBOPBNB_00086	gene	1311	rlmD			
PEBOPBNB_00087	CDS	480				hypothetical protein
PEBOPBNB_00087	gene	480				
PEBOPBNB_00088	CDS	915				hypothetical protein
PEBOPBNB_00088	gene	915				
PEBOPBNB_00089	CDS	765	glnQ_2			Glutamine transport ATP-binding protein GlnQ
PEBOPBNB_00089	gene	765	glnQ_2			
PEBOPBNB_00090	CDS	759	tcyB		COG0765	L-cystine transport system permease protein TcyB
PEBOPBNB_00090	gene	759	tcyB			
PEBOPBNB_00091	CDS	132	fliY_1		COG0834	L-cystine-binding protein FliY
PEBOPBNB_00091	gene	132	fliY_1			
PEBOPBNB_00092	CDS	570				hypothetical protein
PEBOPBNB_00092	gene	570				
PEBOPBNB_00093	CDS	927	mltC_1	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
PEBOPBNB_00093	gene	927	mltC_1			
PEBOPBNB_00094	CDS	618				Cytochrome c4
PEBOPBNB_00094	gene	618				
PEBOPBNB_00095	CDS	702				hypothetical protein
PEBOPBNB_00095	gene	702				
PEBOPBNB_00096	CDS	3147	mdtC_2			Multidrug resistance protein MdtC
PEBOPBNB_00096	gene	3147	mdtC_2			
PEBOPBNB_00097	CDS	1119	mdtA_1			Multidrug resistance protein MdtA
PEBOPBNB_00097	gene	1119	mdtA_1			
PEBOPBNB_00098	CDS	279				hypothetical protein
PEBOPBNB_00098	gene	279				
PEBOPBNB_00099	CDS	585	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PEBOPBNB_00099	gene	585	rutB			
PEBOPBNB_00100	CDS	210				hypothetical protein
PEBOPBNB_00100	gene	210				
PEBOPBNB_00101	CDS	1230	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PEBOPBNB_00101	gene	1230	argG			
PEBOPBNB_00102	CDS	936	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
PEBOPBNB_00102	gene	936	argF			
PEBOPBNB_00103	CDS	1173	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
PEBOPBNB_00103	gene	1173	argD			
PEBOPBNB_00104	CDS	675				hypothetical protein
PEBOPBNB_00104	gene	675				
PEBOPBNB_00105	CDS	234				hypothetical protein
PEBOPBNB_00105	gene	234				
PEBOPBNB_00106	CDS	2580	clpB		COG0542	Chaperone protein ClpB
PEBOPBNB_00106	gene	2580	clpB			
PEBOPBNB_00107	CDS	465	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
PEBOPBNB_00107	gene	465	moaE			
PEBOPBNB_00108	CDS	252	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
PEBOPBNB_00108	gene	252	moaD			
PEBOPBNB_00109	CDS	1206	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
PEBOPBNB_00109	gene	1206	moeA_1			
PEBOPBNB_00110	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
PEBOPBNB_00110	gene	528	mobB			
PEBOPBNB_00111	CDS	1335				hypothetical protein
PEBOPBNB_00111	gene	1335				
PEBOPBNB_00112	CDS	1956	dinG	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
PEBOPBNB_00112	gene	1956	dinG			
PEBOPBNB_00113	CDS	864	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
PEBOPBNB_00113	gene	864	htrB			
PEBOPBNB_00114	CDS	909	slt_1	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
PEBOPBNB_00114	gene	909	slt_1			
PEBOPBNB_00115	CDS	1059	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
PEBOPBNB_00115	gene	1059	wbgU_2			
PEBOPBNB_00116	CDS	1281	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
PEBOPBNB_00116	gene	1281	wbpA			
PEBOPBNB_00117	CDS	2790	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
PEBOPBNB_00117	gene	2790	bepA_1			
PEBOPBNB_00118	CDS	1359	atoC_1		COG2204	Regulatory protein AtoC
PEBOPBNB_00118	gene	1359	atoC_1			
PEBOPBNB_00119	CDS	2115	kinD	2.7.13.3		Sporulation kinase D
PEBOPBNB_00119	gene	2115	kinD			
PEBOPBNB_00120	CDS	1383	wecA_1	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
PEBOPBNB_00120	gene	1383	wecA_1			
PEBOPBNB_00121	CDS	2088				hypothetical protein
PEBOPBNB_00121	gene	2088				
PEBOPBNB_00122	CDS	2604	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PEBOPBNB_00122	gene	2604	dctM_1			
PEBOPBNB_00123	CDS	966				hypothetical protein
PEBOPBNB_00123	gene	966				
PEBOPBNB_00124	CDS	789	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
PEBOPBNB_00124	gene	789	crt_1			
PEBOPBNB_00125	CDS	2190	pat_1	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
PEBOPBNB_00125	gene	2190	pat_1			
PEBOPBNB_00126	CDS	783	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
PEBOPBNB_00126	gene	783	crt_2			
PEBOPBNB_00127	CDS	2766	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
PEBOPBNB_00127	gene	2766	ldcC			
PEBOPBNB_00128	CDS	1059				hypothetical protein
PEBOPBNB_00128	gene	1059				
PEBOPBNB_00129	CDS	1248				hypothetical protein
PEBOPBNB_00129	gene	1248				
PEBOPBNB_00130	CDS	1293				hypothetical protein
PEBOPBNB_00130	gene	1293				
PEBOPBNB_00131	CDS	465				hypothetical protein
PEBOPBNB_00131	gene	465				
PEBOPBNB_00132	CDS	999	nit1_1	3.5.1.-		Deaminated glutathione amidase
PEBOPBNB_00132	gene	999	nit1_1			
PEBOPBNB_00133	CDS	1308	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
PEBOPBNB_00133	gene	1308	davT			
PEBOPBNB_00134	CDS	1455	davD_1	1.2.1.20	COG1012	Glutarate-semialdehyde dehydrogenase DavD
PEBOPBNB_00134	gene	1455	davD_1			
PEBOPBNB_00135	CDS	1515	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
PEBOPBNB_00135	gene	1515	gabR_1			
PEBOPBNB_00136	CDS	507	hspX_1			Alpha-crystallin
PEBOPBNB_00136	gene	507	hspX_1			
PEBOPBNB_00137	CDS	420			COG0071	18 kDa heat shock protein
PEBOPBNB_00137	gene	420				
PEBOPBNB_00138	CDS	303				hypothetical protein
PEBOPBNB_00138	gene	303				
PEBOPBNB_00139	CDS	783				hypothetical protein
PEBOPBNB_00139	gene	783				
PEBOPBNB_00140	CDS	2079				hypothetical protein
PEBOPBNB_00140	gene	2079				
PEBOPBNB_00141	CDS	654	motB_1		COG1360	Motility protein B
PEBOPBNB_00141	gene	654	motB_1			
PEBOPBNB_00142	CDS	912				hypothetical protein
PEBOPBNB_00142	gene	912				
PEBOPBNB_00143	CDS	447				hypothetical protein
PEBOPBNB_00143	gene	447				
PEBOPBNB_00144	CDS	882	qmcA_1		COG0330	Protein QmcA
PEBOPBNB_00144	gene	882	qmcA_1			
PEBOPBNB_00145	CDS	144				hypothetical protein
PEBOPBNB_00145	gene	144				
PEBOPBNB_00146	CDS	459				hypothetical protein
PEBOPBNB_00146	gene	459				
PEBOPBNB_00147	CDS	984				hypothetical protein
PEBOPBNB_00147	gene	984				
PEBOPBNB_00148	CDS	456				hypothetical protein
PEBOPBNB_00148	gene	456				
PEBOPBNB_00149	CDS	912	ribN			Riboflavin transporter
PEBOPBNB_00149	gene	912	ribN			
PEBOPBNB_00150	CDS	1512	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PEBOPBNB_00150	gene	1512	nnr			
PEBOPBNB_00151	CDS	1011	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
PEBOPBNB_00151	gene	1011	hdaH			
PEBOPBNB_00152	CDS	720				hypothetical protein
PEBOPBNB_00152	gene	720				
PEBOPBNB_00153	CDS	4041	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
PEBOPBNB_00153	gene	4041	purL			
PEBOPBNB_00154	CDS	789		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
PEBOPBNB_00154	gene	789				
PEBOPBNB_00155	CDS	318	bolA		COG0271	DNA-binding transcriptional regulator BolA
PEBOPBNB_00155	gene	318	bolA			
PEBOPBNB_00156	CDS	306	yciI		COG2350	Protein YciI
PEBOPBNB_00156	gene	306	yciI			
PEBOPBNB_00157	CDS	534	yciB		COG2917	Intracellular septation protein
PEBOPBNB_00157	gene	534	yciB			
PEBOPBNB_00158	CDS	1290	norM		COG0534	Multidrug resistance protein NorM
PEBOPBNB_00158	gene	1290	norM			
PEBOPBNB_00159	CDS	459	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PEBOPBNB_00159	gene	459	glpE_1			
PEBOPBNB_00160	CDS	2859	barA_1	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
PEBOPBNB_00160	gene	2859	barA_1			
PEBOPBNB_00161	CDS	2748	barA_2	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
PEBOPBNB_00161	gene	2748	barA_2			
PEBOPBNB_00162	CDS	2112			COG2200	putative signaling protein
PEBOPBNB_00162	gene	2112				
PEBOPBNB_00163	CDS	1056	vdcA	2.7.7.65		Diguanylate cyclase VdcA
PEBOPBNB_00163	gene	1056	vdcA			
PEBOPBNB_00164	CDS	1428	dgcM_1	2.7.7.65	COG2199	Diguanylate cyclase DgcM
PEBOPBNB_00164	gene	1428	dgcM_1			
PEBOPBNB_00165	CDS	924				hypothetical protein
PEBOPBNB_00165	gene	924				
PEBOPBNB_00166	CDS	2676	pacL_1	3.6.3.8	COG0474	Calcium-transporting ATPase
PEBOPBNB_00166	gene	2676	pacL_1			
PEBOPBNB_00167	CDS	1512				putative protein
PEBOPBNB_00167	gene	1512				
PEBOPBNB_00168	CDS	357				hypothetical protein
PEBOPBNB_00168	gene	357				
PEBOPBNB_00169	CDS	1485	ygiF_1	3.6.1.25	COG3025	Inorganic triphosphatase
PEBOPBNB_00169	gene	1485	ygiF_1			
PEBOPBNB_00170	CDS	702	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
PEBOPBNB_00170	gene	702	tam_1			
PEBOPBNB_00171	CDS	642				hypothetical protein
PEBOPBNB_00171	gene	642				
PEBOPBNB_00172	CDS	1464	pleD_2			Response regulator PleD
PEBOPBNB_00172	gene	1464	pleD_2			
PEBOPBNB_00173	CDS	801	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
PEBOPBNB_00173	gene	801	echA8_1			
PEBOPBNB_00174	CDS	618				hypothetical protein
PEBOPBNB_00174	gene	618				
PEBOPBNB_00175	CDS	945				hypothetical protein
PEBOPBNB_00175	gene	945				
PEBOPBNB_00176	CDS	765	mlaF_1	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
PEBOPBNB_00176	gene	765	mlaF_1			
PEBOPBNB_00177	CDS	1119	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
PEBOPBNB_00177	gene	1119	mlaE_1			
PEBOPBNB_00178	CDS	1512	ppx_1	3.6.1.11	COG0248	Exopolyphosphatase
PEBOPBNB_00178	gene	1512	ppx_1			
PEBOPBNB_00179	CDS	2121	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PEBOPBNB_00179	gene	2121	ppk			
PEBOPBNB_00180	CDS	2256	relA_1	2.7.6.5	COG0317	GTP pyrophosphokinase
PEBOPBNB_00180	gene	2256	relA_1			
PEBOPBNB_00181	CDS	906				hypothetical protein
PEBOPBNB_00181	gene	906				
PEBOPBNB_00182	CDS	789	mtfA		COG3228	Protein MtfA
PEBOPBNB_00182	gene	789	mtfA			
PEBOPBNB_00183	CDS	888	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PEBOPBNB_00183	gene	888	panE			
PEBOPBNB_00184	CDS	1887	yejM		COG3083	Inner membrane protein YejM
PEBOPBNB_00184	gene	1887	yejM			
PEBOPBNB_00185	CDS	522	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
PEBOPBNB_00185	gene	522	sodC1			
PEBOPBNB_00186	CDS	900	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
PEBOPBNB_00186	gene	900	yvaM			
PEBOPBNB_00187	CDS	258				hypothetical protein
PEBOPBNB_00187	gene	258				
PEBOPBNB_00188	CDS	2325	pleD_3			Response regulator PleD
PEBOPBNB_00188	gene	2325	pleD_3			
PEBOPBNB_00189	CDS	1104				hypothetical protein
PEBOPBNB_00189	gene	1104				
PEBOPBNB_00190	CDS	2352	comEC		COG0658	ComE operon protein 3
PEBOPBNB_00190	gene	2352	comEC			
PEBOPBNB_00191	CDS	2022	mcpQ		COG0840	Methyl-accepting chemotaxis protein McpQ
PEBOPBNB_00191	gene	2022	mcpQ			
PEBOPBNB_00192	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PEBOPBNB_00192	gene	687	lolD_1			
PEBOPBNB_00193	CDS	1248	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PEBOPBNB_00193	gene	1248	lolE_1			
PEBOPBNB_00194	CDS	1077				hypothetical protein
PEBOPBNB_00194	gene	1077				
PEBOPBNB_00195	CDS	1746	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PEBOPBNB_00195	gene	1746	recJ			
PEBOPBNB_00196	CDS	1464			COG2239	Magnesium transporter MgtE
PEBOPBNB_00196	gene	1464				
PEBOPBNB_00197	CDS	390				hypothetical protein
PEBOPBNB_00197	gene	390				
PEBOPBNB_00198	CDS	723	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
PEBOPBNB_00198	gene	723	cat_1			
PEBOPBNB_00199	CDS	1653	ctpH			Methyl-accepting chemotaxis protein CtpH
PEBOPBNB_00199	gene	1653	ctpH			
PEBOPBNB_00200	CDS	1269	prfB		COG1186	Peptide chain release factor RF2
PEBOPBNB_00200	gene	1269	prfB			
PEBOPBNB_00201	CDS	498				hypothetical protein
PEBOPBNB_00201	gene	498				
PEBOPBNB_00202	CDS	1515	lysS	6.1.1.6		Lysine--tRNA ligase
PEBOPBNB_00202	gene	1515	lysS			
PEBOPBNB_00203	CDS	1224	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PEBOPBNB_00203	gene	1224	mnmC			
PEBOPBNB_00204	CDS	1284	mdeA	4.4.1.11		L-methionine gamma-lyase
PEBOPBNB_00204	gene	1284	mdeA			
PEBOPBNB_00205	CDS	1113	zapE		COG1485	Cell division protein ZapE
PEBOPBNB_00205	gene	1113	zapE			
PEBOPBNB_00206	CDS	810				hypothetical protein
PEBOPBNB_00206	gene	810				
PEBOPBNB_00207	CDS	1074	ybgK		COG1984	putative protein YbgK
PEBOPBNB_00207	gene	1074	ybgK			
PEBOPBNB_00208	CDS	906	kipI		COG2049	Kinase A inhibitor
PEBOPBNB_00208	gene	906	kipI			
PEBOPBNB_00209	CDS	444	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
PEBOPBNB_00209	gene	444	queD			
PEBOPBNB_00210	CDS	438				hypothetical protein
PEBOPBNB_00210	gene	438				
PEBOPBNB_00211	CDS	396				hypothetical protein
PEBOPBNB_00211	gene	396				
PEBOPBNB_00212	CDS	348				hypothetical protein
PEBOPBNB_00212	gene	348				
PEBOPBNB_00213	CDS	1503				hypothetical protein
PEBOPBNB_00213	gene	1503				
PEBOPBNB_00214	CDS	2004	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
PEBOPBNB_00214	gene	2004	carA_1			
PEBOPBNB_00215	CDS	1071				hypothetical protein
PEBOPBNB_00215	gene	1071				
PEBOPBNB_00216	CDS	594	ycf3			Photosystem I assembly protein Ycf3
PEBOPBNB_00216	gene	594	ycf3			
PEBOPBNB_00217	CDS	306				hypothetical protein
PEBOPBNB_00217	gene	306				
PEBOPBNB_00218	CDS	819				hypothetical protein
PEBOPBNB_00218	gene	819				
PEBOPBNB_00219	CDS	1401				hypothetical protein
PEBOPBNB_00219	gene	1401				
PEBOPBNB_00220	CDS	597				hypothetical protein
PEBOPBNB_00220	gene	597				
PEBOPBNB_00221	CDS	1212				hypothetical protein
PEBOPBNB_00221	gene	1212				
PEBOPBNB_00222	CDS	1203	dinB	2.7.7.7	COG0389	DNA polymerase IV
PEBOPBNB_00222	gene	1203	dinB			
PEBOPBNB_00223	CDS	261				hypothetical protein
PEBOPBNB_00223	gene	261				
PEBOPBNB_00224	CDS	303				hypothetical protein
PEBOPBNB_00224	gene	303				
