Orthogroup	spades-bin.32	644736333
OG0000016	BBLLADNB_03017	MCBBHCNB_04695, MCBBHCNB_01702, MCBBHCNB_04375, MCBBHCNB_02561, MCBBHCNB_01939, MCBBHCNB_00334, MCBBHCNB_02044, MCBBHCNB_00078, MCBBHCNB_01136, MCBBHCNB_00431, MCBBHCNB_02080, MCBBHCNB_02357, MCBBHCNB_03028, MCBBHCNB_01179, MCBBHCNB_01548, MCBBHCNB_04562
OG0000018	BBLLADNB_02917	MCBBHCNB_01355
OG0000018	BBLLADNB_03302	MCBBHCNB_01757
OG0000019	BBLLADNB_01031	MCBBHCNB_02385
OG0000020	BBLLADNB_00458	MCBBHCNB_03129
OG0000020	BBLLADNB_03115	MCBBHCNB_00893
OG0000021	BBLLADNB_02362, BBLLADNB_00396	MCBBHCNB_00423
OG0000022	BBLLADNB_02895	MCBBHCNB_01790
OG0000024	BBLLADNB_01074	MCBBHCNB_00420, MCBBHCNB_00222
OG0000025	BBLLADNB_00234	MCBBHCNB_01680
OG0000025	BBLLADNB_00232	MCBBHCNB_01682
OG0000026	BBLLADNB_03813	MCBBHCNB_03806, MCBBHCNB_03651
OG0000026	BBLLADNB_01144	MCBBHCNB_01960
OG0000026	BBLLADNB_01301	MCBBHCNB_02696
OG0000027	BBLLADNB_00516	MCBBHCNB_01334
OG0000027	BBLLADNB_03780	MCBBHCNB_02354
OG0000027	BBLLADNB_02016	MCBBHCNB_03705
OG0000028	BBLLADNB_03481	MCBBHCNB_01904
OG0000029	BBLLADNB_00560	MCBBHCNB_04249, MCBBHCNB_02310, MCBBHCNB_00190, MCBBHCNB_00617
OG0000030	BBLLADNB_02770	MCBBHCNB_01336
OG0000030	BBLLADNB_03769	MCBBHCNB_04748
OG0000031	BBLLADNB_02574, BBLLADNB_02737	MCBBHCNB_00781
OG0000032	BBLLADNB_02940	MCBBHCNB_02732
OG0000033	BBLLADNB_02789	MCBBHCNB_01235
OG0000033	BBLLADNB_01136, BBLLADNB_01722	MCBBHCNB_01439
OG0000034	BBLLADNB_01062	MCBBHCNB_00609, MCBBHCNB_01709, MCBBHCNB_00345, MCBBHCNB_04050, MCBBHCNB_01984, MCBBHCNB_03796, MCBBHCNB_03135, MCBBHCNB_02336
OG0000034	BBLLADNB_03824	MCBBHCNB_00153
OG0000036	BBLLADNB_00050	MCBBHCNB_01002
OG0000036	BBLLADNB_03688	MCBBHCNB_02574
OG0000037	BBLLADNB_02512	MCBBHCNB_01810
OG0000037	BBLLADNB_01720	MCBBHCNB_01437
OG0000038	BBLLADNB_01016	MCBBHCNB_01409
OG0000038	BBLLADNB_01017	MCBBHCNB_01410
OG0000039	BBLLADNB_01332	MCBBHCNB_04628
OG0000041	BBLLADNB_01612	MCBBHCNB_02476, MCBBHCNB_02477, MCBBHCNB_02478, MCBBHCNB_00414
OG0000042	BBLLADNB_00833	MCBBHCNB_01030
OG0000042	BBLLADNB_03740	MCBBHCNB_00269
OG0000043	BBLLADNB_03212	MCBBHCNB_02305
OG0000043	BBLLADNB_03100	MCBBHCNB_01277
OG0000044	BBLLADNB_01902	MCBBHCNB_02442
OG0000044	BBLLADNB_02029	MCBBHCNB_03103
OG0000045	BBLLADNB_00254	MCBBHCNB_03184
OG0000045	BBLLADNB_01943	MCBBHCNB_00050, MCBBHCNB_03405
OG0000046	BBLLADNB_03304	MCBBHCNB_01755
OG0000047	BBLLADNB_01205	MCBBHCNB_01502
OG0000048	BBLLADNB_03014	MCBBHCNB_04693, MCBBHCNB_00080, MCBBHCNB_01937, MCBBHCNB_02563, MCBBHCNB_01550, MCBBHCNB_02042, MCBBHCNB_04373, MCBBHCNB_00339, MCBBHCNB_02078, MCBBHCNB_03026, MCBBHCNB_04568, MCBBHCNB_00429, MCBBHCNB_01181, MCBBHCNB_02355, MCBBHCNB_01704, MCBBHCNB_01138
OG0000049	BBLLADNB_02825	MCBBHCNB_01145
OG0000050	BBLLADNB_03871	MCBBHCNB_00014, MCBBHCNB_00022
OG0000051	BBLLADNB_03799	MCBBHCNB_01876
OG0000052	BBLLADNB_01939	MCBBHCNB_01221
OG0000052	BBLLADNB_01564	MCBBHCNB_01081
OG0000053	BBLLADNB_01069	MCBBHCNB_00448
OG0000054	BBLLADNB_00370	MCBBHCNB_00516
OG0000054	BBLLADNB_01519	MCBBHCNB_02328
OG0000055	BBLLADNB_03877	MCBBHCNB_01722, MCBBHCNB_02148, MCBBHCNB_01696
OG0000055	BBLLADNB_03876	MCBBHCNB_01711
OG0000056	BBLLADNB_02172	MCBBHCNB_00229
OG0000057	BBLLADNB_03571	MCBBHCNB_00306
OG0000057	BBLLADNB_02559	MCBBHCNB_00305
OG0000058	BBLLADNB_00531	MCBBHCNB_00761
OG0000059	BBLLADNB_02843	MCBBHCNB_03008
OG0000059	BBLLADNB_03386	MCBBHCNB_03300
OG0000060	BBLLADNB_02996, BBLLADNB_01044	MCBBHCNB_02372
OG0000062	BBLLADNB_02809	MCBBHCNB_04175
OG0000062	BBLLADNB_02808	MCBBHCNB_04174
OG0000063	BBLLADNB_03591	MCBBHCNB_02666
OG0000063	BBLLADNB_01762	MCBBHCNB_03393
OG0000064	BBLLADNB_03384	MCBBHCNB_00214
OG0000064	BBLLADNB_01223	MCBBHCNB_02397
OG0000065	BBLLADNB_02912	MCBBHCNB_01787
OG0000065	BBLLADNB_03516	MCBBHCNB_03903
OG0000066	BBLLADNB_01070	MCBBHCNB_00447
OG0000067	BBLLADNB_02664	MCBBHCNB_03411
OG0000067	BBLLADNB_03776	MCBBHCNB_04579
OG0000068	BBLLADNB_03159	MCBBHCNB_01855
OG0000070	BBLLADNB_03107, BBLLADNB_03662	MCBBHCNB_00663
OG0000071	BBLLADNB_02913	MCBBHCNB_01783
OG0000071	BBLLADNB_00262	MCBBHCNB_03195
OG0000072	BBLLADNB_00868	MCBBHCNB_03894
OG0000073	BBLLADNB_01613	MCBBHCNB_01587, MCBBHCNB_01588
OG0000074	BBLLADNB_03003, BBLLADNB_02243	MCBBHCNB_01644
OG0000074	BBLLADNB_00364	MCBBHCNB_03578
OG0000075	BBLLADNB_01834	MCBBHCNB_04167
OG0000075	BBLLADNB_00307	MCBBHCNB_03164
OG0000076	BBLLADNB_00340	MCBBHCNB_03399
OG0000076	BBLLADNB_00652	MCBBHCNB_03696
OG0000077	BBLLADNB_02286	MCBBHCNB_03126
OG0000078	BBLLADNB_00755, BBLLADNB_00766	MCBBHCNB_03574
OG0000079	BBLLADNB_03718	MCBBHCNB_01886
OG0000079	BBLLADNB_03593	MCBBHCNB_01156
OG0000080	BBLLADNB_00466, BBLLADNB_01441	MCBBHCNB_00343
OG0000081	BBLLADNB_01674	MCBBHCNB_02581
OG0000082	BBLLADNB_01043	MCBBHCNB_01270, MCBBHCNB_00358
OG0000082	BBLLADNB_01102, BBLLADNB_01448	MCBBHCNB_00351, MCBBHCNB_00428, MCBBHCNB_00359, MCBBHCNB_00361, MCBBHCNB_02002
OG0000083	BBLLADNB_02141	MCBBHCNB_04636
OG0000083	BBLLADNB_02028	MCBBHCNB_03104
OG0000084	BBLLADNB_03705	MCBBHCNB_01650
OG0000085	BBLLADNB_03162, BBLLADNB_00836	MCBBHCNB_01037
OG0000087	BBLLADNB_02085	MCBBHCNB_03464
OG0000087	BBLLADNB_01215	MCBBHCNB_02389
OG0000088	BBLLADNB_01048	MCBBHCNB_02368
OG0000089	BBLLADNB_03117	MCBBHCNB_02123
OG0000090	BBLLADNB_03364	MCBBHCNB_02160
OG0000091	BBLLADNB_01733	MCBBHCNB_00226, MCBBHCNB_00406
OG0000092	BBLLADNB_03648	MCBBHCNB_00227, MCBBHCNB_00405
OG0000093	BBLLADNB_03580	MCBBHCNB_02770
OG0000094	BBLLADNB_03381	MCBBHCNB_00225
OG0000095	BBLLADNB_02570	MCBBHCNB_03217
OG0000096	BBLLADNB_01549	MCBBHCNB_00182
OG0000098	BBLLADNB_03088	MCBBHCNB_01523
OG0000099	BBLLADNB_01516	MCBBHCNB_01858
OG0000099	BBLLADNB_00371	MCBBHCNB_00517
OG0000100	BBLLADNB_02030	MCBBHCNB_03102
OG0000100	BBLLADNB_01901	MCBBHCNB_02443
OG0000101	BBLLADNB_02965	MCBBHCNB_01745, MCBBHCNB_04012, MCBBHCNB_02361
OG0000105	BBLLADNB_02590	MCBBHCNB_00851
OG0000107	BBLLADNB_01277	MCBBHCNB_03774, MCBBHCNB_03787
OG0000108	BBLLADNB_01379	MCBBHCNB_02814
OG0000109	BBLLADNB_00650	MCBBHCNB_03694
OG0000110	BBLLADNB_00662	MCBBHCNB_03443
OG0000111	BBLLADNB_02702	MCBBHCNB_02099, MCBBHCNB_02098
OG0000112	BBLLADNB_03151	MCBBHCNB_00660
OG0000114	BBLLADNB_03539	MCBBHCNB_02842, MCBBHCNB_02843
OG0000115	BBLLADNB_02604	MCBBHCNB_02156
OG0000115	BBLLADNB_02495	MCBBHCNB_03613
OG0000116	BBLLADNB_03380	MCBBHCNB_00418, MCBBHCNB_00224
OG0000117	BBLLADNB_02316	MCBBHCNB_02013
OG0000118	BBLLADNB_02317	MCBBHCNB_02014
OG0000119	BBLLADNB_02319	MCBBHCNB_02016
OG0000120	BBLLADNB_00499	MCBBHCNB_01317
OG0000120	BBLLADNB_03915	MCBBHCNB_01853
OG0000121	BBLLADNB_02628	MCBBHCNB_02242
OG0000122	BBLLADNB_03668	MCBBHCNB_01615, MCBBHCNB_02185
OG0000125	BBLLADNB_02766	MCBBHCNB_01341
OG0000126	BBLLADNB_02019	MCBBHCNB_03702
OG0000126	BBLLADNB_02794	MCBBHCNB_04433
OG0000127	BBLLADNB_01838	MCBBHCNB_04078
OG0000129	BBLLADNB_01442	MCBBHCNB_00353, MCBBHCNB_00853, MCBBHCNB_00444, MCBBHCNB_01714, MCBBHCNB_03668, MCBBHCNB_03663, MCBBHCNB_03454
OG0000130	BBLLADNB_00813	MCBBHCNB_02911
OG0000132	BBLLADNB_03103	MCBBHCNB_00362
OG0000134	BBLLADNB_00763	MCBBHCNB_00061, MCBBHCNB_02035
OG0000135	BBLLADNB_00467	MCBBHCNB_03450, MCBBHCNB_00346
OG0000139	BBLLADNB_03911	MCBBHCNB_04625
OG0000140	BBLLADNB_02477	MCBBHCNB_03241
OG0000141	BBLLADNB_02017	MCBBHCNB_03704
OG0000142	BBLLADNB_03111	MCBBHCNB_00899
OG0000144	BBLLADNB_01027	MCBBHCNB_01429
OG0000145	BBLLADNB_03392	MCBBHCNB_00779
OG0000146	BBLLADNB_03150	MCBBHCNB_00659
OG0000147	BBLLADNB_00284	MCBBHCNB_03088
OG0000149	BBLLADNB_02864	MCBBHCNB_04495
OG0000152	BBLLADNB_01941	MCBBHCNB_01219
OG0000153	BBLLADNB_02453	MCBBHCNB_01553
OG0000153	BBLLADNB_01881	MCBBHCNB_03588
OG0000154	BBLLADNB_00384	MCBBHCNB_04076
OG0000154	BBLLADNB_00382	MCBBHCNB_04074
OG0000155	BBLLADNB_03037	MCBBHCNB_02617
OG0000156	BBLLADNB_01924	MCBBHCNB_01621
OG0000157	BBLLADNB_01734	MCBBHCNB_00176
OG0000157	BBLLADNB_03373	MCBBHCNB_00219
OG0000158	BBLLADNB_00207	MCBBHCNB_03956
OG0000159	BBLLADNB_01568	MCBBHCNB_01085
OG0000160	BBLLADNB_03038	MCBBHCNB_02616
OG0000161	BBLLADNB_01337	MCBBHCNB_03457
OG0000161	BBLLADNB_02050	MCBBHCNB_02067, MCBBHCNB_02084, MCBBHCNB_04689, MCBBHCNB_02070, MCBBHCNB_02063
OG0000162	BBLLADNB_01624	MCBBHCNB_00612
OG0000162	BBLLADNB_00985	MCBBHCNB_03932
OG0000163	BBLLADNB_03478	MCBBHCNB_01880
OG0000164	BBLLADNB_02836	MCBBHCNB_02578
OG0000166	BBLLADNB_02619	MCBBHCNB_02594
OG0000168	BBLLADNB_02833	MCBBHCNB_02575
OG0000169	BBLLADNB_02759	MCBBHCNB_04648
OG0000170	BBLLADNB_00809	MCBBHCNB_04708, MCBBHCNB_03290
OG0000171	BBLLADNB_03883	MCBBHCNB_01449
OG0000172	BBLLADNB_02595	MCBBHCNB_00852
OG0000173	BBLLADNB_02960	MCBBHCNB_03639
OG0000174	BBLLADNB_02040	MCBBHCNB_04343
OG0000175	BBLLADNB_00096	MCBBHCNB_02430, MCBBHCNB_03731
OG0000176	BBLLADNB_00561	MCBBHCNB_03549
OG0000178	BBLLADNB_01682	MCBBHCNB_03438, MCBBHCNB_02746
OG0000179	BBLLADNB_03156	MCBBHCNB_00880
OG0000180	BBLLADNB_03608	MCBBHCNB_04574
OG0000181	BBLLADNB_03278	MCBBHCNB_00385
OG0000182	BBLLADNB_02160	MCBBHCNB_01988
OG0000183	BBLLADNB_00862	MCBBHCNB_03904
OG0000184	BBLLADNB_00048	MCBBHCNB_03981
OG0000185	BBLLADNB_01047	MCBBHCNB_02369
OG0000186	BBLLADNB_02879	MCBBHCNB_03370
OG0000189	BBLLADNB_01438	MCBBHCNB_04043
OG0000190	BBLLADNB_00059	MCBBHCNB_01014
OG0000194	BBLLADNB_02109	MCBBHCNB_00922
OG0000195	BBLLADNB_00824, BBLLADNB_01540	MCBBHCNB_02953
OG0000196	BBLLADNB_00584	MCBBHCNB_01763
OG0000197	BBLLADNB_02954, BBLLADNB_03025	MCBBHCNB_01161
OG0000199	BBLLADNB_02886	MCBBHCNB_01781, MCBBHCNB_00403
OG0000200	BBLLADNB_03629	MCBBHCNB_01265
OG0000201	BBLLADNB_02532	MCBBHCNB_00382
OG0000202	BBLLADNB_03829	MCBBHCNB_00384
OG0000203	BBLLADNB_00245	MCBBHCNB_03729, MCBBHCNB_01668
OG0000204	BBLLADNB_01718	MCBBHCNB_01436
OG0000205	BBLLADNB_02335, BBLLADNB_01024	MCBBHCNB_01422
OG0000206	BBLLADNB_02599	MCBBHCNB_01942
OG0000207	BBLLADNB_00982, BBLLADNB_01235	MCBBHCNB_02216
OG0000208	BBLLADNB_01000, BBLLADNB_01763	MCBBHCNB_00400, MCBBHCNB_03680
OG0000209	BBLLADNB_01768	MCBBHCNB_00747
OG0000210	BBLLADNB_00686	MCBBHCNB_03044
OG0000211	BBLLADNB_01001	MCBBHCNB_00379
OG0000212	BBLLADNB_03892	MCBBHCNB_02683
OG0000213	BBLLADNB_03893	MCBBHCNB_02682
OG0000214	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624	MCBBHCNB_02243
OG0000215	BBLLADNB_01004	MCBBHCNB_01398
OG0000216	BBLLADNB_01956, BBLLADNB_01006	MCBBHCNB_01400
OG0000217	BBLLADNB_02992	MCBBHCNB_04189
OG0000218	BBLLADNB_01661	MCBBHCNB_04512
OG0000221	BBLLADNB_02758	MCBBHCNB_04647
OG0000222	BBLLADNB_00790	MCBBHCNB_01295
OG0000223	BBLLADNB_02840	MCBBHCNB_02565
OG0000224	BBLLADNB_02431	MCBBHCNB_02537
OG0000225	BBLLADNB_03622	MCBBHCNB_01963
OG0000226	BBLLADNB_02826	MCBBHCNB_01144
OG0000228	BBLLADNB_02443	MCBBHCNB_04487
OG0000229	BBLLADNB_03149	MCBBHCNB_00658
OG0000230	BBLLADNB_03321	MCBBHCNB_00946
OG0000231	BBLLADNB_01974, BBLLADNB_01975	MCBBHCNB_04479
OG0000232	BBLLADNB_02885	MCBBHCNB_03552
OG0000233	BBLLADNB_00696	MCBBHCNB_02203
OG0000234	BBLLADNB_02514	MCBBHCNB_01808
OG0000235	BBLLADNB_02519	MCBBHCNB_01803
OG0000236	BBLLADNB_00108	MCBBHCNB_02285
OG0000238	BBLLADNB_00576	MCBBHCNB_01771
OG0000239	BBLLADNB_00927	MCBBHCNB_04003
OG0000240	BBLLADNB_00026	MCBBHCNB_01479
OG0000241	BBLLADNB_02387	MCBBHCNB_00885
OG0000243	BBLLADNB_02762	MCBBHCNB_04746
OG0000244	BBLLADNB_02631	MCBBHCNB_04127
OG0000245	BBLLADNB_03520, BBLLADNB_02476	MCBBHCNB_01214
OG0000248	BBLLADNB_02209	MCBBHCNB_02106
OG0000249	BBLLADNB_01042, BBLLADNB_01046	MCBBHCNB_02370
OG0000250	BBLLADNB_03804	MCBBHCNB_01782
OG0000251	BBLLADNB_02948	MCBBHCNB_04534, MCBBHCNB_02583
OG0000252	BBLLADNB_01847	MCBBHCNB_04218
OG0000254	BBLLADNB_00890	MCBBHCNB_03872
OG0000255	BBLLADNB_02245	MCBBHCNB_01205
OG0000256	BBLLADNB_01910	MCBBHCNB_01191
OG0000259	BBLLADNB_01499	MCBBHCNB_03430
OG0000260	BBLLADNB_01340	MCBBHCNB_02634
OG0000261	BBLLADNB_02533	MCBBHCNB_00383
OG0000263	BBLLADNB_03581	MCBBHCNB_02771
OG0000264	BBLLADNB_00053	MCBBHCNB_01007
OG0000265	BBLLADNB_01531	MCBBHCNB_03034
OG0000266	BBLLADNB_00072	MCBBHCNB_01557, MCBBHCNB_01029
OG0000267	BBLLADNB_01305	MCBBHCNB_03986
OG0000268	BBLLADNB_00710	MCBBHCNB_00812
OG0000269	BBLLADNB_00583	MCBBHCNB_01764
OG0000270	BBLLADNB_00577	MCBBHCNB_01770
OG0000271	BBLLADNB_00389, BBLLADNB_00387	MCBBHCNB_04668
OG0000272	BBLLADNB_01349	MCBBHCNB_02924
OG0000274	BBLLADNB_02589	MCBBHCNB_04251
OG0000275	BBLLADNB_03356, BBLLADNB_03164	MCBBHCNB_00711
OG0000276	BBLLADNB_03693	MCBBHCNB_00848
OG0000277	BBLLADNB_02765	MCBBHCNB_01342
OG0000278	BBLLADNB_01942, BBLLADNB_03152	MCBBHCNB_01218
OG0000279	BBLLADNB_00208	MCBBHCNB_03957
OG0000280	BBLLADNB_03544	MCBBHCNB_03948
OG0000281	BBLLADNB_02417, BBLLADNB_02827	MCBBHCNB_01143
OG0000283	BBLLADNB_01567	MCBBHCNB_01084
OG0000284	BBLLADNB_03749	MCBBHCNB_02740
OG0000285	BBLLADNB_03750	MCBBHCNB_02741
OG0000286	BBLLADNB_00764	MCBBHCNB_00060, MCBBHCNB_01598, MCBBHCNB_02034
OG0000287	BBLLADNB_01586, BBLLADNB_02998	MCBBHCNB_01728
OG0000290	BBLLADNB_02158, BBLLADNB_00998	MCBBHCNB_03682
OG0000291	BBLLADNB_01394	MCBBHCNB_02888, MCBBHCNB_02885, MCBBHCNB_01912
OG0000292	BBLLADNB_01057	MCBBHCNB_03670
OG0000293	BBLLADNB_01812	MCBBHCNB_03792
OG0000294	BBLLADNB_00450	MCBBHCNB_01512
OG0000295	BBLLADNB_03476	MCBBHCNB_01882
OG0000296	BBLLADNB_01908	MCBBHCNB_02262
OG0000297	BBLLADNB_01378	MCBBHCNB_01542, MCBBHCNB_02972
OG0000298	BBLLADNB_01544, BBLLADNB_00827	MCBBHCNB_02950
OG0000299	BBLLADNB_01543, BBLLADNB_00826	MCBBHCNB_02951
OG0000301	BBLLADNB_02368	MCBBHCNB_04717
OG0000302	BBLLADNB_02572	MCBBHCNB_02414, MCBBHCNB_02513
OG0000304	BBLLADNB_03612, BBLLADNB_02058	MCBBHCNB_04698, MCBBHCNB_02069, MCBBHCNB_01130, MCBBHCNB_01705, MCBBHCNB_00341, MCBBHCNB_00783
OG0000311	BBLLADNB_01667	MCBBHCNB_00258
OG0000312	BBLLADNB_01659	MCBBHCNB_04509
OG0000313	BBLLADNB_03848	MCBBHCNB_04640
OG0000314	BBLLADNB_02144	MCBBHCNB_00589
OG0000316	BBLLADNB_03772, BBLLADNB_03263	MCBBHCNB_00701
OG0000317	BBLLADNB_03262, BBLLADNB_03773	MCBBHCNB_01442
OG0000318	BBLLADNB_00430	MCBBHCNB_00531
OG0000319	BBLLADNB_01225	MCBBHCNB_02399
OG0000321	BBLLADNB_00610	MCBBHCNB_00291
OG0000322	BBLLADNB_00612	MCBBHCNB_00293
OG0000323	BBLLADNB_02561	MCBBHCNB_00303
OG0000324	BBLLADNB_02558	MCBBHCNB_00311
OG0000326	BBLLADNB_03838	MCBBHCNB_01394
OG0000327	BBLLADNB_02127	MCBBHCNB_00976
OG0000328	BBLLADNB_02124	MCBBHCNB_00979
OG0000329	BBLLADNB_00069	MCBBHCNB_01026
OG0000330	BBLLADNB_02798	MCBBHCNB_04430
OG0000331	BBLLADNB_02799	MCBBHCNB_04429
OG0000332	BBLLADNB_01012	MCBBHCNB_01406
OG0000333	BBLLADNB_03640	MCBBHCNB_01964
OG0000334	BBLLADNB_03641	MCBBHCNB_01962
OG0000335	BBLLADNB_00818	MCBBHCNB_03055
OG0000336	BBLLADNB_02724	MCBBHCNB_02227
OG0000337	BBLLADNB_03238	MCBBHCNB_00567
OG0000338	BBLLADNB_00052	MCBBHCNB_01005
OG0000339	BBLLADNB_01296	MCBBHCNB_04183
OG0000340	BBLLADNB_01295	MCBBHCNB_04184
OG0000341	BBLLADNB_03912	MCBBHCNB_04624
OG0000343	BBLLADNB_03424	MCBBHCNB_00935
OG0000344	BBLLADNB_03552	MCBBHCNB_01376
OG0000345	BBLLADNB_02787	MCBBHCNB_01369
OG0000346	BBLLADNB_02154	MCBBHCNB_00794
OG0000347	BBLLADNB_00929	MCBBHCNB_04005
OG0000348	BBLLADNB_02161	MCBBHCNB_00667
OG0000349	BBLLADNB_01354	MCBBHCNB_04465
OG0000350	BBLLADNB_02806	MCBBHCNB_03493, MCBBHCNB_04172
OG0000351	BBLLADNB_01465	MCBBHCNB_00960
OG0000352	BBLLADNB_01896	MCBBHCNB_02451, MCBBHCNB_03101
OG0000353	BBLLADNB_00864	MCBBHCNB_03898
OG0000354	BBLLADNB_00866	MCBBHCNB_03896
OG0000355	BBLLADNB_00867	MCBBHCNB_03895
OG0000357	BBLLADNB_03638	MCBBHCNB_02337
OG0000358	BBLLADNB_02412	MCBBHCNB_04401
OG0000359	BBLLADNB_00385	MCBBHCNB_00803
OG0000360	BBLLADNB_00562	MCBBHCNB_03550
OG0000361	BBLLADNB_03673	MCBBHCNB_01622
OG0000362	BBLLADNB_03674	MCBBHCNB_01623
OG0000363	BBLLADNB_03675	MCBBHCNB_01624
OG0000364	BBLLADNB_03724	MCBBHCNB_01625
OG0000365	BBLLADNB_02976	MCBBHCNB_03257
OG0000366	BBLLADNB_02107	MCBBHCNB_03253
OG0000367	BBLLADNB_02642	MCBBHCNB_03560
OG0000368	BBLLADNB_02640	MCBBHCNB_03562
OG0000369	BBLLADNB_02639	MCBBHCNB_03563
OG0000370	BBLLADNB_00021	MCBBHCNB_01893
OG0000371	BBLLADNB_01328	MCBBHCNB_04632
OG0000372	BBLLADNB_00239	MCBBHCNB_01674
OG0000373	BBLLADNB_01866	MCBBHCNB_03215
OG0000374	BBLLADNB_03845	MCBBHCNB_01154
OG0000375	BBLLADNB_02502	MCBBHCNB_03607
OG0000376	BBLLADNB_00693	MCBBHCNB_02206
OG0000377	BBLLADNB_00694	MCBBHCNB_02205
OG0000378	BBLLADNB_00695	MCBBHCNB_02204
OG0000379	BBLLADNB_00697	MCBBHCNB_02202
OG0000380	BBLLADNB_02511	MCBBHCNB_01811
OG0000381	BBLLADNB_02518	MCBBHCNB_01804
OG0000382	BBLLADNB_02520	MCBBHCNB_01802
OG0000383	BBLLADNB_02521	MCBBHCNB_01801
OG0000384	BBLLADNB_02896	MCBBHCNB_01791
OG0000385	BBLLADNB_02032	MCBBHCNB_03100
OG0000386	BBLLADNB_02748	MCBBHCNB_02940
OG0000387	BBLLADNB_02947	MCBBHCNB_03327
OG0000388	BBLLADNB_02768	MCBBHCNB_01339
OG0000389	BBLLADNB_02769	MCBBHCNB_01338
OG0000390	BBLLADNB_01617	MCBBHCNB_01592
OG0000391	BBLLADNB_00302	MCBBHCNB_03173
OG0000392	BBLLADNB_01479	MCBBHCNB_03334
OG0000395	BBLLADNB_03371	MCBBHCNB_03914
OG0000396	BBLLADNB_03646	MCBBHCNB_00469
OG0000397	BBLLADNB_02767	MCBBHCNB_01340
OG0000398	BBLLADNB_02463	MCBBHCNB_02623
OG0000399	BBLLADNB_02644	MCBBHCNB_03558
OG0000400	BBLLADNB_03470	MCBBHCNB_00916
OG0000401	BBLLADNB_03469	MCBBHCNB_00915
OG0000402	BBLLADNB_03468	MCBBHCNB_00914
OG0000403	BBLLADNB_03467	MCBBHCNB_00913
OG0000404	BBLLADNB_01699	MCBBHCNB_04600
OG0000405	BBLLADNB_01087	MCBBHCNB_04326
OG0000406	BBLLADNB_03157	MCBBHCNB_00881
OG0000407	BBLLADNB_02389	MCBBHCNB_00883
OG0000408	BBLLADNB_02384	MCBBHCNB_00888
OG0000409	BBLLADNB_02383	MCBBHCNB_00889
OG0000410	BBLLADNB_03116	MCBBHCNB_00892
OG0000411	BBLLADNB_03114	MCBBHCNB_00894
OG0000412	BBLLADNB_03113	MCBBHCNB_00896
OG0000413	BBLLADNB_03112	MCBBHCNB_00897
OG0000414	BBLLADNB_03109	MCBBHCNB_00901
OG0000416	BBLLADNB_03609, BBLLADNB_02451	MCBBHCNB_04575
OG0000417	BBLLADNB_03073	MCBBHCNB_02785
OG0000418	BBLLADNB_01026	MCBBHCNB_01428
OG0000419	BBLLADNB_00588, BBLLADNB_03486	MCBBHCNB_01433
OG0000420	BBLLADNB_00721	MCBBHCNB_00823
