Orthogroup	spades-bin.32	GCA_003332265.1
OG0000025	BBLLADNB_00234, BBLLADNB_00232	BFLDHLJO_04143
OG0000026	BBLLADNB_01144	BFLDHLJO_03161
OG0000026	BBLLADNB_01301	BFLDHLJO_02074
OG0000027	BBLLADNB_00516	BFLDHLJO_03552
OG0000027	BBLLADNB_02016	BFLDHLJO_03055
OG0000028	BBLLADNB_03701	BFLDHLJO_03009
OG0000029	BBLLADNB_00560	BFLDHLJO_00690
OG0000030	BBLLADNB_02770	BFLDHLJO_01988
OG0000030	BBLLADNB_03769	BFLDHLJO_02159
OG0000031	BBLLADNB_02526	BFLDHLJO_02678
OG0000031	BBLLADNB_02737	BFLDHLJO_00513
OG0000032	BBLLADNB_02940	BFLDHLJO_00585
OG0000033	BBLLADNB_01869	BFLDHLJO_02754
OG0000033	BBLLADNB_01136	BFLDHLJO_02611
OG0000033	BBLLADNB_01722	BFLDHLJO_02776
OG0000034	BBLLADNB_01056	BFLDHLJO_01795
OG0000036	BBLLADNB_00050	BFLDHLJO_01216
OG0000036	BBLLADNB_03688	BFLDHLJO_01637
OG0000037	BBLLADNB_02512	BFLDHLJO_02489
OG0000037	BBLLADNB_01720	BFLDHLJO_02778
OG0000038	BBLLADNB_01016	BFLDHLJO_00291
OG0000038	BBLLADNB_01017	BFLDHLJO_00292
OG0000039	BBLLADNB_01823	BFLDHLJO_03372
OG0000041	BBLLADNB_01612	BFLDHLJO_00219
OG0000042	BBLLADNB_00833	BFLDHLJO_01193
OG0000042	BBLLADNB_03740	BFLDHLJO_01926
OG0000043	BBLLADNB_03212	BFLDHLJO_02167
OG0000043	BBLLADNB_03100	BFLDHLJO_01582
OG0000044	BBLLADNB_02029	BFLDHLJO_01136
OG0000045	BBLLADNB_00254	BFLDHLJO_03403
OG0000046	BBLLADNB_03304	BFLDHLJO_00899
OG0000047	BBLLADNB_01205	BFLDHLJO_00610
OG0000048	BBLLADNB_03014	BFLDHLJO_02365
OG0000051	BBLLADNB_03799	BFLDHLJO_01019
OG0000052	BBLLADNB_01564	BFLDHLJO_03290
OG0000053	BBLLADNB_01069	BFLDHLJO_02840
OG0000054	BBLLADNB_00370	BFLDHLJO_04108
OG0000054	BBLLADNB_00357	BFLDHLJO_00503
OG0000054	BBLLADNB_01519	BFLDHLJO_03794
OG0000056	BBLLADNB_02172	BFLDHLJO_03595
OG0000057	BBLLADNB_03571	BFLDHLJO_03111
OG0000057	BBLLADNB_02559	BFLDHLJO_03773
OG0000058	BBLLADNB_00531	BFLDHLJO_00396
OG0000059	BBLLADNB_02843	BFLDHLJO_03040
OG0000059	BBLLADNB_03386	BFLDHLJO_02331
OG0000060	BBLLADNB_02996	BFLDHLJO_00428
OG0000060	BBLLADNB_01044	BFLDHLJO_00435
OG0000061	BBLLADNB_02719	BFLDHLJO_03187
OG0000062	BBLLADNB_02809	BFLDHLJO_00029
OG0000062	BBLLADNB_02808	BFLDHLJO_00028
OG0000063	BBLLADNB_03591	BFLDHLJO_02567
OG0000063	BBLLADNB_01762	BFLDHLJO_01518
OG0000064	BBLLADNB_03384	BFLDHLJO_03162, BFLDHLJO_03201
OG0000064	BBLLADNB_01223	BFLDHLJO_00878
OG0000065	BBLLADNB_02912	BFLDHLJO_02514
OG0000065	BBLLADNB_00863, BBLLADNB_03516	BFLDHLJO_01809
OG0000066	BBLLADNB_01070	BFLDHLJO_02839
OG0000067	BBLLADNB_02664	BFLDHLJO_01405
OG0000067	BBLLADNB_03776	BFLDHLJO_03378
OG0000068	BBLLADNB_03159	BFLDHLJO_00861
OG0000070	BBLLADNB_03662	BFLDHLJO_01591
OG0000070	BBLLADNB_02366	BFLDHLJO_03826
OG0000071	BBLLADNB_02913	BFLDHLJO_02893
OG0000072	BBLLADNB_00868	BFLDHLJO_01815
OG0000073	BBLLADNB_01613	BFLDHLJO_00220
OG0000074	BBLLADNB_02243	BFLDHLJO_02240
OG0000075	BBLLADNB_01834	BFLDHLJO_01517
OG0000075	BBLLADNB_00307	BFLDHLJO_03416
OG0000076	BBLLADNB_00340	BFLDHLJO_02087
OG0000076	BBLLADNB_00652	BFLDHLJO_02916
OG0000077	BBLLADNB_00643	BFLDHLJO_01040
OG0000077	BBLLADNB_02286	BFLDHLJO_02817
OG0000077	BBLLADNB_01199	BFLDHLJO_02895
OG0000078	BBLLADNB_00766	BFLDHLJO_01266
OG0000079	BBLLADNB_03718	BFLDHLJO_01009
OG0000079	BBLLADNB_03593	BFLDHLJO_00418
OG0000080	BBLLADNB_01441	BFLDHLJO_03440
OG0000081	BBLLADNB_01674	BFLDHLJO_01631
OG0000082	BBLLADNB_01043	BFLDHLJO_02370
OG0000082	BBLLADNB_01102, BBLLADNB_01448	BFLDHLJO_00231
OG0000083	BBLLADNB_02141	BFLDHLJO_04172
OG0000083	BBLLADNB_02028	BFLDHLJO_01135
OG0000084	BBLLADNB_02835	BFLDHLJO_01634
OG0000084	BBLLADNB_03705	BFLDHLJO_02299
OG0000085	BBLLADNB_03162, BBLLADNB_00836	BFLDHLJO_01191
OG0000086	BBLLADNB_00235	BFLDHLJO_04135, BFLDHLJO_04124
OG0000087	BBLLADNB_02085	BFLDHLJO_00453
OG0000087	BBLLADNB_01215	BFLDHLJO_00886
OG0000088	BBLLADNB_01048	BFLDHLJO_00431
OG0000089	BBLLADNB_03117	BFLDHLJO_01848
OG0000090	BBLLADNB_03364	BFLDHLJO_00193
OG0000091	BBLLADNB_01733	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209
OG0000092	BBLLADNB_03648	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208
OG0000093	BBLLADNB_02303	BFLDHLJO_03019, BFLDHLJO_00818
OG0000093	BBLLADNB_03580	BFLDHLJO_01753
OG0000094	BBLLADNB_03381	BFLDHLJO_01088
OG0000095	BBLLADNB_02570	BFLDHLJO_00538, BFLDHLJO_03698
OG0000095	BBLLADNB_03727	BFLDHLJO_03926
OG0000096	BBLLADNB_01550, BBLLADNB_01549	BFLDHLJO_03213
OG0000098	BBLLADNB_03088	BFLDHLJO_00723
OG0000098	BBLLADNB_01591, BBLLADNB_02037	BFLDHLJO_03781
OG0000099	BBLLADNB_01516	BFLDHLJO_03791
OG0000099	BBLLADNB_00371	BFLDHLJO_04109
OG0000100	BBLLADNB_02030	BFLDHLJO_01137
OG0000100	BBLLADNB_01901	BFLDHLJO_02695
OG0000101	BBLLADNB_02965	BFLDHLJO_01783
OG0000104	BBLLADNB_00742	BFLDHLJO_01854
OG0000105	BBLLADNB_02590	BFLDHLJO_01678
OG0000107	BBLLADNB_01277	BFLDHLJO_01002
OG0000107	BBLLADNB_01264	BFLDHLJO_03620
OG0000108	BBLLADNB_01379	BFLDHLJO_00786
OG0000109	BBLLADNB_00650	BFLDHLJO_02918
OG0000110	BBLLADNB_00662	BFLDHLJO_01296
OG0000111	BBLLADNB_00969, BBLLADNB_02702	BFLDHLJO_00604
OG0000112	BBLLADNB_03151	BFLDHLJO_03297
OG0000115	BBLLADNB_02495	BFLDHLJO_03947
OG0000116	BBLLADNB_03380	BFLDHLJO_01089
OG0000117	BBLLADNB_02316	BFLDHLJO_02138
OG0000118	BBLLADNB_02317	BFLDHLJO_02139
OG0000119	BBLLADNB_02319	BFLDHLJO_02141
OG0000120	BBLLADNB_00499	BFLDHLJO_03531
OG0000120	BBLLADNB_03915	BFLDHLJO_00863
OG0000121	BBLLADNB_02628	BFLDHLJO_00903
OG0000122	BBLLADNB_03668	BFLDHLJO_01644
OG0000125	BBLLADNB_02766	BFLDHLJO_02389
OG0000126	BBLLADNB_02019	BFLDHLJO_03052
OG0000126	BBLLADNB_02794	BFLDHLJO_01375
OG0000127	BBLLADNB_01838	BFLDHLJO_02714
OG0000128	BBLLADNB_03586	BFLDHLJO_02453, BFLDHLJO_03331
OG0000129	BBLLADNB_01442	BFLDHLJO_01048, BFLDHLJO_03271, BFLDHLJO_03438
OG0000130	BBLLADNB_00813	BFLDHLJO_02790
OG0000134	BBLLADNB_00763	BFLDHLJO_03221
OG0000135	BBLLADNB_00467	BFLDHLJO_03439
OG0000138	BBLLADNB_03919	BFLDHLJO_02831, BFLDHLJO_04168, BFLDHLJO_01393
OG0000139	BBLLADNB_03911	BFLDHLJO_01467
OG0000140	BBLLADNB_02477	BFLDHLJO_02125
OG0000141	BBLLADNB_02017	BFLDHLJO_03054
OG0000142	BBLLADNB_03111	BFLDHLJO_01553
OG0000144	BBLLADNB_01027	BFLDHLJO_00303
OG0000145	BBLLADNB_03392	BFLDHLJO_01576
OG0000146	BBLLADNB_03150	BFLDHLJO_03298
OG0000147	BBLLADNB_03268	BFLDHLJO_03843
OG0000148	BBLLADNB_00391	BFLDHLJO_04123
OG0000149	BBLLADNB_02864	BFLDHLJO_01951
OG0000152	BBLLADNB_01941	BFLDHLJO_01908
OG0000153	BBLLADNB_02453	BFLDHLJO_02353
OG0000155	BBLLADNB_03037	BFLDHLJO_02545
OG0000156	BBLLADNB_01924	BFLDHLJO_02273
OG0000157	BBLLADNB_01734	BFLDHLJO_00159
OG0000158	BBLLADNB_00207	BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194
OG0000159	BBLLADNB_01568	BFLDHLJO_03294
OG0000160	BBLLADNB_03038	BFLDHLJO_02546
OG0000162	BBLLADNB_01624, BBLLADNB_00985	BFLDHLJO_03456
OG0000163	BBLLADNB_03478	BFLDHLJO_01016
OG0000164	BBLLADNB_02836	BFLDHLJO_01633
OG0000164	BBLLADNB_02618	BFLDHLJO_01885, BFLDHLJO_02219, BFLDHLJO_02443
OG0000166	BBLLADNB_02619	BFLDHLJO_03918
OG0000168	BBLLADNB_02833	BFLDHLJO_01636
OG0000169	BBLLADNB_02759	BFLDHLJO_02048
OG0000170	BBLLADNB_00809	BFLDHLJO_02794
OG0000171	BBLLADNB_03883	BFLDHLJO_01262
OG0000172	BBLLADNB_02595	BFLDHLJO_01342
OG0000173	BBLLADNB_02960	BFLDHLJO_00202
OG0000174	BBLLADNB_02040	BFLDHLJO_00107
OG0000176	BBLLADNB_00561	BFLDHLJO_00333
OG0000177	BBLLADNB_03332	BFLDHLJO_01381
OG0000179	BBLLADNB_03156	BFLDHLJO_01536
OG0000181	BBLLADNB_03278	BFLDHLJO_02685
OG0000182	BBLLADNB_02160	BFLDHLJO_02883
OG0000183	BBLLADNB_00862	BFLDHLJO_01808
OG0000184	BBLLADNB_00048	BFLDHLJO_02228
OG0000185	BBLLADNB_01047	BFLDHLJO_00432
OG0000186	BBLLADNB_02879	BFLDHLJO_02384
OG0000186	BBLLADNB_01434	BFLDHLJO_00054
OG0000187	BBLLADNB_01653	BFLDHLJO_02967
OG0000189	BBLLADNB_01438	BFLDHLJO_00058
OG0000190	BBLLADNB_00059	BFLDHLJO_01206
OG0000192	BBLLADNB_00345	BFLDHLJO_02520
OG0000194	BBLLADNB_02109	BFLDHLJO_02372
OG0000194	BBLLADNB_02121	BFLDHLJO_03979
OG0000195	BBLLADNB_00824	BFLDHLJO_01858
OG0000195	BBLLADNB_01540	BFLDHLJO_02592
OG0000196	BBLLADNB_00584	BFLDHLJO_00309
OG0000197	BBLLADNB_03025	BFLDHLJO_00184
OG0000198	BBLLADNB_02588	BFLDHLJO_01680
OG0000199	BBLLADNB_02886	BFLDHLJO_02930
OG0000200	BBLLADNB_03629	BFLDHLJO_00234
OG0000201	BBLLADNB_02539, BBLLADNB_02532	BFLDHLJO_02682
OG0000202	BBLLADNB_03829	BFLDHLJO_02684
OG0000205	BBLLADNB_02335	BFLDHLJO_02146
OG0000207	BBLLADNB_00982	BFLDHLJO_01707
OG0000207	BBLLADNB_01235	BFLDHLJO_01736
OG0000208	BBLLADNB_01000, BBLLADNB_01763	BFLDHLJO_01570
OG0000209	BBLLADNB_01768	BFLDHLJO_01573
OG0000210	BBLLADNB_00686	BFLDHLJO_03643
OG0000211	BBLLADNB_01001	BFLDHLJO_01720
OG0000212	BBLLADNB_03892	BFLDHLJO_03864
OG0000213	BBLLADNB_03893	BFLDHLJO_03865
OG0000214	BBLLADNB_02624	BFLDHLJO_02909
OG0000215	BBLLADNB_01004	BFLDHLJO_00279
OG0000216	BBLLADNB_01006	BFLDHLJO_00281
OG0000217	BBLLADNB_02992	BFLDHLJO_02064
OG0000218	BBLLADNB_01661	BFLDHLJO_01937
OG0000221	BBLLADNB_02758	BFLDHLJO_02049
OG0000223	BBLLADNB_02840	BFLDHLJO_03043
OG0000224	BBLLADNB_02431	BFLDHLJO_01180, BFLDHLJO_01181
OG0000225	BBLLADNB_03622	BFLDHLJO_00930
OG0000226	BBLLADNB_02826, BBLLADNB_02416	BFLDHLJO_00002
OG0000228	BBLLADNB_02443	BFLDHLJO_04093
OG0000229	BBLLADNB_03149	BFLDHLJO_03299
OG0000230	BBLLADNB_03321	BFLDHLJO_03702
OG0000231	BBLLADNB_01974, BBLLADNB_01975	BFLDHLJO_04085
OG0000232	BBLLADNB_02885	BFLDHLJO_00633
OG0000233	BBLLADNB_00696	BFLDHLJO_03812
OG0000234	BBLLADNB_02514	BFLDHLJO_02491
OG0000235	BBLLADNB_02519	BFLDHLJO_02497
OG0000236	BBLLADNB_00108	BFLDHLJO_00948
OG0000238	BBLLADNB_00576	BFLDHLJO_00317
OG0000239	BBLLADNB_00927	BFLDHLJO_00088
OG0000240	BBLLADNB_00026	BFLDHLJO_01238
OG0000241	BBLLADNB_02387	BFLDHLJO_01541
OG0000243	BBLLADNB_02762	BFLDHLJO_03657
OG0000244	BBLLADNB_02631	BFLDHLJO_03486
OG0000245	BBLLADNB_03520, BBLLADNB_02476	BFLDHLJO_02675
OG0000248	BBLLADNB_02209	BFLDHLJO_01877
OG0000249	BBLLADNB_01042, BBLLADNB_01046	BFLDHLJO_00433
OG0000250	BBLLADNB_03804	BFLDHLJO_01806
OG0000251	BBLLADNB_02948	BFLDHLJO_00664
OG0000252	BBLLADNB_01847	BFLDHLJO_02723
OG0000254	BBLLADNB_00890	BFLDHLJO_01837
OG0000255	BBLLADNB_02245	BFLDHLJO_02242
OG0000256	BBLLADNB_01910	BFLDHLJO_02259
OG0000259	BBLLADNB_01499	BFLDHLJO_00749
OG0000260	BBLLADNB_01340	BFLDHLJO_00940
OG0000261	BBLLADNB_02533	BFLDHLJO_02683
OG0000263	BBLLADNB_03581	BFLDHLJO_01752
OG0000264	BBLLADNB_00053	BFLDHLJO_01212
OG0000265	BBLLADNB_01531, BBLLADNB_01511	BFLDHLJO_00735
OG0000266	BBLLADNB_00072	BFLDHLJO_01194
OG0000267	BBLLADNB_01305	BFLDHLJO_02080
OG0000268	BBLLADNB_00710	BFLDHLJO_01424
OG0000269	BBLLADNB_00583	BFLDHLJO_00310
OG0000270	BBLLADNB_00577	BFLDHLJO_00316
OG0000271	BBLLADNB_00389	BFLDHLJO_04121
OG0000271	BBLLADNB_00387	BFLDHLJO_04119
OG0000272	BBLLADNB_01349	BFLDHLJO_01629
OG0000274	BBLLADNB_02589	BFLDHLJO_01679
OG0000275	BBLLADNB_03356	BFLDHLJO_03690
OG0000276	BBLLADNB_03693	BFLDHLJO_01334
OG0000277	BBLLADNB_01819	BFLDHLJO_02390
OG0000277	BBLLADNB_02765	BFLDHLJO_02391
OG0000278	BBLLADNB_01942, BBLLADNB_03152	BFLDHLJO_01907
OG0000279	BBLLADNB_00208	BFLDHLJO_02193
OG0000280	BBLLADNB_03544	BFLDHLJO_02202
OG0000281	BBLLADNB_02417	BFLDHLJO_00003
OG0000281	BBLLADNB_02827	BFLDHLJO_03925
OG0000282	BBLLADNB_01821	BFLDHLJO_00733, BFLDHLJO_00569
OG0000283	BBLLADNB_01567	BFLDHLJO_03293
OG0000284	BBLLADNB_03089	BFLDHLJO_03784
OG0000285	BBLLADNB_03653	BFLDHLJO_03783
OG0000286	BBLLADNB_00764	BFLDHLJO_02015
OG0000287	BBLLADNB_02998	BFLDHLJO_03214, BFLDHLJO_00636
OG0000288	BBLLADNB_00627	BFLDHLJO_03083
OG0000290	BBLLADNB_02158	BFLDHLJO_01399
OG0000290	BBLLADNB_00998	BFLDHLJO_01717
OG0000291	BBLLADNB_01394	BFLDHLJO_01563
OG0000292	BBLLADNB_01057	BFLDHLJO_01794
OG0000294	BBLLADNB_01629	BFLDHLJO_01031
OG0000294	BBLLADNB_00450	BFLDHLJO_02828
OG0000295	BBLLADNB_03476	BFLDHLJO_01014
OG0000296	BBLLADNB_01908	BFLDHLJO_02702
OG0000297	BBLLADNB_01378	BFLDHLJO_00787
OG0000298	BBLLADNB_01544	BFLDHLJO_02595
OG0000298	BBLLADNB_00827	BFLDHLJO_01861
OG0000299	BBLLADNB_01543	BFLDHLJO_02594
OG0000299	BBLLADNB_00826	BFLDHLJO_01860
OG0000301	BBLLADNB_02368	BFLDHLJO_03824
OG0000303	BBLLADNB_00902	BFLDHLJO_03253
OG0000303	BBLLADNB_02177	BFLDHLJO_03602
OG0000304	BBLLADNB_03612, BBLLADNB_02058	BFLDHLJO_02871
OG0000311	BBLLADNB_01667	BFLDHLJO_01931
OG0000312	BBLLADNB_01659	BFLDHLJO_01939
OG0000313	BBLLADNB_03848	BFLDHLJO_02057
OG0000314	BBLLADNB_02144	BFLDHLJO_01328
OG0000316	BBLLADNB_03772, BBLLADNB_03263	BFLDHLJO_03116
OG0000317	BBLLADNB_03262, BBLLADNB_03773	BFLDHLJO_03117
OG0000318	BBLLADNB_00430	BFLDHLJO_03127
OG0000319	BBLLADNB_01225	BFLDHLJO_00876
OG0000321	BBLLADNB_00610	BFLDHLJO_03760
OG0000322	BBLLADNB_00612	BFLDHLJO_03762
OG0000323	BBLLADNB_02561	BFLDHLJO_03771
OG0000324	BBLLADNB_02558	BFLDHLJO_03774
OG0000326	BBLLADNB_03838	BFLDHLJO_00275
OG0000327	BBLLADNB_02127	BFLDHLJO_03724
OG0000328	BBLLADNB_02124	BFLDHLJO_03727
OG0000329	BBLLADNB_00069	BFLDHLJO_01197
OG0000330	BBLLADNB_02798	BFLDHLJO_01371
OG0000331	BBLLADNB_02799	BFLDHLJO_01370
OG0000332	BBLLADNB_01012	BFLDHLJO_00287
OG0000333	BBLLADNB_03640	BFLDHLJO_00932
OG0000334	BBLLADNB_03641	BFLDHLJO_00931
OG0000335	BBLLADNB_00818	BFLDHLJO_02954
OG0000336	BBLLADNB_02724	BFLDHLJO_00918
OG0000337	BBLLADNB_03238	BFLDHLJO_03802
OG0000338	BBLLADNB_00052	BFLDHLJO_01214
OG0000339	BBLLADNB_01296	BFLDHLJO_02070
OG0000340	BBLLADNB_01295	BFLDHLJO_02069
OG0000341	BBLLADNB_03912	BFLDHLJO_01468
OG0000343	BBLLADNB_03424	BFLDHLJO_02980
OG0000344	BBLLADNB_03552	BFLDHLJO_00266
OG0000345	BBLLADNB_02787	BFLDHLJO_00259
OG0000346	BBLLADNB_02154	BFLDHLJO_01414
OG0000347	BBLLADNB_00929	BFLDHLJO_00086
OG0000348	BBLLADNB_02161	BFLDHLJO_01594
OG0000349	BBLLADNB_01354	BFLDHLJO_04071, BFLDHLJO_04141
OG0000350	BBLLADNB_02806	BFLDHLJO_00026
OG0000351	BBLLADNB_01465	BFLDHLJO_03715
OG0000352	BBLLADNB_01896	BFLDHLJO_02693
OG0000353	BBLLADNB_00864	BFLDHLJO_01810
OG0000354	BBLLADNB_00866	BFLDHLJO_01812
OG0000355	BBLLADNB_00867	BFLDHLJO_01813
OG0000357	BBLLADNB_01725	BFLDHLJO_02773
OG0000358	BBLLADNB_02412	BFLDHLJO_00129
OG0000359	BBLLADNB_00385	BFLDHLJO_03445
OG0000360	BBLLADNB_00562	BFLDHLJO_00332
OG0000361	BBLLADNB_03673	BFLDHLJO_02276
OG0000362	BBLLADNB_03674	BFLDHLJO_02277
OG0000363	BBLLADNB_03675	BFLDHLJO_02278
OG0000364	BBLLADNB_03724	BFLDHLJO_02279
OG0000365	BBLLADNB_02976	BFLDHLJO_03570
OG0000366	BBLLADNB_02107	BFLDHLJO_03574
OG0000367	BBLLADNB_02642	BFLDHLJO_00625
OG0000368	BBLLADNB_02640	BFLDHLJO_00623
OG0000369	BBLLADNB_02639	BFLDHLJO_00622
OG0000370	BBLLADNB_00021	BFLDHLJO_02185
OG0000371	BBLLADNB_01328	BFLDHLJO_01461
OG0000373	BBLLADNB_01866	BFLDHLJO_02304
OG0000374	BBLLADNB_03845	BFLDHLJO_04154
OG0000375	BBLLADNB_02502	BFLDHLJO_03941
OG0000376	BBLLADNB_00693	BFLDHLJO_03815
OG0000377	BBLLADNB_00694	BFLDHLJO_03814
OG0000378	BBLLADNB_00695	BFLDHLJO_03813
OG0000379	BBLLADNB_00697	BFLDHLJO_02418
OG0000380	BBLLADNB_02511	BFLDHLJO_02488
OG0000381	BBLLADNB_02518	BFLDHLJO_02496
OG0000382	BBLLADNB_02520	BFLDHLJO_02498
OG0000383	BBLLADNB_02521	BFLDHLJO_02499
OG0000384	BBLLADNB_02896	BFLDHLJO_02509
OG0000385	BBLLADNB_02032	BFLDHLJO_01139
OG0000386	BBLLADNB_02748	BFLDHLJO_01662
OG0000387	BBLLADNB_02947	BFLDHLJO_00665
OG0000388	BBLLADNB_02768	BFLDHLJO_01986
OG0000389	BBLLADNB_02769	BFLDHLJO_01987
OG0000390	BBLLADNB_01617	BFLDHLJO_00224
OG0000391	BBLLADNB_00302	BFLDHLJO_03414
OG0000392	BBLLADNB_01479	BFLDHLJO_00673
OG0000394	BBLLADNB_01532	BFLDHLJO_01395
OG0000395	BBLLADNB_03371	BFLDHLJO_00015
OG0000396	BBLLADNB_03646	BFLDHLJO_01901
OG0000397	BBLLADNB_02767	BFLDHLJO_02388
OG0000398	BBLLADNB_02463	BFLDHLJO_01650
OG0000399	BBLLADNB_02644	BFLDHLJO_00627
OG0000400	BBLLADNB_03470	BFLDHLJO_02408
OG0000401	BBLLADNB_03469	BFLDHLJO_02407
OG0000402	BBLLADNB_03468	BFLDHLJO_02406
OG0000403	BBLLADNB_03467	BFLDHLJO_02405
OG0000404	BBLLADNB_01699	BFLDHLJO_01493
OG0000405	BBLLADNB_01087	BFLDHLJO_01104
OG0000406	BBLLADNB_03157	BFLDHLJO_01537
OG0000407	BBLLADNB_02389	BFLDHLJO_01539
OG0000408	BBLLADNB_02384	BFLDHLJO_01544
OG0000409	BBLLADNB_02383	BFLDHLJO_01545
OG0000410	BBLLADNB_03116	BFLDHLJO_01548
OG0000411	BBLLADNB_03114	BFLDHLJO_01550
OG0000412	BBLLADNB_03113	BFLDHLJO_01551
OG0000413	BBLLADNB_03112	BFLDHLJO_01552
OG0000414	BBLLADNB_03109	BFLDHLJO_01555
OG0000416	BBLLADNB_03609, BBLLADNB_02451	BFLDHLJO_04038
OG0000417	BBLLADNB_03073	BFLDHLJO_00754
OG0000418	BBLLADNB_01026	BFLDHLJO_00302
OG0000419	BBLLADNB_00588, BBLLADNB_03486	BFLDHLJO_00306
OG0000420	BBLLADNB_00721	BFLDHLJO_01435
OG0000421	BBLLADNB_00734	BFLDHLJO_01448, BFLDHLJO_03100
OG0000422	BBLLADNB_01710	BFLDHLJO_01504
OG0000423	BBLLADNB_02129	BFLDHLJO_03723
OG0000424	BBLLADNB_02763	BFLDHLJO_03656
OG0000425	BBLLADNB_02634	BFLDHLJO_03489
OG0000426	BBLLADNB_01766	BFLDHLJO_01571
OG0000427	BBLLADNB_03730	BFLDHLJO_03286
OG0000428	BBLLADNB_03731	BFLDHLJO_03285
OG0000429	BBLLADNB_03732	BFLDHLJO_03284
OG0000430	BBLLADNB_02908	BFLDHLJO_03342, BFLDHLJO_03272
OG0000431	BBLLADNB_00854	BFLDHLJO_03350
OG0000432	BBLLADNB_00849	BFLDHLJO_03355
OG0000433	BBLLADNB_02012	BFLDHLJO_03058
OG0000434	BBLLADNB_02531	BFLDHLJO_03071
OG0000435	BBLLADNB_00095	BFLDHLJO_00960
OG0000436	BBLLADNB_00080	BFLDHLJO_00976
OG0000437	BBLLADNB_00079	BFLDHLJO_00977
OG0000438	BBLLADNB_00078	BFLDHLJO_00978
OG0000440	BBLLADNB_02803	BFLDHLJO_00024
OG0000441	BBLLADNB_01232	BFLDHLJO_01733
OG0000442	BBLLADNB_02882	BFLDHLJO_02381
OG0000443	BBLLADNB_00660	BFLDHLJO_01294
OG0000444	BBLLADNB_00390	BFLDHLJO_04122
OG0000445	BBLLADNB_01437	BFLDHLJO_00057
OG0000446	BBLLADNB_02773	BFLDHLJO_04074
OG0000447	BBLLADNB_02950	BFLDHLJO_00658
OG0000448	BBLLADNB_00104	BFLDHLJO_00952
OG0000449	BBLLADNB_03567	BFLDHLJO_02293
OG0000450	BBLLADNB_03298	BFLDHLJO_02710
OG0000452	BBLLADNB_03244	BFLDHLJO_00064
OG0000453	BBLLADNB_01119	BFLDHLJO_03004
OG0000454	BBLLADNB_01120	BFLDHLJO_03005
OG0000455	BBLLADNB_03241	BFLDHLJO_00060
OG0000456	BBLLADNB_01439	BFLDHLJO_00059
OG0000458	BBLLADNB_03535	BFLDHLJO_01693
OG0000459	BBLLADNB_00425	BFLDHLJO_03132
OG0000461	BBLLADNB_02682	BFLDHLJO_03834
OG0000462	BBLLADNB_02424	BFLDHLJO_01174
OG0000463	BBLLADNB_01789	BFLDHLJO_01602, BFLDHLJO_01601
OG0000464	BBLLADNB_01113	BFLDHLJO_02997
OG0000465	BBLLADNB_00402	BFLDHLJO_03156
OG0000466	BBLLADNB_00881	BFLDHLJO_01828
OG0000467	BBLLADNB_03131	BFLDHLJO_04037
OG0000468	BBLLADNB_03133	BFLDHLJO_01344
OG0000469	BBLLADNB_02791	BFLDHLJO_00257
