Orthogroup	spades-bin.32	GCA_000310125.2
OG0000059	BBLLADNB_02843	lcl|AMXB01000015.1_prot_ENO81034.1_2006
OG0000059	BBLLADNB_03386	lcl|AMXB01000008.1_prot_ENO81902.1_1130
OG0000060	BBLLADNB_02117	lcl|AMXB01000061.1_prot_ENO75109.1_4037, lcl|AMXB01000004.1_prot_ENO82658.1_617, lcl|AMXB01000011.1_prot_ENO81536.1_1592
OG0000060	BBLLADNB_02996, BBLLADNB_01044	lcl|AMXB01000033.1_prot_ENO77190.1_3241
OG0000061	BBLLADNB_02719	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416
OG0000062	BBLLADNB_02809, BBLLADNB_02808	lcl|AMXB01000047.1_prot_ENO75817.1_3776
OG0000063	BBLLADNB_03591, BBLLADNB_01762	lcl|AMXB01000029.1_prot_ENO77797.1_3054
OG0000064	BBLLADNB_03384	lcl|AMXB01000037.1_prot_ENO76674.1_3413
OG0000064	BBLLADNB_01223	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827
OG0000067	BBLLADNB_02664, BBLLADNB_03776	lcl|AMXB01000003.1_prot_ENO82824.1_466
OG0000068	BBLLADNB_03159	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816
OG0000070	BBLLADNB_01895, BBLLADNB_03107, BBLLADNB_03662	lcl|AMXB01000034.1_prot_ENO77063.1_3298
OG0000070	BBLLADNB_02366	lcl|AMXB01000008.1_prot_ENO82012.1_1240
OG0000072	BBLLADNB_00868	lcl|AMXB01000018.1_prot_ENO80733.1_2291
OG0000073	BBLLADNB_01613	lcl|AMXB01000019.1_prot_ENO80597.1_2315
OG0000074	BBLLADNB_00364	lcl|AMXB01000004.1_prot_ENO82576.1_535
OG0000075	BBLLADNB_01834, BBLLADNB_00307	lcl|AMXB01000007.1_prot_ENO82111.1_1030
OG0000077	BBLLADNB_00643, BBLLADNB_02286, BBLLADNB_01199	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994
OG0000078	BBLLADNB_00755, BBLLADNB_00766	lcl|AMXB01000058.1_prot_ENO75237.1_4008
OG0000079	BBLLADNB_03718	lcl|AMXB01000014.1_prot_ENO81093.1_1857
OG0000079	BBLLADNB_03593	lcl|AMXB01000053.1_prot_ENO75486.1_3928
OG0000080	BBLLADNB_00466, BBLLADNB_01441	lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000086.1_prot_ENO74497.1_4243, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000007.1_prot_ENO82076.1_995
OG0000081	BBLLADNB_01674	lcl|AMXB01000031.1_prot_ENO77423.1_3157
OG0000083	BBLLADNB_02141, BBLLADNB_02028	lcl|AMXB01000008.1_prot_ENO81943.1_1171
OG0000084	BBLLADNB_02835, BBLLADNB_03705	lcl|AMXB01000017.1_prot_ENO80791.1_2188
OG0000085	BBLLADNB_03162, BBLLADNB_00836	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917
OG0000086	BBLLADNB_00235	lcl|AMXB01000058.1_prot_ENO75233.1_4004, lcl|AMXB01000004.1_prot_ENO82588.1_547
OG0000090	BBLLADNB_03364	lcl|AMXB01000009.1_prot_ENO81864.1_1355
OG0000091	BBLLADNB_01733	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914
OG0000092	BBLLADNB_03648	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913
OG0000093	BBLLADNB_02303	lcl|AMXB01000012.1_prot_ENO81319.1_1622
OG0000093	BBLLADNB_03580	lcl|AMXB01000001.1_prot_ENO83228.1_101
OG0000094	BBLLADNB_03381	lcl|AMXB01000008.1_prot_ENO82017.1_1245
OG0000096	BBLLADNB_01550, BBLLADNB_01549	lcl|AMXB01000030.1_prot_ENO77584.1_3085
OG0000100	BBLLADNB_02030, BBLLADNB_01901	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234
OG0000104	BBLLADNB_00742	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266
OG0000105	BBLLADNB_02590	lcl|AMXB01000026.1_prot_ENO78515.1_2858
OG0000106	BBLLADNB_03305, BBLLADNB_02596	lcl|AMXB01000001.1_prot_ENO83220.1_93
OG0000107	BBLLADNB_01277	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032
OG0000108	BBLLADNB_01379	lcl|AMXB01000010.1_prot_ENO81629.1_1397
OG0000109	BBLLADNB_00650	lcl|AMXB01000011.1_prot_ENO81467.1_1523
OG0000110	BBLLADNB_00662	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268
OG0000111	BBLLADNB_00969	lcl|AMXB01000049.1_prot_ENO75688.1_3827
OG0000111	BBLLADNB_02702	lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948
OG0000112	BBLLADNB_03151	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885
OG0000114	BBLLADNB_02284	lcl|AMXB01000001.1_prot_ENO83223.1_96
OG0000114	BBLLADNB_03539	lcl|AMXB01000007.1_prot_ENO82098.1_1017
OG0000115	BBLLADNB_02604, BBLLADNB_02495	lcl|AMXB01000002.1_prot_ENO82991.1_251
OG0000116	BBLLADNB_03380	lcl|AMXB01000008.1_prot_ENO82016.1_1244
OG0000118	BBLLADNB_02317	lcl|AMXB01000040.1_prot_ENO76341.1_3546
OG0000119	BBLLADNB_02319	lcl|AMXB01000040.1_prot_ENO76340.1_3545
OG0000120	BBLLADNB_00499, BBLLADNB_03915	lcl|AMXB01000029.1_prot_ENO77752.1_3009
OG0000121	BBLLADNB_02628	lcl|AMXB01000020.1_prot_ENO80567.1_2449
OG0000122	BBLLADNB_03668	lcl|AMXB01000043.1_prot_ENO76125.1_3667
OG0000125	BBLLADNB_02766	lcl|AMXB01000040.1_prot_ENO76362.1_3567
OG0000126	BBLLADNB_02019, BBLLADNB_02794	lcl|AMXB01000004.1_prot_ENO82632.1_591
OG0000127	BBLLADNB_01838	lcl|AMXB01000003.1_prot_ENO82841.1_483
OG0000130	BBLLADNB_00813	lcl|AMXB01000002.1_prot_ENO83023.1_283
OG0000134	BBLLADNB_00763	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102
OG0000135	BBLLADNB_00467	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870
OG0000137	BBLLADNB_00955	lcl|AMXB01000016.1_prot_ENO80895.1_2088
OG0000139	BBLLADNB_03911	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263
OG0000140	BBLLADNB_02477	lcl|AMXB01000052.1_prot_ENO75499.1_3890
OG0000141	BBLLADNB_02017	lcl|AMXB01000001.1_prot_ENO83241.1_114
OG0000142	BBLLADNB_03111	lcl|AMXB01000011.1_prot_ENO81554.1_1610
OG0000144	BBLLADNB_01027	lcl|AMXB01000022.1_prot_ENO79623.1_2560
OG0000146	BBLLADNB_03150	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392
OG0000147	BBLLADNB_00284, BBLLADNB_03268	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818
OG0000148	BBLLADNB_00391	lcl|AMXB01000015.1_prot_ENO80974.1_1946
OG0000149	BBLLADNB_02864	lcl|AMXB01000061.1_prot_ENO75115.1_4043
OG0000153	BBLLADNB_02453, BBLLADNB_01881	lcl|AMXB01000007.1_prot_ENO82158.1_1077
OG0000155	BBLLADNB_03037	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813
OG0000156	BBLLADNB_01924	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016
OG0000156	BBLLADNB_03806	lcl|AMXB01000114.1_prot_ENO74336.1_4281
OG0000157	BBLLADNB_01734	lcl|AMXB01000037.1_prot_ENO76688.1_3427
OG0000159	BBLLADNB_01568	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115
OG0000160	BBLLADNB_03038	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081
OG0000162	BBLLADNB_01624, BBLLADNB_00985	lcl|AMXB01000014.1_prot_ENO81131.1_1895
OG0000163	BBLLADNB_03478	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922
OG0000166	BBLLADNB_03403, BBLLADNB_02619	lcl|AMXB01000038.1_prot_ENO76550.1_3460
OG0000169	BBLLADNB_02759	lcl|AMXB01000008.1_prot_ENO81930.1_1158
OG0000170	BBLLADNB_00809	lcl|AMXB01000070.1_prot_ENO74807.1_4151
OG0000171	BBLLADNB_03883	lcl|AMXB01000009.1_prot_ENO81765.1_1256
OG0000171	BBLLADNB_00958	lcl|AMXB01000016.1_prot_ENO80893.1_2086, lcl|AMXB01000009.1_prot_ENO81805.1_1296
OG0000172	BBLLADNB_02595	lcl|AMXB01000017.1_prot_ENO80800.1_2197
OG0000173	BBLLADNB_02960	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337
OG0000174	BBLLADNB_02040	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518
OG0000175	BBLLADNB_00096	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904
OG0000176	BBLLADNB_00561	lcl|AMXB01000021.1_prot_ENO80063.1_2509
OG0000177	BBLLADNB_03332	lcl|AMXB01000022.1_prot_ENO79637.1_2574
OG0000178	BBLLADNB_01682	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363
OG0000180	BBLLADNB_03608	lcl|AMXB01000033.1_prot_ENO77209.1_3260
OG0000181	BBLLADNB_03278	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341
OG0000182	BBLLADNB_02160	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207
OG0000183	BBLLADNB_00862	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618
OG0000184	BBLLADNB_00048	lcl|AMXB01000011.1_prot_ENO81526.1_1582, lcl|AMXB01000043.1_prot_ENO76130.1_3672
OG0000186	BBLLADNB_02879, BBLLADNB_01434	lcl|AMXB01000001.1_prot_ENO83180.1_53
OG0000187	BBLLADNB_01653	lcl|AMXB01000011.1_prot_ENO81515.1_1571
OG0000189	BBLLADNB_01438	lcl|AMXB01000001.1_prot_ENO83200.1_73
OG0000192	BBLLADNB_00345	lcl|AMXB01000002.1_prot_ENO83104.1_364
OG0000194	BBLLADNB_02109, BBLLADNB_02121	lcl|AMXB01000010.1_prot_ENO81612.1_1380
OG0000195	BBLLADNB_00824, BBLLADNB_01540	lcl|AMXB01000006.1_prot_ENO82237.1_841
OG0000196	BBLLADNB_00584	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754
OG0000197	BBLLADNB_02954, BBLLADNB_03025	lcl|AMXB01000065.1_prot_ENO74949.1_4086
OG0000198	BBLLADNB_02588	lcl|AMXB01000026.1_prot_ENO78513.1_2856
OG0000199	BBLLADNB_02886	lcl|AMXB01000005.1_prot_ENO82466.1_761
OG0000200	BBLLADNB_03629, BBLLADNB_03450	lcl|AMXB01000004.1_prot_ENO82664.1_623
OG0000201	BBLLADNB_02539, BBLLADNB_02532	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197
OG0000202	BBLLADNB_03829	lcl|AMXB01000032.1_prot_ENO77261.1_3195
OG0000202	BBLLADNB_02701	lcl|AMXB01000019.1_prot_ENO80584.1_2302
OG0000203	BBLLADNB_00245	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252
OG0000204	BBLLADNB_01718	lcl|AMXB01000091.1_prot_ENO74462.1_4253
OG0000205	BBLLADNB_02335, BBLLADNB_01024	lcl|AMXB01000009.1_prot_ENO81785.1_1276
OG0000206	BBLLADNB_02599	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377
OG0000207	BBLLADNB_00982, BBLLADNB_01235	lcl|AMXB01000007.1_prot_ENO82129.1_1048
OG0000209	BBLLADNB_01768	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912
OG0000210	BBLLADNB_00686	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794
OG0000211	BBLLADNB_01001	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012
OG0000212	BBLLADNB_03892	lcl|AMXB01000026.1_prot_ENO78467.1_2810, lcl|AMXB01000003.1_prot_ENO82793.1_435
OG0000213	BBLLADNB_03893	lcl|AMXB01000026.1_prot_ENO78468.1_2811, lcl|AMXB01000003.1_prot_ENO82794.1_436
OG0000214	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624	lcl|AMXB01000001.1_prot_ENO83161.1_34
OG0000215	BBLLADNB_01004	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078
OG0000216	BBLLADNB_01956, BBLLADNB_01006	lcl|AMXB01000048.1_prot_ENO75755.1_3805
OG0000217	BBLLADNB_02992	lcl|AMXB01000031.1_prot_ENO77412.1_3146
OG0000218	BBLLADNB_01661	lcl|AMXB01000020.1_prot_ENO80548.1_2430
OG0000221	BBLLADNB_02758	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459
OG0000222	BBLLADNB_00790	lcl|AMXB01000010.1_prot_ENO81709.1_1477
OG0000223	BBLLADNB_02840	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891
OG0000224	BBLLADNB_02431	lcl|AMXB01000001.1_prot_ENO83287.1_160
OG0000225	BBLLADNB_03622	lcl|AMXB01000008.1_prot_ENO81897.1_1125
OG0000228	BBLLADNB_02443	lcl|AMXB01000009.1_prot_ENO81833.1_1324
OG0000229	BBLLADNB_03149	lcl|AMXB01000001.1_prot_ENO83295.1_168
OG0000230	BBLLADNB_03321	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181
OG0000231	BBLLADNB_01974, BBLLADNB_01975	lcl|AMXB01000035.1_prot_ENO76916.1_3326
OG0000232	BBLLADNB_02885	lcl|AMXB01000001.1_prot_ENO83206.1_79
OG0000233	BBLLADNB_00696	lcl|AMXB01000001.1_prot_ENO83217.1_90
OG0000234	BBLLADNB_02514	lcl|AMXB01000021.1_prot_ENO80037.1_2483
OG0000235	BBLLADNB_02519, BBLLADNB_00644	lcl|AMXB01000021.1_prot_ENO80032.1_2478
OG0000236	BBLLADNB_00108	lcl|AMXB01000007.1_prot_ENO82087.1_1006
OG0000238	BBLLADNB_00576	lcl|AMXB01000013.1_prot_ENO81224.1_1762
OG0000239	BBLLADNB_00927	lcl|AMXB01000001.1_prot_ENO83194.1_67
OG0000240	BBLLADNB_00026	lcl|AMXB01000006.1_prot_ENO82250.1_854, lcl|AMXB01000002.1_prot_ENO83033.1_293
OG0000243	BBLLADNB_02762	lcl|AMXB01000011.1_prot_ENO81498.1_1554
OG0000244	BBLLADNB_02631	lcl|AMXB01000012.1_prot_ENO81328.1_1631
OG0000245	BBLLADNB_03520, BBLLADNB_02476	lcl|AMXB01000030.1_prot_ENO77557.1_3058
OG0000248	BBLLADNB_02209	lcl|AMXB01000023.1_prot_ENO79287.1_2595
OG0000249	BBLLADNB_01042, BBLLADNB_01046	lcl|AMXB01000045.1_prot_ENO76001.1_3720
OG0000250	BBLLADNB_03804	lcl|AMXB01000104.1_prot_ENO74374.1_4271
OG0000251	BBLLADNB_02948	lcl|AMXB01000011.1_prot_ENO81512.1_1568
OG0000252	BBLLADNB_01847	lcl|AMXB01000003.1_prot_ENO82727.1_369, lcl|AMXB01000072.1_prot_ENO74751.1_4179, lcl|AMXB01000007.1_prot_ENO82039.1_958
OG0000254	BBLLADNB_00890	lcl|AMXB01000019.1_prot_ENO80650.1_2368, lcl|AMXB01000019.1_prot_ENO80648.1_2366, lcl|AMXB01000018.1_prot_ENO80697.1_2255
OG0000255	BBLLADNB_02245	lcl|AMXB01000004.1_prot_ENO82652.1_611, lcl|AMXB01000003.1_prot_ENO82786.1_428
OG0000256	BBLLADNB_01910	lcl|AMXB01000033.1_prot_ENO77179.1_3230, lcl|AMXB01000036.1_prot_ENO76812.1_3383, lcl|AMXB01000003.1_prot_ENO82742.1_384
OG0000259	BBLLADNB_01499	lcl|AMXB01000009.1_prot_ENO81865.1_1356, lcl|AMXB01000024.1_prot_ENO79019.1_2703, lcl|AMXB01000061.1_prot_ENO75105.1_4033
OG0000260	BBLLADNB_01340	lcl|AMXB01000029.1_prot_ENO77770.1_3027
OG0000261	BBLLADNB_02533	lcl|AMXB01000015.1_prot_ENO81006.1_1978
OG0000263	BBLLADNB_03581	lcl|AMXB01000001.1_prot_ENO83227.1_100, lcl|AMXB01000012.1_prot_ENO81337.1_1640, lcl|AMXB01000031.1_prot_ENO77415.1_3149
OG0000265	BBLLADNB_01531, BBLLADNB_01511	lcl|AMXB01000006.1_prot_ENO82233.1_837
OG0000266	BBLLADNB_00072	lcl|AMXB01000051.1_prot_ENO75564.1_3873
OG0000267	BBLLADNB_01305	lcl|AMXB01000034.1_prot_ENO77041.1_3276
OG0000268	BBLLADNB_00710	lcl|AMXB01000013.1_prot_ENO81212.1_1750
OG0000269	BBLLADNB_00583	lcl|AMXB01000013.1_prot_ENO81217.1_1755
OG0000270	BBLLADNB_00577	lcl|AMXB01000013.1_prot_ENO81223.1_1761
OG0000272	BBLLADNB_01349	lcl|AMXB01000017.1_prot_ENO80757.1_2154
OG0000274	BBLLADNB_02589	lcl|AMXB01000012.1_prot_ENO81374.1_1677, lcl|AMXB01000026.1_prot_ENO78514.1_2857
OG0000275	BBLLADNB_03356, BBLLADNB_03164	lcl|AMXB01000005.1_prot_ENO82389.1_684
OG0000276	BBLLADNB_03693, BBLLADNB_03774	lcl|AMXB01000010.1_prot_ENO81722.1_1490
OG0000277	BBLLADNB_01819	lcl|AMXB01000010.1_prot_ENO81595.1_1363
OG0000277	BBLLADNB_02765	lcl|AMXB01000040.1_prot_ENO76361.1_3566
OG0000278	BBLLADNB_01942, BBLLADNB_03152	lcl|AMXB01000013.1_prot_ENO81274.1_1812, lcl|AMXB01000009.1_prot_ENO81782.1_1273
