Orthogroup	spades-bin.32	2687453699
OG0000034	BBLLADNB_01056	PEBOPBNB_01741, PEBOPBNB_01203
OG0000036	BBLLADNB_00050	PEBOPBNB_01743
OG0000036	BBLLADNB_03688	PEBOPBNB_02679
OG0000037	BBLLADNB_02512	PEBOPBNB_02932
OG0000037	BBLLADNB_01720	PEBOPBNB_02071
OG0000038	BBLLADNB_01016	PEBOPBNB_01409
OG0000038	BBLLADNB_01017	PEBOPBNB_01410
OG0000039	BBLLADNB_01332	PEBOPBNB_01057
OG0000039	BBLLADNB_01823	PEBOPBNB_01120
OG0000041	BBLLADNB_01612	PEBOPBNB_01532
OG0000042	BBLLADNB_00833	PEBOPBNB_01765
OG0000042	BBLLADNB_03740	PEBOPBNB_01001
OG0000043	BBLLADNB_03212	PEBOPBNB_01508
OG0000043	BBLLADNB_03100	PEBOPBNB_01182
OG0000044	BBLLADNB_01902	PEBOPBNB_02116
OG0000044	BBLLADNB_02029	PEBOPBNB_02472
OG0000044	BBLLADNB_01428	PEBOPBNB_00342
OG0000045	BBLLADNB_00254	PEBOPBNB_02298
OG0000045	BBLLADNB_01943	PEBOPBNB_03757
OG0000046	BBLLADNB_03304	PEBOPBNB_00079
OG0000047	BBLLADNB_01205	PEBOPBNB_00126
OG0000049	BBLLADNB_03233	PEBOPBNB_00922
OG0000049	BBLLADNB_02825	PEBOPBNB_00613
OG0000050	BBLLADNB_03871	PEBOPBNB_03739
OG0000051	BBLLADNB_03799	PEBOPBNB_01959
OG0000052	BBLLADNB_01939	PEBOPBNB_00985
OG0000052	BBLLADNB_01564	PEBOPBNB_01813
OG0000053	BBLLADNB_01069	PEBOPBNB_00573
OG0000054	BBLLADNB_00370	PEBOPBNB_01285
OG0000054	BBLLADNB_00357	PEBOPBNB_02514
OG0000054	BBLLADNB_01519	PEBOPBNB_00912
OG0000057	BBLLADNB_03571	PEBOPBNB_00685
OG0000057	BBLLADNB_02559	PEBOPBNB_00882
OG0000058	BBLLADNB_00531	PEBOPBNB_01224
OG0000059	BBLLADNB_02843	PEBOPBNB_02186
OG0000059	BBLLADNB_03386	PEBOPBNB_03723
OG0000060	BBLLADNB_02117	PEBOPBNB_03487
OG0000060	BBLLADNB_02996	PEBOPBNB_02880
OG0000060	BBLLADNB_01044	PEBOPBNB_02872
OG0000061	BBLLADNB_02719	PEBOPBNB_00475
OG0000062	BBLLADNB_02809	PEBOPBNB_00366
OG0000062	BBLLADNB_02808	PEBOPBNB_00367
OG0000063	BBLLADNB_03591	PEBOPBNB_03057
OG0000063	BBLLADNB_01762	PEBOPBNB_01169
OG0000064	BBLLADNB_03384	PEBOPBNB_00468
OG0000064	BBLLADNB_01223	PEBOPBNB_02833
OG0000065	BBLLADNB_02912	PEBOPBNB_02955
OG0000065	BBLLADNB_00863	PEBOPBNB_00071
OG0000066	BBLLADNB_01070	PEBOPBNB_00572
OG0000067	BBLLADNB_02664	PEBOPBNB_01858
OG0000067	BBLLADNB_03776	PEBOPBNB_00921
OG0000068	BBLLADNB_03159	PEBOPBNB_02890
OG0000070	BBLLADNB_01895	PEBOPBNB_02109
OG0000070	BBLLADNB_03107, BBLLADNB_03662	PEBOPBNB_01187
OG0000070	BBLLADNB_02366	PEBOPBNB_03078
OG0000071	BBLLADNB_02913	PEBOPBNB_02956
OG0000071	BBLLADNB_00262	PEBOPBNB_02290
OG0000072	BBLLADNB_00868	PEBOPBNB_00066
OG0000073	BBLLADNB_01613	PEBOPBNB_01533
OG0000074	BBLLADNB_03003	PEBOPBNB_01891
OG0000074	BBLLADNB_02243	PEBOPBNB_01631
OG0000074	BBLLADNB_00364	PEBOPBNB_02506
OG0000075	BBLLADNB_01834	PEBOPBNB_01109
OG0000075	BBLLADNB_00307	PEBOPBNB_02313
OG0000076	BBLLADNB_00340	PEBOPBNB_02531
OG0000076	BBLLADNB_00652	PEBOPBNB_02989
OG0000077	BBLLADNB_02286	PEBOPBNB_03333
OG0000077	BBLLADNB_01199	PEBOPBNB_00134
OG0000078	BBLLADNB_00766	PEBOPBNB_00001
OG0000079	BBLLADNB_03718	PEBOPBNB_01970
OG0000079	BBLLADNB_03593	PEBOPBNB_01251
OG0000080	BBLLADNB_01441	PEBOPBNB_03747
OG0000081	BBLLADNB_01674	PEBOPBNB_02672
OG0000083	BBLLADNB_02141	PEBOPBNB_00834
OG0000083	BBLLADNB_02028	PEBOPBNB_02471
OG0000084	BBLLADNB_02835	PEBOPBNB_02676
OG0000084	BBLLADNB_03705	PEBOPBNB_01715
OG0000085	BBLLADNB_03162	PEBOPBNB_02887
OG0000085	BBLLADNB_00836	PEBOPBNB_01768
OG0000086	BBLLADNB_00235	PEBOPBNB_03570
OG0000087	BBLLADNB_02085	PEBOPBNB_02851
OG0000087	BBLLADNB_01215	PEBOPBNB_02841
OG0000088	BBLLADNB_01048	PEBOPBNB_02876
OG0000089	BBLLADNB_03117	PEBOPBNB_00049
OG0000090	BBLLADNB_03364	PEBOPBNB_00214
OG0000091	BBLLADNB_01733	PEBOPBNB_00235
OG0000092	BBLLADNB_03648	PEBOPBNB_03021
OG0000093	BBLLADNB_02303	PEBOPBNB_02414
OG0000093	BBLLADNB_03580	PEBOPBNB_02806
OG0000094	BBLLADNB_03381	PEBOPBNB_00465
OG0000095	BBLLADNB_02570	PEBOPBNB_03117
OG0000095	BBLLADNB_03727	PEBOPBNB_03762
OG0000096	BBLLADNB_01549	PEBOPBNB_00004
OG0000098	BBLLADNB_03088	PEBOPBNB_00901
OG0000098	BBLLADNB_01591, BBLLADNB_02037	PEBOPBNB_02480
OG0000099	BBLLADNB_01516	PEBOPBNB_00909
OG0000099	BBLLADNB_00371	PEBOPBNB_01284
OG0000100	BBLLADNB_02030	PEBOPBNB_02473
OG0000100	BBLLADNB_01901	PEBOPBNB_02115
OG0000101	BBLLADNB_02965	PEBOPBNB_02555
OG0000105	BBLLADNB_02590	PEBOPBNB_03194
OG0000106	BBLLADNB_03305	PEBOPBNB_00080
OG0000106	BBLLADNB_02596	PEBOPBNB_00817
OG0000108	BBLLADNB_01379	PEBOPBNB_02351
OG0000109	BBLLADNB_00650	PEBOPBNB_02987
OG0000110	BBLLADNB_00662	PEBOPBNB_03014
OG0000111	BBLLADNB_00969	PEBOPBNB_02198
OG0000111	BBLLADNB_02702	PEBOPBNB_00135
OG0000112	BBLLADNB_03151	PEBOPBNB_00981
OG0000114	BBLLADNB_02284	PEBOPBNB_03331
OG0000114	BBLLADNB_03539	PEBOPBNB_02712
OG0000115	BBLLADNB_02604	PEBOPBNB_02570
OG0000115	BBLLADNB_02495	PEBOPBNB_03658
OG0000116	BBLLADNB_03380	PEBOPBNB_00464
OG0000117	BBLLADNB_02316	PEBOPBNB_01490
OG0000118	BBLLADNB_02317	PEBOPBNB_01491
OG0000119	BBLLADNB_02319	PEBOPBNB_01493
OG0000120	BBLLADNB_00499	PEBOPBNB_00186
OG0000120	BBLLADNB_03915	PEBOPBNB_02892
OG0000121	BBLLADNB_02628	PEBOPBNB_03688
OG0000122	BBLLADNB_03668	PEBOPBNB_02649
OG0000125	BBLLADNB_02766	PEBOPBNB_01601
OG0000126	BBLLADNB_02019	PEBOPBNB_02175
OG0000126	BBLLADNB_02794	PEBOPBNB_00744
OG0000127	BBLLADNB_01838	PEBOPBNB_02133
OG0000128	BBLLADNB_03586	PEBOPBNB_02707
OG0000129	BBLLADNB_01442	PEBOPBNB_03010
OG0000130	BBLLADNB_00813	PEBOPBNB_03303
OG0000137	BBLLADNB_00955	PEBOPBNB_02212
OG0000139	BBLLADNB_03911	PEBOPBNB_01060
OG0000140	BBLLADNB_02477	PEBOPBNB_01478
OG0000141	BBLLADNB_02017	PEBOPBNB_02173
OG0000142	BBLLADNB_03111	PEBOPBNB_01140
OG0000145	BBLLADNB_03085	PEBOPBNB_00904
OG0000145	BBLLADNB_03392	PEBOPBNB_01177
OG0000146	BBLLADNB_03150	PEBOPBNB_00980
OG0000147	BBLLADNB_00284	PEBOPBNB_02268
OG0000147	BBLLADNB_03268	PEBOPBNB_01034
OG0000148	BBLLADNB_00391	PEBOPBNB_02442, PEBOPBNB_01264
OG0000149	BBLLADNB_02864	PEBOPBNB_01028
OG0000152	BBLLADNB_01941	PEBOPBNB_00983
OG0000153	BBLLADNB_02453	PEBOPBNB_01829
OG0000153	BBLLADNB_01881	PEBOPBNB_00154
OG0000154	BBLLADNB_00384	PEBOPBNB_01271
OG0000154	BBLLADNB_00382	PEBOPBNB_01273
OG0000155	BBLLADNB_03037	PEBOPBNB_02754
OG0000156	BBLLADNB_01924	PEBOPBNB_01663
OG0000157	BBLLADNB_01734	PEBOPBNB_00236
OG0000158	BBLLADNB_00207	PEBOPBNB_03541
OG0000159	BBLLADNB_01568	PEBOPBNB_01817
OG0000160	BBLLADNB_03038	PEBOPBNB_02755
OG0000161	BBLLADNB_01337	PEBOPBNB_01341
OG0000162	BBLLADNB_01624	PEBOPBNB_01944
OG0000162	BBLLADNB_00985	PEBOPBNB_03163
OG0000163	BBLLADNB_03478	PEBOPBNB_01963
OG0000164	BBLLADNB_02836	PEBOPBNB_02675
OG0000168	BBLLADNB_02833	PEBOPBNB_02678
OG0000169	BBLLADNB_02759	PEBOPBNB_00846
OG0000170	BBLLADNB_00809	PEBOPBNB_03307
OG0000171	BBLLADNB_00958	PEBOPBNB_02209
OG0000172	BBLLADNB_02595	PEBOPBNB_00818
OG0000173	BBLLADNB_02960	PEBOPBNB_01516
OG0000174	BBLLADNB_02040	PEBOPBNB_00285
OG0000175	BBLLADNB_00096	PEBOPBNB_02025
OG0000176	BBLLADNB_00561	PEBOPBNB_01449
OG0000177	BBLLADNB_03332	PEBOPBNB_00738
OG0000178	BBLLADNB_01682	PEBOPBNB_02664
OG0000179	BBLLADNB_03156	PEBOPBNB_01155
OG0000180	BBLLADNB_03608	PEBOPBNB_00787
OG0000181	BBLLADNB_03278	PEBOPBNB_00561
OG0000182	BBLLADNB_02160	PEBOPBNB_00637
OG0000183	BBLLADNB_00862	PEBOPBNB_00072
OG0000184	BBLLADNB_00048	PEBOPBNB_01738
OG0000185	BBLLADNB_01047	PEBOPBNB_02875
OG0000186	BBLLADNB_02879	PEBOPBNB_00100
OG0000186	BBLLADNB_01434	PEBOPBNB_00336
OG0000187	BBLLADNB_01653	PEBOPBNB_03500
OG0000189	BBLLADNB_01438	PEBOPBNB_00332
OG0000190	BBLLADNB_00059	PEBOPBNB_01752
OG0000192	BBLLADNB_00345	PEBOPBNB_02526
OG0000194	BBLLADNB_02109	PEBOPBNB_03496
OG0000194	BBLLADNB_02121	PEBOPBNB_03483
OG0000195	BBLLADNB_00824	PEBOPBNB_03284
OG0000195	BBLLADNB_01540	PEBOPBNB_02452
OG0000196	BBLLADNB_00584	PEBOPBNB_01426
OG0000197	BBLLADNB_03025	PEBOPBNB_00227
OG0000198	BBLLADNB_02588	PEBOPBNB_03192
OG0000199	BBLLADNB_02886	PEBOPBNB_02975
OG0000200	BBLLADNB_03629	PEBOPBNB_01352
OG0000200	BBLLADNB_03450	PEBOPBNB_02967
OG0000201	BBLLADNB_02532	PEBOPBNB_00558
OG0000202	BBLLADNB_03829	PEBOPBNB_00560
OG0000203	BBLLADNB_00245	PEBOPBNB_03580
OG0000204	BBLLADNB_01718	PEBOPBNB_02069
OG0000205	BBLLADNB_02335	PEBOPBNB_02738
OG0000205	BBLLADNB_01024	PEBOPBNB_01417
OG0000207	BBLLADNB_00982	PEBOPBNB_03167
OG0000207	BBLLADNB_01235	PEBOPBNB_02821
OG0000208	BBLLADNB_01000	PEBOPBNB_03149
OG0000208	BBLLADNB_01763	PEBOPBNB_01170
OG0000209	BBLLADNB_01768	PEBOPBNB_01175
OG0000210	BBLLADNB_00686	PEBOPBNB_03018
OG0000211	BBLLADNB_01001	PEBOPBNB_03148
OG0000212	BBLLADNB_03892	PEBOPBNB_03365
OG0000213	BBLLADNB_03893	PEBOPBNB_03366
OG0000214	BBLLADNB_02132	PEBOPBNB_03433
OG0000214	BBLLADNB_02926	PEBOPBNB_03460
OG0000214	BBLLADNB_02624	PEBOPBNB_03684
OG0000215	BBLLADNB_01004	PEBOPBNB_01397
OG0000216	BBLLADNB_01006	PEBOPBNB_01399
OG0000217	BBLLADNB_02992	PEBOPBNB_01905
OG0000218	BBLLADNB_01661	PEBOPBNB_01012
OG0000221	BBLLADNB_02758	PEBOPBNB_00845
OG0000222	BBLLADNB_00790	PEBOPBNB_00959
OG0000223	BBLLADNB_02840	PEBOPBNB_02183
OG0000224	BBLLADNB_02431	PEBOPBNB_02497
OG0000225	BBLLADNB_03622	PEBOPBNB_03717
OG0000226	BBLLADNB_02826, BBLLADNB_02416	PEBOPBNB_00609
OG0000228	BBLLADNB_02443	PEBOPBNB_01301
OG0000229	BBLLADNB_03149	PEBOPBNB_00979
OG0000231	BBLLADNB_01974, BBLLADNB_01975	PEBOPBNB_01309
OG0000232	BBLLADNB_02885	PEBOPBNB_00106
OG0000233	BBLLADNB_00696	PEBOPBNB_03733
OG0000234	BBLLADNB_02514	PEBOPBNB_02934
OG0000235	BBLLADNB_02519	PEBOPBNB_02939
OG0000236	BBLLADNB_00108	PEBOPBNB_02037
OG0000238	BBLLADNB_00576	PEBOPBNB_01434
OG0000239	BBLLADNB_00927	PEBOPBNB_00302
OG0000240	BBLLADNB_00026	PEBOPBNB_01697
OG0000241	BBLLADNB_02387	PEBOPBNB_01150
OG0000243	BBLLADNB_02762	PEBOPBNB_00849
OG0000244	BBLLADNB_02631	PEBOPBNB_01550
OG0000245	BBLLADNB_03520, BBLLADNB_02476	PEBOPBNB_00550
OG0000248	BBLLADNB_02209	PEBOPBNB_03270
OG0000249	BBLLADNB_01042	PEBOPBNB_02871
OG0000249	BBLLADNB_01046	PEBOPBNB_02874
OG0000250	BBLLADNB_03804	PEBOPBNB_00074
OG0000251	BBLLADNB_02948	PEBOPBNB_03038
OG0000252	BBLLADNB_01847	PEBOPBNB_02142
OG0000254	BBLLADNB_00890	PEBOPBNB_00026
OG0000255	BBLLADNB_02245	PEBOPBNB_01633
OG0000256	BBLLADNB_01910	PEBOPBNB_01649
OG0000259	BBLLADNB_01499	PEBOPBNB_02393
OG0000260	BBLLADNB_01340	PEBOPBNB_02590
OG0000261	BBLLADNB_02533	PEBOPBNB_00559
OG0000263	BBLLADNB_03581	PEBOPBNB_02807
OG0000264	BBLLADNB_00053	PEBOPBNB_01746
OG0000265	BBLLADNB_01531	PEBOPBNB_02461
OG0000265	BBLLADNB_01511	PEBOPBNB_02405
OG0000266	BBLLADNB_00072	PEBOPBNB_01764
OG0000267	BBLLADNB_01305	PEBOPBNB_01920
OG0000268	BBLLADNB_00710	PEBOPBNB_00650
OG0000269	BBLLADNB_00583	PEBOPBNB_01427
OG0000270	BBLLADNB_00577	PEBOPBNB_01433
OG0000271	BBLLADNB_00389	PEBOPBNB_01266
OG0000271	BBLLADNB_00387	PEBOPBNB_01268
OG0000272	BBLLADNB_01349	PEBOPBNB_02599
OG0000274	BBLLADNB_02589	PEBOPBNB_03193
OG0000275	BBLLADNB_03356	PEBOPBNB_03073
OG0000275	BBLLADNB_03164	PEBOPBNB_02885
OG0000276	BBLLADNB_03693	PEBOPBNB_00825
OG0000277	BBLLADNB_02765	PEBOPBNB_01600
OG0000278	BBLLADNB_01942, BBLLADNB_03152	PEBOPBNB_00982
OG0000279	BBLLADNB_00208	PEBOPBNB_03542
OG0000280	BBLLADNB_03544	PEBOPBNB_03533
OG0000281	BBLLADNB_02827	PEBOPBNB_03216
OG0000282	BBLLADNB_01821	PEBOPBNB_01122
OG0000283	BBLLADNB_01567	PEBOPBNB_01816
OG0000284	BBLLADNB_03089	PEBOPBNB_00900
OG0000284	BBLLADNB_03749	PEBOPBNB_03323
OG0000285	BBLLADNB_03750	PEBOPBNB_03322
OG0000285	BBLLADNB_03653	PEBOPBNB_00899
OG0000286	BBLLADNB_00764	PEBOPBNB_00003
OG0000287	BBLLADNB_01586	PEBOPBNB_03595
OG0000287	BBLLADNB_02998	PEBOPBNB_03230, PEBOPBNB_00008
OG0000288	BBLLADNB_00627	PEBOPBNB_00530, PEBOPBNB_00522
OG0000290	BBLLADNB_02158	PEBOPBNB_00639
OG0000290	BBLLADNB_00998	PEBOPBNB_03151
OG0000291	BBLLADNB_01394	PEBOPBNB_01130
OG0000292	BBLLADNB_01057	PEBOPBNB_01740
OG0000293	BBLLADNB_01812	PEBOPBNB_01937
OG0000294	BBLLADNB_01629	PEBOPBNB_01949
OG0000294	BBLLADNB_00450	PEBOPBNB_03344
OG0000295	BBLLADNB_03476	PEBOPBNB_01965
OG0000296	BBLLADNB_01908	PEBOPBNB_02122
OG0000297	BBLLADNB_01378	PEBOPBNB_02350
OG0000298	BBLLADNB_01544	PEBOPBNB_02448
OG0000298	BBLLADNB_00827	PEBOPBNB_03281
OG0000299	BBLLADNB_01543	PEBOPBNB_02449
OG0000299	BBLLADNB_00826	PEBOPBNB_03282
OG0000300	BBLLADNB_02605	PEBOPBNB_02571
OG0000301	BBLLADNB_02368	PEBOPBNB_03080
OG0000302	BBLLADNB_02572	PEBOPBNB_03119
OG0000303	BBLLADNB_00902	PEBOPBNB_03388
OG0000304	BBLLADNB_03612, BBLLADNB_02058	PEBOPBNB_03610
OG0000311	BBLLADNB_01667	PEBOPBNB_01006
OG0000312	BBLLADNB_01659	PEBOPBNB_01014
OG0000313	BBLLADNB_03848	PEBOPBNB_00838
OG0000314	BBLLADNB_02144	PEBOPBNB_00831
OG0000316	BBLLADNB_03263	PEBOPBNB_00690
OG0000317	BBLLADNB_03262	PEBOPBNB_00691
OG0000318	BBLLADNB_00430	PEBOPBNB_00701
OG0000319	BBLLADNB_01225	PEBOPBNB_02831
OG0000321	BBLLADNB_00610	PEBOPBNB_00868
OG0000322	BBLLADNB_00612	PEBOPBNB_00870
OG0000323	BBLLADNB_02561	PEBOPBNB_00880
OG0000324	BBLLADNB_02558	PEBOPBNB_00883
OG0000326	BBLLADNB_03838	PEBOPBNB_01393
OG0000327	BBLLADNB_02127	PEBOPBNB_03429
OG0000328	BBLLADNB_02124	PEBOPBNB_03426
OG0000329	BBLLADNB_00069	PEBOPBNB_01761
OG0000330	BBLLADNB_02798	PEBOPBNB_00748
OG0000331	BBLLADNB_02799	PEBOPBNB_00749
OG0000332	BBLLADNB_01012	PEBOPBNB_01405
OG0000333	BBLLADNB_03640	PEBOPBNB_03719
OG0000334	BBLLADNB_03641	PEBOPBNB_03718
OG0000335	BBLLADNB_00818	PEBOPBNB_03290
OG0000336	BBLLADNB_02724	PEBOPBNB_03704
OG0000337	BBLLADNB_03238	PEBOPBNB_00927
OG0000338	BBLLADNB_00052	PEBOPBNB_01745
OG0000339	BBLLADNB_01296	PEBOPBNB_01911
OG0000340	BBLLADNB_01295	PEBOPBNB_01910
OG0000341	BBLLADNB_03912	PEBOPBNB_01061
OG0000343	BBLLADNB_03424	PEBOPBNB_03472
OG0000344	BBLLADNB_03552	PEBOPBNB_01384
OG0000345	BBLLADNB_02787	PEBOPBNB_01377
OG0000346	BBLLADNB_02154	PEBOPBNB_00643
OG0000347	BBLLADNB_00929	PEBOPBNB_00304
OG0000348	BBLLADNB_02161	PEBOPBNB_00636
OG0000349	BBLLADNB_01354	PEBOPBNB_01326
OG0000350	BBLLADNB_02806	PEBOPBNB_00369
OG0000351	BBLLADNB_01465	PEBOPBNB_03446
OG0000352	BBLLADNB_01896	PEBOPBNB_02110
OG0000353	BBLLADNB_00864	PEBOPBNB_00070
OG0000354	BBLLADNB_00866	PEBOPBNB_00068
OG0000355	BBLLADNB_00867	PEBOPBNB_00067
OG0000357	BBLLADNB_03638	PEBOPBNB_03721
OG0000357	BBLLADNB_01725	PEBOPBNB_02076
OG0000358	BBLLADNB_02412	PEBOPBNB_00263
OG0000359	BBLLADNB_00385	PEBOPBNB_01270
OG0000360	BBLLADNB_00562	PEBOPBNB_01448
OG0000361	BBLLADNB_03673	PEBOPBNB_01667
OG0000362	BBLLADNB_03674	PEBOPBNB_01668
OG0000363	BBLLADNB_03675	PEBOPBNB_01669
OG0000364	BBLLADNB_03724	PEBOPBNB_01670
OG0000365	BBLLADNB_02976	PEBOPBNB_01462
OG0000366	BBLLADNB_02107	PEBOPBNB_01466
OG0000367	BBLLADNB_02642	PEBOPBNB_00114
OG0000368	BBLLADNB_02640	PEBOPBNB_00116
OG0000369	BBLLADNB_02639	PEBOPBNB_00117
OG0000370	BBLLADNB_00021	PEBOPBNB_01692
OG0000371	BBLLADNB_01328	PEBOPBNB_01053
OG0000372	BBLLADNB_00239	PEBOPBNB_03574
OG0000373	BBLLADNB_01866	PEBOPBNB_02091
OG0000374	BBLLADNB_03845	PEBOPBNB_01254
OG0000375	BBLLADNB_02502	PEBOPBNB_03651
OG0000376	BBLLADNB_00693	PEBOPBNB_03730
OG0000377	BBLLADNB_00694	PEBOPBNB_03731
OG0000378	BBLLADNB_00695	PEBOPBNB_03732
OG0000379	BBLLADNB_00697	PEBOPBNB_03734
OG0000380	BBLLADNB_02511	PEBOPBNB_02931
OG0000381	BBLLADNB_02518	PEBOPBNB_02938
OG0000382	BBLLADNB_02520	PEBOPBNB_02940
OG0000383	BBLLADNB_02521	PEBOPBNB_02941
OG0000384	BBLLADNB_02896	PEBOPBNB_02951
OG0000385	BBLLADNB_02032	PEBOPBNB_02475
OG0000386	BBLLADNB_02748	PEBOPBNB_02633
OG0000387	BBLLADNB_02947	PEBOPBNB_03039
OG0000388	BBLLADNB_02768	PEBOPBNB_01588
OG0000389	BBLLADNB_02769	PEBOPBNB_01587
OG0000390	BBLLADNB_01617	PEBOPBNB_01537
OG0000391	BBLLADNB_00302	PEBOPBNB_02308
OG0000392	BBLLADNB_01479	PEBOPBNB_03046
OG0000394	BBLLADNB_01532	PEBOPBNB_02460
OG0000395	BBLLADNB_03371	PEBOPBNB_00381
OG0000396	BBLLADNB_03646	PEBOPBNB_00811
OG0000397	BBLLADNB_02767	PEBOPBNB_01589
OG0000398	BBLLADNB_02463	PEBOPBNB_02646
OG0000399	BBLLADNB_02644	PEBOPBNB_00112
OG0000400	BBLLADNB_03470	PEBOPBNB_01618
OG0000401	BBLLADNB_03469	PEBOPBNB_01617
OG0000402	BBLLADNB_03468	PEBOPBNB_01616
OG0000403	BBLLADNB_03467	PEBOPBNB_01615
OG0000404	BBLLADNB_01699	PEBOPBNB_01085
OG0000405	BBLLADNB_01087	PEBOPBNB_00449
OG0000406	BBLLADNB_03157	PEBOPBNB_01154
OG0000407	BBLLADNB_02389	PEBOPBNB_01152
OG0000408	BBLLADNB_02384	PEBOPBNB_01149
OG0000409	BBLLADNB_02383	PEBOPBNB_01148
OG0000410	BBLLADNB_03116	PEBOPBNB_01145
OG0000411	BBLLADNB_03114	PEBOPBNB_01143
OG0000412	BBLLADNB_03113	PEBOPBNB_01142
OG0000413	BBLLADNB_03112	PEBOPBNB_01141
OG0000414	BBLLADNB_03109	PEBOPBNB_01138
OG0000416	BBLLADNB_03609, BBLLADNB_02451	PEBOPBNB_00786
OG0000417	BBLLADNB_03073	PEBOPBNB_02382
OG0000418	BBLLADNB_01026	PEBOPBNB_01419
OG0000419	BBLLADNB_00588, BBLLADNB_03486	PEBOPBNB_01423
OG0000420	BBLLADNB_00721	PEBOPBNB_00661
OG0000421	BBLLADNB_00734	PEBOPBNB_00674
OG0000422	BBLLADNB_01710	PEBOPBNB_01096
OG0000423	BBLLADNB_02129	PEBOPBNB_03430
OG0000424	BBLLADNB_02763	PEBOPBNB_00850
OG0000425	BBLLADNB_02634	PEBOPBNB_01553
OG0000426	BBLLADNB_01766	PEBOPBNB_03234, PEBOPBNB_01173
OG0000427	BBLLADNB_03730	PEBOPBNB_01810
