Orthogroup	spades-bin.32	2767802455
OG0000132	BBLLADNB_03103	NHBDKAOG_04840
OG0000134	BBLLADNB_00763	NHBDKAOG_00279, NHBDKAOG_00399
OG0000135	BBLLADNB_00467	NHBDKAOG_00210
OG0000139	BBLLADNB_03911	NHBDKAOG_01201
OG0000140	BBLLADNB_02477	NHBDKAOG_01512
OG0000141	BBLLADNB_02017	NHBDKAOG_01355
OG0000142	BBLLADNB_03111	NHBDKAOG_03647
OG0000144	BBLLADNB_01027	NHBDKAOG_03103
OG0000145	BBLLADNB_03392	NHBDKAOG_03887
OG0000146	BBLLADNB_03150	NHBDKAOG_03681
OG0000147	BBLLADNB_00284	NHBDKAOG_02552
OG0000148	BBLLADNB_00391	NHBDKAOG_04058
OG0000149	BBLLADNB_02864	NHBDKAOG_01852
OG0000152	BBLLADNB_01941	NHBDKAOG_03678
OG0000153	BBLLADNB_01881	NHBDKAOG_00980
OG0000154	BBLLADNB_00384	NHBDKAOG_00856
OG0000154	BBLLADNB_00382	NHBDKAOG_00858
OG0000155	BBLLADNB_03037	NHBDKAOG_02085
OG0000156	BBLLADNB_01924	NHBDKAOG_00834
OG0000157	BBLLADNB_01734	NHBDKAOG_02837
OG0000158	BBLLADNB_00207	NHBDKAOG_00225
OG0000159	BBLLADNB_01568	NHBDKAOG_04771
OG0000160	BBLLADNB_03038	NHBDKAOG_02086
OG0000161	BBLLADNB_02050	NHBDKAOG_02686, NHBDKAOG_01445, NHBDKAOG_00277
OG0000162	BBLLADNB_01624	NHBDKAOG_00282
OG0000162	BBLLADNB_00985	NHBDKAOG_04734, NHBDKAOG_04082
OG0000163	BBLLADNB_03478	NHBDKAOG_02782
OG0000166	BBLLADNB_02619	NHBDKAOG_02113
OG0000168	BBLLADNB_02833	NHBDKAOG_04018
OG0000169	BBLLADNB_02759	NHBDKAOG_00357
OG0000170	BBLLADNB_00809	NHBDKAOG_00633, NHBDKAOG_04813
OG0000171	BBLLADNB_03883	NHBDKAOG_04188
OG0000172	BBLLADNB_02595	NHBDKAOG_00380
OG0000173	BBLLADNB_02960	NHBDKAOG_00943
OG0000174	BBLLADNB_02040	NHBDKAOG_00657
OG0000175	BBLLADNB_00096	NHBDKAOG_01132
OG0000176	BBLLADNB_00561	NHBDKAOG_02577, NHBDKAOG_01262
OG0000177	BBLLADNB_03332	NHBDKAOG_00571
OG0000178	BBLLADNB_01682	NHBDKAOG_02131
OG0000179	BBLLADNB_03156	NHBDKAOG_03664
OG0000180	BBLLADNB_03608	NHBDKAOG_03068
OG0000181	BBLLADNB_03278	NHBDKAOG_04162
OG0000182	BBLLADNB_02160	NHBDKAOG_04485
OG0000183	BBLLADNB_00862	NHBDKAOG_03290, NHBDKAOG_01078
OG0000184	BBLLADNB_00048	NHBDKAOG_04600
OG0000185	BBLLADNB_01047	NHBDKAOG_02411
OG0000186	BBLLADNB_02879	NHBDKAOG_01371
OG0000187	BBLLADNB_01653	NHBDKAOG_02827
OG0000189	BBLLADNB_01438	NHBDKAOG_00699
OG0000192	BBLLADNB_00345	NHBDKAOG_02494
OG0000194	BBLLADNB_02121	NHBDKAOG_00951
OG0000195	BBLLADNB_00824, BBLLADNB_01540	NHBDKAOG_01255
OG0000196	BBLLADNB_00584	NHBDKAOG_02857
OG0000197	BBLLADNB_02954, BBLLADNB_03025	NHBDKAOG_02758
OG0000198	BBLLADNB_02588	NHBDKAOG_04764
OG0000199	BBLLADNB_02886	NHBDKAOG_02833
OG0000200	BBLLADNB_03629	NHBDKAOG_03276
OG0000201	BBLLADNB_02539	NHBDKAOG_02225
OG0000201	BBLLADNB_02532	NHBDKAOG_04165
OG0000202	BBLLADNB_03829	NHBDKAOG_04163
OG0000203	BBLLADNB_00245	NHBDKAOG_01209
OG0000205	BBLLADNB_02335, BBLLADNB_01024	NHBDKAOG_03963
OG0000207	BBLLADNB_00982, BBLLADNB_01235	NHBDKAOG_02304
OG0000208	BBLLADNB_01000, BBLLADNB_01763	NHBDKAOG_00308, NHBDKAOG_01226
OG0000209	BBLLADNB_01768	NHBDKAOG_03883
OG0000210	BBLLADNB_00686	NHBDKAOG_01195
OG0000211	BBLLADNB_01001	NHBDKAOG_03154
OG0000212	BBLLADNB_03892	NHBDKAOG_02385, NHBDKAOG_01770
OG0000213	BBLLADNB_03893	NHBDKAOG_02384
OG0000214	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624	NHBDKAOG_03600
OG0000215	BBLLADNB_01004	NHBDKAOG_03109
OG0000216	BBLLADNB_01956, BBLLADNB_01006	NHBDKAOG_03107
OG0000217	BBLLADNB_02992	NHBDKAOG_02395
OG0000218	BBLLADNB_01661	NHBDKAOG_04225
OG0000221	BBLLADNB_02758	NHBDKAOG_00358
OG0000222	BBLLADNB_00790	NHBDKAOG_00386
OG0000223	BBLLADNB_02840	NHBDKAOG_02095
OG0000224	BBLLADNB_02431	NHBDKAOG_02252
OG0000225	BBLLADNB_03622	NHBDKAOG_03899, NHBDKAOG_03898, NHBDKAOG_00506
OG0000226	BBLLADNB_02826	NHBDKAOG_04348, NHBDKAOG_01485
OG0000226	BBLLADNB_02416	NHBDKAOG_03971
OG0000228	BBLLADNB_02443	NHBDKAOG_03239
OG0000229	BBLLADNB_03149	NHBDKAOG_03682
OG0000230	BBLLADNB_03321	NHBDKAOG_03539
OG0000231	BBLLADNB_01974, BBLLADNB_01975	NHBDKAOG_02879
OG0000232	BBLLADNB_02885	NHBDKAOG_02057, NHBDKAOG_02447
OG0000233	BBLLADNB_00696	NHBDKAOG_02543
OG0000234	BBLLADNB_02514	NHBDKAOG_02822, NHBDKAOG_04808
OG0000235	BBLLADNB_02519	NHBDKAOG_04010
OG0000236	BBLLADNB_00108	NHBDKAOG_02012
OG0000238	BBLLADNB_00576	NHBDKAOG_02849
OG0000239	BBLLADNB_00927	NHBDKAOG_00971
OG0000240	BBLLADNB_00026	NHBDKAOG_01772
OG0000241	BBLLADNB_02387	NHBDKAOG_03659
OG0000243	BBLLADNB_02762	NHBDKAOG_00354
OG0000244	BBLLADNB_02631	NHBDKAOG_00814
OG0000245	BBLLADNB_03520, BBLLADNB_02476	NHBDKAOG_00385
OG0000248	BBLLADNB_02209	NHBDKAOG_02654
OG0000249	BBLLADNB_01042, BBLLADNB_01046	NHBDKAOG_02358
OG0000250	BBLLADNB_03804	NHBDKAOG_01759
OG0000251	BBLLADNB_02948	NHBDKAOG_04820
OG0000252	BBLLADNB_01847	NHBDKAOG_03362
OG0000254	BBLLADNB_00890	NHBDKAOG_03865
OG0000255	BBLLADNB_02245	NHBDKAOG_03334
OG0000256	BBLLADNB_01910	NHBDKAOG_01793
OG0000259	BBLLADNB_01499	NHBDKAOG_01272
OG0000260	BBLLADNB_01340	NHBDKAOG_02062
OG0000261	BBLLADNB_02533	NHBDKAOG_04164
OG0000263	BBLLADNB_03581	NHBDKAOG_03372
OG0000265	BBLLADNB_01531	NHBDKAOG_01254
OG0000266	BBLLADNB_00072	NHBDKAOG_03392
OG0000267	BBLLADNB_01305	NHBDKAOG_02752, NHBDKAOG_04495, NHBDKAOG_01752
OG0000268	BBLLADNB_00710	NHBDKAOG_03804
OG0000269	BBLLADNB_00583	NHBDKAOG_02856
OG0000270	BBLLADNB_00577	NHBDKAOG_02850
OG0000271	BBLLADNB_00389, BBLLADNB_00387	NHBDKAOG_02860
OG0000272	BBLLADNB_01349	NHBDKAOG_02472
OG0000274	BBLLADNB_02589	NHBDKAOG_00110, NHBDKAOG_00733
OG0000275	BBLLADNB_03164	NHBDKAOG_01322
OG0000276	BBLLADNB_03693, BBLLADNB_03774	NHBDKAOG_00381
OG0000277	BBLLADNB_02765	NHBDKAOG_03167
OG0000278	BBLLADNB_01942, BBLLADNB_03152	NHBDKAOG_03679
OG0000279	BBLLADNB_00208	NHBDKAOG_00224
OG0000280	BBLLADNB_03544	NHBDKAOG_00236
OG0000281	BBLLADNB_02417, BBLLADNB_02827	NHBDKAOG_00013
OG0000282	BBLLADNB_01821	NHBDKAOG_04575
OG0000283	BBLLADNB_01567	NHBDKAOG_03051
OG0000284	BBLLADNB_03749	NHBDKAOG_01957
OG0000285	BBLLADNB_03750	NHBDKAOG_01956
OG0000286	BBLLADNB_00764	NHBDKAOG_04769, NHBDKAOG_00280
OG0000287	BBLLADNB_01586	NHBDKAOG_02870
OG0000287	BBLLADNB_02998	NHBDKAOG_02869
OG0000288	BBLLADNB_00627	NHBDKAOG_00517
OG0000290	BBLLADNB_02158, BBLLADNB_00998	NHBDKAOG_01225
OG0000291	BBLLADNB_01394	NHBDKAOG_00981
OG0000292	BBLLADNB_01057	NHBDKAOG_04846
OG0000292	BBLLADNB_03823	NHBDKAOG_04845
OG0000293	BBLLADNB_01812	NHBDKAOG_01842
OG0000294	BBLLADNB_01629	NHBDKAOG_00634
OG0000294	BBLLADNB_00450	NHBDKAOG_02145
OG0000295	BBLLADNB_03476	NHBDKAOG_02780
OG0000296	BBLLADNB_01908	NHBDKAOG_02455
OG0000297	BBLLADNB_01378	NHBDKAOG_01936
OG0000298	BBLLADNB_01544, BBLLADNB_00827	NHBDKAOG_01257
OG0000299	BBLLADNB_01543, BBLLADNB_00826	NHBDKAOG_01256
OG0000300	BBLLADNB_03879	NHBDKAOG_04595
OG0000300	BBLLADNB_02605	NHBDKAOG_04850, NHBDKAOG_04791
OG0000301	BBLLADNB_02368	NHBDKAOG_01116
OG0000302	BBLLADNB_02572	NHBDKAOG_02442, NHBDKAOG_02329, NHBDKAOG_02617
OG0000303	BBLLADNB_00902	NHBDKAOG_02603
OG0000303	BBLLADNB_02177	NHBDKAOG_02604
OG0000304	BBLLADNB_03612, BBLLADNB_02058	NHBDKAOG_04181
OG0000311	BBLLADNB_01667	NHBDKAOG_04221
OG0000312	BBLLADNB_01659	NHBDKAOG_04227, NHBDKAOG_00480
OG0000313	BBLLADNB_03848	NHBDKAOG_00365
OG0000314	BBLLADNB_02144	NHBDKAOG_00372
OG0000316	BBLLADNB_03772, BBLLADNB_03263	NHBDKAOG_00376
OG0000317	BBLLADNB_03262, BBLLADNB_03773	NHBDKAOG_00377
OG0000318	BBLLADNB_00430	NHBDKAOG_01676
OG0000319	BBLLADNB_01225	NHBDKAOG_02314
OG0000321	BBLLADNB_00610	NHBDKAOG_04211
OG0000322	BBLLADNB_00612	NHBDKAOG_04210
OG0000323	BBLLADNB_02561	NHBDKAOG_04200
OG0000324	BBLLADNB_02558	NHBDKAOG_04197
OG0000326	BBLLADNB_03838	NHBDKAOG_03113
OG0000327	BBLLADNB_02127	NHBDKAOG_03510
OG0000328	BBLLADNB_02124	NHBDKAOG_03507
OG0000329	BBLLADNB_00069	NHBDKAOG_03395
OG0000330	BBLLADNB_02798	NHBDKAOG_00581
OG0000331	BBLLADNB_02799	NHBDKAOG_00582
OG0000332	BBLLADNB_01012	NHBDKAOG_02921
OG0000333	BBLLADNB_03640	NHBDKAOG_03901, NHBDKAOG_00507
OG0000334	BBLLADNB_03641	NHBDKAOG_00505, NHBDKAOG_03900
OG0000335	BBLLADNB_00818	NHBDKAOG_03411
OG0000336	BBLLADNB_02724	NHBDKAOG_02528
OG0000337	BBLLADNB_03238	NHBDKAOG_03993
OG0000338	BBLLADNB_00052	NHBDKAOG_03453
OG0000339	BBLLADNB_01296	NHBDKAOG_02380
OG0000340	BBLLADNB_01295	NHBDKAOG_02381
OG0000341	BBLLADNB_03912	NHBDKAOG_00421
OG0000343	BBLLADNB_03424	NHBDKAOG_03550
OG0000344	BBLLADNB_03552	NHBDKAOG_00503
OG0000345	BBLLADNB_02787	NHBDKAOG_00496
OG0000346	BBLLADNB_02154	NHBDKAOG_00404
OG0000347	BBLLADNB_00929	NHBDKAOG_00969
OG0000348	BBLLADNB_02161	NHBDKAOG_03909
OG0000349	BBLLADNB_01354	NHBDKAOG_00514
OG0000350	BBLLADNB_02806	NHBDKAOG_03704
OG0000351	BBLLADNB_01465	NHBDKAOG_03527
OG0000352	BBLLADNB_01896	NHBDKAOG_03428
OG0000353	BBLLADNB_00864	NHBDKAOG_01080
OG0000354	BBLLADNB_00866	NHBDKAOG_01082
OG0000355	BBLLADNB_00867	NHBDKAOG_01083
OG0000358	BBLLADNB_02412	NHBDKAOG_00620
OG0000360	BBLLADNB_00562	NHBDKAOG_02578, NHBDKAOG_01261
OG0000361	BBLLADNB_03673	NHBDKAOG_04765
OG0000362	BBLLADNB_03674	NHBDKAOG_04766
OG0000363	BBLLADNB_03675	NHBDKAOG_02947
OG0000364	BBLLADNB_03724	NHBDKAOG_02946
OG0000365	BBLLADNB_02976	NHBDKAOG_01460
OG0000366	BBLLADNB_02107	NHBDKAOG_01464
OG0000367	BBLLADNB_02642	NHBDKAOG_02072
OG0000368	BBLLADNB_02640	NHBDKAOG_02074
OG0000369	BBLLADNB_02639	NHBDKAOG_02075
OG0000370	BBLLADNB_00021	NHBDKAOG_03064
OG0000371	BBLLADNB_01328	NHBDKAOG_03998, NHBDKAOG_04060, NHBDKAOG_04059
OG0000372	BBLLADNB_00239	NHBDKAOG_02910
OG0000373	BBLLADNB_01866	NHBDKAOG_01536
OG0000374	BBLLADNB_03845	NHBDKAOG_03346
OG0000375	BBLLADNB_02502	NHBDKAOG_01241
OG0000376	BBLLADNB_00693	NHBDKAOG_02540
OG0000377	BBLLADNB_00694	NHBDKAOG_02541
OG0000378	BBLLADNB_00695	NHBDKAOG_02542
OG0000379	BBLLADNB_00697	NHBDKAOG_02544
OG0000380	BBLLADNB_02511	NHBDKAOG_02819
OG0000381	BBLLADNB_02518	NHBDKAOG_04011, NHBDKAOG_00276
OG0000382	BBLLADNB_02520	NHBDKAOG_04009
OG0000383	BBLLADNB_02521	NHBDKAOG_04008
OG0000384	BBLLADNB_02896	NHBDKAOG_03999
OG0000385	BBLLADNB_02032	NHBDKAOG_03313
OG0000386	BBLLADNB_02748	NHBDKAOG_00080
OG0000387	BBLLADNB_02947	NHBDKAOG_01121
OG0000388	BBLLADNB_02768	NHBDKAOG_03171, NHBDKAOG_03183
OG0000389	BBLLADNB_02769	NHBDKAOG_03172, NHBDKAOG_03184
OG0000390	BBLLADNB_01617	NHBDKAOG_03120, NHBDKAOG_00200
OG0000391	BBLLADNB_00302	NHBDKAOG_01559
OG0000392	BBLLADNB_01479	NHBDKAOG_01208
OG0000394	BBLLADNB_01532	NHBDKAOG_03701
OG0000396	BBLLADNB_03646	NHBDKAOG_04070
OG0000397	BBLLADNB_02767	NHBDKAOG_03169
OG0000398	BBLLADNB_02463	NHBDKAOG_01091
OG0000399	BBLLADNB_02644	NHBDKAOG_01894
OG0000400	BBLLADNB_03470	NHBDKAOG_03614, NHBDKAOG_03591
OG0000401	BBLLADNB_03469	NHBDKAOG_03592
OG0000402	BBLLADNB_03468	NHBDKAOG_03616
OG0000403	BBLLADNB_03467	NHBDKAOG_03594, NHBDKAOG_03617
OG0000404	BBLLADNB_01699	NHBDKAOG_00906
OG0000405	BBLLADNB_01087	NHBDKAOG_00674
OG0000406	BBLLADNB_03157	NHBDKAOG_03663
OG0000407	BBLLADNB_02389	NHBDKAOG_03661
OG0000409	BBLLADNB_02383	NHBDKAOG_03655
OG0000410	BBLLADNB_03116	NHBDKAOG_03652
OG0000411	BBLLADNB_03114	NHBDKAOG_03651
OG0000412	BBLLADNB_03113	NHBDKAOG_03649
OG0000413	BBLLADNB_03112	NHBDKAOG_03648
OG0000414	BBLLADNB_03109	NHBDKAOG_03645
OG0000416	BBLLADNB_03609, BBLLADNB_02451	NHBDKAOG_03067
OG0000417	BBLLADNB_03073	NHBDKAOG_01887
OG0000418	BBLLADNB_01026	NHBDKAOG_03104
OG0000419	BBLLADNB_00588, BBLLADNB_03486	NHBDKAOG_01343
OG0000420	BBLLADNB_00721	NHBDKAOG_03749, NHBDKAOG_03763
OG0000421	BBLLADNB_00734	NHBDKAOG_03750, NHBDKAOG_03736
OG0000422	BBLLADNB_01710	NHBDKAOG_00896
OG0000424	BBLLADNB_02763	NHBDKAOG_00353
OG0000425	BBLLADNB_02634	NHBDKAOG_00817
OG0000426	BBLLADNB_01766	NHBDKAOG_00379
OG0000427	BBLLADNB_03730	NHBDKAOG_03057
OG0000428	BBLLADNB_03731	NHBDKAOG_03058
OG0000429	BBLLADNB_03732	NHBDKAOG_03059
OG0000430	BBLLADNB_02908	NHBDKAOG_03777
OG0000431	BBLLADNB_00854	NHBDKAOG_03367
OG0000432	BBLLADNB_00849	NHBDKAOG_03370
OG0000433	BBLLADNB_02012	NHBDKAOG_01360
OG0000434	BBLLADNB_02531	NHBDKAOG_04567
OG0000435	BBLLADNB_00095	NHBDKAOG_01986
OG0000436	BBLLADNB_00080	NHBDKAOG_01177
OG0000437	BBLLADNB_01784, BBLLADNB_00079	NHBDKAOG_01176
OG0000438	BBLLADNB_00078	NHBDKAOG_01175
OG0000439	BBLLADNB_03737	NHBDKAOG_01937
OG0000440	BBLLADNB_02803	NHBDKAOG_00777
OG0000441	BBLLADNB_01232	NHBDKAOG_02307
OG0000442	BBLLADNB_02882	NHBDKAOG_01368
OG0000443	BBLLADNB_00660	NHBDKAOG_01328, NHBDKAOG_01246
OG0000444	BBLLADNB_00390	NHBDKAOG_04062
OG0000445	BBLLADNB_01437	NHBDKAOG_00697
OG0000446	BBLLADNB_02773	NHBDKAOG_00510, NHBDKAOG_00509
OG0000447	BBLLADNB_02950	NHBDKAOG_02182
OG0000448	BBLLADNB_00104	NHBDKAOG_01480
OG0000449	BBLLADNB_03567	NHBDKAOG_02363
OG0000450	BBLLADNB_03298	NHBDKAOG_04015
OG0000452	BBLLADNB_03244	NHBDKAOG_00704
OG0000453	BBLLADNB_01119	NHBDKAOG_02675
OG0000454	BBLLADNB_01120	NHBDKAOG_01259
OG0000455	BBLLADNB_03241	NHBDKAOG_00701
OG0000456	BBLLADNB_01439	NHBDKAOG_00700
OG0000458	BBLLADNB_03535	NHBDKAOG_00454
OG0000459	BBLLADNB_00425	NHBDKAOG_04024
OG0000460	BBLLADNB_00189	NHBDKAOG_01943
OG0000461	BBLLADNB_02682	NHBDKAOG_00755
OG0000462	BBLLADNB_02424	NHBDKAOG_01730
OG0000463	BBLLADNB_01789	NHBDKAOG_04508
OG0000464	BBLLADNB_01113	NHBDKAOG_02405
OG0000465	BBLLADNB_00402	NHBDKAOG_01648
