Orthogroup	2767802455	GCA_000310125.2
OG0000091	NHBDKAOG_04145	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914
OG0000092	NHBDKAOG_04146	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913
OG0000093	NHBDKAOG_04744	lcl|AMXB01000012.1_prot_ENO81319.1_1622
OG0000094	NHBDKAOG_04230	lcl|AMXB01000008.1_prot_ENO82017.1_1245
OG0000094	NHBDKAOG_04139	lcl|AMXB01000050.1_prot_ENO75614.1_3833
OG0000096	NHBDKAOG_00075, NHBDKAOG_02871, NHBDKAOG_00072, NHBDKAOG_04597, NHBDKAOG_02336, NHBDKAOG_02981	lcl|AMXB01000030.1_prot_ENO77584.1_3085
OG0000100	NHBDKAOG_03429	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234
OG0000104	NHBDKAOG_03126	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266
OG0000105	NHBDKAOG_00111, NHBDKAOG_00732	lcl|AMXB01000012.1_prot_ENO81375.1_1678
OG0000106	NHBDKAOG_01840	lcl|AMXB01000009.1_prot_ENO81771.1_1262
OG0000107	NHBDKAOG_01152	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032
OG0000108	NHBDKAOG_01824	lcl|AMXB01000010.1_prot_ENO81629.1_1397
OG0000110	NHBDKAOG_04566	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268
OG0000112	NHBDKAOG_03680	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885
OG0000113	NHBDKAOG_03642	lcl|AMXB01000007.1_prot_ENO82166.1_1085, lcl|AMXB01000026.1_prot_ENO78470.1_2813, lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920
OG0000114	NHBDKAOG_01365	lcl|AMXB01000007.1_prot_ENO82098.1_1017
OG0000115	NHBDKAOG_01236	lcl|AMXB01000002.1_prot_ENO82991.1_251
OG0000116	NHBDKAOG_04138, NHBDKAOG_04231	lcl|AMXB01000008.1_prot_ENO82016.1_1244
OG0000117	NHBDKAOG_02712	lcl|AMXB01000040.1_prot_ENO76342.1_3547
OG0000118	NHBDKAOG_02800, NHBDKAOG_02711	lcl|AMXB01000040.1_prot_ENO76341.1_3546
OG0000119	NHBDKAOG_02709	lcl|AMXB01000040.1_prot_ENO76340.1_3545
OG0000120	NHBDKAOG_02795	lcl|AMXB01000029.1_prot_ENO77752.1_3009
OG0000121	NHBDKAOG_04051	lcl|AMXB01000025.1_prot_ENO78765.1_2790
OG0000121	NHBDKAOG_02508	lcl|AMXB01000020.1_prot_ENO80567.1_2449
OG0000122	NHBDKAOG_04587, NHBDKAOG_04410, NHBDKAOG_01798, NHBDKAOG_03976	lcl|AMXB01000043.1_prot_ENO76125.1_3667
OG0000123	NHBDKAOG_02930	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304
OG0000124	NHBDKAOG_02929	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305
OG0000125	NHBDKAOG_03166, NHBDKAOG_03168	lcl|AMXB01000040.1_prot_ENO76362.1_3567
OG0000126	NHBDKAOG_04176, NHBDKAOG_00577	lcl|AMXB01000004.1_prot_ENO82632.1_591
OG0000127	NHBDKAOG_00854	lcl|AMXB01000003.1_prot_ENO82841.1_483
OG0000128	NHBDKAOG_01446	lcl|AMXB01000005.1_prot_ENO82507.1_802, lcl|AMXB01000044.1_prot_ENO76096.1_3699
OG0000130	NHBDKAOG_01704, NHBDKAOG_00413	lcl|AMXB01000002.1_prot_ENO83023.1_283
OG0000134	NHBDKAOG_00279, NHBDKAOG_00399, NHBDKAOG_02525, NHBDKAOG_04768	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102
OG0000135	NHBDKAOG_00210	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870
OG0000136	NHBDKAOG_04055	lcl|AMXB01000075.1_prot_ENO74651.1_4203
OG0000136	NHBDKAOG_03388	lcl|AMXB01000025.1_prot_ENO78761.1_2786
OG0000137	NHBDKAOG_01777	lcl|AMXB01000009.1_prot_ENO81853.1_1344
OG0000139	NHBDKAOG_01201	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263
OG0000140	NHBDKAOG_01512, NHBDKAOG_00293	lcl|AMXB01000052.1_prot_ENO75499.1_3890
OG0000141	NHBDKAOG_01355	lcl|AMXB01000001.1_prot_ENO83241.1_114
OG0000142	NHBDKAOG_03647	lcl|AMXB01000011.1_prot_ENO81554.1_1610
OG0000143	NHBDKAOG_03162, NHBDKAOG_03789	lcl|AMXB01000009.1_prot_ENO81802.1_1293
OG0000143	NHBDKAOG_00334	lcl|AMXB01000025.1_prot_ENO78744.1_2769
OG0000144	NHBDKAOG_03103	lcl|AMXB01000022.1_prot_ENO79623.1_2560
OG0000146	NHBDKAOG_03681	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392
OG0000147	NHBDKAOG_02552	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818
OG0000148	NHBDKAOG_04058	lcl|AMXB01000015.1_prot_ENO80974.1_1946
OG0000148	NHBDKAOG_02148, NHBDKAOG_01280	lcl|AMXB01000015.1_prot_ENO80973.1_1945, lcl|AMXB01000056.1_prot_ENO75322.1_3984
OG0000149	NHBDKAOG_00315, NHBDKAOG_01852	lcl|AMXB01000061.1_prot_ENO75115.1_4043
OG0000150	NHBDKAOG_04137, NHBDKAOG_04232	lcl|AMXB01000008.1_prot_ENO82015.1_1243
OG0000153	NHBDKAOG_00980	lcl|AMXB01000007.1_prot_ENO82158.1_1077
OG0000155	NHBDKAOG_02085	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813
OG0000156	NHBDKAOG_00834	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016
OG0000157	NHBDKAOG_02837	lcl|AMXB01000037.1_prot_ENO76688.1_3427
OG0000159	NHBDKAOG_04772, NHBDKAOG_03050, NHBDKAOG_04771	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115
OG0000160	NHBDKAOG_02086	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081
OG0000162	NHBDKAOG_00282, NHBDKAOG_04734, NHBDKAOG_04082	lcl|AMXB01000014.1_prot_ENO81131.1_1895
OG0000163	NHBDKAOG_02782	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922
OG0000166	NHBDKAOG_04561, NHBDKAOG_03866, NHBDKAOG_02113	lcl|AMXB01000038.1_prot_ENO76550.1_3460
OG0000168	NHBDKAOG_00724	lcl|AMXB01000005.1_prot_ENO82423.1_718
OG0000169	NHBDKAOG_00357	lcl|AMXB01000008.1_prot_ENO81930.1_1158
OG0000170	NHBDKAOG_00633, NHBDKAOG_04813	lcl|AMXB01000070.1_prot_ENO74807.1_4151
OG0000171	NHBDKAOG_04188	lcl|AMXB01000009.1_prot_ENO81765.1_1256
OG0000172	NHBDKAOG_00380	lcl|AMXB01000017.1_prot_ENO80800.1_2197
OG0000173	NHBDKAOG_00943	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337
OG0000174	NHBDKAOG_00657	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518
OG0000175	NHBDKAOG_01132	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904
OG0000176	NHBDKAOG_02339	lcl|AMXB01000013.1_prot_ENO81263.1_1801
OG0000176	NHBDKAOG_02577, NHBDKAOG_01262	lcl|AMXB01000021.1_prot_ENO80063.1_2509
OG0000177	NHBDKAOG_00573, NHBDKAOG_00571	lcl|AMXB01000022.1_prot_ENO79637.1_2574
OG0000178	NHBDKAOG_02131	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363
OG0000179	NHBDKAOG_04396	lcl|AMXB01000006.1_prot_ENO82257.1_861
OG0000180	NHBDKAOG_03068	lcl|AMXB01000033.1_prot_ENO77209.1_3260
OG0000181	NHBDKAOG_04162	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341
OG0000182	NHBDKAOG_04485	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207
OG0000183	NHBDKAOG_03290, NHBDKAOG_01078	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618
OG0000184	NHBDKAOG_04600	lcl|AMXB01000011.1_prot_ENO81526.1_1582
OG0000185	NHBDKAOG_04788	lcl|AMXB01000005.1_prot_ENO82515.1_810
OG0000186	NHBDKAOG_01371	lcl|AMXB01000001.1_prot_ENO83180.1_53
OG0000187	NHBDKAOG_01876, NHBDKAOG_01877, NHBDKAOG_02827	lcl|AMXB01000011.1_prot_ENO81515.1_1571
OG0000188	NHBDKAOG_01306, NHBDKAOG_01479	lcl|AMXB01000006.1_prot_ENO82223.1_827
OG0000189	NHBDKAOG_00699	lcl|AMXB01000001.1_prot_ENO83200.1_73
OG0000190	NHBDKAOG_02351	lcl|AMXB01000004.1_prot_ENO82690.1_649
OG0000192	NHBDKAOG_02494	lcl|AMXB01000002.1_prot_ENO83104.1_364
OG0000194	NHBDKAOG_00951	lcl|AMXB01000010.1_prot_ENO81612.1_1380
OG0000195	NHBDKAOG_01255	lcl|AMXB01000006.1_prot_ENO82237.1_841
OG0000196	NHBDKAOG_02857	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754
OG0000197	NHBDKAOG_02758	lcl|AMXB01000065.1_prot_ENO74949.1_4086
OG0000198	NHBDKAOG_00109, NHBDKAOG_00734	lcl|AMXB01000012.1_prot_ENO81373.1_1676
OG0000198	NHBDKAOG_04764	lcl|AMXB01000026.1_prot_ENO78513.1_2856
OG0000199	NHBDKAOG_02833	lcl|AMXB01000005.1_prot_ENO82466.1_761
OG0000200	NHBDKAOG_03276	lcl|AMXB01000004.1_prot_ENO82664.1_623
OG0000201	NHBDKAOG_02225, NHBDKAOG_04165	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197
OG0000202	NHBDKAOG_04163	lcl|AMXB01000032.1_prot_ENO77261.1_3195
OG0000203	NHBDKAOG_01209	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252
OG0000204	NHBDKAOG_04608	lcl|AMXB01000008.1_prot_ENO81919.1_1147, lcl|AMXB01000091.1_prot_ENO74460.1_4251
OG0000205	NHBDKAOG_03963	lcl|AMXB01000009.1_prot_ENO81785.1_1276
OG0000206	NHBDKAOG_03987	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377
OG0000207	NHBDKAOG_02304	lcl|AMXB01000007.1_prot_ENO82129.1_1048
OG0000209	NHBDKAOG_01197	lcl|AMXB01000020.1_prot_ENO80507.1_2389
OG0000209	NHBDKAOG_03883	lcl|AMXB01000004.1_prot_ENO82698.1_657, lcl|AMXB01000014.1_prot_ENO81084.1_1848, lcl|AMXB01000053.1_prot_ENO75470.1_3912
OG0000210	NHBDKAOG_01195	lcl|AMXB01000088.1_prot_ENO74480.1_4246, lcl|AMXB01000082.1_prot_ENO74531.1_4232, lcl|AMXB01000014.1_prot_ENO81139.1_1903, lcl|AMXB01000014.1_prot_ENO81089.1_1853, lcl|AMXB01000014.1_prot_ENO81127.1_1891, lcl|AMXB01000013.1_prot_ENO81256.1_1794
OG0000211	NHBDKAOG_03154	lcl|AMXB01000061.1_prot_ENO75106.1_4034, lcl|AMXB01000004.1_prot_ENO82671.1_630, lcl|AMXB01000052.1_prot_ENO75503.1_3894, lcl|AMXB01000059.1_prot_ENO75194.1_4014, lcl|AMXB01000059.1_prot_ENO75192.1_4012
OG0000212	NHBDKAOG_02385	lcl|AMXB01000026.1_prot_ENO78467.1_2810
OG0000212	NHBDKAOG_01770	lcl|AMXB01000003.1_prot_ENO82793.1_435
OG0000213	NHBDKAOG_02384	lcl|AMXB01000026.1_prot_ENO78468.1_2811
OG0000214	NHBDKAOG_03600	lcl|AMXB01000001.1_prot_ENO83161.1_34
OG0000215	NHBDKAOG_03109	lcl|AMXB01000023.1_prot_ENO79341.1_2649, lcl|AMXB01000064.1_prot_ENO74987.1_4078
OG0000216	NHBDKAOG_03107	lcl|AMXB01000048.1_prot_ENO75755.1_3805
OG0000217	NHBDKAOG_02395	lcl|AMXB01000031.1_prot_ENO77412.1_3146
OG0000218	NHBDKAOG_04225	lcl|AMXB01000020.1_prot_ENO80548.1_2430
OG0000219	NHBDKAOG_03242	lcl|AMXB01000042.1_prot_ENO76225.1_3642, lcl|AMXB01000006.1_prot_ENO82339.1_943
OG0000220	NHBDKAOG_00508	lcl|AMXB01000034.1_prot_ENO77053.1_3288
OG0000221	NHBDKAOG_00358	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459
OG0000222	NHBDKAOG_00386	lcl|AMXB01000010.1_prot_ENO81709.1_1477
OG0000223	NHBDKAOG_02095	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891
OG0000224	NHBDKAOG_02252	lcl|AMXB01000001.1_prot_ENO83287.1_160
OG0000225	NHBDKAOG_03899, NHBDKAOG_03898, NHBDKAOG_00506	lcl|AMXB01000008.1_prot_ENO81897.1_1125
OG0000227	NHBDKAOG_04854	lcl|AMXB01000010.1_prot_ENO81652.1_1420, lcl|AMXB01000025.1_prot_ENO78754.1_2779, lcl|AMXB01000021.1_prot_ENO80056.1_2502
OG0000228	NHBDKAOG_03239	lcl|AMXB01000009.1_prot_ENO81833.1_1324
OG0000229	NHBDKAOG_04649	lcl|AMXB01000006.1_prot_ENO82243.1_847
OG0000229	NHBDKAOG_03682	lcl|AMXB01000001.1_prot_ENO83295.1_168
OG0000230	NHBDKAOG_03539	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181
OG0000231	NHBDKAOG_02879	lcl|AMXB01000035.1_prot_ENO76916.1_3326
