Orthogroup	2767802455	spades-bin.32
OG0000036	NHBDKAOG_03455	BBLLADNB_00050
OG0000036	NHBDKAOG_02117	BBLLADNB_03688
OG0000037	NHBDKAOG_02820	BBLLADNB_02512
OG0000037	NHBDKAOG_03097	BBLLADNB_01720
OG0000038	NHBDKAOG_02918	BBLLADNB_01016
OG0000038	NHBDKAOG_02917	BBLLADNB_01017
OG0000039	NHBDKAOG_04718	BBLLADNB_01332
OG0000039	NHBDKAOG_02882	BBLLADNB_01823
OG0000041	NHBDKAOG_00937, NHBDKAOG_02796, NHBDKAOG_01033, NHBDKAOG_04661, NHBDKAOG_01129	BBLLADNB_01612
OG0000042	NHBDKAOG_03391	BBLLADNB_00833
OG0000042	NHBDKAOG_00537	BBLLADNB_03740
OG0000043	NHBDKAOG_03018	BBLLADNB_03212
OG0000043	NHBDKAOG_03256	BBLLADNB_03100
OG0000044	NHBDKAOG_03430	BBLLADNB_02029
OG0000045	NHBDKAOG_01546	BBLLADNB_00254
OG0000046	NHBDKAOG_00150	BBLLADNB_03304
OG0000047	NHBDKAOG_04831, NHBDKAOG_04823	BBLLADNB_01205
OG0000048	NHBDKAOG_04183	BBLLADNB_03014
OG0000049	NHBDKAOG_04492, NHBDKAOG_03143, NHBDKAOG_00033, NHBDKAOG_04347	BBLLADNB_02825
OG0000051	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786	BBLLADNB_03799
OG0000052	NHBDKAOG_03676	BBLLADNB_01939
OG0000053	NHBDKAOG_04119	BBLLADNB_01069
OG0000054	NHBDKAOG_04041	BBLLADNB_00370
OG0000055	NHBDKAOG_04837	BBLLADNB_03877
OG0000055	NHBDKAOG_04596, NHBDKAOG_02865, NHBDKAOG_04475, NHBDKAOG_00828, NHBDKAOG_00137, NHBDKAOG_00169, NHBDKAOG_04284, NHBDKAOG_04157, NHBDKAOG_01227	BBLLADNB_03876
OG0000056	NHBDKAOG_00180, NHBDKAOG_02708	BBLLADNB_02172
OG0000057	NHBDKAOG_03255	BBLLADNB_03571
OG0000057	NHBDKAOG_04198	BBLLADNB_02559
OG0000058	NHBDKAOG_03839	BBLLADNB_00531
OG0000059	NHBDKAOG_01926	BBLLADNB_02843
OG0000060	NHBDKAOG_02356	BBLLADNB_02996, BBLLADNB_01044
OG0000062	NHBDKAOG_00766	BBLLADNB_02809
OG0000062	NHBDKAOG_00767	BBLLADNB_02808
OG0000063	NHBDKAOG_02022	BBLLADNB_03591
OG0000063	NHBDKAOG_03708	BBLLADNB_01762
OG0000064	NHBDKAOG_01801	BBLLADNB_01223
OG0000065	NHBDKAOG_02832	BBLLADNB_02912
OG0000065	NHBDKAOG_01079	BBLLADNB_00863, BBLLADNB_03516
OG0000066	NHBDKAOG_02589, NHBDKAOG_04086, NHBDKAOG_04120	BBLLADNB_01070
OG0000067	NHBDKAOG_03142, NHBDKAOG_00163	BBLLADNB_02664
OG0000067	NHBDKAOG_04493, NHBDKAOG_00166	BBLLADNB_03776
OG0000068	NHBDKAOG_02793	BBLLADNB_03159
OG0000070	NHBDKAOG_02480	BBLLADNB_03662
OG0000071	NHBDKAOG_02671	BBLLADNB_02913, BBLLADNB_00262
OG0000072	NHBDKAOG_04743, NHBDKAOG_01084	BBLLADNB_00868
OG0000073	NHBDKAOG_03116	BBLLADNB_01613
OG0000074	NHBDKAOG_01349	BBLLADNB_03003, BBLLADNB_02243
OG0000075	NHBDKAOG_03710	BBLLADNB_01834
OG0000075	NHBDKAOG_04167	BBLLADNB_00307
OG0000076	NHBDKAOG_03730	BBLLADNB_00340
OG0000077	NHBDKAOG_04824	BBLLADNB_00643
OG0000077	NHBDKAOG_03199	BBLLADNB_02286
OG0000079	NHBDKAOG_02776	BBLLADNB_03718
OG0000079	NHBDKAOG_00332	BBLLADNB_03593
OG0000080	NHBDKAOG_04712	BBLLADNB_01441
OG0000081	NHBDKAOG_01296	BBLLADNB_01674
OG0000082	NHBDKAOG_04871	BBLLADNB_01043
OG0000083	NHBDKAOG_00369	BBLLADNB_02141
OG0000083	NHBDKAOG_03431	BBLLADNB_02028
OG0000084	NHBDKAOG_00931	BBLLADNB_03705
OG0000085	NHBDKAOG_03384	BBLLADNB_03162, BBLLADNB_00836
OG0000086	NHBDKAOG_03296, NHBDKAOG_02893, NHBDKAOG_02046	BBLLADNB_00235
OG0000087	NHBDKAOG_00218	BBLLADNB_02085
OG0000087	NHBDKAOG_02345	BBLLADNB_01215
OG0000088	NHBDKAOG_02412	BBLLADNB_01048
OG0000089	NHBDKAOG_04065	BBLLADNB_03117
OG0000091	NHBDKAOG_04145	BBLLADNB_01733
OG0000092	NHBDKAOG_04146	BBLLADNB_03648
OG0000093	NHBDKAOG_04744	BBLLADNB_02303
OG0000094	NHBDKAOG_04230	BBLLADNB_03381
OG0000095	NHBDKAOG_02032	BBLLADNB_02570, BBLLADNB_03727
OG0000096	NHBDKAOG_02871	BBLLADNB_01550
OG0000096	NHBDKAOG_00072	BBLLADNB_01549
OG0000098	NHBDKAOG_03016	BBLLADNB_03088
OG0000099	NHBDKAOG_02369	BBLLADNB_01516
OG0000099	NHBDKAOG_04032, NHBDKAOG_04040	BBLLADNB_00371
OG0000100	NHBDKAOG_03429	BBLLADNB_02030
OG0000101	NHBDKAOG_04191, NHBDKAOG_02417	BBLLADNB_02965
OG0000107	NHBDKAOG_01152	BBLLADNB_01277
OG0000108	NHBDKAOG_01824	BBLLADNB_01379
OG0000110	NHBDKAOG_04566	BBLLADNB_00662
OG0000112	NHBDKAOG_03680	BBLLADNB_03151
OG0000114	NHBDKAOG_01365	BBLLADNB_03539
OG0000115	NHBDKAOG_01236	BBLLADNB_02495
OG0000116	NHBDKAOG_04138, NHBDKAOG_04231	BBLLADNB_03380
OG0000118	NHBDKAOG_02800, NHBDKAOG_02711	BBLLADNB_02317
OG0000119	NHBDKAOG_02709	BBLLADNB_02319
OG0000120	NHBDKAOG_02795	BBLLADNB_03915
OG0000121	NHBDKAOG_02508	BBLLADNB_02628
OG0000122	NHBDKAOG_04587, NHBDKAOG_04410, NHBDKAOG_01798, NHBDKAOG_03976	BBLLADNB_03668
OG0000125	NHBDKAOG_03168	BBLLADNB_02766
OG0000126	NHBDKAOG_04176	BBLLADNB_02019
OG0000126	NHBDKAOG_00577	BBLLADNB_02794
OG0000127	NHBDKAOG_00854	BBLLADNB_01838
OG0000128	NHBDKAOG_01446	BBLLADNB_03586
OG0000129	NHBDKAOG_04412	BBLLADNB_01442
OG0000130	NHBDKAOG_00413	BBLLADNB_00813
OG0000132	NHBDKAOG_04840	BBLLADNB_03103
OG0000134	NHBDKAOG_00279, NHBDKAOG_00399	BBLLADNB_00763
OG0000135	NHBDKAOG_00210	BBLLADNB_00467
OG0000139	NHBDKAOG_01201	BBLLADNB_03911
OG0000140	NHBDKAOG_01512	BBLLADNB_02477
OG0000141	NHBDKAOG_01355	BBLLADNB_02017
OG0000142	NHBDKAOG_03647	BBLLADNB_03111
OG0000144	NHBDKAOG_03103	BBLLADNB_01027
OG0000145	NHBDKAOG_03887	BBLLADNB_03392
OG0000146	NHBDKAOG_03681	BBLLADNB_03150
OG0000147	NHBDKAOG_02552	BBLLADNB_00284
OG0000148	NHBDKAOG_04058	BBLLADNB_00391
OG0000149	NHBDKAOG_01852	BBLLADNB_02864
OG0000152	NHBDKAOG_03678	BBLLADNB_01941
OG0000153	NHBDKAOG_00980	BBLLADNB_01881
OG0000154	NHBDKAOG_00856	BBLLADNB_00384
OG0000154	NHBDKAOG_00858	BBLLADNB_00382
OG0000155	NHBDKAOG_02085	BBLLADNB_03037
OG0000156	NHBDKAOG_00834	BBLLADNB_01924
OG0000157	NHBDKAOG_02837	BBLLADNB_01734
OG0000158	NHBDKAOG_00225	BBLLADNB_00207
OG0000159	NHBDKAOG_04771	BBLLADNB_01568
OG0000160	NHBDKAOG_02086	BBLLADNB_03038
OG0000161	NHBDKAOG_02686, NHBDKAOG_01445, NHBDKAOG_00277	BBLLADNB_02050
OG0000162	NHBDKAOG_00282	BBLLADNB_01624
OG0000162	NHBDKAOG_04734, NHBDKAOG_04082	BBLLADNB_00985
OG0000163	NHBDKAOG_02782	BBLLADNB_03478
OG0000166	NHBDKAOG_02113	BBLLADNB_02619
OG0000168	NHBDKAOG_04018	BBLLADNB_02833
OG0000169	NHBDKAOG_00357	BBLLADNB_02759
OG0000170	NHBDKAOG_00633, NHBDKAOG_04813	BBLLADNB_00809
OG0000171	NHBDKAOG_04188	BBLLADNB_03883
OG0000172	NHBDKAOG_00380	BBLLADNB_02595
OG0000173	NHBDKAOG_00943	BBLLADNB_02960
OG0000174	NHBDKAOG_00657	BBLLADNB_02040
OG0000175	NHBDKAOG_01132	BBLLADNB_00096
OG0000176	NHBDKAOG_02577, NHBDKAOG_01262	BBLLADNB_00561
OG0000177	NHBDKAOG_00571	BBLLADNB_03332
OG0000178	NHBDKAOG_02131	BBLLADNB_01682
OG0000179	NHBDKAOG_03664	BBLLADNB_03156
OG0000180	NHBDKAOG_03068	BBLLADNB_03608
OG0000181	NHBDKAOG_04162	BBLLADNB_03278
OG0000182	NHBDKAOG_04485	BBLLADNB_02160
OG0000183	NHBDKAOG_03290, NHBDKAOG_01078	BBLLADNB_00862
OG0000184	NHBDKAOG_04600	BBLLADNB_00048
OG0000185	NHBDKAOG_02411	BBLLADNB_01047
OG0000186	NHBDKAOG_01371	BBLLADNB_02879
OG0000187	NHBDKAOG_02827	BBLLADNB_01653
OG0000189	NHBDKAOG_00699	BBLLADNB_01438
OG0000192	NHBDKAOG_02494	BBLLADNB_00345
OG0000194	NHBDKAOG_00951	BBLLADNB_02121
OG0000195	NHBDKAOG_01255	BBLLADNB_00824, BBLLADNB_01540
OG0000196	NHBDKAOG_02857	BBLLADNB_00584
OG0000197	NHBDKAOG_02758	BBLLADNB_02954, BBLLADNB_03025
OG0000198	NHBDKAOG_04764	BBLLADNB_02588
OG0000199	NHBDKAOG_02833	BBLLADNB_02886
OG0000200	NHBDKAOG_03276	BBLLADNB_03629
OG0000201	NHBDKAOG_02225	BBLLADNB_02539
OG0000201	NHBDKAOG_04165	BBLLADNB_02532
OG0000202	NHBDKAOG_04163	BBLLADNB_03829
OG0000203	NHBDKAOG_01209	BBLLADNB_00245
OG0000205	NHBDKAOG_03963	BBLLADNB_02335, BBLLADNB_01024
OG0000207	NHBDKAOG_02304	BBLLADNB_00982, BBLLADNB_01235
OG0000208	NHBDKAOG_00308, NHBDKAOG_01226	BBLLADNB_01000, BBLLADNB_01763
OG0000209	NHBDKAOG_03883	BBLLADNB_01768
OG0000210	NHBDKAOG_01195	BBLLADNB_00686
OG0000211	NHBDKAOG_03154	BBLLADNB_01001
OG0000212	NHBDKAOG_02385, NHBDKAOG_01770	BBLLADNB_03892
OG0000213	NHBDKAOG_02384	BBLLADNB_03893
OG0000214	NHBDKAOG_03600	BBLLADNB_02132, BBLLADNB_02926, BBLLADNB_02624
OG0000215	NHBDKAOG_03109	BBLLADNB_01004
OG0000216	NHBDKAOG_03107	BBLLADNB_01956, BBLLADNB_01006
OG0000217	NHBDKAOG_02395	BBLLADNB_02992
OG0000218	NHBDKAOG_04225	BBLLADNB_01661
OG0000221	NHBDKAOG_00358	BBLLADNB_02758
OG0000222	NHBDKAOG_00386	BBLLADNB_00790
OG0000223	NHBDKAOG_02095	BBLLADNB_02840
OG0000224	NHBDKAOG_02252	BBLLADNB_02431
OG0000225	NHBDKAOG_03899, NHBDKAOG_03898, NHBDKAOG_00506	BBLLADNB_03622
OG0000226	NHBDKAOG_04348, NHBDKAOG_01485	BBLLADNB_02826
OG0000226	NHBDKAOG_03971	BBLLADNB_02416
OG0000228	NHBDKAOG_03239	BBLLADNB_02443
OG0000229	NHBDKAOG_03682	BBLLADNB_03149
OG0000230	NHBDKAOG_03539	BBLLADNB_03321
OG0000231	NHBDKAOG_02879	BBLLADNB_01974, BBLLADNB_01975
OG0000232	NHBDKAOG_02057, NHBDKAOG_02447	BBLLADNB_02885
OG0000233	NHBDKAOG_02543	BBLLADNB_00696
OG0000234	NHBDKAOG_02822, NHBDKAOG_04808	BBLLADNB_02514
OG0000235	NHBDKAOG_04010	BBLLADNB_02519
OG0000236	NHBDKAOG_02012	BBLLADNB_00108
OG0000238	NHBDKAOG_02849	BBLLADNB_00576
OG0000239	NHBDKAOG_00971	BBLLADNB_00927
OG0000240	NHBDKAOG_01772	BBLLADNB_00026
OG0000241	NHBDKAOG_03659	BBLLADNB_02387
OG0000243	NHBDKAOG_00354	BBLLADNB_02762
OG0000244	NHBDKAOG_00814	BBLLADNB_02631
OG0000245	NHBDKAOG_00385	BBLLADNB_03520, BBLLADNB_02476
OG0000248	NHBDKAOG_02654	BBLLADNB_02209
OG0000249	NHBDKAOG_02358	BBLLADNB_01042, BBLLADNB_01046
OG0000250	NHBDKAOG_01759	BBLLADNB_03804
OG0000251	NHBDKAOG_04820	BBLLADNB_02948
OG0000252	NHBDKAOG_03362	BBLLADNB_01847
OG0000254	NHBDKAOG_03865	BBLLADNB_00890
OG0000255	NHBDKAOG_03334	BBLLADNB_02245
OG0000256	NHBDKAOG_01793	BBLLADNB_01910
OG0000259	NHBDKAOG_01272	BBLLADNB_01499
OG0000260	NHBDKAOG_02062	BBLLADNB_01340
OG0000261	NHBDKAOG_04164	BBLLADNB_02533
OG0000263	NHBDKAOG_03372	BBLLADNB_03581
OG0000265	NHBDKAOG_01254	BBLLADNB_01531
OG0000266	NHBDKAOG_03392	BBLLADNB_00072
OG0000267	NHBDKAOG_02752, NHBDKAOG_04495, NHBDKAOG_01752	BBLLADNB_01305
OG0000268	NHBDKAOG_03804	BBLLADNB_00710
OG0000269	NHBDKAOG_02856	BBLLADNB_00583
OG0000270	NHBDKAOG_02850	BBLLADNB_00577
OG0000271	NHBDKAOG_02860	BBLLADNB_00389, BBLLADNB_00387
OG0000272	NHBDKAOG_02472	BBLLADNB_01349
OG0000274	NHBDKAOG_00110, NHBDKAOG_00733	BBLLADNB_02589
OG0000275	NHBDKAOG_01322	BBLLADNB_03164
OG0000276	NHBDKAOG_00381	BBLLADNB_03693, BBLLADNB_03774
OG0000277	NHBDKAOG_03167	BBLLADNB_02765
OG0000278	NHBDKAOG_03679	BBLLADNB_01942, BBLLADNB_03152
OG0000279	NHBDKAOG_00224	BBLLADNB_00208
OG0000280	NHBDKAOG_00236	BBLLADNB_03544
OG0000281	NHBDKAOG_00013	BBLLADNB_02417, BBLLADNB_02827
OG0000282	NHBDKAOG_04575	BBLLADNB_01821
OG0000283	NHBDKAOG_03051	BBLLADNB_01567
OG0000284	NHBDKAOG_01957	BBLLADNB_03749
OG0000285	NHBDKAOG_01956	BBLLADNB_03750
OG0000286	NHBDKAOG_04769, NHBDKAOG_00280	BBLLADNB_00764
OG0000287	NHBDKAOG_02870	BBLLADNB_01586
OG0000287	NHBDKAOG_02869	BBLLADNB_02998
OG0000288	NHBDKAOG_00517	BBLLADNB_00627
OG0000290	NHBDKAOG_01225	BBLLADNB_02158, BBLLADNB_00998
OG0000291	NHBDKAOG_00981	BBLLADNB_01394
OG0000292	NHBDKAOG_04846	BBLLADNB_01057
OG0000292	NHBDKAOG_04845	BBLLADNB_03823
OG0000293	NHBDKAOG_01842	BBLLADNB_01812
OG0000294	NHBDKAOG_00634	BBLLADNB_01629
OG0000294	NHBDKAOG_02145	BBLLADNB_00450
OG0000295	NHBDKAOG_02780	BBLLADNB_03476
OG0000296	NHBDKAOG_02455	BBLLADNB_01908
OG0000297	NHBDKAOG_01936	BBLLADNB_01378
OG0000298	NHBDKAOG_01257	BBLLADNB_01544, BBLLADNB_00827
OG0000299	NHBDKAOG_01256	BBLLADNB_01543, BBLLADNB_00826
OG0000300	NHBDKAOG_04595	BBLLADNB_03879
OG0000300	NHBDKAOG_04850, NHBDKAOG_04791	BBLLADNB_02605
OG0000301	NHBDKAOG_01116	BBLLADNB_02368
OG0000302	NHBDKAOG_02442, NHBDKAOG_02329, NHBDKAOG_02617	BBLLADNB_02572
OG0000303	NHBDKAOG_02603	BBLLADNB_00902
OG0000303	NHBDKAOG_02604	BBLLADNB_02177
OG0000304	NHBDKAOG_04181	BBLLADNB_03612, BBLLADNB_02058
OG0000311	NHBDKAOG_04221	BBLLADNB_01667
OG0000312	NHBDKAOG_04227, NHBDKAOG_00480	BBLLADNB_01659
OG0000313	NHBDKAOG_00365	BBLLADNB_03848
OG0000314	NHBDKAOG_00372	BBLLADNB_02144
OG0000316	NHBDKAOG_00376	BBLLADNB_03772, BBLLADNB_03263
OG0000317	NHBDKAOG_00377	BBLLADNB_03262, BBLLADNB_03773
OG0000318	NHBDKAOG_01676	BBLLADNB_00430
OG0000319	NHBDKAOG_02314	BBLLADNB_01225
OG0000321	NHBDKAOG_04211	BBLLADNB_00610
OG0000322	NHBDKAOG_04210	BBLLADNB_00612
OG0000323	NHBDKAOG_04200	BBLLADNB_02561
OG0000324	NHBDKAOG_04197	BBLLADNB_02558
OG0000326	NHBDKAOG_03113	BBLLADNB_03838
OG0000327	NHBDKAOG_03510	BBLLADNB_02127
OG0000328	NHBDKAOG_03507	BBLLADNB_02124
OG0000329	NHBDKAOG_03395	BBLLADNB_00069
OG0000330	NHBDKAOG_00581	BBLLADNB_02798
OG0000331	NHBDKAOG_00582	BBLLADNB_02799
OG0000332	NHBDKAOG_02921	BBLLADNB_01012
OG0000333	NHBDKAOG_03901, NHBDKAOG_00507	BBLLADNB_03640
OG0000334	NHBDKAOG_00505, NHBDKAOG_03900	BBLLADNB_03641
OG0000335	NHBDKAOG_03411	BBLLADNB_00818
OG0000336	NHBDKAOG_02528	BBLLADNB_02724
OG0000337	NHBDKAOG_03993	BBLLADNB_03238
OG0000338	NHBDKAOG_03453	BBLLADNB_00052
OG0000339	NHBDKAOG_02380	BBLLADNB_01296
OG0000340	NHBDKAOG_02381	BBLLADNB_01295
OG0000341	NHBDKAOG_00421	BBLLADNB_03912
OG0000343	NHBDKAOG_03550	BBLLADNB_03424
OG0000344	NHBDKAOG_00503	BBLLADNB_03552
OG0000345	NHBDKAOG_00496	BBLLADNB_02787
OG0000346	NHBDKAOG_00404	BBLLADNB_02154
OG0000347	NHBDKAOG_00969	BBLLADNB_00929
OG0000348	NHBDKAOG_03909	BBLLADNB_02161
OG0000349	NHBDKAOG_00514	BBLLADNB_01354
OG0000350	NHBDKAOG_03704	BBLLADNB_02806
OG0000351	NHBDKAOG_03527	BBLLADNB_01465
OG0000352	NHBDKAOG_03428	BBLLADNB_01896
OG0000353	NHBDKAOG_01080	BBLLADNB_00864
OG0000354	NHBDKAOG_01082	BBLLADNB_00866
OG0000355	NHBDKAOG_01083	BBLLADNB_00867
OG0000358	NHBDKAOG_00620	BBLLADNB_02412
OG0000360	NHBDKAOG_02578, NHBDKAOG_01261	BBLLADNB_00562
OG0000361	NHBDKAOG_04765	BBLLADNB_03673
OG0000362	NHBDKAOG_04766	BBLLADNB_03674
OG0000363	NHBDKAOG_02947	BBLLADNB_03675
OG0000364	NHBDKAOG_02946	BBLLADNB_03724
OG0000365	NHBDKAOG_01460	BBLLADNB_02976
OG0000366	NHBDKAOG_01464	BBLLADNB_02107
OG0000367	NHBDKAOG_02072	BBLLADNB_02642
OG0000368	NHBDKAOG_02074	BBLLADNB_02640
OG0000369	NHBDKAOG_02075	BBLLADNB_02639
OG0000370	NHBDKAOG_03064	BBLLADNB_00021
OG0000371	NHBDKAOG_03998, NHBDKAOG_04060, NHBDKAOG_04059	BBLLADNB_01328
OG0000372	NHBDKAOG_02910	BBLLADNB_00239
OG0000373	NHBDKAOG_01536	BBLLADNB_01866
OG0000374	NHBDKAOG_03346	BBLLADNB_03845
OG0000375	NHBDKAOG_01241	BBLLADNB_02502
OG0000376	NHBDKAOG_02540	BBLLADNB_00693
OG0000377	NHBDKAOG_02541	BBLLADNB_00694
OG0000378	NHBDKAOG_02542	BBLLADNB_00695
OG0000379	NHBDKAOG_02544	BBLLADNB_00697
OG0000380	NHBDKAOG_02819	BBLLADNB_02511
OG0000381	NHBDKAOG_04011, NHBDKAOG_00276	BBLLADNB_02518
OG0000382	NHBDKAOG_04009	BBLLADNB_02520
OG0000383	NHBDKAOG_04008	BBLLADNB_02521
OG0000384	NHBDKAOG_03999	BBLLADNB_02896
OG0000385	NHBDKAOG_03313	BBLLADNB_02032
OG0000386	NHBDKAOG_00080	BBLLADNB_02748
OG0000387	NHBDKAOG_01121	BBLLADNB_02947
OG0000388	NHBDKAOG_03171, NHBDKAOG_03183	BBLLADNB_02768
OG0000389	NHBDKAOG_03172, NHBDKAOG_03184	BBLLADNB_02769
OG0000390	NHBDKAOG_03120, NHBDKAOG_00200	BBLLADNB_01617
OG0000391	NHBDKAOG_01559	BBLLADNB_00302
OG0000392	NHBDKAOG_01208	BBLLADNB_01479
OG0000394	NHBDKAOG_03701	BBLLADNB_01532
OG0000396	NHBDKAOG_04070	BBLLADNB_03646
OG0000397	NHBDKAOG_03169	BBLLADNB_02767
OG0000398	NHBDKAOG_01091	BBLLADNB_02463
OG0000399	NHBDKAOG_01894	BBLLADNB_02644
OG0000400	NHBDKAOG_03614, NHBDKAOG_03591	BBLLADNB_03470
OG0000401	NHBDKAOG_03592	BBLLADNB_03469
OG0000402	NHBDKAOG_03616	BBLLADNB_03468
OG0000403	NHBDKAOG_03594, NHBDKAOG_03617	BBLLADNB_03467
OG0000404	NHBDKAOG_00906	BBLLADNB_01699
OG0000405	NHBDKAOG_00674	BBLLADNB_01087
OG0000406	NHBDKAOG_03663	BBLLADNB_03157
OG0000407	NHBDKAOG_03661	BBLLADNB_02389
OG0000409	NHBDKAOG_03655	BBLLADNB_02383
OG0000410	NHBDKAOG_03652	BBLLADNB_03116
OG0000411	NHBDKAOG_03651	BBLLADNB_03114
OG0000412	NHBDKAOG_03649	BBLLADNB_03113
OG0000413	NHBDKAOG_03648	BBLLADNB_03112
OG0000414	NHBDKAOG_03645	BBLLADNB_03109
OG0000416	NHBDKAOG_03067	BBLLADNB_03609, BBLLADNB_02451
OG0000417	NHBDKAOG_01887	BBLLADNB_03073
OG0000418	NHBDKAOG_03104	BBLLADNB_01026
OG0000419	NHBDKAOG_01343	BBLLADNB_00588, BBLLADNB_03486
OG0000420	NHBDKAOG_03749, NHBDKAOG_03763	BBLLADNB_00721
OG0000421	NHBDKAOG_03750, NHBDKAOG_03736	BBLLADNB_00734
OG0000422	NHBDKAOG_00896	BBLLADNB_01710
OG0000424	NHBDKAOG_00353	BBLLADNB_02763
OG0000425	NHBDKAOG_00817	BBLLADNB_02634
OG0000426	NHBDKAOG_00379	BBLLADNB_01766
OG0000427	NHBDKAOG_03057	BBLLADNB_03730
OG0000428	NHBDKAOG_03058	BBLLADNB_03731
OG0000429	NHBDKAOG_03059	BBLLADNB_03732
OG0000430	NHBDKAOG_03777	BBLLADNB_02908
OG0000431	NHBDKAOG_03367	BBLLADNB_00854
OG0000432	NHBDKAOG_03370	BBLLADNB_00849
OG0000433	NHBDKAOG_01360	BBLLADNB_02012
OG0000434	NHBDKAOG_04567	BBLLADNB_02531
OG0000435	NHBDKAOG_01986	BBLLADNB_00095
OG0000436	NHBDKAOG_01177	BBLLADNB_00080
OG0000437	NHBDKAOG_01176	BBLLADNB_01784, BBLLADNB_00079
OG0000438	NHBDKAOG_01175	BBLLADNB_00078
OG0000439	NHBDKAOG_01937	BBLLADNB_03737
OG0000440	NHBDKAOG_00777	BBLLADNB_02803
OG0000441	NHBDKAOG_02307	BBLLADNB_01232
OG0000442	NHBDKAOG_01368	BBLLADNB_02882
OG0000443	NHBDKAOG_01328, NHBDKAOG_01246	BBLLADNB_00660
OG0000444	NHBDKAOG_04062	BBLLADNB_00390
OG0000445	NHBDKAOG_00697	BBLLADNB_01437
OG0000446	NHBDKAOG_00510, NHBDKAOG_00509	BBLLADNB_02773
OG0000447	NHBDKAOG_02182	BBLLADNB_02950
OG0000448	NHBDKAOG_01480	BBLLADNB_00104
OG0000449	NHBDKAOG_02363	BBLLADNB_03567
OG0000450	NHBDKAOG_04015	BBLLADNB_03298
OG0000452	NHBDKAOG_00704	BBLLADNB_03244
OG0000453	NHBDKAOG_02675	BBLLADNB_01119
OG0000454	NHBDKAOG_01259	BBLLADNB_01120
OG0000455	NHBDKAOG_00701	BBLLADNB_03241
OG0000456	NHBDKAOG_00700	BBLLADNB_01439
OG0000458	NHBDKAOG_00454	BBLLADNB_03535
OG0000459	NHBDKAOG_04024	BBLLADNB_00425
OG0000460	NHBDKAOG_01943	BBLLADNB_00189
OG0000461	NHBDKAOG_00755	BBLLADNB_02682
OG0000462	NHBDKAOG_01730	BBLLADNB_02424
OG0000463	NHBDKAOG_04508	BBLLADNB_01789
OG0000464	NHBDKAOG_02405	BBLLADNB_01113
OG0000465	NHBDKAOG_01648	BBLLADNB_00402
