Orthogroup	2767802455	Reactor4-bin.4
OG0000023	NHBDKAOG_00055, NHBDKAOG_00162	CEKMHFBL_03977
OG0000024	NHBDKAOG_04135, NHBDKAOG_02839, NHBDKAOG_04233, NHBDKAOG_04136	CEKMHFBL_01279
OG0000025	NHBDKAOG_02905	CEKMHFBL_00023
OG0000025	NHBDKAOG_02903	CEKMHFBL_00025
OG0000027	NHBDKAOG_03174	CEKMHFBL_02369
OG0000027	NHBDKAOG_01356	CEKMHFBL_04180
OG0000028	NHBDKAOG_04052	CEKMHFBL_03147
OG0000028	NHBDKAOG_03385	CEKMHFBL_02775
OG0000029	NHBDKAOG_03968, NHBDKAOG_00536, NHBDKAOG_04664, NHBDKAOG_00551, NHBDKAOG_03967, NHBDKAOG_03969, NHBDKAOG_04839, NHBDKAOG_02864, NHBDKAOG_01399, NHBDKAOG_00474	CEKMHFBL_03930, CEKMHFBL_03623
OG0000030	NHBDKAOG_03197	CEKMHFBL_02371
OG0000030	NHBDKAOG_04625, NHBDKAOG_04626	CEKMHFBL_02863, CEKMHFBL_03226
OG0000031	NHBDKAOG_04579	CEKMHFBL_01847
OG0000033	NHBDKAOG_00492	CEKMHFBL_02512
OG0000033	NHBDKAOG_03095	CEKMHFBL_02366
OG0000034	NHBDKAOG_00590, NHBDKAOG_04843, NHBDKAOG_04844	CEKMHFBL_01360
OG0000035	NHBDKAOG_02751	CEKMHFBL_03006, CEKMHFBL_03008
OG0000036	NHBDKAOG_03455	CEKMHFBL_00095
OG0000036	NHBDKAOG_02117	CEKMHFBL_02849
OG0000037	NHBDKAOG_02820	CEKMHFBL_04080
OG0000037	NHBDKAOG_03097	CEKMHFBL_00511, CEKMHFBL_02368
OG0000038	NHBDKAOG_02918	CEKMHFBL_03869
OG0000038	NHBDKAOG_02917	CEKMHFBL_04060
OG0000039	NHBDKAOG_04718	CEKMHFBL_01029
OG0000039	NHBDKAOG_04609	CEKMHFBL_01605
OG0000040	NHBDKAOG_03720, NHBDKAOG_02573	CEKMHFBL_03123
OG0000041	NHBDKAOG_02796, NHBDKAOG_01033	CEKMHFBL_03746
OG0000041	NHBDKAOG_04661	CEKMHFBL_01530
OG0000041	NHBDKAOG_01129	CEKMHFBL_03826
OG0000042	NHBDKAOG_03391	CEKMHFBL_02780
OG0000042	NHBDKAOG_00537	CEKMHFBL_03086
OG0000043	NHBDKAOG_03018	CEKMHFBL_00672
OG0000043	NHBDKAOG_03256	CEKMHFBL_01825
OG0000044	NHBDKAOG_03430	CEKMHFBL_02925
OG0000045	NHBDKAOG_01546	CEKMHFBL_03652
OG0000046	NHBDKAOG_00333	CEKMHFBL_02706
OG0000046	NHBDKAOG_00150	CEKMHFBL_01621
OG0000047	NHBDKAOG_01193, NHBDKAOG_04831, NHBDKAOG_04823	CEKMHFBL_02147
OG0000049	NHBDKAOG_00436	CEKMHFBL_02657, CEKMHFBL_03019
OG0000050	NHBDKAOG_04143	CEKMHFBL_01843
OG0000051	NHBDKAOG_02785, NHBDKAOG_02786	CEKMHFBL_01682
OG0000051	NHBDKAOG_03061	CEKMHFBL_02725
OG0000052	NHBDKAOG_03676	CEKMHFBL_03062
OG0000053	NHBDKAOG_04381	CEKMHFBL_03989, CEKMHFBL_04187
OG0000053	NHBDKAOG_01492	CEKMHFBL_01358
OG0000054	NHBDKAOG_04041	CEKMHFBL_02822
OG0000056	NHBDKAOG_00181, NHBDKAOG_00174, NHBDKAOG_03964, NHBDKAOG_04554, NHBDKAOG_00088	CEKMHFBL_03689, CEKMHFBL_03686
OG0000056	NHBDKAOG_02586	CEKMHFBL_04256
OG0000057	NHBDKAOG_04186	CEKMHFBL_02159
OG0000057	NHBDKAOG_04198	CEKMHFBL_01481
OG0000058	NHBDKAOG_03839	CEKMHFBL_01992
OG0000058	NHBDKAOG_01741	CEKMHFBL_00293
OG0000060	NHBDKAOG_02356	CEKMHFBL_00562
OG0000061	NHBDKAOG_04142	CEKMHFBL_01844
OG0000062	NHBDKAOG_00766	CEKMHFBL_02889
OG0000062	NHBDKAOG_00767	CEKMHFBL_02890
OG0000063	NHBDKAOG_02022	CEKMHFBL_01892
OG0000063	NHBDKAOG_03708	CEKMHFBL_01516
OG0000064	NHBDKAOG_01801	CEKMHFBL_00749
OG0000065	NHBDKAOG_02832	CEKMHFBL_02867, CEKMHFBL_03227
OG0000065	NHBDKAOG_01079	CEKMHFBL_00606
OG0000066	NHBDKAOG_02589, NHBDKAOG_04086, NHBDKAOG_04120	CEKMHFBL_01362
OG0000066	NHBDKAOG_04380	CEKMHFBL_01359, CEKMHFBL_04188
OG0000066	NHBDKAOG_01489	CEKMHFBL_03990
OG0000068	NHBDKAOG_02793	CEKMHFBL_03556
OG0000069	NHBDKAOG_01216, NHBDKAOG_01223, NHBDKAOG_01217	CEKMHFBL_01596
OG0000070	NHBDKAOG_02480	CEKMHFBL_01942
OG0000071	NHBDKAOG_02671	CEKMHFBL_01051, CEKMHFBL_03223
OG0000071	NHBDKAOG_01320	CEKMHFBL_00666
OG0000072	NHBDKAOG_04743	CEKMHFBL_00179
OG0000072	NHBDKAOG_01084	CEKMHFBL_00596
OG0000073	NHBDKAOG_03116	CEKMHFBL_02400
OG0000074	NHBDKAOG_01349	CEKMHFBL_03368
OG0000075	NHBDKAOG_03710	CEKMHFBL_01518
OG0000075	NHBDKAOG_04167	CEKMHFBL_02567
OG0000076	NHBDKAOG_03730	CEKMHFBL_02896, CEKMHFBL_02936, CEKMHFBL_01871
OG0000077	NHBDKAOG_03199	CEKMHFBL_03755
OG0000078	NHBDKAOG_01850	CEKMHFBL_01763
OG0000079	NHBDKAOG_02776	CEKMHFBL_02031
OG0000079	NHBDKAOG_00332	CEKMHFBL_04068
OG0000081	NHBDKAOG_01296	CEKMHFBL_01079, CEKMHFBL_03825, CEKMHFBL_02682
OG0000082	NHBDKAOG_04871	CEKMHFBL_04189
OG0000083	NHBDKAOG_03431	CEKMHFBL_02926
OG0000084	NHBDKAOG_00931	CEKMHFBL_03745
OG0000085	NHBDKAOG_03384	CEKMHFBL_02774
OG0000086	NHBDKAOG_03296, NHBDKAOG_02893, NHBDKAOG_02046	CEKMHFBL_01118
OG0000086	NHBDKAOG_02906	CEKMHFBL_00022
OG0000087	NHBDKAOG_00218	CEKMHFBL_02689
OG0000087	NHBDKAOG_02345	CEKMHFBL_00757
OG0000088	NHBDKAOG_02412	CEKMHFBL_04272
OG0000089	NHBDKAOG_04065	CEKMHFBL_00827
OG0000089	NHBDKAOG_02735	CEKMHFBL_01099
OG0000090	NHBDKAOG_03602	CEKMHFBL_00791
OG0000091	NHBDKAOG_04145	CEKMHFBL_00868
OG0000092	NHBDKAOG_04146	CEKMHFBL_00867
OG0000093	NHBDKAOG_04744	CEKMHFBL_00180
OG0000094	NHBDKAOG_04230, NHBDKAOG_04139	CEKMHFBL_03761
OG0000095	NHBDKAOG_02032	CEKMHFBL_01584
OG0000097	NHBDKAOG_03622	CEKMHFBL_04234
OG0000098	NHBDKAOG_03016	CEKMHFBL_01508, CEKMHFBL_01532
OG0000099	NHBDKAOG_02369	CEKMHFBL_01874
OG0000099	NHBDKAOG_04032, NHBDKAOG_04040	CEKMHFBL_02823
OG0000100	NHBDKAOG_03429	CEKMHFBL_02924
OG0000101	NHBDKAOG_04191	CEKMHFBL_01096
OG0000101	NHBDKAOG_02417	CEKMHFBL_01088
OG0000102	NHBDKAOG_04551, NHBDKAOG_04370	CEKMHFBL_04224
OG0000103	NHBDKAOG_02277	CEKMHFBL_03003
OG0000103	NHBDKAOG_00034	CEKMHFBL_03602
OG0000104	NHBDKAOG_03126	CEKMHFBL_02578
OG0000105	NHBDKAOG_00111, NHBDKAOG_00732	CEKMHFBL_03927
OG0000107	NHBDKAOG_01152	CEKMHFBL_02038, CEKMHFBL_02051
OG0000108	NHBDKAOG_01824	CEKMHFBL_00364
OG0000110	NHBDKAOG_04566	CEKMHFBL_04111
OG0000112	NHBDKAOG_03680	CEKMHFBL_03066
OG0000113	NHBDKAOG_03642	CEKMHFBL_01633
OG0000114	NHBDKAOG_01365	CEKMHFBL_01770
OG0000115	NHBDKAOG_01236	CEKMHFBL_03397
OG0000116	NHBDKAOG_04138, NHBDKAOG_04231	CEKMHFBL_03762
OG0000117	NHBDKAOG_02799	CEKMHFBL_03173
OG0000117	NHBDKAOG_02712	CEKMHFBL_03701
OG0000118	NHBDKAOG_02800	CEKMHFBL_03172
OG0000118	NHBDKAOG_02711	CEKMHFBL_02709
OG0000119	NHBDKAOG_02801	CEKMHFBL_03699
OG0000119	NHBDKAOG_02709	CEKMHFBL_02707
OG0000120	NHBDKAOG_02795	CEKMHFBL_03554
OG0000121	NHBDKAOG_04051	CEKMHFBL_03148
OG0000121	NHBDKAOG_02508	CEKMHFBL_00614
OG0000122	NHBDKAOG_04587, NHBDKAOG_04410, NHBDKAOG_01798, NHBDKAOG_03976	CEKMHFBL_00847
OG0000123	NHBDKAOG_02930	CEKMHFBL_02931
OG0000124	NHBDKAOG_02929	CEKMHFBL_02930
OG0000125	NHBDKAOG_03166	CEKMHFBL_02377
OG0000125	NHBDKAOG_03168	CEKMHFBL_02375
OG0000126	NHBDKAOG_04176	CEKMHFBL_01818
OG0000127	NHBDKAOG_00854	CEKMHFBL_03962
OG0000128	NHBDKAOG_01446	CEKMHFBL_03011, CEKMHFBL_01570
OG0000130	NHBDKAOG_00413	CEKMHFBL_00528
OG0000131	NHBDKAOG_02734	CEKMHFBL_04161
OG0000134	NHBDKAOG_04768	CEKMHFBL_02698
OG0000136	NHBDKAOG_04055	CEKMHFBL_03144
OG0000136	NHBDKAOG_03388	CEKMHFBL_02778
OG0000137	NHBDKAOG_01777	CEKMHFBL_01578
OG0000140	NHBDKAOG_01512	CEKMHFBL_03790
OG0000141	NHBDKAOG_01355	CEKMHFBL_00178, CEKMHFBL_04179
OG0000142	NHBDKAOG_03647	CEKMHFBL_04026, CEKMHFBL_00213
OG0000143	NHBDKAOG_03162, NHBDKAOG_03789	CEKMHFBL_02389
OG0000143	NHBDKAOG_00334	CEKMHFBL_02705
OG0000144	NHBDKAOG_03103	CEKMHFBL_04048
OG0000145	NHBDKAOG_03887	CEKMHFBL_01427
OG0000145	NHBDKAOG_04630	CEKMHFBL_03179
OG0000146	NHBDKAOG_03681	CEKMHFBL_03067
OG0000147	NHBDKAOG_02552	CEKMHFBL_02668
OG0000148	NHBDKAOG_04058	CEKMHFBL_01918
OG0000149	NHBDKAOG_00315	CEKMHFBL_02536
OG0000149	NHBDKAOG_01852	CEKMHFBL_02295
OG0000150	NHBDKAOG_04137, NHBDKAOG_04232	CEKMHFBL_03763
OG0000151	NHBDKAOG_00185	CEKMHFBL_00901
OG0000151	NHBDKAOG_00244	CEKMHFBL_04183
OG0000152	NHBDKAOG_03678	CEKMHFBL_03064
OG0000153	NHBDKAOG_00980	CEKMHFBL_03460
OG0000154	NHBDKAOG_00856	CEKMHFBL_03960
OG0000154	NHBDKAOG_00858	CEKMHFBL_03958
OG0000155	NHBDKAOG_02085	CEKMHFBL_01186
OG0000156	NHBDKAOG_00834	CEKMHFBL_02122
OG0000157	NHBDKAOG_02837	CEKMHFBL_03766
OG0000158	NHBDKAOG_00225	CEKMHFBL_00922
OG0000159	NHBDKAOG_04772, NHBDKAOG_03050, NHBDKAOG_04771	CEKMHFBL_02102
OG0000160	NHBDKAOG_02086	CEKMHFBL_01185
OG0000162	NHBDKAOG_00282	CEKMHFBL_02470
OG0000163	NHBDKAOG_02782	CEKMHFBL_02025
OG0000166	NHBDKAOG_03866	CEKMHFBL_02528
OG0000166	NHBDKAOG_02113	CEKMHFBL_00457
OG0000167	NHBDKAOG_03597	CEKMHFBL_02957, CEKMHFBL_03913
OG0000167	NHBDKAOG_03872, NHBDKAOG_04340, NHBDKAOG_03598	CEKMHFBL_01737
OG0000168	NHBDKAOG_00724, NHBDKAOG_02116, NHBDKAOG_04018	CEKMHFBL_02850
OG0000169	NHBDKAOG_00357	CEKMHFBL_03866
OG0000170	NHBDKAOG_00633, NHBDKAOG_04813	CEKMHFBL_00813
OG0000171	NHBDKAOG_04188	CEKMHFBL_00639
OG0000172	NHBDKAOG_00380	CEKMHFBL_00942
OG0000173	NHBDKAOG_00943	CEKMHFBL_01075
OG0000174	NHBDKAOG_00657	CEKMHFBL_03448
OG0000175	NHBDKAOG_01132	CEKMHFBL_02917
OG0000176	NHBDKAOG_02577, NHBDKAOG_01262	CEKMHFBL_02358
OG0000177	NHBDKAOG_00573	CEKMHFBL_01395
OG0000178	NHBDKAOG_02131	CEKMHFBL_00830
OG0000179	NHBDKAOG_03664	CEKMHFBL_00195
OG0000180	NHBDKAOG_03068	CEKMHFBL_01980
OG0000181	NHBDKAOG_04162	CEKMHFBL_03994
OG0000182	NHBDKAOG_04485	CEKMHFBL_00817
OG0000183	NHBDKAOG_03290, NHBDKAOG_01078	CEKMHFBL_00607
OG0000184	NHBDKAOG_04600	CEKMHFBL_01410
OG0000185	NHBDKAOG_02411	CEKMHFBL_04271
OG0000186	NHBDKAOG_01371	CEKMHFBL_02742
OG0000188	NHBDKAOG_01479	CEKMHFBL_01609
OG0000189	NHBDKAOG_00699	CEKMHFBL_01271
OG0000191	NHBDKAOG_02652, NHBDKAOG_04835	CEKMHFBL_01845
OG0000195	NHBDKAOG_01255	CEKMHFBL_03541
OG0000196	NHBDKAOG_02857	CEKMHFBL_01263, CEKMHFBL_03202
OG0000197	NHBDKAOG_02758	CEKMHFBL_04235
OG0000198	NHBDKAOG_00109, NHBDKAOG_00734	CEKMHFBL_03925
OG0000199	NHBDKAOG_02833	CEKMHFBL_03220, CEKMHFBL_01050
OG0000200	NHBDKAOG_03276	CEKMHFBL_00941
OG0000201	NHBDKAOG_04165	CEKMHFBL_03997
OG0000202	NHBDKAOG_04163	CEKMHFBL_03995
OG0000204	NHBDKAOG_04608	CEKMHFBL_01604
OG0000205	NHBDKAOG_03963	CEKMHFBL_03490
OG0000206	NHBDKAOG_03987	CEKMHFBL_02242
OG0000207	NHBDKAOG_02304	CEKMHFBL_00737
OG0000208	NHBDKAOG_00308, NHBDKAOG_01226	CEKMHFBL_02214
OG0000209	NHBDKAOG_03883	CEKMHFBL_01423
OG0000211	NHBDKAOG_03154	CEKMHFBL_02345
OG0000212	NHBDKAOG_01770	CEKMHFBL_03707
OG0000213	NHBDKAOG_01769	CEKMHFBL_03706
OG0000213	NHBDKAOG_02384	CEKMHFBL_01779
OG0000214	NHBDKAOG_03600	CEKMHFBL_00609
OG0000215	NHBDKAOG_03109	CEKMHFBL_01465
OG0000216	NHBDKAOG_03107	CEKMHFBL_01467
OG0000218	NHBDKAOG_04225	CEKMHFBL_01300
OG0000219	NHBDKAOG_03242	CEKMHFBL_03673
OG0000220	NHBDKAOG_00352	CEKMHFBL_01313
OG0000221	NHBDKAOG_00358	CEKMHFBL_03865
OG0000222	NHBDKAOG_00386	CEKMHFBL_01612
OG0000223	NHBDKAOG_02095	CEKMHFBL_03110
OG0000224	NHBDKAOG_02252	CEKMHFBL_03635
OG0000225	NHBDKAOG_03899, NHBDKAOG_03898, NHBDKAOG_00506	CEKMHFBL_03032
OG0000226	NHBDKAOG_04348, NHBDKAOG_01485, NHBDKAOG_03971	CEKMHFBL_01997
OG0000227	NHBDKAOG_04854	CEKMHFBL_02271
OG0000228	NHBDKAOG_03239	CEKMHFBL_02805
OG0000229	NHBDKAOG_03682	CEKMHFBL_03068
OG0000230	NHBDKAOG_03539	CEKMHFBL_01223
OG0000231	NHBDKAOG_02879	CEKMHFBL_01643
OG0000232	NHBDKAOG_02057	CEKMHFBL_02354
OG0000232	NHBDKAOG_02447	CEKMHFBL_03809
OG0000233	NHBDKAOG_02543	CEKMHFBL_00663
OG0000234	NHBDKAOG_02822, NHBDKAOG_04808	CEKMHFBL_04078
OG0000235	NHBDKAOG_04010	CEKMHFBL_02461
OG0000236	NHBDKAOG_02012	CEKMHFBL_00479
OG0000238	NHBDKAOG_02849	CEKMHFBL_01255, CEKMHFBL_03210
OG0000239	NHBDKAOG_00971	CEKMHFBL_03025, CEKMHFBL_00130
OG0000240	NHBDKAOG_01772	CEKMHFBL_00160
OG0000241	NHBDKAOG_03659	CEKMHFBL_00200
OG0000242	NHBDKAOG_03121, NHBDKAOG_00199	CEKMHFBL_02405
OG0000243	NHBDKAOG_00354	CEKMHFBL_02489
OG0000244	NHBDKAOG_00814	CEKMHFBL_00052
OG0000245	NHBDKAOG_00385	CEKMHFBL_00102
OG0000246	NHBDKAOG_03386	CEKMHFBL_02776
OG0000246	NHBDKAOG_04053	CEKMHFBL_03146
OG0000247	NHBDKAOG_03387	CEKMHFBL_02777
OG0000247	NHBDKAOG_04054	CEKMHFBL_03145
OG0000248	NHBDKAOG_02654	CEKMHFBL_03621
OG0000249	NHBDKAOG_02358	CEKMHFBL_00564
OG0000250	NHBDKAOG_01759	CEKMHFBL_03222, CEKMHFBL_01091
OG0000251	NHBDKAOG_04820	CEKMHFBL_04198
OG0000252	NHBDKAOG_03362	CEKMHFBL_01695
OG0000253	NHBDKAOG_04503, NHBDKAOG_00735	CEKMHFBL_03716
OG0000254	NHBDKAOG_03865	CEKMHFBL_00574
OG0000255	NHBDKAOG_03334	CEKMHFBL_02206
OG0000256	NHBDKAOG_01793	CEKMHFBL_04061
OG0000257	NHBDKAOG_03815	CEKMHFBL_02288
OG0000259	NHBDKAOG_01272	CEKMHFBL_03588
OG0000260	NHBDKAOG_02062	CEKMHFBL_02946
OG0000261	NHBDKAOG_04164	CEKMHFBL_03996
OG0000262	NHBDKAOG_04144	CEKMHFBL_01842
OG0000263	NHBDKAOG_03372	CEKMHFBL_00322
OG0000264	NHBDKAOG_03886	CEKMHFBL_01426
OG0000265	NHBDKAOG_01254	CEKMHFBL_00224
OG0000266	NHBDKAOG_03392	CEKMHFBL_03722, CEKMHFBL_02781
OG0000267	NHBDKAOG_02752, NHBDKAOG_04495, NHBDKAOG_01752	CEKMHFBL_00229
OG0000268	NHBDKAOG_03804	CEKMHFBL_01460
OG0000269	NHBDKAOG_02856	CEKMHFBL_03203, CEKMHFBL_01262
OG0000270	NHBDKAOG_02850	CEKMHFBL_01256, CEKMHFBL_03209
OG0000272	NHBDKAOG_02472	CEKMHFBL_00857
OG0000273	NHBDKAOG_02835	CEKMHFBL_03219, CEKMHFBL_04083
OG0000274	NHBDKAOG_00110, NHBDKAOG_00733	CEKMHFBL_03926
OG0000275	NHBDKAOG_01322	CEKMHFBL_02173
OG0000276	NHBDKAOG_00381	CEKMHFBL_00954
OG0000277	NHBDKAOG_03167	CEKMHFBL_02376
OG0000278	NHBDKAOG_03679	CEKMHFBL_03065
OG0000279	NHBDKAOG_00224	CEKMHFBL_00923
OG0000280	NHBDKAOG_00236	CEKMHFBL_00914
OG0000281	NHBDKAOG_00013	CEKMHFBL_00175, CEKMHFBL_00388
OG0000282	NHBDKAOG_04575	CEKMHFBL_01095
OG0000283	NHBDKAOG_03051	CEKMHFBL_02103
OG0000284	NHBDKAOG_01957	CEKMHFBL_04114
OG0000285	NHBDKAOG_01956	CEKMHFBL_04113
OG0000288	NHBDKAOG_00517	CEKMHFBL_01342, CEKMHFBL_01341, CEKMHFBL_02440
OG0000289	NHBDKAOG_02164	CEKMHFBL_04095, CEKMHFBL_03909
OG0000290	NHBDKAOG_01225	CEKMHFBL_03135
OG0000291	NHBDKAOG_00981	CEKMHFBL_00605, CEKMHFBL_00602
OG0000292	NHBDKAOG_04846	CEKMHFBL_01361
OG0000293	NHBDKAOG_01842	CEKMHFBL_02034
OG0000294	NHBDKAOG_02145	CEKMHFBL_03117
OG0000295	NHBDKAOG_02780	CEKMHFBL_02027
OG0000296	NHBDKAOG_02455	CEKMHFBL_04107
OG0000297	NHBDKAOG_01936	CEKMHFBL_00468, CEKMHFBL_03056
OG0000298	NHBDKAOG_01257	CEKMHFBL_03544
OG0000299	NHBDKAOG_01256	CEKMHFBL_03543
OG0000301	NHBDKAOG_01116	CEKMHFBL_01315
OG0000302	NHBDKAOG_02442, NHBDKAOG_02329	CEKMHFBL_02471, CEKMHFBL_02475
OG0000307	NHBDKAOG_03626, NHBDKAOG_04865, NHBDKAOG_02280	CEKMHFBL_00536, CEKMHFBL_03049
OG0000308	NHBDKAOG_00769, NHBDKAOG_03083, NHBDKAOG_02102, NHBDKAOG_02489, NHBDKAOG_03024, NHBDKAOG_01581	CEKMHFBL_02525
OG0000309	NHBDKAOG_02624, NHBDKAOG_02118, NHBDKAOG_02119	CEKMHFBL_01146, CEKMHFBL_01142, CEKMHFBL_01145, CEKMHFBL_00800
OG0000311	NHBDKAOG_04221	CEKMHFBL_03080
OG0000312	NHBDKAOG_04227, NHBDKAOG_00480	CEKMHFBL_01303
OG0000313	NHBDKAOG_00365	CEKMHFBL_03858
OG0000314	NHBDKAOG_00372	CEKMHFBL_03852
OG0000315	NHBDKAOG_04650, NHBDKAOG_02470	CEKMHFBL_02956
OG0000316	NHBDKAOG_00376	CEKMHFBL_03669
OG0000317	NHBDKAOG_00377	CEKMHFBL_03670
OG0000318	NHBDKAOG_01676	CEKMHFBL_00113
OG0000319	NHBDKAOG_02314	CEKMHFBL_00747
OG0000320	NHBDKAOG_00351	CEKMHFBL_01320
OG0000321	NHBDKAOG_04211	CEKMHFBL_01492
OG0000322	NHBDKAOG_04210	CEKMHFBL_01491
OG0000323	NHBDKAOG_04200	CEKMHFBL_01483
OG0000324	NHBDKAOG_04197	CEKMHFBL_01480
OG0000326	NHBDKAOG_03113	CEKMHFBL_01461
OG0000327	NHBDKAOG_03510	CEKMHFBL_04016
OG0000328	NHBDKAOG_03507	CEKMHFBL_04013
OG0000329	NHBDKAOG_03395	CEKMHFBL_02784
OG0000330	NHBDKAOG_00581	CEKMHFBL_01404
OG0000331	NHBDKAOG_00582	CEKMHFBL_01405
OG0000332	NHBDKAOG_02921	CEKMHFBL_01472
OG0000333	NHBDKAOG_00507	CEKMHFBL_03033
OG0000334	NHBDKAOG_00505	CEKMHFBL_03031
OG0000335	NHBDKAOG_03411	CEKMHFBL_01428
OG0000336	NHBDKAOG_02528	CEKMHFBL_00643
OG0000337	NHBDKAOG_03993	CEKMHFBL_02248
OG0000338	NHBDKAOG_03453	CEKMHFBL_00092
OG0000339	NHBDKAOG_02380	CEKMHFBL_03563
OG0000340	NHBDKAOG_02381	CEKMHFBL_03562
OG0000341	NHBDKAOG_00421	CEKMHFBL_01026
OG0000342	NHBDKAOG_03771	CEKMHFBL_00958
OG0000343	NHBDKAOG_03550	CEKMHFBL_01234
OG0000344	NHBDKAOG_00503	CEKMHFBL_02496
OG0000345	NHBDKAOG_00496	CEKMHFBL_02504
OG0000346	NHBDKAOG_00404	CEKMHFBL_01666
OG0000347	NHBDKAOG_00969	CEKMHFBL_00132
OG0000348	NHBDKAOG_03909	CEKMHFBL_01642
OG0000349	NHBDKAOG_00514	CEKMHFBL_01657
OG0000350	NHBDKAOG_03704	CEKMHFBL_02892
OG0000351	NHBDKAOG_03527	CEKMHFBL_01211
OG0000352	NHBDKAOG_03428	CEKMHFBL_02923
OG0000353	NHBDKAOG_01080	CEKMHFBL_00600
OG0000354	NHBDKAOG_01082	CEKMHFBL_00598
OG0000355	NHBDKAOG_01083	CEKMHFBL_00597
OG0000356	NHBDKAOG_04044	CEKMHFBL_02819
OG0000358	NHBDKAOG_00620	CEKMHFBL_03423
OG0000360	NHBDKAOG_02578, NHBDKAOG_01261	CEKMHFBL_02357
OG0000361	NHBDKAOG_04765	CEKMHFBL_02120
OG0000362	NHBDKAOG_04766	CEKMHFBL_02119
OG0000363	NHBDKAOG_02947	CEKMHFBL_02118
OG0000364	NHBDKAOG_02946	CEKMHFBL_02117
OG0000365	NHBDKAOG_01460	CEKMHFBL_03773
OG0000366	NHBDKAOG_01464	CEKMHFBL_03777
OG0000367	NHBDKAOG_02072	CEKMHFBL_03478
OG0000368	NHBDKAOG_02074	CEKMHFBL_03476
OG0000369	NHBDKAOG_02075	CEKMHFBL_03475
OG0000370	NHBDKAOG_03064	CEKMHFBL_02728
OG0000371	NHBDKAOG_03998, NHBDKAOG_04060, NHBDKAOG_04059	CEKMHFBL_04165
OG0000372	NHBDKAOG_02910	CEKMHFBL_00018
OG0000373	NHBDKAOG_01536	CEKMHFBL_03885
OG0000374	NHBDKAOG_03346	CEKMHFBL_01618, CEKMHFBL_01933
OG0000375	NHBDKAOG_01241	CEKMHFBL_00299
OG0000376	NHBDKAOG_02540	CEKMHFBL_00660
OG0000377	NHBDKAOG_02541	CEKMHFBL_00661
OG0000378	NHBDKAOG_02542	CEKMHFBL_00662
OG0000379	NHBDKAOG_02544	CEKMHFBL_00664
OG0000380	NHBDKAOG_02819	CEKMHFBL_04081
OG0000381	NHBDKAOG_04011, NHBDKAOG_00276	CEKMHFBL_02462
