Orthogroup	GCA_003332265.1	2687453699
OG0000052	BFLDHLJO_03290	PEBOPBNB_01813
OG0000053	BFLDHLJO_02840	PEBOPBNB_00573
OG0000053	BFLDHLJO_00379	PEBOPBNB_03616
OG0000054	BFLDHLJO_04108	PEBOPBNB_01285
OG0000054	BFLDHLJO_00503	PEBOPBNB_02514
OG0000054	BFLDHLJO_03794	PEBOPBNB_00912
OG0000057	BFLDHLJO_03111	PEBOPBNB_00685
OG0000057	BFLDHLJO_03773	PEBOPBNB_00882
OG0000058	BFLDHLJO_00396	PEBOPBNB_01224
OG0000058	BFLDHLJO_03931	PEBOPBNB_03645
OG0000059	BFLDHLJO_03040	PEBOPBNB_02186
OG0000059	BFLDHLJO_02331	PEBOPBNB_03723
OG0000060	BFLDHLJO_00428	PEBOPBNB_02880
OG0000060	BFLDHLJO_00435	PEBOPBNB_02872
OG0000061	BFLDHLJO_03862, BFLDHLJO_03190, BFLDHLJO_01906, BFLDHLJO_03187	PEBOPBNB_00475
OG0000062	BFLDHLJO_00029	PEBOPBNB_00366
OG0000062	BFLDHLJO_00028	PEBOPBNB_00367
OG0000063	BFLDHLJO_02567	PEBOPBNB_03057
OG0000063	BFLDHLJO_01518	PEBOPBNB_01169
OG0000064	BFLDHLJO_03162, BFLDHLJO_03201	PEBOPBNB_00468
OG0000064	BFLDHLJO_00878	PEBOPBNB_02833
OG0000065	BFLDHLJO_02514	PEBOPBNB_02955
OG0000065	BFLDHLJO_01809	PEBOPBNB_00071
OG0000066	BFLDHLJO_02839	PEBOPBNB_00572
OG0000066	BFLDHLJO_00380	PEBOPBNB_03627, PEBOPBNB_03617
OG0000067	BFLDHLJO_01405	PEBOPBNB_01858
OG0000067	BFLDHLJO_03378	PEBOPBNB_00921
OG0000068	BFLDHLJO_00861	PEBOPBNB_02890
OG0000070	BFLDHLJO_01591	PEBOPBNB_01187
OG0000070	BFLDHLJO_03826	PEBOPBNB_03078
OG0000071	BFLDHLJO_02893	PEBOPBNB_02956
OG0000072	BFLDHLJO_01815	PEBOPBNB_00066
OG0000073	BFLDHLJO_00220	PEBOPBNB_01533
OG0000074	BFLDHLJO_02240	PEBOPBNB_01631
OG0000075	BFLDHLJO_01517	PEBOPBNB_01109
OG0000075	BFLDHLJO_03416	PEBOPBNB_02313
OG0000076	BFLDHLJO_02087	PEBOPBNB_02531
OG0000076	BFLDHLJO_02916	PEBOPBNB_02989
OG0000077	BFLDHLJO_02817	PEBOPBNB_03333
OG0000077	BFLDHLJO_02895	PEBOPBNB_00134
OG0000078	BFLDHLJO_01266	PEBOPBNB_00001
OG0000079	BFLDHLJO_01009	PEBOPBNB_01970
OG0000079	BFLDHLJO_00418	PEBOPBNB_01251
OG0000080	BFLDHLJO_03440	PEBOPBNB_03747
OG0000080	BFLDHLJO_03459	PEBOPBNB_02444
OG0000081	BFLDHLJO_01631	PEBOPBNB_02672
OG0000083	BFLDHLJO_04172	PEBOPBNB_00834
OG0000083	BFLDHLJO_01135	PEBOPBNB_02471
OG0000084	BFLDHLJO_01634	PEBOPBNB_02676
OG0000084	BFLDHLJO_04045	PEBOPBNB_02566
OG0000084	BFLDHLJO_02299	PEBOPBNB_01715
OG0000085	BFLDHLJO_01191	PEBOPBNB_02887, PEBOPBNB_01768
OG0000086	BFLDHLJO_04135, BFLDHLJO_04124	PEBOPBNB_03570
OG0000087	BFLDHLJO_00453	PEBOPBNB_02851
OG0000087	BFLDHLJO_00886	PEBOPBNB_02841
OG0000088	BFLDHLJO_00431	PEBOPBNB_02876
OG0000089	BFLDHLJO_01848	PEBOPBNB_00049
OG0000090	BFLDHLJO_00193	PEBOPBNB_00214
OG0000090	BFLDHLJO_01722	PEBOPBNB_03146
OG0000091	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209	PEBOPBNB_00235
OG0000092	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208	PEBOPBNB_03021
OG0000093	BFLDHLJO_03019, BFLDHLJO_00818	PEBOPBNB_02414
OG0000093	BFLDHLJO_01753	PEBOPBNB_02806
OG0000094	BFLDHLJO_01088	PEBOPBNB_00465
OG0000095	BFLDHLJO_00538, BFLDHLJO_03698	PEBOPBNB_03117
OG0000095	BFLDHLJO_03926	PEBOPBNB_03762
OG0000096	BFLDHLJO_03213	PEBOPBNB_00004
OG0000097	BFLDHLJO_02447	PEBOPBNB_00393
OG0000098	BFLDHLJO_00723	PEBOPBNB_00901
OG0000098	BFLDHLJO_03781	PEBOPBNB_02480
OG0000099	BFLDHLJO_03791	PEBOPBNB_00909
OG0000099	BFLDHLJO_04109	PEBOPBNB_01284
OG0000100	BFLDHLJO_01137	PEBOPBNB_02473
OG0000100	BFLDHLJO_02695	PEBOPBNB_02115
OG0000101	BFLDHLJO_01783	PEBOPBNB_02555
OG0000105	BFLDHLJO_01678	PEBOPBNB_03194
OG0000108	BFLDHLJO_00786	PEBOPBNB_02351
OG0000109	BFLDHLJO_02918	PEBOPBNB_02987
OG0000110	BFLDHLJO_01296	PEBOPBNB_03014
OG0000111	BFLDHLJO_00604	PEBOPBNB_02198, PEBOPBNB_00135
OG0000112	BFLDHLJO_03297	PEBOPBNB_00981
OG0000115	BFLDHLJO_03947	PEBOPBNB_03658
OG0000116	BFLDHLJO_01089	PEBOPBNB_00464
OG0000117	BFLDHLJO_02138	PEBOPBNB_01490
OG0000118	BFLDHLJO_02139	PEBOPBNB_01491
OG0000119	BFLDHLJO_02141	PEBOPBNB_01493
OG0000120	BFLDHLJO_03531	PEBOPBNB_00186
OG0000120	BFLDHLJO_00863	PEBOPBNB_02892
OG0000121	BFLDHLJO_00903	PEBOPBNB_03688
OG0000122	BFLDHLJO_01644	PEBOPBNB_02649
OG0000125	BFLDHLJO_02392, BFLDHLJO_02389	PEBOPBNB_01601
OG0000126	BFLDHLJO_03052	PEBOPBNB_02175
OG0000126	BFLDHLJO_01375	PEBOPBNB_00744
OG0000127	BFLDHLJO_02714	PEBOPBNB_02133
OG0000128	BFLDHLJO_02453, BFLDHLJO_03331	PEBOPBNB_02707
OG0000129	BFLDHLJO_01048, BFLDHLJO_03271, BFLDHLJO_03438	PEBOPBNB_03010
OG0000130	BFLDHLJO_02790	PEBOPBNB_03303
OG0000131	BFLDHLJO_01853	PEBOPBNB_03744
OG0000139	BFLDHLJO_01467	PEBOPBNB_01060
OG0000140	BFLDHLJO_02125	PEBOPBNB_01478
OG0000141	BFLDHLJO_03054	PEBOPBNB_02173
OG0000142	BFLDHLJO_01553	PEBOPBNB_01140
OG0000143	BFLDHLJO_00214	PEBOPBNB_01528
OG0000145	BFLDHLJO_01576	PEBOPBNB_01177
OG0000146	BFLDHLJO_03298	PEBOPBNB_00980
OG0000147	BFLDHLJO_03843	PEBOPBNB_01034
OG0000148	BFLDHLJO_04123	PEBOPBNB_02442, PEBOPBNB_01264
OG0000149	BFLDHLJO_01951	PEBOPBNB_01028
OG0000150	BFLDHLJO_01090	PEBOPBNB_00463
OG0000151	BFLDHLJO_02212	PEBOPBNB_03521
OG0000152	BFLDHLJO_01908	PEBOPBNB_00983
OG0000153	BFLDHLJO_02353	PEBOPBNB_01829
OG0000155	BFLDHLJO_02545	PEBOPBNB_02754
OG0000156	BFLDHLJO_02273	PEBOPBNB_01663
OG0000157	BFLDHLJO_00159	PEBOPBNB_00236
OG0000158	BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194	PEBOPBNB_03541
OG0000159	BFLDHLJO_03294	PEBOPBNB_01817
OG0000160	BFLDHLJO_02546	PEBOPBNB_02755
OG0000162	BFLDHLJO_03456	PEBOPBNB_01944, PEBOPBNB_03163
OG0000163	BFLDHLJO_01016	PEBOPBNB_01963
OG0000164	BFLDHLJO_01633	PEBOPBNB_02675
OG0000168	BFLDHLJO_01636	PEBOPBNB_02678
OG0000169	BFLDHLJO_02048	PEBOPBNB_00846
OG0000170	BFLDHLJO_02794	PEBOPBNB_03307
OG0000172	BFLDHLJO_01342	PEBOPBNB_00818
OG0000173	BFLDHLJO_00202	PEBOPBNB_01516
OG0000174	BFLDHLJO_00107	PEBOPBNB_00285
OG0000176	BFLDHLJO_00333	PEBOPBNB_01449
OG0000177	BFLDHLJO_01379	PEBOPBNB_00740
OG0000177	BFLDHLJO_01381	PEBOPBNB_00738
OG0000179	BFLDHLJO_01536	PEBOPBNB_01155
OG0000181	BFLDHLJO_02685	PEBOPBNB_00561
OG0000182	BFLDHLJO_02883	PEBOPBNB_00637
OG0000183	BFLDHLJO_01808	PEBOPBNB_00072
OG0000184	BFLDHLJO_02228	PEBOPBNB_01738
OG0000185	BFLDHLJO_00432	PEBOPBNB_02875
OG0000186	BFLDHLJO_02384	PEBOPBNB_00100
OG0000186	BFLDHLJO_00054	PEBOPBNB_00336
OG0000187	BFLDHLJO_02967	PEBOPBNB_03500
OG0000188	BFLDHLJO_01132	PEBOPBNB_02468
OG0000189	BFLDHLJO_00058	PEBOPBNB_00332
OG0000190	BFLDHLJO_01206	PEBOPBNB_01752
OG0000192	BFLDHLJO_02520	PEBOPBNB_02526
OG0000194	BFLDHLJO_02372	PEBOPBNB_03496
OG0000194	BFLDHLJO_03979	PEBOPBNB_03483
OG0000195	BFLDHLJO_01858	PEBOPBNB_03284
OG0000195	BFLDHLJO_02592	PEBOPBNB_02452
OG0000196	BFLDHLJO_00309	PEBOPBNB_01426
OG0000197	BFLDHLJO_00184	PEBOPBNB_00227
OG0000198	BFLDHLJO_01680	PEBOPBNB_03192
OG0000199	BFLDHLJO_02930	PEBOPBNB_02975
OG0000200	BFLDHLJO_00234	PEBOPBNB_01352
OG0000201	BFLDHLJO_02682	PEBOPBNB_00558
OG0000202	BFLDHLJO_02684	PEBOPBNB_00560
OG0000205	BFLDHLJO_02146	PEBOPBNB_02738
OG0000206	BFLDHLJO_03808	PEBOPBNB_00937
OG0000207	BFLDHLJO_01707	PEBOPBNB_03167
OG0000207	BFLDHLJO_01736	PEBOPBNB_02821
OG0000208	BFLDHLJO_01570	PEBOPBNB_03149, PEBOPBNB_01170
OG0000209	BFLDHLJO_01573	PEBOPBNB_01175
OG0000210	BFLDHLJO_03643	PEBOPBNB_03018
OG0000211	BFLDHLJO_01720	PEBOPBNB_03148
OG0000212	BFLDHLJO_03864	PEBOPBNB_03365
OG0000213	BFLDHLJO_03865	PEBOPBNB_03366
OG0000214	BFLDHLJO_02909	PEBOPBNB_03684
OG0000215	BFLDHLJO_00279	PEBOPBNB_01397
OG0000216	BFLDHLJO_00281	PEBOPBNB_01399
OG0000217	BFLDHLJO_02064	PEBOPBNB_01905
OG0000218	BFLDHLJO_01937	PEBOPBNB_01012
OG0000220	BFLDHLJO_03655	PEBOPBNB_00851
OG0000221	BFLDHLJO_02049	PEBOPBNB_00845
OG0000223	BFLDHLJO_03043	PEBOPBNB_02183
OG0000224	BFLDHLJO_01180, BFLDHLJO_01181	PEBOPBNB_02497
OG0000225	BFLDHLJO_00930	PEBOPBNB_03717
OG0000226	BFLDHLJO_00002	PEBOPBNB_00609
OG0000228	BFLDHLJO_04093	PEBOPBNB_01301
OG0000229	BFLDHLJO_03299	PEBOPBNB_00979
OG0000231	BFLDHLJO_04085	PEBOPBNB_01309
OG0000232	BFLDHLJO_00633	PEBOPBNB_00106
OG0000233	BFLDHLJO_03812	PEBOPBNB_03733
OG0000234	BFLDHLJO_02491	PEBOPBNB_02934
OG0000235	BFLDHLJO_02497	PEBOPBNB_02939
OG0000236	BFLDHLJO_00948	PEBOPBNB_02037
OG0000238	BFLDHLJO_00317	PEBOPBNB_01434
OG0000239	BFLDHLJO_00088	PEBOPBNB_00302
OG0000240	BFLDHLJO_01238	PEBOPBNB_01697
OG0000241	BFLDHLJO_01541	PEBOPBNB_01150
OG0000243	BFLDHLJO_03657	PEBOPBNB_00849
OG0000244	BFLDHLJO_03486	PEBOPBNB_01550
OG0000245	BFLDHLJO_02675	PEBOPBNB_00550
OG0000248	BFLDHLJO_01877	PEBOPBNB_03270
OG0000249	BFLDHLJO_00433	PEBOPBNB_02871, PEBOPBNB_02874
OG0000250	BFLDHLJO_01806	PEBOPBNB_00074
OG0000251	BFLDHLJO_00664	PEBOPBNB_03038
OG0000252	BFLDHLJO_02723	PEBOPBNB_02142
OG0000253	BFLDHLJO_02948	PEBOPBNB_01840
OG0000254	BFLDHLJO_01837	PEBOPBNB_00026
OG0000255	BFLDHLJO_02242	PEBOPBNB_01633
OG0000256	BFLDHLJO_02259	PEBOPBNB_01649
OG0000258	BFLDHLJO_02211	PEBOPBNB_03524
OG0000259	BFLDHLJO_00749	PEBOPBNB_02393
OG0000260	BFLDHLJO_00940	PEBOPBNB_02590
OG0000261	BFLDHLJO_02683	PEBOPBNB_00559
OG0000262	BFLDHLJO_03192	PEBOPBNB_00477
OG0000263	BFLDHLJO_01752	PEBOPBNB_02807
OG0000264	BFLDHLJO_01212	PEBOPBNB_01746
OG0000265	BFLDHLJO_00735	PEBOPBNB_02461, PEBOPBNB_02405
OG0000266	BFLDHLJO_01194	PEBOPBNB_01764
OG0000267	BFLDHLJO_02080	PEBOPBNB_01920
OG0000268	BFLDHLJO_01424	PEBOPBNB_00650
OG0000269	BFLDHLJO_00310	PEBOPBNB_01427
OG0000270	BFLDHLJO_00316	PEBOPBNB_01433
OG0000271	BFLDHLJO_04121	PEBOPBNB_01266
OG0000271	BFLDHLJO_04119	PEBOPBNB_01268
OG0000272	BFLDHLJO_01629	PEBOPBNB_02599
OG0000273	BFLDHLJO_02536	PEBOPBNB_02962
OG0000274	BFLDHLJO_01679	PEBOPBNB_03193
OG0000275	BFLDHLJO_03690	PEBOPBNB_03073
OG0000276	BFLDHLJO_01334	PEBOPBNB_00825
OG0000277	BFLDHLJO_02391	PEBOPBNB_01600
OG0000278	BFLDHLJO_01907	PEBOPBNB_00982
OG0000279	BFLDHLJO_02193	PEBOPBNB_03542
OG0000280	BFLDHLJO_02202	PEBOPBNB_03533
OG0000281	BFLDHLJO_03925	PEBOPBNB_03216
OG0000282	BFLDHLJO_00733, BFLDHLJO_00569	PEBOPBNB_01122
OG0000283	BFLDHLJO_03293	PEBOPBNB_01816
OG0000284	BFLDHLJO_03784	PEBOPBNB_00900
OG0000285	BFLDHLJO_03783	PEBOPBNB_00899
OG0000286	BFLDHLJO_02015	PEBOPBNB_00003
OG0000287	BFLDHLJO_03214	PEBOPBNB_03230
OG0000287	BFLDHLJO_00636	PEBOPBNB_00008
OG0000288	BFLDHLJO_03083	PEBOPBNB_00530, PEBOPBNB_00522
OG0000289	BFLDHLJO_02435	PEBOPBNB_00610
OG0000290	BFLDHLJO_01399	PEBOPBNB_00639
OG0000290	BFLDHLJO_01717	PEBOPBNB_03151
OG0000291	BFLDHLJO_01563	PEBOPBNB_01130
OG0000292	BFLDHLJO_01794	PEBOPBNB_01202, PEBOPBNB_01740
OG0000294	BFLDHLJO_01031	PEBOPBNB_01949
OG0000294	BFLDHLJO_02828	PEBOPBNB_03344
OG0000295	BFLDHLJO_01014	PEBOPBNB_01965
OG0000296	BFLDHLJO_02702	PEBOPBNB_02122
OG0000297	BFLDHLJO_00787	PEBOPBNB_02350
OG0000298	BFLDHLJO_02595	PEBOPBNB_02448
OG0000298	BFLDHLJO_01861	PEBOPBNB_03281
OG0000299	BFLDHLJO_02594	PEBOPBNB_02449
OG0000299	BFLDHLJO_01860	PEBOPBNB_03282
OG0000301	BFLDHLJO_03824	PEBOPBNB_03080
OG0000303	BFLDHLJO_03253	PEBOPBNB_03388
OG0000304	BFLDHLJO_02871	PEBOPBNB_03610
OG0000311	BFLDHLJO_01931	PEBOPBNB_01006
OG0000312	BFLDHLJO_01939	PEBOPBNB_01014
OG0000313	BFLDHLJO_02057	PEBOPBNB_00838
OG0000314	BFLDHLJO_01328	PEBOPBNB_00831
OG0000316	BFLDHLJO_03116	PEBOPBNB_00690
OG0000317	BFLDHLJO_03117	PEBOPBNB_00691
OG0000318	BFLDHLJO_03127	PEBOPBNB_00701
OG0000319	BFLDHLJO_00876	PEBOPBNB_02831
OG0000320	BFLDHLJO_03650	PEBOPBNB_00852
OG0000321	BFLDHLJO_03760	PEBOPBNB_00868
OG0000322	BFLDHLJO_03762	PEBOPBNB_00870
OG0000323	BFLDHLJO_03771	PEBOPBNB_00880
OG0000324	BFLDHLJO_03774	PEBOPBNB_00883
OG0000326	BFLDHLJO_00275	PEBOPBNB_01393
OG0000327	BFLDHLJO_03724	PEBOPBNB_03429
OG0000328	BFLDHLJO_03727	PEBOPBNB_03426
OG0000329	BFLDHLJO_01197	PEBOPBNB_01761
OG0000330	BFLDHLJO_01371	PEBOPBNB_00748
OG0000331	BFLDHLJO_01370	PEBOPBNB_00749
OG0000332	BFLDHLJO_00287	PEBOPBNB_01405
OG0000333	BFLDHLJO_00932	PEBOPBNB_03719
OG0000334	BFLDHLJO_00931	PEBOPBNB_03718
OG0000335	BFLDHLJO_02954	PEBOPBNB_03290
OG0000336	BFLDHLJO_00918	PEBOPBNB_03704
OG0000337	BFLDHLJO_03802	PEBOPBNB_00927
OG0000338	BFLDHLJO_01214	PEBOPBNB_01745
OG0000339	BFLDHLJO_02070	PEBOPBNB_01911
OG0000340	BFLDHLJO_02069	PEBOPBNB_01910
OG0000341	BFLDHLJO_01468	PEBOPBNB_01061
OG0000342	BFLDHLJO_00249	PEBOPBNB_01363
OG0000343	BFLDHLJO_02980	PEBOPBNB_03472
OG0000344	BFLDHLJO_00266	PEBOPBNB_01384
OG0000345	BFLDHLJO_00259	PEBOPBNB_01377
OG0000346	BFLDHLJO_01414	PEBOPBNB_00643
OG0000347	BFLDHLJO_00086	PEBOPBNB_00304
OG0000348	BFLDHLJO_01594	PEBOPBNB_00636
OG0000349	BFLDHLJO_04071, BFLDHLJO_04141	PEBOPBNB_01326
OG0000350	BFLDHLJO_00026	PEBOPBNB_00369
OG0000351	BFLDHLJO_03715	PEBOPBNB_03446
OG0000352	BFLDHLJO_02693	PEBOPBNB_02110
OG0000353	BFLDHLJO_01810	PEBOPBNB_00070
OG0000354	BFLDHLJO_01812	PEBOPBNB_00068
OG0000355	BFLDHLJO_01813	PEBOPBNB_00067
OG0000356	BFLDHLJO_04105	PEBOPBNB_01289
OG0000357	BFLDHLJO_02773	PEBOPBNB_02076
OG0000358	BFLDHLJO_00129	PEBOPBNB_00263
OG0000359	BFLDHLJO_03445	PEBOPBNB_01270
OG0000360	BFLDHLJO_00332	PEBOPBNB_01448
OG0000361	BFLDHLJO_02276	PEBOPBNB_01667
OG0000362	BFLDHLJO_02277	PEBOPBNB_01668
OG0000363	BFLDHLJO_02278	PEBOPBNB_01669
OG0000364	BFLDHLJO_02279	PEBOPBNB_01670
OG0000365	BFLDHLJO_03570	PEBOPBNB_01462
OG0000366	BFLDHLJO_03574	PEBOPBNB_01466
OG0000367	BFLDHLJO_00625	PEBOPBNB_00114
OG0000368	BFLDHLJO_00623	PEBOPBNB_00116
OG0000369	BFLDHLJO_00622	PEBOPBNB_00117
OG0000370	BFLDHLJO_02185	PEBOPBNB_01692
OG0000371	BFLDHLJO_01461	PEBOPBNB_01053
OG0000373	BFLDHLJO_02304	PEBOPBNB_02091
OG0000374	BFLDHLJO_04154	PEBOPBNB_01254
OG0000375	BFLDHLJO_03941	PEBOPBNB_03651
OG0000376	BFLDHLJO_03815	PEBOPBNB_03730
OG0000377	BFLDHLJO_03814	PEBOPBNB_03731
OG0000378	BFLDHLJO_03813	PEBOPBNB_03732
OG0000379	BFLDHLJO_02418	PEBOPBNB_03734
OG0000380	BFLDHLJO_02488	PEBOPBNB_02931
OG0000381	BFLDHLJO_02496	PEBOPBNB_02938
OG0000382	BFLDHLJO_02498	PEBOPBNB_02940
OG0000383	BFLDHLJO_02499	PEBOPBNB_02941
OG0000384	BFLDHLJO_02509	PEBOPBNB_02951
OG0000385	BFLDHLJO_01139	PEBOPBNB_02475
OG0000386	BFLDHLJO_01662	PEBOPBNB_02633
OG0000387	BFLDHLJO_00665	PEBOPBNB_03039
OG0000388	BFLDHLJO_01986	PEBOPBNB_01588
OG0000389	BFLDHLJO_01987	PEBOPBNB_01587
OG0000390	BFLDHLJO_00224	PEBOPBNB_01537
OG0000391	BFLDHLJO_03414	PEBOPBNB_02308
OG0000392	BFLDHLJO_00673	PEBOPBNB_03046
OG0000394	BFLDHLJO_01395	PEBOPBNB_02460
OG0000395	BFLDHLJO_00015	PEBOPBNB_00381
OG0000396	BFLDHLJO_01901	PEBOPBNB_00811
OG0000397	BFLDHLJO_02388	PEBOPBNB_01589
OG0000398	BFLDHLJO_01650	PEBOPBNB_02646
OG0000399	BFLDHLJO_00627	PEBOPBNB_00112
OG0000400	BFLDHLJO_02408	PEBOPBNB_01618
OG0000401	BFLDHLJO_02407	PEBOPBNB_01617
OG0000402	BFLDHLJO_02406	PEBOPBNB_01616
OG0000403	BFLDHLJO_02405	PEBOPBNB_01615
OG0000404	BFLDHLJO_01493	PEBOPBNB_01085
OG0000405	BFLDHLJO_01104	PEBOPBNB_00449
OG0000406	BFLDHLJO_01537	PEBOPBNB_01154
OG0000407	BFLDHLJO_01539	PEBOPBNB_01152
OG0000408	BFLDHLJO_01544	PEBOPBNB_01149
OG0000409	BFLDHLJO_01545	PEBOPBNB_01148
OG0000410	BFLDHLJO_01548	PEBOPBNB_01145
OG0000411	BFLDHLJO_01550	PEBOPBNB_01143
OG0000412	BFLDHLJO_01551	PEBOPBNB_01142
OG0000413	BFLDHLJO_01552	PEBOPBNB_01141
OG0000414	BFLDHLJO_01555	PEBOPBNB_01138
OG0000415	BFLDHLJO_01557	PEBOPBNB_01136
OG0000416	BFLDHLJO_04038	PEBOPBNB_00786
OG0000417	BFLDHLJO_00754	PEBOPBNB_02382
OG0000418	BFLDHLJO_00302	PEBOPBNB_01419
OG0000419	BFLDHLJO_00306	PEBOPBNB_01423
OG0000420	BFLDHLJO_01435	PEBOPBNB_00661
OG0000421	BFLDHLJO_01448, BFLDHLJO_03100	PEBOPBNB_00674
OG0000422	BFLDHLJO_01504	PEBOPBNB_01096
OG0000423	BFLDHLJO_03723	PEBOPBNB_03430
OG0000424	BFLDHLJO_03656	PEBOPBNB_00850
OG0000425	BFLDHLJO_03489	PEBOPBNB_01553
OG0000426	BFLDHLJO_01571	PEBOPBNB_03234, PEBOPBNB_01173
OG0000427	BFLDHLJO_03286	PEBOPBNB_01810
OG0000428	BFLDHLJO_03285	PEBOPBNB_01809
OG0000429	BFLDHLJO_03284	PEBOPBNB_01808
OG0000430	BFLDHLJO_03342, BFLDHLJO_03272	PEBOPBNB_01794
OG0000431	BFLDHLJO_03350	PEBOPBNB_01786
OG0000432	BFLDHLJO_03355	PEBOPBNB_01781
OG0000433	BFLDHLJO_03058	PEBOPBNB_02168
OG0000434	BFLDHLJO_03071	PEBOPBNB_00557
OG0000435	BFLDHLJO_00960	PEBOPBNB_02024
OG0000436	BFLDHLJO_00976	PEBOPBNB_02009
OG0000437	BFLDHLJO_00977	PEBOPBNB_02008
OG0000438	BFLDHLJO_00978	PEBOPBNB_02007
OG0000440	BFLDHLJO_00024	PEBOPBNB_00372
OG0000441	BFLDHLJO_01733	PEBOPBNB_02824
OG0000442	BFLDHLJO_02381	PEBOPBNB_00103
OG0000443	BFLDHLJO_01294	PEBOPBNB_03012
