Orthogroup	GCA_003332265.1	Reactor4-bin.4
OG0000030	BFLDHLJO_01988	CEKMHFBL_02371
OG0000030	BFLDHLJO_02159	CEKMHFBL_04070
OG0000031	BFLDHLJO_02678	CEKMHFBL_03820
OG0000031	BFLDHLJO_02043, BFLDHLJO_00513	CEKMHFBL_01847
OG0000032	BFLDHLJO_00585	CEKMHFBL_04121
OG0000033	BFLDHLJO_02754	CEKMHFBL_00263
OG0000033	BFLDHLJO_02611, BFLDHLJO_02776	CEKMHFBL_02366
OG0000034	BFLDHLJO_01795	CEKMHFBL_01360
OG0000035	BFLDHLJO_00831, BFLDHLJO_00165	CEKMHFBL_03599
OG0000036	BFLDHLJO_01216	CEKMHFBL_00095
OG0000036	BFLDHLJO_01637	CEKMHFBL_02849
OG0000037	BFLDHLJO_02489	CEKMHFBL_04080
OG0000037	BFLDHLJO_02778	CEKMHFBL_00511, CEKMHFBL_02368
OG0000038	BFLDHLJO_00291	CEKMHFBL_03869
OG0000038	BFLDHLJO_00292	CEKMHFBL_04060
OG0000041	BFLDHLJO_00219	CEKMHFBL_01080, CEKMHFBL_03746, CEKMHFBL_01530, CEKMHFBL_03826
OG0000042	BFLDHLJO_01193	CEKMHFBL_02780
OG0000042	BFLDHLJO_01926	CEKMHFBL_03086
OG0000043	BFLDHLJO_02167	CEKMHFBL_00672
OG0000043	BFLDHLJO_01582	CEKMHFBL_01825
OG0000044	BFLDHLJO_01136	CEKMHFBL_02925
OG0000045	BFLDHLJO_03403	CEKMHFBL_03652
OG0000046	BFLDHLJO_00213	CEKMHFBL_02706
OG0000046	BFLDHLJO_00899	CEKMHFBL_01621
OG0000047	BFLDHLJO_03646, BFLDHLJO_00610	CEKMHFBL_02147
OG0000049	BFLDHLJO_03377	CEKMHFBL_02657, CEKMHFBL_03019
OG0000051	BFLDHLJO_01019	CEKMHFBL_01682
OG0000051	BFLDHLJO_01624	CEKMHFBL_02725
OG0000052	BFLDHLJO_03290	CEKMHFBL_02105
OG0000053	BFLDHLJO_02841	CEKMHFBL_01358
OG0000054	BFLDHLJO_04108	CEKMHFBL_02822
OG0000054	BFLDHLJO_00503	CEKMHFBL_01873
OG0000054	BFLDHLJO_03794	CEKMHFBL_01194, CEKMHFBL_02171
OG0000056	BFLDHLJO_03595	CEKMHFBL_03689, CEKMHFBL_03686, CEKMHFBL_04256, CEKMHFBL_03622
OG0000057	BFLDHLJO_03111	CEKMHFBL_02159
OG0000057	BFLDHLJO_03773	CEKMHFBL_01481
OG0000058	BFLDHLJO_00396	CEKMHFBL_01992
OG0000058	BFLDHLJO_03931	CEKMHFBL_00293
OG0000059	BFLDHLJO_02331	CEKMHFBL_02685
OG0000060	BFLDHLJO_00435	CEKMHFBL_00562
OG0000062	BFLDHLJO_00029	CEKMHFBL_02889
OG0000062	BFLDHLJO_00028	CEKMHFBL_02890
OG0000063	BFLDHLJO_02567	CEKMHFBL_01892
OG0000063	BFLDHLJO_01518	CEKMHFBL_01516, CEKMHFBL_01839
OG0000064	BFLDHLJO_00878	CEKMHFBL_00749
OG0000065	BFLDHLJO_02514	CEKMHFBL_02867, CEKMHFBL_03227
OG0000065	BFLDHLJO_01809	CEKMHFBL_00606
OG0000066	BFLDHLJO_02839	CEKMHFBL_01362
OG0000066	BFLDHLJO_00380	CEKMHFBL_03990
OG0000068	BFLDHLJO_00861	CEKMHFBL_03556
OG0000070	BFLDHLJO_01591	CEKMHFBL_01942
OG0000071	BFLDHLJO_02893	CEKMHFBL_01051, CEKMHFBL_03223
OG0000072	BFLDHLJO_01815	CEKMHFBL_00179, CEKMHFBL_00596
OG0000073	BFLDHLJO_00220	CEKMHFBL_02400
OG0000074	BFLDHLJO_02240	CEKMHFBL_03368
OG0000075	BFLDHLJO_01517	CEKMHFBL_01518
OG0000075	BFLDHLJO_03416	CEKMHFBL_02567
OG0000076	BFLDHLJO_02087	CEKMHFBL_02896, CEKMHFBL_02936, CEKMHFBL_01871
OG0000076	BFLDHLJO_02916	CEKMHFBL_03247
OG0000077	BFLDHLJO_02817	CEKMHFBL_03755
OG0000079	BFLDHLJO_01009	CEKMHFBL_02031
OG0000079	BFLDHLJO_00418	CEKMHFBL_04068
OG0000081	BFLDHLJO_01631	CEKMHFBL_02682
OG0000082	BFLDHLJO_02370	CEKMHFBL_04189
OG0000082	BFLDHLJO_00231	CEKMHFBL_04236
OG0000083	BFLDHLJO_01135	CEKMHFBL_02926
OG0000084	BFLDHLJO_01634	CEKMHFBL_02852
OG0000084	BFLDHLJO_04045, BFLDHLJO_02299	CEKMHFBL_03745
OG0000085	BFLDHLJO_01191	CEKMHFBL_02774
OG0000086	BFLDHLJO_04135, BFLDHLJO_04124	CEKMHFBL_01118
OG0000087	BFLDHLJO_00453	CEKMHFBL_02689
OG0000087	BFLDHLJO_00886	CEKMHFBL_00757
OG0000088	BFLDHLJO_00431	CEKMHFBL_04272
OG0000089	BFLDHLJO_01848	CEKMHFBL_00827
OG0000090	BFLDHLJO_00193	CEKMHFBL_01250
OG0000090	BFLDHLJO_01722	CEKMHFBL_00791
OG0000091	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209	CEKMHFBL_00868
OG0000092	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208	CEKMHFBL_00867
OG0000093	BFLDHLJO_03019, BFLDHLJO_00818	CEKMHFBL_00180
OG0000093	BFLDHLJO_01753	CEKMHFBL_00321
OG0000094	BFLDHLJO_01088	CEKMHFBL_03761
OG0000095	BFLDHLJO_00538, BFLDHLJO_03698	CEKMHFBL_01584
OG0000097	BFLDHLJO_02447	CEKMHFBL_04233
OG0000098	BFLDHLJO_00723	CEKMHFBL_01508, CEKMHFBL_01532
OG0000098	BFLDHLJO_03781	CEKMHFBL_02007
OG0000099	BFLDHLJO_03791	CEKMHFBL_01874
OG0000099	BFLDHLJO_04109	CEKMHFBL_02823
OG0000100	BFLDHLJO_01137	CEKMHFBL_02924
OG0000100	BFLDHLJO_02695	CEKMHFBL_00412
OG0000101	BFLDHLJO_01783	CEKMHFBL_01096, CEKMHFBL_01088
OG0000102	BFLDHLJO_01725	CEKMHFBL_04224
OG0000103	BFLDHLJO_03379	CEKMHFBL_02655
OG0000103	BFLDHLJO_02767	CEKMHFBL_03003, CEKMHFBL_03602
OG0000104	BFLDHLJO_01985	CEKMHFBL_02578
OG0000104	BFLDHLJO_01983	CEKMHFBL_00933
OG0000104	BFLDHLJO_01854	CEKMHFBL_02003
OG0000104	BFLDHLJO_03335	CEKMHFBL_00400
OG0000107	BFLDHLJO_01002	CEKMHFBL_02038, CEKMHFBL_02051
OG0000108	BFLDHLJO_00786	CEKMHFBL_00364
OG0000109	BFLDHLJO_02722	CEKMHFBL_01694
OG0000109	BFLDHLJO_02918	CEKMHFBL_03249
OG0000110	BFLDHLJO_01296	CEKMHFBL_04111
OG0000112	BFLDHLJO_03297	CEKMHFBL_03066
OG0000115	BFLDHLJO_03947	CEKMHFBL_03397
OG0000116	BFLDHLJO_01089	CEKMHFBL_03762
OG0000117	BFLDHLJO_02138	CEKMHFBL_02710
OG0000118	BFLDHLJO_02139	CEKMHFBL_03172, CEKMHFBL_02709
OG0000119	BFLDHLJO_02141	CEKMHFBL_02707
OG0000120	BFLDHLJO_00863	CEKMHFBL_03554
OG0000121	BFLDHLJO_00903	CEKMHFBL_00614
OG0000122	BFLDHLJO_01644	CEKMHFBL_00847
OG0000123	BFLDHLJO_00497	CEKMHFBL_02931
OG0000124	BFLDHLJO_00498	CEKMHFBL_02930
OG0000125	BFLDHLJO_02392	CEKMHFBL_02377
OG0000125	BFLDHLJO_02389	CEKMHFBL_02375
OG0000126	BFLDHLJO_03052	CEKMHFBL_01818
OG0000127	BFLDHLJO_02714	CEKMHFBL_03962
OG0000128	BFLDHLJO_04146	CEKMHFBL_03011
OG0000128	BFLDHLJO_02453, BFLDHLJO_03331	CEKMHFBL_01570
OG0000130	BFLDHLJO_02790	CEKMHFBL_00528
OG0000130	BFLDHLJO_02585	CEKMHFBL_00866
OG0000131	BFLDHLJO_00698	CEKMHFBL_04161
OG0000134	BFLDHLJO_02016	CEKMHFBL_02698
OG0000138	BFLDHLJO_02831	CEKMHFBL_04086, CEKMHFBL_01049, CEKMHFBL_01048
OG0000138	BFLDHLJO_04168	CEKMHFBL_02713
OG0000140	BFLDHLJO_02125	CEKMHFBL_03790
OG0000141	BFLDHLJO_03054	CEKMHFBL_00178, CEKMHFBL_04179
OG0000142	BFLDHLJO_01553	CEKMHFBL_04026, CEKMHFBL_00213
OG0000143	BFLDHLJO_00214	CEKMHFBL_02705
OG0000144	BFLDHLJO_00303	CEKMHFBL_04048
OG0000145	BFLDHLJO_01576	CEKMHFBL_01427
OG0000146	BFLDHLJO_03298	CEKMHFBL_03067
OG0000148	BFLDHLJO_04123	CEKMHFBL_01918
OG0000149	BFLDHLJO_01951	CEKMHFBL_02295
OG0000150	BFLDHLJO_01090	CEKMHFBL_03763
OG0000151	BFLDHLJO_02446	CEKMHFBL_00904
OG0000152	BFLDHLJO_01908	CEKMHFBL_03064
OG0000155	BFLDHLJO_02545	CEKMHFBL_01186
OG0000156	BFLDHLJO_02273	CEKMHFBL_02122
OG0000157	BFLDHLJO_00159	CEKMHFBL_03766
OG0000158	BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194	CEKMHFBL_00922
OG0000159	BFLDHLJO_03341, BFLDHLJO_03294	CEKMHFBL_02102
OG0000160	BFLDHLJO_02546	CEKMHFBL_01185
OG0000162	BFLDHLJO_03456	CEKMHFBL_02470
OG0000163	BFLDHLJO_01016	CEKMHFBL_02025
OG0000164	BFLDHLJO_01633	CEKMHFBL_02209
OG0000164	BFLDHLJO_01885	CEKMHFBL_00885
OG0000164	BFLDHLJO_02219	CEKMHFBL_00456, CEKMHFBL_00454
OG0000165	BFLDHLJO_01043	CEKMHFBL_00453, CEKMHFBL_04042, CEKMHFBL_04173, CEKMHFBL_02825, CEKMHFBL_01766, CEKMHFBL_02148, CEKMHFBL_04159, CEKMHFBL_02223, CEKMHFBL_04202, CEKMHFBL_04278
OG0000166	BFLDHLJO_01073	CEKMHFBL_02528
OG0000166	BFLDHLJO_03918	CEKMHFBL_00457
OG0000167	BFLDHLJO_02220	CEKMHFBL_02957, CEKMHFBL_03913
OG0000167	BFLDHLJO_02221	CEKMHFBL_01737
OG0000168	BFLDHLJO_01636	CEKMHFBL_02850
OG0000169	BFLDHLJO_02048	CEKMHFBL_03866
OG0000170	BFLDHLJO_02794	CEKMHFBL_00813
OG0000171	BFLDHLJO_01262	CEKMHFBL_00639
OG0000172	BFLDHLJO_01342	CEKMHFBL_00942
OG0000173	BFLDHLJO_00202	CEKMHFBL_01075
OG0000174	BFLDHLJO_00107	CEKMHFBL_03448
OG0000176	BFLDHLJO_00333	CEKMHFBL_02358
OG0000177	BFLDHLJO_01379	CEKMHFBL_01395
OG0000179	BFLDHLJO_01536	CEKMHFBL_00195
OG0000180	BFLDHLJO_03329	CEKMHFBL_03497, CEKMHFBL_03502
OG0000181	BFLDHLJO_02685	CEKMHFBL_03994
OG0000182	BFLDHLJO_02883	CEKMHFBL_00817
OG0000183	BFLDHLJO_01808	CEKMHFBL_00607
OG0000184	BFLDHLJO_02228	CEKMHFBL_01410
OG0000185	BFLDHLJO_00432	CEKMHFBL_04271
OG0000186	BFLDHLJO_02384	CEKMHFBL_02742
OG0000188	BFLDHLJO_01132	CEKMHFBL_01609
OG0000189	BFLDHLJO_00058	CEKMHFBL_01271
OG0000190	BFLDHLJO_01206	CEKMHFBL_01376
OG0000191	BFLDHLJO_01803	CEKMHFBL_00217, CEKMHFBL_04021, CEKMHFBL_01845
OG0000194	BFLDHLJO_02372	CEKMHFBL_03402
OG0000195	BFLDHLJO_01858, BFLDHLJO_02592	CEKMHFBL_03541
OG0000196	BFLDHLJO_00309	CEKMHFBL_01263, CEKMHFBL_03202
OG0000197	BFLDHLJO_00184	CEKMHFBL_04235
OG0000199	BFLDHLJO_02930	CEKMHFBL_03220, CEKMHFBL_01050
OG0000200	BFLDHLJO_00234	CEKMHFBL_00941
OG0000201	BFLDHLJO_02682	CEKMHFBL_03997
OG0000202	BFLDHLJO_02684	CEKMHFBL_03995
OG0000205	BFLDHLJO_02146	CEKMHFBL_03490
OG0000206	BFLDHLJO_03808	CEKMHFBL_02242
OG0000207	BFLDHLJO_01707, BFLDHLJO_01736	CEKMHFBL_00737
OG0000208	BFLDHLJO_01570	CEKMHFBL_02214
OG0000209	BFLDHLJO_01573	CEKMHFBL_01423
OG0000211	BFLDHLJO_01720	CEKMHFBL_02345
OG0000212	BFLDHLJO_03864	CEKMHFBL_01778, CEKMHFBL_03707
OG0000213	BFLDHLJO_03865	CEKMHFBL_01779
OG0000214	BFLDHLJO_02909	CEKMHFBL_00609
OG0000215	BFLDHLJO_00279	CEKMHFBL_01465
OG0000216	BFLDHLJO_00281	CEKMHFBL_01467
OG0000218	BFLDHLJO_01937	CEKMHFBL_01300
OG0000220	BFLDHLJO_03655	CEKMHFBL_01313
OG0000221	BFLDHLJO_02049	CEKMHFBL_03865
OG0000223	BFLDHLJO_03043	CEKMHFBL_03110
OG0000224	BFLDHLJO_01180, BFLDHLJO_01181	CEKMHFBL_03635
OG0000225	BFLDHLJO_00930	CEKMHFBL_03032
OG0000226	BFLDHLJO_00002	CEKMHFBL_01997
OG0000227	BFLDHLJO_01396	CEKMHFBL_02271
OG0000228	BFLDHLJO_04093	CEKMHFBL_02805
OG0000229	BFLDHLJO_03299	CEKMHFBL_03068
OG0000230	BFLDHLJO_03702	CEKMHFBL_01223
OG0000231	BFLDHLJO_04085	CEKMHFBL_01643
OG0000232	BFLDHLJO_00633	CEKMHFBL_02354, CEKMHFBL_03809
OG0000233	BFLDHLJO_03812	CEKMHFBL_00663
OG0000234	BFLDHLJO_02491	CEKMHFBL_04078
OG0000235	BFLDHLJO_02497	CEKMHFBL_02461
OG0000236	BFLDHLJO_00948	CEKMHFBL_00479
OG0000238	BFLDHLJO_00317	CEKMHFBL_01255, CEKMHFBL_03210
OG0000239	BFLDHLJO_00088	CEKMHFBL_03025, CEKMHFBL_00130
OG0000240	BFLDHLJO_01238	CEKMHFBL_00160
OG0000241	BFLDHLJO_01541	CEKMHFBL_00200
OG0000243	BFLDHLJO_03657	CEKMHFBL_02489
OG0000244	BFLDHLJO_03486	CEKMHFBL_00052
OG0000245	BFLDHLJO_02675	CEKMHFBL_00102
OG0000248	BFLDHLJO_01877	CEKMHFBL_03621
OG0000249	BFLDHLJO_00433	CEKMHFBL_00564
OG0000250	BFLDHLJO_01806	CEKMHFBL_03222, CEKMHFBL_01091
OG0000251	BFLDHLJO_00664	CEKMHFBL_04198
OG0000252	BFLDHLJO_02723	CEKMHFBL_01695
OG0000253	BFLDHLJO_02948	CEKMHFBL_03716
OG0000254	BFLDHLJO_01837	CEKMHFBL_00574
OG0000255	BFLDHLJO_02242	CEKMHFBL_02206
OG0000256	BFLDHLJO_02259	CEKMHFBL_04061
OG0000257	BFLDHLJO_01421	CEKMHFBL_02288
OG0000258	BFLDHLJO_02211	CEKMHFBL_00905
OG0000259	BFLDHLJO_00749	CEKMHFBL_03588
OG0000260	BFLDHLJO_00940	CEKMHFBL_02946
OG0000261	BFLDHLJO_02683	CEKMHFBL_03996
OG0000262	BFLDHLJO_03192	CEKMHFBL_01842
OG0000263	BFLDHLJO_01752	CEKMHFBL_00322
OG0000265	BFLDHLJO_00735	CEKMHFBL_00224
OG0000266	BFLDHLJO_01194	CEKMHFBL_03722, CEKMHFBL_02781
OG0000267	BFLDHLJO_02080	CEKMHFBL_00229
OG0000268	BFLDHLJO_01424	CEKMHFBL_01460
OG0000269	BFLDHLJO_00310	CEKMHFBL_03203, CEKMHFBL_01262
OG0000270	BFLDHLJO_00316	CEKMHFBL_01256, CEKMHFBL_03209
OG0000272	BFLDHLJO_01629	CEKMHFBL_00857
OG0000273	BFLDHLJO_02536	CEKMHFBL_03219, CEKMHFBL_04083
OG0000274	BFLDHLJO_01679	CEKMHFBL_03926
OG0000275	BFLDHLJO_03690	CEKMHFBL_02173
OG0000277	BFLDHLJO_02391	CEKMHFBL_02376
OG0000278	BFLDHLJO_01907	CEKMHFBL_03065
OG0000279	BFLDHLJO_02193	CEKMHFBL_00923
OG0000280	BFLDHLJO_02202	CEKMHFBL_00914
OG0000281	BFLDHLJO_03925	CEKMHFBL_00388
OG0000282	BFLDHLJO_00733, BFLDHLJO_00569	CEKMHFBL_01095
OG0000283	BFLDHLJO_03293	CEKMHFBL_02103
OG0000288	BFLDHLJO_03083	CEKMHFBL_01342, CEKMHFBL_01341, CEKMHFBL_02440
OG0000289	BFLDHLJO_02435	CEKMHFBL_04095, CEKMHFBL_03909, CEKMHFBL_02097
OG0000290	BFLDHLJO_01399, BFLDHLJO_01717	CEKMHFBL_03135
OG0000291	BFLDHLJO_01563	CEKMHFBL_00605, CEKMHFBL_00602
OG0000292	BFLDHLJO_01794	CEKMHFBL_01361
OG0000294	BFLDHLJO_02828	CEKMHFBL_03117
OG0000295	BFLDHLJO_01014	CEKMHFBL_02027
OG0000296	BFLDHLJO_02702	CEKMHFBL_04107
OG0000297	BFLDHLJO_00787	CEKMHFBL_00468, CEKMHFBL_03056
OG0000298	BFLDHLJO_02595, BFLDHLJO_01861	CEKMHFBL_03544
OG0000299	BFLDHLJO_02594, BFLDHLJO_01860	CEKMHFBL_03543
OG0000301	BFLDHLJO_03824	CEKMHFBL_01315
OG0000305	BFLDHLJO_00489, BFLDHLJO_01796	CEKMHFBL_04225
OG0000306	BFLDHLJO_03910	CEKMHFBL_02469
OG0000307	BFLDHLJO_02457	CEKMHFBL_00536, CEKMHFBL_03049
OG0000309	BFLDHLJO_01118	CEKMHFBL_01146, CEKMHFBL_01142, CEKMHFBL_01145, CEKMHFBL_00800
OG0000311	BFLDHLJO_01931	CEKMHFBL_03080
OG0000312	BFLDHLJO_01939	CEKMHFBL_01303
OG0000313	BFLDHLJO_02057	CEKMHFBL_03858
OG0000314	BFLDHLJO_01328	CEKMHFBL_03852
OG0000315	BFLDHLJO_01062	CEKMHFBL_02956
OG0000316	BFLDHLJO_03116	CEKMHFBL_03669
OG0000317	BFLDHLJO_03117	CEKMHFBL_03670
OG0000318	BFLDHLJO_03127	CEKMHFBL_00113
OG0000319	BFLDHLJO_00876	CEKMHFBL_00747
OG0000320	BFLDHLJO_03650	CEKMHFBL_01320
OG0000321	BFLDHLJO_03760	CEKMHFBL_01492
OG0000322	BFLDHLJO_03762	CEKMHFBL_01491
OG0000323	BFLDHLJO_03771	CEKMHFBL_01483
OG0000324	BFLDHLJO_03774	CEKMHFBL_01480
OG0000326	BFLDHLJO_00275	CEKMHFBL_01461
OG0000327	BFLDHLJO_03724	CEKMHFBL_04016
OG0000328	BFLDHLJO_03727	CEKMHFBL_04013
OG0000329	BFLDHLJO_01197	CEKMHFBL_02784
OG0000330	BFLDHLJO_01371	CEKMHFBL_01404
OG0000331	BFLDHLJO_01370	CEKMHFBL_01405
OG0000332	BFLDHLJO_00287	CEKMHFBL_01472
OG0000333	BFLDHLJO_00932	CEKMHFBL_03033
OG0000334	BFLDHLJO_00931	CEKMHFBL_03031
OG0000335	BFLDHLJO_02954	CEKMHFBL_01428
OG0000336	BFLDHLJO_00918	CEKMHFBL_00643
OG0000337	BFLDHLJO_03802	CEKMHFBL_02248
OG0000338	BFLDHLJO_01214	CEKMHFBL_00092
OG0000339	BFLDHLJO_02070	CEKMHFBL_03563
OG0000340	BFLDHLJO_02069	CEKMHFBL_03562
OG0000341	BFLDHLJO_01468	CEKMHFBL_01026
OG0000342	BFLDHLJO_00249	CEKMHFBL_00958
OG0000343	BFLDHLJO_02980	CEKMHFBL_01234
OG0000344	BFLDHLJO_00266	CEKMHFBL_02496
OG0000345	BFLDHLJO_00259	CEKMHFBL_02504
OG0000346	BFLDHLJO_01414	CEKMHFBL_01666
OG0000347	BFLDHLJO_00086	CEKMHFBL_00132
OG0000348	BFLDHLJO_01594	CEKMHFBL_01642
OG0000349	BFLDHLJO_04141	CEKMHFBL_01657
OG0000350	BFLDHLJO_00026	CEKMHFBL_02892
OG0000351	BFLDHLJO_03715	CEKMHFBL_01211
OG0000352	BFLDHLJO_02693	CEKMHFBL_02923
OG0000353	BFLDHLJO_01810	CEKMHFBL_00600
OG0000354	BFLDHLJO_01812	CEKMHFBL_00598
OG0000355	BFLDHLJO_01813	CEKMHFBL_00597
OG0000356	BFLDHLJO_04105	CEKMHFBL_02819
OG0000358	BFLDHLJO_00129	CEKMHFBL_03423
OG0000359	BFLDHLJO_03445	CEKMHFBL_00780
OG0000359	BFLDHLJO_04134	CEKMHFBL_03806
OG0000360	BFLDHLJO_00332	CEKMHFBL_02357
OG0000361	BFLDHLJO_02276	CEKMHFBL_02120
OG0000362	BFLDHLJO_02277	CEKMHFBL_02119
OG0000363	BFLDHLJO_02278	CEKMHFBL_02118
OG0000364	BFLDHLJO_02279	CEKMHFBL_02117
OG0000365	BFLDHLJO_03570	CEKMHFBL_03773
OG0000366	BFLDHLJO_03574	CEKMHFBL_03777
OG0000367	BFLDHLJO_00625	CEKMHFBL_03478
OG0000368	BFLDHLJO_00623	CEKMHFBL_03476
OG0000369	BFLDHLJO_00622	CEKMHFBL_03475
OG0000370	BFLDHLJO_02185	CEKMHFBL_02728
OG0000371	BFLDHLJO_01461	CEKMHFBL_04165
OG0000373	BFLDHLJO_02304	CEKMHFBL_03885
OG0000374	BFLDHLJO_04154	CEKMHFBL_01618, CEKMHFBL_01933
OG0000375	BFLDHLJO_03941	CEKMHFBL_00299
OG0000376	BFLDHLJO_03815	CEKMHFBL_00660
OG0000377	BFLDHLJO_03814	CEKMHFBL_00661
OG0000378	BFLDHLJO_03813	CEKMHFBL_00662
OG0000379	BFLDHLJO_02418	CEKMHFBL_00664
OG0000380	BFLDHLJO_02488	CEKMHFBL_04081
OG0000381	BFLDHLJO_02496	CEKMHFBL_02462
OG0000382	BFLDHLJO_02498	CEKMHFBL_02460
OG0000383	BFLDHLJO_02499	CEKMHFBL_02459
OG0000384	BFLDHLJO_02509	CEKMHFBL_03231
OG0000385	BFLDHLJO_01139	CEKMHFBL_00544
OG0000386	BFLDHLJO_01662	CEKMHFBL_00443
OG0000387	BFLDHLJO_00665	CEKMHFBL_00280
OG0000388	BFLDHLJO_01986	CEKMHFBL_02373
OG0000389	BFLDHLJO_01987	CEKMHFBL_02372
OG0000390	BFLDHLJO_00224	CEKMHFBL_02404
OG0000391	BFLDHLJO_03414	CEKMHFBL_00709, CEKMHFBL_00707
OG0000392	BFLDHLJO_00673	CEKMHFBL_02834
OG0000395	BFLDHLJO_00015	CEKMHFBL_02980
OG0000396	BFLDHLJO_01901	CEKMHFBL_01673
OG0000397	BFLDHLJO_02388	CEKMHFBL_01290, CEKMHFBL_02374
OG0000398	BFLDHLJO_01650	CEKMHFBL_03053
OG0000399	BFLDHLJO_00627	CEKMHFBL_03480
OG0000400	BFLDHLJO_02408	CEKMHFBL_02397
OG0000401	BFLDHLJO_02407	CEKMHFBL_02396
OG0000402	BFLDHLJO_02406	CEKMHFBL_02395
OG0000403	BFLDHLJO_02405	CEKMHFBL_02394
OG0000404	BFLDHLJO_01493	CEKMHFBL_01000
OG0000405	BFLDHLJO_01104	CEKMHFBL_02628
OG0000406	BFLDHLJO_01537	CEKMHFBL_00196
OG0000407	BFLDHLJO_01539	CEKMHFBL_00198
OG0000408	BFLDHLJO_01544	CEKMHFBL_04037
OG0000409	BFLDHLJO_01545	CEKMHFBL_00204, CEKMHFBL_04036
OG0000410	BFLDHLJO_01548	CEKMHFBL_00207, CEKMHFBL_04033
OG0000411	BFLDHLJO_01550	CEKMHFBL_00209, CEKMHFBL_04031
OG0000412	BFLDHLJO_01551	CEKMHFBL_00211, CEKMHFBL_04029
OG0000413	BFLDHLJO_01552	CEKMHFBL_00212, CEKMHFBL_04028
OG0000414	BFLDHLJO_01555	CEKMHFBL_04024, CEKMHFBL_00215
OG0000415	BFLDHLJO_01557	CEKMHFBL_00216, CEKMHFBL_04022
OG0000416	BFLDHLJO_04038	CEKMHFBL_01981
OG0000417	BFLDHLJO_00754	CEKMHFBL_00329
OG0000418	BFLDHLJO_00302	CEKMHFBL_04049
OG0000419	BFLDHLJO_00306	CEKMHFBL_04044
OG0000420	BFLDHLJO_01435	CEKMHFBL_01449
OG0000421	BFLDHLJO_01448, BFLDHLJO_03100	CEKMHFBL_01436
OG0000422	BFLDHLJO_01504	CEKMHFBL_01011
OG0000423	BFLDHLJO_03723	CEKMHFBL_04017
OG0000424	BFLDHLJO_03656	CEKMHFBL_02490
OG0000425	BFLDHLJO_03489	CEKMHFBL_00055
OG0000426	BFLDHLJO_01571	CEKMHFBL_00955
OG0000427	BFLDHLJO_03286	CEKMHFBL_02113
OG0000428	BFLDHLJO_03285	CEKMHFBL_02114
OG0000429	BFLDHLJO_03284	CEKMHFBL_02115
OG0000430	BFLDHLJO_03342, BFLDHLJO_03272	CEKMHFBL_00003
OG0000431	BFLDHLJO_03350	CEKMHFBL_03830
