Orthogroup	GCA_003332265.1	644736333
OG0000016	BFLDHLJO_02361	MCBBHCNB_04695, MCBBHCNB_01702, MCBBHCNB_04375, MCBBHCNB_02561, MCBBHCNB_01939, MCBBHCNB_00334, MCBBHCNB_02044, MCBBHCNB_00078, MCBBHCNB_01136, MCBBHCNB_00431, MCBBHCNB_02080, MCBBHCNB_02357, MCBBHCNB_03028, MCBBHCNB_01179, MCBBHCNB_01548, MCBBHCNB_04562
OG0000018	BFLDHLJO_00215	MCBBHCNB_02323
OG0000018	BFLDHLJO_00896	MCBBHCNB_01757
OG0000019	BFLDHLJO_00447	MCBBHCNB_02385
OG0000020	BFLDHLJO_02820	MCBBHCNB_03129
OG0000020	BFLDHLJO_01549	MCBBHCNB_00893
OG0000021	BFLDHLJO_02511	MCBBHCNB_01789
OG0000021	BFLDHLJO_01162, BFLDHLJO_01066, BFLDHLJO_01067	MCBBHCNB_00423
OG0000022	BFLDHLJO_02510	MCBBHCNB_01790
OG0000023	BFLDHLJO_00937	MCBBHCNB_02139, MCBBHCNB_02992
OG0000024	BFLDHLJO_01091	MCBBHCNB_00420, MCBBHCNB_00222
OG0000025	BFLDHLJO_04143	MCBBHCNB_01680, MCBBHCNB_01682
OG0000026	BFLDHLJO_03161	MCBBHCNB_01960
OG0000026	BFLDHLJO_02074	MCBBHCNB_02696
OG0000027	BFLDHLJO_03552	MCBBHCNB_01334
OG0000027	BFLDHLJO_03055	MCBBHCNB_03705
OG0000029	BFLDHLJO_00690	MCBBHCNB_04249
OG0000030	BFLDHLJO_01988	MCBBHCNB_01336
OG0000030	BFLDHLJO_02159	MCBBHCNB_04748
OG0000031	BFLDHLJO_02043, BFLDHLJO_00513	MCBBHCNB_00781
OG0000032	BFLDHLJO_00585	MCBBHCNB_02732
OG0000033	BFLDHLJO_02611, BFLDHLJO_02776	MCBBHCNB_01439
OG0000035	BFLDHLJO_02766, BFLDHLJO_00831, BFLDHLJO_00165, BFLDHLJO_00164, BFLDHLJO_00161, BFLDHLJO_00163	MCBBHCNB_02137
OG0000036	BFLDHLJO_01216	MCBBHCNB_01002
OG0000036	BFLDHLJO_01637	MCBBHCNB_02574
OG0000037	BFLDHLJO_02489	MCBBHCNB_01810
OG0000037	BFLDHLJO_02778	MCBBHCNB_01437
OG0000038	BFLDHLJO_00291	MCBBHCNB_01409
OG0000038	BFLDHLJO_00292	MCBBHCNB_01410
OG0000041	BFLDHLJO_00219	MCBBHCNB_02476, MCBBHCNB_02477, MCBBHCNB_02478, MCBBHCNB_00414
OG0000042	BFLDHLJO_01193	MCBBHCNB_01030
OG0000042	BFLDHLJO_01926	MCBBHCNB_00269
OG0000043	BFLDHLJO_02167	MCBBHCNB_02305
OG0000043	BFLDHLJO_01582	MCBBHCNB_01277
OG0000044	BFLDHLJO_01136	MCBBHCNB_03103
OG0000045	BFLDHLJO_03403	MCBBHCNB_03184
OG0000045	BFLDHLJO_03667, BFLDHLJO_03224	MCBBHCNB_00230
OG0000046	BFLDHLJO_00213	MCBBHCNB_02321
OG0000046	BFLDHLJO_00899	MCBBHCNB_01755
OG0000047	BFLDHLJO_03646	MCBBHCNB_03041
OG0000047	BFLDHLJO_00610	MCBBHCNB_01502
OG0000048	BFLDHLJO_02365	MCBBHCNB_04693, MCBBHCNB_00080, MCBBHCNB_01937, MCBBHCNB_02563, MCBBHCNB_01550, MCBBHCNB_02042, MCBBHCNB_04373, MCBBHCNB_00339, MCBBHCNB_02078, MCBBHCNB_03026, MCBBHCNB_04568, MCBBHCNB_00429, MCBBHCNB_01181, MCBBHCNB_02355, MCBBHCNB_01704, MCBBHCNB_01138
OG0000049	BFLDHLJO_03377	MCBBHCNB_03412
OG0000051	BFLDHLJO_01019	MCBBHCNB_01876
OG0000051	BFLDHLJO_01624	MCBBHCNB_01477
OG0000052	BFLDHLJO_03290	MCBBHCNB_01081
OG0000053	BFLDHLJO_02840	MCBBHCNB_00448
OG0000054	BFLDHLJO_04108	MCBBHCNB_00516
OG0000054	BFLDHLJO_03794	MCBBHCNB_02328
OG0000056	BFLDHLJO_03595	MCBBHCNB_00229
OG0000057	BFLDHLJO_03111	MCBBHCNB_00306
OG0000057	BFLDHLJO_03773	MCBBHCNB_00305
OG0000058	BFLDHLJO_00396	MCBBHCNB_00761
OG0000058	BFLDHLJO_03931	MCBBHCNB_03602
OG0000059	BFLDHLJO_03040	MCBBHCNB_03008
OG0000059	BFLDHLJO_02331	MCBBHCNB_03300
OG0000060	BFLDHLJO_00428, BFLDHLJO_00435	MCBBHCNB_02372
OG0000062	BFLDHLJO_00029	MCBBHCNB_04175
OG0000062	BFLDHLJO_00028	MCBBHCNB_04174
OG0000063	BFLDHLJO_02567	MCBBHCNB_02666
OG0000063	BFLDHLJO_01518	MCBBHCNB_03393
OG0000064	BFLDHLJO_03162, BFLDHLJO_03201	MCBBHCNB_00214
OG0000064	BFLDHLJO_00878	MCBBHCNB_02397
OG0000065	BFLDHLJO_02514	MCBBHCNB_01787
OG0000065	BFLDHLJO_01809	MCBBHCNB_03903
OG0000066	BFLDHLJO_02839	MCBBHCNB_00447
OG0000067	BFLDHLJO_01405	MCBBHCNB_03411
OG0000067	BFLDHLJO_03378	MCBBHCNB_04579
OG0000068	BFLDHLJO_00861	MCBBHCNB_01855
OG0000070	BFLDHLJO_01591	MCBBHCNB_00663
OG0000071	BFLDHLJO_02893	MCBBHCNB_01783
OG0000072	BFLDHLJO_01815	MCBBHCNB_03894
OG0000073	BFLDHLJO_00220	MCBBHCNB_01587, MCBBHCNB_01588
OG0000074	BFLDHLJO_02240	MCBBHCNB_01644
OG0000075	BFLDHLJO_01517	MCBBHCNB_04167
OG0000075	BFLDHLJO_03416	MCBBHCNB_03164
OG0000076	BFLDHLJO_02087	MCBBHCNB_03399
OG0000076	BFLDHLJO_02916	MCBBHCNB_03696
OG0000077	BFLDHLJO_02817	MCBBHCNB_03126
OG0000078	BFLDHLJO_01266	MCBBHCNB_03574
OG0000079	BFLDHLJO_01009	MCBBHCNB_01886
OG0000079	BFLDHLJO_00418	MCBBHCNB_01156
OG0000080	BFLDHLJO_03440	MCBBHCNB_00343
OG0000081	BFLDHLJO_01631	MCBBHCNB_02581
OG0000082	BFLDHLJO_02370	MCBBHCNB_01270, MCBBHCNB_00358
OG0000082	BFLDHLJO_00231	MCBBHCNB_00351, MCBBHCNB_00428, MCBBHCNB_00359, MCBBHCNB_00361, MCBBHCNB_02002
OG0000083	BFLDHLJO_04172	MCBBHCNB_04636
OG0000083	BFLDHLJO_01135	MCBBHCNB_03104
OG0000084	BFLDHLJO_04045, BFLDHLJO_02299	MCBBHCNB_01650
OG0000085	BFLDHLJO_01191	MCBBHCNB_01037
OG0000087	BFLDHLJO_00453	MCBBHCNB_03464
OG0000087	BFLDHLJO_00886	MCBBHCNB_02389
OG0000088	BFLDHLJO_00431	MCBBHCNB_02368
OG0000089	BFLDHLJO_01848	MCBBHCNB_02123, MCBBHCNB_02366
OG0000090	BFLDHLJO_00193	MCBBHCNB_02160
OG0000090	BFLDHLJO_01722	MCBBHCNB_00475
OG0000091	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209	MCBBHCNB_00226, MCBBHCNB_00406
OG0000092	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208	MCBBHCNB_00227, MCBBHCNB_00405
OG0000093	BFLDHLJO_01753	MCBBHCNB_02770
OG0000094	BFLDHLJO_01088	MCBBHCNB_00225
OG0000095	BFLDHLJO_00538, BFLDHLJO_03698	MCBBHCNB_01268, MCBBHCNB_03217
OG0000096	BFLDHLJO_03213	MCBBHCNB_00182, MCBBHCNB_01725
OG0000096	BFLDHLJO_03212	MCBBHCNB_01727
OG0000097	BFLDHLJO_02447	MCBBHCNB_02077
OG0000098	BFLDHLJO_00723	MCBBHCNB_01523
OG0000099	BFLDHLJO_03791	MCBBHCNB_01858
OG0000099	BFLDHLJO_04109	MCBBHCNB_00517
OG0000100	BFLDHLJO_01137	MCBBHCNB_03102
OG0000100	BFLDHLJO_02695	MCBBHCNB_02443
OG0000101	BFLDHLJO_01783	MCBBHCNB_01745, MCBBHCNB_04012, MCBBHCNB_02361
OG0000102	BFLDHLJO_01725	MCBBHCNB_00171, MCBBHCNB_01098, MCBBHCNB_03526, MCBBHCNB_00186, MCBBHCNB_00332, MCBBHCNB_01172, MCBBHCNB_00347
OG0000103	BFLDHLJO_03379, BFLDHLJO_00169, BFLDHLJO_00828, BFLDHLJO_02767	MCBBHCNB_02138, MCBBHCNB_02990
OG0000104	BFLDHLJO_01983	MCBBHCNB_03836
OG0000105	BFLDHLJO_01678	MCBBHCNB_00851
OG0000107	BFLDHLJO_01002	MCBBHCNB_03774, MCBBHCNB_03787
OG0000108	BFLDHLJO_00786	MCBBHCNB_02814
OG0000109	BFLDHLJO_02722	MCBBHCNB_04219
OG0000109	BFLDHLJO_02918	MCBBHCNB_03694
OG0000110	BFLDHLJO_01296	MCBBHCNB_03443
OG0000111	BFLDHLJO_00604	MCBBHCNB_02099, MCBBHCNB_02098
OG0000112	BFLDHLJO_03297	MCBBHCNB_00660
OG0000115	BFLDHLJO_03947	MCBBHCNB_03613
OG0000116	BFLDHLJO_01089	MCBBHCNB_00418, MCBBHCNB_00224
OG0000117	BFLDHLJO_02138	MCBBHCNB_02013
OG0000118	BFLDHLJO_02139	MCBBHCNB_02014
OG0000119	BFLDHLJO_02141	MCBBHCNB_02016
OG0000120	BFLDHLJO_03531	MCBBHCNB_01317
OG0000120	BFLDHLJO_00863	MCBBHCNB_01853
OG0000121	BFLDHLJO_00903	MCBBHCNB_02242
OG0000122	BFLDHLJO_01644	MCBBHCNB_01615, MCBBHCNB_02185
OG0000123	BFLDHLJO_00497	MCBBHCNB_01662
OG0000124	BFLDHLJO_00498	MCBBHCNB_01663
OG0000125	BFLDHLJO_02389	MCBBHCNB_01341
OG0000126	BFLDHLJO_03052	MCBBHCNB_03702
OG0000126	BFLDHLJO_01375	MCBBHCNB_04433
OG0000127	BFLDHLJO_02714	MCBBHCNB_04078
OG0000128	BFLDHLJO_04146	MCBBHCNB_00801
OG0000129	BFLDHLJO_01048	MCBBHCNB_00353, MCBBHCNB_00853, MCBBHCNB_00444, MCBBHCNB_01714, MCBBHCNB_03668, MCBBHCNB_03663
OG0000129	BFLDHLJO_03271	MCBBHCNB_03454
OG0000130	BFLDHLJO_02790	MCBBHCNB_02911
OG0000130	BFLDHLJO_02585	MCBBHCNB_03066
OG0000131	BFLDHLJO_00698	MCBBHCNB_00355, MCBBHCNB_03134, MCBBHCNB_01976, MCBBHCNB_04293
OG0000131	BFLDHLJO_01853	MCBBHCNB_03137, MCBBHCNB_00357
OG0000134	BFLDHLJO_03221	MCBBHCNB_00061, MCBBHCNB_02035
OG0000135	BFLDHLJO_03439	MCBBHCNB_03450, MCBBHCNB_00346
OG0000139	BFLDHLJO_01467	MCBBHCNB_04625
OG0000140	BFLDHLJO_02125	MCBBHCNB_03241
OG0000141	BFLDHLJO_03054	MCBBHCNB_03704
OG0000142	BFLDHLJO_01553	MCBBHCNB_00899
OG0000144	BFLDHLJO_00303	MCBBHCNB_01429
OG0000145	BFLDHLJO_01576	MCBBHCNB_00779
OG0000146	BFLDHLJO_03298	MCBBHCNB_00659
OG0000149	BFLDHLJO_01951	MCBBHCNB_04495
OG0000150	BFLDHLJO_01090	MCBBHCNB_00419, MCBBHCNB_00223
OG0000152	BFLDHLJO_01908	MCBBHCNB_01219
OG0000153	BFLDHLJO_02353	MCBBHCNB_01553
OG0000155	BFLDHLJO_02545	MCBBHCNB_02617
OG0000156	BFLDHLJO_02273	MCBBHCNB_01621
OG0000157	BFLDHLJO_00159	MCBBHCNB_00176
OG0000158	BFLDHLJO_01349, BFLDHLJO_00467, BFLDHLJO_00466, BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194	MCBBHCNB_03956
OG0000159	BFLDHLJO_03341, BFLDHLJO_03294	MCBBHCNB_01085
OG0000160	BFLDHLJO_02546	MCBBHCNB_02616
OG0000162	BFLDHLJO_03456	MCBBHCNB_00612, MCBBHCNB_03932
OG0000163	BFLDHLJO_01016	MCBBHCNB_01880
OG0000164	BFLDHLJO_01633	MCBBHCNB_02578
OG0000165	BFLDHLJO_01043	MCBBHCNB_01389
OG0000166	BFLDHLJO_03918	MCBBHCNB_02594
OG0000167	BFLDHLJO_02221	MCBBHCNB_02722
OG0000168	BFLDHLJO_01636	MCBBHCNB_02575
OG0000169	BFLDHLJO_02048	MCBBHCNB_04648
OG0000170	BFLDHLJO_02794	MCBBHCNB_03290
OG0000171	BFLDHLJO_01262	MCBBHCNB_01449
OG0000172	BFLDHLJO_01342	MCBBHCNB_00852
OG0000173	BFLDHLJO_00202	MCBBHCNB_03639
OG0000174	BFLDHLJO_00107	MCBBHCNB_04343
OG0000176	BFLDHLJO_00333	MCBBHCNB_03549
OG0000177	BFLDHLJO_01379	MCBBHCNB_04444
OG0000179	BFLDHLJO_01536	MCBBHCNB_00880
OG0000181	BFLDHLJO_02685	MCBBHCNB_00385
OG0000182	BFLDHLJO_02883	MCBBHCNB_01988
OG0000183	BFLDHLJO_01808	MCBBHCNB_03904
OG0000184	BFLDHLJO_02228	MCBBHCNB_03981
OG0000185	BFLDHLJO_00432	MCBBHCNB_02369
OG0000186	BFLDHLJO_02384	MCBBHCNB_03370
OG0000188	BFLDHLJO_01132	MCBBHCNB_03286, MCBBHCNB_02280
OG0000189	BFLDHLJO_00058	MCBBHCNB_04043
OG0000190	BFLDHLJO_00810	MCBBHCNB_02704
OG0000190	BFLDHLJO_01206	MCBBHCNB_01014
OG0000191	BFLDHLJO_01803	MCBBHCNB_00904, MCBBHCNB_02087
OG0000194	BFLDHLJO_02372	MCBBHCNB_00922
OG0000195	BFLDHLJO_01858, BFLDHLJO_02592	MCBBHCNB_02953
OG0000196	BFLDHLJO_00309	MCBBHCNB_01763
OG0000197	BFLDHLJO_00184	MCBBHCNB_01161
OG0000199	BFLDHLJO_02930	MCBBHCNB_01781, MCBBHCNB_00403
OG0000200	BFLDHLJO_00234	MCBBHCNB_01265
OG0000201	BFLDHLJO_02682	MCBBHCNB_00382
OG0000202	BFLDHLJO_02684	MCBBHCNB_00384
OG0000205	BFLDHLJO_02146	MCBBHCNB_01422
OG0000206	BFLDHLJO_03808	MCBBHCNB_00573
OG0000207	BFLDHLJO_01707, BFLDHLJO_01736	MCBBHCNB_02216
OG0000208	BFLDHLJO_01570	MCBBHCNB_00400, MCBBHCNB_03680
OG0000209	BFLDHLJO_01573	MCBBHCNB_00747
OG0000210	BFLDHLJO_03643	MCBBHCNB_03044
OG0000211	BFLDHLJO_01720	MCBBHCNB_00379
OG0000212	BFLDHLJO_03864	MCBBHCNB_02683
OG0000213	BFLDHLJO_03865	MCBBHCNB_02682
OG0000214	BFLDHLJO_02909	MCBBHCNB_02243
OG0000215	BFLDHLJO_00279	MCBBHCNB_01398
OG0000216	BFLDHLJO_00281	MCBBHCNB_01400
OG0000217	BFLDHLJO_02064	MCBBHCNB_04189
OG0000218	BFLDHLJO_01937	MCBBHCNB_04512
OG0000220	BFLDHLJO_03655	MCBBHCNB_04750
OG0000221	BFLDHLJO_02049	MCBBHCNB_04647
OG0000223	BFLDHLJO_03043	MCBBHCNB_02565
OG0000224	BFLDHLJO_01180, BFLDHLJO_01181	MCBBHCNB_02537
OG0000225	BFLDHLJO_00930	MCBBHCNB_01963
OG0000226	BFLDHLJO_00002	MCBBHCNB_01144
OG0000228	BFLDHLJO_04093	MCBBHCNB_04487
OG0000229	BFLDHLJO_03299	MCBBHCNB_00658
OG0000230	BFLDHLJO_03702	MCBBHCNB_00946
OG0000231	BFLDHLJO_04085	MCBBHCNB_04479
OG0000232	BFLDHLJO_00633	MCBBHCNB_03552
OG0000233	BFLDHLJO_03812	MCBBHCNB_02203
OG0000234	BFLDHLJO_02491	MCBBHCNB_01808
OG0000235	BFLDHLJO_02497	MCBBHCNB_01803
OG0000236	BFLDHLJO_00948	MCBBHCNB_02285
OG0000237	BFLDHLJO_01322	MCBBHCNB_03276
OG0000238	BFLDHLJO_00317	MCBBHCNB_01771
OG0000239	BFLDHLJO_00088	MCBBHCNB_04003
OG0000240	BFLDHLJO_01238	MCBBHCNB_01479
OG0000241	BFLDHLJO_01541	MCBBHCNB_00885
OG0000243	BFLDHLJO_03657	MCBBHCNB_04746
OG0000244	BFLDHLJO_03486	MCBBHCNB_04127
OG0000245	BFLDHLJO_02675	MCBBHCNB_01214
OG0000248	BFLDHLJO_01877	MCBBHCNB_02106
OG0000249	BFLDHLJO_00433	MCBBHCNB_02370
OG0000250	BFLDHLJO_01806	MCBBHCNB_01782
OG0000251	BFLDHLJO_00664	MCBBHCNB_04534, MCBBHCNB_02583
OG0000252	BFLDHLJO_02723	MCBBHCNB_04218
OG0000253	BFLDHLJO_02948	MCBBHCNB_04233, MCBBHCNB_04236
OG0000254	BFLDHLJO_01837	MCBBHCNB_03872
OG0000255	BFLDHLJO_02242	MCBBHCNB_01205
OG0000256	BFLDHLJO_02259	MCBBHCNB_01191
OG0000257	BFLDHLJO_01421	MCBBHCNB_00807
OG0000258	BFLDHLJO_02211	MCBBHCNB_03944
OG0000259	BFLDHLJO_00749	MCBBHCNB_03430
OG0000260	BFLDHLJO_00940	MCBBHCNB_02634
OG0000261	BFLDHLJO_02683	MCBBHCNB_00383
OG0000262	BFLDHLJO_03192	MCBBHCNB_00174, MCBBHCNB_00407
OG0000263	BFLDHLJO_01752	MCBBHCNB_02771
OG0000264	BFLDHLJO_01212	MCBBHCNB_01007
OG0000265	BFLDHLJO_00735	MCBBHCNB_03034
OG0000266	BFLDHLJO_01194	MCBBHCNB_01557, MCBBHCNB_01029
OG0000267	BFLDHLJO_02080	MCBBHCNB_03986
OG0000268	BFLDHLJO_01424	MCBBHCNB_00812
OG0000269	BFLDHLJO_00310	MCBBHCNB_01764
OG0000270	BFLDHLJO_00316	MCBBHCNB_01770
OG0000271	BFLDHLJO_02602, BFLDHLJO_04121, BFLDHLJO_04119	MCBBHCNB_04668
OG0000272	BFLDHLJO_01629	MCBBHCNB_02924
OG0000273	BFLDHLJO_02536	MCBBHCNB_01780
OG0000274	BFLDHLJO_01679	MCBBHCNB_04251
OG0000275	BFLDHLJO_03690	MCBBHCNB_00711
OG0000276	BFLDHLJO_01334	MCBBHCNB_00848
OG0000277	BFLDHLJO_02391	MCBBHCNB_01342
OG0000278	BFLDHLJO_01907	MCBBHCNB_01218
OG0000279	BFLDHLJO_00521, BFLDHLJO_00522, BFLDHLJO_02193	MCBBHCNB_03957
OG0000280	BFLDHLJO_00473, BFLDHLJO_01355, BFLDHLJO_00531, BFLDHLJO_02202	MCBBHCNB_03948
OG0000281	BFLDHLJO_00003, BFLDHLJO_03925	MCBBHCNB_01143
OG0000282	BFLDHLJO_02302	MCBBHCNB_02134
OG0000283	BFLDHLJO_03293	MCBBHCNB_01084
OG0000286	BFLDHLJO_02015	MCBBHCNB_00060, MCBBHCNB_01598, MCBBHCNB_02034
OG0000287	BFLDHLJO_03214, BFLDHLJO_00636	MCBBHCNB_01728
OG0000289	BFLDHLJO_02435	MCBBHCNB_02967, MCBBHCNB_02969
OG0000290	BFLDHLJO_01399, BFLDHLJO_01717	MCBBHCNB_03682
OG0000291	BFLDHLJO_01563	MCBBHCNB_02888, MCBBHCNB_02885, MCBBHCNB_01912
OG0000292	BFLDHLJO_01794	MCBBHCNB_03670
OG0000294	BFLDHLJO_02828	MCBBHCNB_01512
OG0000295	BFLDHLJO_01014	MCBBHCNB_01882
OG0000296	BFLDHLJO_02702	MCBBHCNB_02262
OG0000297	BFLDHLJO_00787	MCBBHCNB_01542, MCBBHCNB_02972
OG0000298	BFLDHLJO_02595, BFLDHLJO_01861	MCBBHCNB_02950
OG0000299	BFLDHLJO_02594, BFLDHLJO_01860	MCBBHCNB_02951
OG0000301	BFLDHLJO_03824	MCBBHCNB_04717
OG0000301	BFLDHLJO_02429	MCBBHCNB_04752
OG0000304	BFLDHLJO_02871	MCBBHCNB_04698, MCBBHCNB_02069, MCBBHCNB_01130, MCBBHCNB_01705, MCBBHCNB_00341, MCBBHCNB_00783
OG0000305	BFLDHLJO_00590	MCBBHCNB_01311
OG0000306	BFLDHLJO_03910	MCBBHCNB_03281
OG0000307	BFLDHLJO_02457	MCBBHCNB_04257
OG0000309	BFLDHLJO_01118	MCBBHCNB_02458
OG0000311	BFLDHLJO_01931	MCBBHCNB_00258
OG0000312	BFLDHLJO_01939	MCBBHCNB_04509
OG0000313	BFLDHLJO_02057	MCBBHCNB_04640
OG0000314	BFLDHLJO_01328	MCBBHCNB_00589
OG0000315	BFLDHLJO_01062	MCBBHCNB_02048
OG0000316	BFLDHLJO_03116	MCBBHCNB_00701
OG0000317	BFLDHLJO_03117	MCBBHCNB_01442
OG0000318	BFLDHLJO_03127	MCBBHCNB_00531
OG0000319	BFLDHLJO_00876	MCBBHCNB_02399
OG0000320	BFLDHLJO_03650	MCBBHCNB_04757
OG0000321	BFLDHLJO_03760	MCBBHCNB_00291
OG0000322	BFLDHLJO_03762	MCBBHCNB_00293
OG0000323	BFLDHLJO_03771	MCBBHCNB_00303
OG0000324	BFLDHLJO_03774	MCBBHCNB_00311
OG0000326	BFLDHLJO_00275	MCBBHCNB_01394
OG0000327	BFLDHLJO_03724	MCBBHCNB_00976
OG0000328	BFLDHLJO_03727	MCBBHCNB_00979
OG0000329	BFLDHLJO_01197	MCBBHCNB_01026
OG0000330	BFLDHLJO_01371	MCBBHCNB_04430
OG0000331	BFLDHLJO_01370	MCBBHCNB_04429
OG0000332	BFLDHLJO_00287	MCBBHCNB_01406
OG0000333	BFLDHLJO_00932	MCBBHCNB_01964
OG0000334	BFLDHLJO_00931	MCBBHCNB_01962
OG0000335	BFLDHLJO_02954	MCBBHCNB_03055
OG0000336	BFLDHLJO_00918	MCBBHCNB_02227
OG0000337	BFLDHLJO_03802	MCBBHCNB_00567
OG0000338	BFLDHLJO_01214	MCBBHCNB_01005
OG0000339	BFLDHLJO_02070	MCBBHCNB_04183
OG0000340	BFLDHLJO_02069	MCBBHCNB_04184
OG0000341	BFLDHLJO_01468	MCBBHCNB_04624
OG0000342	BFLDHLJO_00249	MCBBHCNB_01253
OG0000343	BFLDHLJO_02980	MCBBHCNB_00935
OG0000344	BFLDHLJO_00266	MCBBHCNB_01376
OG0000345	BFLDHLJO_00259	MCBBHCNB_01369
OG0000346	BFLDHLJO_01414	MCBBHCNB_00794
OG0000347	BFLDHLJO_00086	MCBBHCNB_04005
OG0000348	BFLDHLJO_01594	MCBBHCNB_00667
OG0000349	BFLDHLJO_04141	MCBBHCNB_04465
OG0000350	BFLDHLJO_00026	MCBBHCNB_03493, MCBBHCNB_04172
OG0000351	BFLDHLJO_03715	MCBBHCNB_00960
OG0000352	BFLDHLJO_02693	MCBBHCNB_02451, MCBBHCNB_03101
OG0000353	BFLDHLJO_01810	MCBBHCNB_03898
OG0000354	BFLDHLJO_01812	MCBBHCNB_03896
OG0000355	BFLDHLJO_01813	MCBBHCNB_03895
OG0000356	BFLDHLJO_04105	MCBBHCNB_00513
OG0000358	BFLDHLJO_00129	MCBBHCNB_04401
OG0000359	BFLDHLJO_03445	MCBBHCNB_00803
OG0000360	BFLDHLJO_00332	MCBBHCNB_03550
OG0000361	BFLDHLJO_02276	MCBBHCNB_01622
OG0000362	BFLDHLJO_02277	MCBBHCNB_01623
OG0000363	BFLDHLJO_02278	MCBBHCNB_01624
OG0000364	BFLDHLJO_02279	MCBBHCNB_01625
OG0000365	BFLDHLJO_03570	MCBBHCNB_03257
OG0000366	BFLDHLJO_03574	MCBBHCNB_03253
OG0000367	BFLDHLJO_00625	MCBBHCNB_03560
OG0000368	BFLDHLJO_00623	MCBBHCNB_03562
OG0000369	BFLDHLJO_00622	MCBBHCNB_03563
OG0000370	BFLDHLJO_02185	MCBBHCNB_01893
OG0000371	BFLDHLJO_01461	MCBBHCNB_04632
OG0000373	BFLDHLJO_02304	MCBBHCNB_03215
OG0000374	BFLDHLJO_04154	MCBBHCNB_01154
OG0000375	BFLDHLJO_03941	MCBBHCNB_03607
OG0000376	BFLDHLJO_03815	MCBBHCNB_02206
OG0000377	BFLDHLJO_03814	MCBBHCNB_02205
OG0000378	BFLDHLJO_03813	MCBBHCNB_02204
OG0000379	BFLDHLJO_02418	MCBBHCNB_02202
OG0000380	BFLDHLJO_02488	MCBBHCNB_01811
OG0000381	BFLDHLJO_02496	MCBBHCNB_01804
OG0000382	BFLDHLJO_02498	MCBBHCNB_01802
OG0000383	BFLDHLJO_02499	MCBBHCNB_01801
OG0000384	BFLDHLJO_02509	MCBBHCNB_01791
OG0000385	BFLDHLJO_01139	MCBBHCNB_03100
OG0000386	BFLDHLJO_01662	MCBBHCNB_02940
OG0000387	BFLDHLJO_00665	MCBBHCNB_03327
OG0000388	BFLDHLJO_01986	MCBBHCNB_01339
OG0000389	BFLDHLJO_01987	MCBBHCNB_01338
OG0000390	BFLDHLJO_00224	MCBBHCNB_01592
OG0000391	BFLDHLJO_03414	MCBBHCNB_03173
