Orthogroup	GCA_003332265.1	spades-bin.32
OG0000028	BFLDHLJO_03009	BBLLADNB_03701
OG0000029	BFLDHLJO_00690	BBLLADNB_00560
OG0000030	BFLDHLJO_01988	BBLLADNB_02770
OG0000030	BFLDHLJO_02159	BBLLADNB_03769
OG0000031	BFLDHLJO_02678	BBLLADNB_02526
OG0000031	BFLDHLJO_00513	BBLLADNB_02737
OG0000032	BFLDHLJO_00585	BBLLADNB_02940
OG0000033	BFLDHLJO_02754	BBLLADNB_01869
OG0000033	BFLDHLJO_02611	BBLLADNB_01136
OG0000033	BFLDHLJO_02776	BBLLADNB_01722
OG0000034	BFLDHLJO_01795	BBLLADNB_01056
OG0000036	BFLDHLJO_01216	BBLLADNB_00050
OG0000036	BFLDHLJO_01637	BBLLADNB_03688
OG0000037	BFLDHLJO_02489	BBLLADNB_02512
OG0000037	BFLDHLJO_02778	BBLLADNB_01720
OG0000038	BFLDHLJO_00291	BBLLADNB_01016
OG0000038	BFLDHLJO_00292	BBLLADNB_01017
OG0000039	BFLDHLJO_03372	BBLLADNB_01823
OG0000041	BFLDHLJO_00219	BBLLADNB_01612
OG0000042	BFLDHLJO_01193	BBLLADNB_00833
OG0000042	BFLDHLJO_01926	BBLLADNB_03740
OG0000043	BFLDHLJO_02167	BBLLADNB_03212
OG0000043	BFLDHLJO_01582	BBLLADNB_03100
OG0000044	BFLDHLJO_01136	BBLLADNB_02029
OG0000045	BFLDHLJO_03403	BBLLADNB_00254
OG0000046	BFLDHLJO_00899	BBLLADNB_03304
OG0000047	BFLDHLJO_00610	BBLLADNB_01205
OG0000048	BFLDHLJO_02365	BBLLADNB_03014
OG0000051	BFLDHLJO_01019	BBLLADNB_03799
OG0000052	BFLDHLJO_03290	BBLLADNB_01564
OG0000053	BFLDHLJO_02840	BBLLADNB_01069
OG0000054	BFLDHLJO_04108	BBLLADNB_00370
OG0000054	BFLDHLJO_00503	BBLLADNB_00357
OG0000054	BFLDHLJO_03794	BBLLADNB_01519
OG0000056	BFLDHLJO_03595	BBLLADNB_02172
OG0000057	BFLDHLJO_03111	BBLLADNB_03571
OG0000057	BFLDHLJO_03773	BBLLADNB_02559
OG0000058	BFLDHLJO_00396	BBLLADNB_00531
OG0000059	BFLDHLJO_03040	BBLLADNB_02843
OG0000059	BFLDHLJO_02331	BBLLADNB_03386
OG0000060	BFLDHLJO_00428	BBLLADNB_02996
OG0000060	BFLDHLJO_00435	BBLLADNB_01044
OG0000061	BFLDHLJO_03187	BBLLADNB_02719
OG0000062	BFLDHLJO_00029	BBLLADNB_02809
OG0000062	BFLDHLJO_00028	BBLLADNB_02808
OG0000063	BFLDHLJO_02567	BBLLADNB_03591
OG0000063	BFLDHLJO_01518	BBLLADNB_01762
OG0000064	BFLDHLJO_03162, BFLDHLJO_03201	BBLLADNB_03384
OG0000064	BFLDHLJO_00878	BBLLADNB_01223
OG0000065	BFLDHLJO_02514	BBLLADNB_02912
OG0000065	BFLDHLJO_01809	BBLLADNB_00863, BBLLADNB_03516
OG0000066	BFLDHLJO_02839	BBLLADNB_01070
OG0000067	BFLDHLJO_01405	BBLLADNB_02664
OG0000067	BFLDHLJO_03378	BBLLADNB_03776
OG0000068	BFLDHLJO_00861	BBLLADNB_03159
OG0000070	BFLDHLJO_01591	BBLLADNB_03662
OG0000070	BFLDHLJO_03826	BBLLADNB_02366
OG0000071	BFLDHLJO_02893	BBLLADNB_02913
OG0000072	BFLDHLJO_01815	BBLLADNB_00868
OG0000073	BFLDHLJO_00220	BBLLADNB_01613
OG0000074	BFLDHLJO_02240	BBLLADNB_02243
OG0000075	BFLDHLJO_01517	BBLLADNB_01834
OG0000075	BFLDHLJO_03416	BBLLADNB_00307
OG0000076	BFLDHLJO_02087	BBLLADNB_00340
OG0000076	BFLDHLJO_02916	BBLLADNB_00652
OG0000077	BFLDHLJO_01040	BBLLADNB_00643
OG0000077	BFLDHLJO_02817	BBLLADNB_02286
OG0000077	BFLDHLJO_02895	BBLLADNB_01199
OG0000078	BFLDHLJO_01266	BBLLADNB_00766
OG0000079	BFLDHLJO_01009	BBLLADNB_03718
OG0000079	BFLDHLJO_00418	BBLLADNB_03593
OG0000080	BFLDHLJO_03440	BBLLADNB_01441
OG0000081	BFLDHLJO_01631	BBLLADNB_01674
OG0000082	BFLDHLJO_02370	BBLLADNB_01043
OG0000082	BFLDHLJO_00231	BBLLADNB_01102, BBLLADNB_01448
OG0000083	BFLDHLJO_04172	BBLLADNB_02141
OG0000083	BFLDHLJO_01135	BBLLADNB_02028
OG0000084	BFLDHLJO_01634	BBLLADNB_02835
OG0000084	BFLDHLJO_02299	BBLLADNB_03705
OG0000085	BFLDHLJO_01191	BBLLADNB_03162, BBLLADNB_00836
OG0000086	BFLDHLJO_04135, BFLDHLJO_04124	BBLLADNB_00235
OG0000087	BFLDHLJO_00453	BBLLADNB_02085
OG0000087	BFLDHLJO_00886	BBLLADNB_01215
OG0000088	BFLDHLJO_00431	BBLLADNB_01048
OG0000089	BFLDHLJO_01848	BBLLADNB_03117
OG0000090	BFLDHLJO_00193	BBLLADNB_03364
OG0000091	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209	BBLLADNB_01733
OG0000092	BFLDHLJO_01160, BFLDHLJO_01060, BFLDHLJO_03167, BFLDHLJO_03208	BBLLADNB_03648
OG0000093	BFLDHLJO_03019, BFLDHLJO_00818	BBLLADNB_02303
OG0000093	BFLDHLJO_01753	BBLLADNB_03580
OG0000094	BFLDHLJO_01088	BBLLADNB_03381
OG0000095	BFLDHLJO_00538, BFLDHLJO_03698	BBLLADNB_02570
OG0000095	BFLDHLJO_03926	BBLLADNB_03727
OG0000096	BFLDHLJO_03213	BBLLADNB_01550, BBLLADNB_01549
OG0000098	BFLDHLJO_00723	BBLLADNB_03088
OG0000098	BFLDHLJO_03781	BBLLADNB_01591, BBLLADNB_02037
OG0000099	BFLDHLJO_03791	BBLLADNB_01516
OG0000099	BFLDHLJO_04109	BBLLADNB_00371
OG0000100	BFLDHLJO_01137	BBLLADNB_02030
OG0000100	BFLDHLJO_02695	BBLLADNB_01901
OG0000101	BFLDHLJO_01783	BBLLADNB_02965
OG0000104	BFLDHLJO_01854	BBLLADNB_00742
OG0000105	BFLDHLJO_01678	BBLLADNB_02590
OG0000107	BFLDHLJO_01002	BBLLADNB_01277
OG0000107	BFLDHLJO_03620	BBLLADNB_01264
OG0000108	BFLDHLJO_00786	BBLLADNB_01379
OG0000109	BFLDHLJO_02918	BBLLADNB_00650
OG0000110	BFLDHLJO_01296	BBLLADNB_00662
OG0000111	BFLDHLJO_00604	BBLLADNB_00969, BBLLADNB_02702
OG0000112	BFLDHLJO_03297	BBLLADNB_03151
OG0000115	BFLDHLJO_03947	BBLLADNB_02495
OG0000116	BFLDHLJO_01089	BBLLADNB_03380
OG0000117	BFLDHLJO_02138	BBLLADNB_02316
OG0000118	BFLDHLJO_02139	BBLLADNB_02317
OG0000119	BFLDHLJO_02141	BBLLADNB_02319
OG0000120	BFLDHLJO_03531	BBLLADNB_00499
OG0000120	BFLDHLJO_00863	BBLLADNB_03915
OG0000121	BFLDHLJO_00903	BBLLADNB_02628
OG0000122	BFLDHLJO_01644	BBLLADNB_03668
OG0000125	BFLDHLJO_02389	BBLLADNB_02766
OG0000126	BFLDHLJO_03052	BBLLADNB_02019
OG0000126	BFLDHLJO_01375	BBLLADNB_02794
OG0000127	BFLDHLJO_02714	BBLLADNB_01838
OG0000128	BFLDHLJO_02453, BFLDHLJO_03331	BBLLADNB_03586
OG0000129	BFLDHLJO_01048, BFLDHLJO_03271, BFLDHLJO_03438	BBLLADNB_01442
OG0000130	BFLDHLJO_02790	BBLLADNB_00813
OG0000134	BFLDHLJO_03221	BBLLADNB_00763
OG0000135	BFLDHLJO_03439	BBLLADNB_00467
OG0000138	BFLDHLJO_02831, BFLDHLJO_04168, BFLDHLJO_01393	BBLLADNB_03919
OG0000139	BFLDHLJO_01467	BBLLADNB_03911
OG0000140	BFLDHLJO_02125	BBLLADNB_02477
OG0000141	BFLDHLJO_03054	BBLLADNB_02017
OG0000142	BFLDHLJO_01553	BBLLADNB_03111
OG0000144	BFLDHLJO_00303	BBLLADNB_01027
OG0000145	BFLDHLJO_01576	BBLLADNB_03392
OG0000146	BFLDHLJO_03298	BBLLADNB_03150
OG0000147	BFLDHLJO_03843	BBLLADNB_03268
OG0000148	BFLDHLJO_04123	BBLLADNB_00391
OG0000149	BFLDHLJO_01951	BBLLADNB_02864
OG0000152	BFLDHLJO_01908	BBLLADNB_01941
OG0000153	BFLDHLJO_02353	BBLLADNB_02453
OG0000155	BFLDHLJO_02545	BBLLADNB_03037
OG0000156	BFLDHLJO_02273	BBLLADNB_01924
OG0000157	BFLDHLJO_00159	BBLLADNB_01734
OG0000158	BFLDHLJO_00523, BFLDHLJO_00525, BFLDHLJO_02194	BBLLADNB_00207
OG0000159	BFLDHLJO_03294	BBLLADNB_01568
OG0000160	BFLDHLJO_02546	BBLLADNB_03038
OG0000162	BFLDHLJO_03456	BBLLADNB_01624, BBLLADNB_00985
OG0000163	BFLDHLJO_01016	BBLLADNB_03478
OG0000164	BFLDHLJO_01633	BBLLADNB_02836
OG0000164	BFLDHLJO_01885, BFLDHLJO_02219, BFLDHLJO_02443	BBLLADNB_02618
OG0000166	BFLDHLJO_03918	BBLLADNB_02619
OG0000168	BFLDHLJO_01636	BBLLADNB_02833
OG0000169	BFLDHLJO_02048	BBLLADNB_02759
OG0000170	BFLDHLJO_02794	BBLLADNB_00809
OG0000171	BFLDHLJO_01262	BBLLADNB_03883
OG0000172	BFLDHLJO_01342	BBLLADNB_02595
OG0000173	BFLDHLJO_00202	BBLLADNB_02960
OG0000174	BFLDHLJO_00107	BBLLADNB_02040
OG0000176	BFLDHLJO_00333	BBLLADNB_00561
OG0000177	BFLDHLJO_01381	BBLLADNB_03332
OG0000179	BFLDHLJO_01536	BBLLADNB_03156
OG0000181	BFLDHLJO_02685	BBLLADNB_03278
OG0000182	BFLDHLJO_02883	BBLLADNB_02160
OG0000183	BFLDHLJO_01808	BBLLADNB_00862
OG0000184	BFLDHLJO_02228	BBLLADNB_00048
OG0000185	BFLDHLJO_00432	BBLLADNB_01047
OG0000186	BFLDHLJO_02384	BBLLADNB_02879
OG0000186	BFLDHLJO_00054	BBLLADNB_01434
OG0000187	BFLDHLJO_02967	BBLLADNB_01653
OG0000189	BFLDHLJO_00058	BBLLADNB_01438
OG0000190	BFLDHLJO_01206	BBLLADNB_00059
OG0000192	BFLDHLJO_02520	BBLLADNB_00345
OG0000194	BFLDHLJO_02372	BBLLADNB_02109
OG0000194	BFLDHLJO_03979	BBLLADNB_02121
OG0000195	BFLDHLJO_01858	BBLLADNB_00824
OG0000195	BFLDHLJO_02592	BBLLADNB_01540
OG0000196	BFLDHLJO_00309	BBLLADNB_00584
OG0000197	BFLDHLJO_00184	BBLLADNB_03025
OG0000198	BFLDHLJO_01680	BBLLADNB_02588
OG0000199	BFLDHLJO_02930	BBLLADNB_02886
OG0000200	BFLDHLJO_00234	BBLLADNB_03629
OG0000201	BFLDHLJO_02682	BBLLADNB_02539, BBLLADNB_02532
OG0000202	BFLDHLJO_02684	BBLLADNB_03829
OG0000205	BFLDHLJO_02146	BBLLADNB_02335
OG0000207	BFLDHLJO_01707	BBLLADNB_00982
OG0000207	BFLDHLJO_01736	BBLLADNB_01235
OG0000208	BFLDHLJO_01570	BBLLADNB_01000, BBLLADNB_01763
OG0000209	BFLDHLJO_01573	BBLLADNB_01768
OG0000210	BFLDHLJO_03643	BBLLADNB_00686
OG0000211	BFLDHLJO_01720	BBLLADNB_01001
OG0000212	BFLDHLJO_03864	BBLLADNB_03892
OG0000213	BFLDHLJO_03865	BBLLADNB_03893
OG0000214	BFLDHLJO_02909	BBLLADNB_02624
OG0000215	BFLDHLJO_00279	BBLLADNB_01004
OG0000216	BFLDHLJO_00281	BBLLADNB_01006
OG0000217	BFLDHLJO_02064	BBLLADNB_02992
OG0000218	BFLDHLJO_01937	BBLLADNB_01661
OG0000221	BFLDHLJO_02049	BBLLADNB_02758
OG0000223	BFLDHLJO_03043	BBLLADNB_02840
OG0000224	BFLDHLJO_01180, BFLDHLJO_01181	BBLLADNB_02431
OG0000225	BFLDHLJO_00930	BBLLADNB_03622
OG0000226	BFLDHLJO_00002	BBLLADNB_02826, BBLLADNB_02416
OG0000228	BFLDHLJO_04093	BBLLADNB_02443
OG0000229	BFLDHLJO_03299	BBLLADNB_03149
OG0000230	BFLDHLJO_03702	BBLLADNB_03321
OG0000231	BFLDHLJO_04085	BBLLADNB_01974, BBLLADNB_01975
OG0000232	BFLDHLJO_00633	BBLLADNB_02885
OG0000233	BFLDHLJO_03812	BBLLADNB_00696
OG0000234	BFLDHLJO_02491	BBLLADNB_02514
OG0000235	BFLDHLJO_02497	BBLLADNB_02519
OG0000236	BFLDHLJO_00948	BBLLADNB_00108
OG0000238	BFLDHLJO_00317	BBLLADNB_00576
OG0000239	BFLDHLJO_00088	BBLLADNB_00927
OG0000240	BFLDHLJO_01238	BBLLADNB_00026
OG0000241	BFLDHLJO_01541	BBLLADNB_02387
OG0000243	BFLDHLJO_03657	BBLLADNB_02762
OG0000244	BFLDHLJO_03486	BBLLADNB_02631
OG0000245	BFLDHLJO_02675	BBLLADNB_03520, BBLLADNB_02476
OG0000248	BFLDHLJO_01877	BBLLADNB_02209
OG0000249	BFLDHLJO_00433	BBLLADNB_01042, BBLLADNB_01046
OG0000250	BFLDHLJO_01806	BBLLADNB_03804
OG0000251	BFLDHLJO_00664	BBLLADNB_02948
OG0000252	BFLDHLJO_02723	BBLLADNB_01847
OG0000254	BFLDHLJO_01837	BBLLADNB_00890
OG0000255	BFLDHLJO_02242	BBLLADNB_02245
OG0000256	BFLDHLJO_02259	BBLLADNB_01910
OG0000259	BFLDHLJO_00749	BBLLADNB_01499
OG0000260	BFLDHLJO_00940	BBLLADNB_01340
OG0000261	BFLDHLJO_02683	BBLLADNB_02533
OG0000263	BFLDHLJO_01752	BBLLADNB_03581
OG0000264	BFLDHLJO_01212	BBLLADNB_00053
OG0000265	BFLDHLJO_00735	BBLLADNB_01531, BBLLADNB_01511
OG0000266	BFLDHLJO_01194	BBLLADNB_00072
OG0000267	BFLDHLJO_02080	BBLLADNB_01305
OG0000268	BFLDHLJO_01424	BBLLADNB_00710
OG0000269	BFLDHLJO_00310	BBLLADNB_00583
OG0000270	BFLDHLJO_00316	BBLLADNB_00577
OG0000271	BFLDHLJO_04121	BBLLADNB_00389
OG0000271	BFLDHLJO_04119	BBLLADNB_00387
OG0000272	BFLDHLJO_01629	BBLLADNB_01349
OG0000274	BFLDHLJO_01679	BBLLADNB_02589
OG0000275	BFLDHLJO_03690	BBLLADNB_03356
OG0000276	BFLDHLJO_01334	BBLLADNB_03693
OG0000277	BFLDHLJO_02390	BBLLADNB_01819
OG0000277	BFLDHLJO_02391	BBLLADNB_02765
OG0000278	BFLDHLJO_01907	BBLLADNB_01942, BBLLADNB_03152
OG0000279	BFLDHLJO_02193	BBLLADNB_00208
OG0000280	BFLDHLJO_02202	BBLLADNB_03544
OG0000281	BFLDHLJO_00003	BBLLADNB_02417
OG0000281	BFLDHLJO_03925	BBLLADNB_02827
OG0000282	BFLDHLJO_00733, BFLDHLJO_00569	BBLLADNB_01821
OG0000283	BFLDHLJO_03293	BBLLADNB_01567
OG0000284	BFLDHLJO_03784	BBLLADNB_03089
OG0000285	BFLDHLJO_03783	BBLLADNB_03653
OG0000286	BFLDHLJO_02015	BBLLADNB_00764
OG0000287	BFLDHLJO_03214, BFLDHLJO_00636	BBLLADNB_02998
OG0000288	BFLDHLJO_03083	BBLLADNB_00627
OG0000290	BFLDHLJO_01399	BBLLADNB_02158
OG0000290	BFLDHLJO_01717	BBLLADNB_00998
OG0000291	BFLDHLJO_01563	BBLLADNB_01394
OG0000292	BFLDHLJO_01794	BBLLADNB_01057
OG0000294	BFLDHLJO_01031	BBLLADNB_01629
OG0000294	BFLDHLJO_02828	BBLLADNB_00450
OG0000295	BFLDHLJO_01014	BBLLADNB_03476
OG0000296	BFLDHLJO_02702	BBLLADNB_01908
OG0000297	BFLDHLJO_00787	BBLLADNB_01378
OG0000298	BFLDHLJO_02595	BBLLADNB_01544
OG0000298	BFLDHLJO_01861	BBLLADNB_00827
OG0000299	BFLDHLJO_02594	BBLLADNB_01543
OG0000299	BFLDHLJO_01860	BBLLADNB_00826
OG0000301	BFLDHLJO_03824	BBLLADNB_02368
OG0000303	BFLDHLJO_03253	BBLLADNB_00902
OG0000303	BFLDHLJO_03602	BBLLADNB_02177
OG0000304	BFLDHLJO_02871	BBLLADNB_03612, BBLLADNB_02058
OG0000311	BFLDHLJO_01931	BBLLADNB_01667
OG0000312	BFLDHLJO_01939	BBLLADNB_01659
OG0000313	BFLDHLJO_02057	BBLLADNB_03848
OG0000314	BFLDHLJO_01328	BBLLADNB_02144
OG0000316	BFLDHLJO_03116	BBLLADNB_03772, BBLLADNB_03263
OG0000317	BFLDHLJO_03117	BBLLADNB_03262, BBLLADNB_03773
OG0000318	BFLDHLJO_03127	BBLLADNB_00430
OG0000319	BFLDHLJO_00876	BBLLADNB_01225
OG0000321	BFLDHLJO_03760	BBLLADNB_00610
OG0000322	BFLDHLJO_03762	BBLLADNB_00612
OG0000323	BFLDHLJO_03771	BBLLADNB_02561
OG0000324	BFLDHLJO_03774	BBLLADNB_02558
OG0000326	BFLDHLJO_00275	BBLLADNB_03838
OG0000327	BFLDHLJO_03724	BBLLADNB_02127
OG0000328	BFLDHLJO_03727	BBLLADNB_02124
OG0000329	BFLDHLJO_01197	BBLLADNB_00069
OG0000330	BFLDHLJO_01371	BBLLADNB_02798
OG0000331	BFLDHLJO_01370	BBLLADNB_02799
OG0000332	BFLDHLJO_00287	BBLLADNB_01012
OG0000333	BFLDHLJO_00932	BBLLADNB_03640
OG0000334	BFLDHLJO_00931	BBLLADNB_03641
OG0000335	BFLDHLJO_02954	BBLLADNB_00818
OG0000336	BFLDHLJO_00918	BBLLADNB_02724
OG0000337	BFLDHLJO_03802	BBLLADNB_03238
OG0000338	BFLDHLJO_01214	BBLLADNB_00052
OG0000339	BFLDHLJO_02070	BBLLADNB_01296
OG0000340	BFLDHLJO_02069	BBLLADNB_01295
OG0000341	BFLDHLJO_01468	BBLLADNB_03912
OG0000343	BFLDHLJO_02980	BBLLADNB_03424
OG0000344	BFLDHLJO_00266	BBLLADNB_03552
OG0000345	BFLDHLJO_00259	BBLLADNB_02787
OG0000346	BFLDHLJO_01414	BBLLADNB_02154
OG0000347	BFLDHLJO_00086	BBLLADNB_00929
OG0000348	BFLDHLJO_01594	BBLLADNB_02161
OG0000349	BFLDHLJO_04071, BFLDHLJO_04141	BBLLADNB_01354
OG0000350	BFLDHLJO_00026	BBLLADNB_02806
OG0000351	BFLDHLJO_03715	BBLLADNB_01465
OG0000352	BFLDHLJO_02693	BBLLADNB_01896
OG0000353	BFLDHLJO_01810	BBLLADNB_00864
OG0000354	BFLDHLJO_01812	BBLLADNB_00866
OG0000355	BFLDHLJO_01813	BBLLADNB_00867
OG0000357	BFLDHLJO_02773	BBLLADNB_01725
OG0000358	BFLDHLJO_00129	BBLLADNB_02412
OG0000359	BFLDHLJO_03445	BBLLADNB_00385
OG0000360	BFLDHLJO_00332	BBLLADNB_00562
OG0000361	BFLDHLJO_02276	BBLLADNB_03673
OG0000362	BFLDHLJO_02277	BBLLADNB_03674
OG0000363	BFLDHLJO_02278	BBLLADNB_03675
OG0000364	BFLDHLJO_02279	BBLLADNB_03724
OG0000365	BFLDHLJO_03570	BBLLADNB_02976
OG0000366	BFLDHLJO_03574	BBLLADNB_02107
OG0000367	BFLDHLJO_00625	BBLLADNB_02642
OG0000368	BFLDHLJO_00623	BBLLADNB_02640
OG0000369	BFLDHLJO_00622	BBLLADNB_02639
OG0000370	BFLDHLJO_02185	BBLLADNB_00021
OG0000371	BFLDHLJO_01461	BBLLADNB_01328
OG0000373	BFLDHLJO_02304	BBLLADNB_01866
OG0000374	BFLDHLJO_04154	BBLLADNB_03845
OG0000375	BFLDHLJO_03941	BBLLADNB_02502
OG0000376	BFLDHLJO_03815	BBLLADNB_00693
OG0000377	BFLDHLJO_03814	BBLLADNB_00694
OG0000378	BFLDHLJO_03813	BBLLADNB_00695
OG0000379	BFLDHLJO_02418	BBLLADNB_00697
OG0000380	BFLDHLJO_02488	BBLLADNB_02511
OG0000381	BFLDHLJO_02496	BBLLADNB_02518
OG0000382	BFLDHLJO_02498	BBLLADNB_02520
OG0000383	BFLDHLJO_02499	BBLLADNB_02521
OG0000384	BFLDHLJO_02509	BBLLADNB_02896
OG0000385	BFLDHLJO_01139	BBLLADNB_02032
OG0000386	BFLDHLJO_01662	BBLLADNB_02748
OG0000387	BFLDHLJO_00665	BBLLADNB_02947
OG0000388	BFLDHLJO_01986	BBLLADNB_02768
OG0000389	BFLDHLJO_01987	BBLLADNB_02769
OG0000390	BFLDHLJO_00224	BBLLADNB_01617
OG0000391	BFLDHLJO_03414	BBLLADNB_00302
OG0000392	BFLDHLJO_00673	BBLLADNB_01479
OG0000394	BFLDHLJO_01395	BBLLADNB_01532
OG0000395	BFLDHLJO_00015	BBLLADNB_03371
OG0000396	BFLDHLJO_01901	BBLLADNB_03646
OG0000397	BFLDHLJO_02388	BBLLADNB_02767
OG0000398	BFLDHLJO_01650	BBLLADNB_02463
OG0000399	BFLDHLJO_00627	BBLLADNB_02644
OG0000400	BFLDHLJO_02408	BBLLADNB_03470
OG0000401	BFLDHLJO_02407	BBLLADNB_03469
OG0000402	BFLDHLJO_02406	BBLLADNB_03468
OG0000403	BFLDHLJO_02405	BBLLADNB_03467
OG0000404	BFLDHLJO_01493	BBLLADNB_01699
OG0000405	BFLDHLJO_01104	BBLLADNB_01087
OG0000406	BFLDHLJO_01537	BBLLADNB_03157
OG0000407	BFLDHLJO_01539	BBLLADNB_02389
OG0000408	BFLDHLJO_01544	BBLLADNB_02384
OG0000409	BFLDHLJO_01545	BBLLADNB_02383
OG0000410	BFLDHLJO_01548	BBLLADNB_03116
OG0000411	BFLDHLJO_01550	BBLLADNB_03114
OG0000412	BFLDHLJO_01551	BBLLADNB_03113
OG0000413	BFLDHLJO_01552	BBLLADNB_03112
OG0000414	BFLDHLJO_01555	BBLLADNB_03109
OG0000416	BFLDHLJO_04038	BBLLADNB_03609, BBLLADNB_02451
OG0000417	BFLDHLJO_00754	BBLLADNB_03073
OG0000418	BFLDHLJO_00302	BBLLADNB_01026
OG0000419	BFLDHLJO_00306	BBLLADNB_00588, BBLLADNB_03486
OG0000420	BFLDHLJO_01435	BBLLADNB_00721
OG0000421	BFLDHLJO_01448, BFLDHLJO_03100	BBLLADNB_00734
OG0000422	BFLDHLJO_01504	BBLLADNB_01710
OG0000423	BFLDHLJO_03723	BBLLADNB_02129
OG0000424	BFLDHLJO_03656	BBLLADNB_02763
OG0000425	BFLDHLJO_03489	BBLLADNB_02634
OG0000426	BFLDHLJO_01571	BBLLADNB_01766
OG0000427	BFLDHLJO_03286	BBLLADNB_03730
OG0000428	BFLDHLJO_03285	BBLLADNB_03731
OG0000429	BFLDHLJO_03284	BBLLADNB_03732
OG0000430	BFLDHLJO_03342, BFLDHLJO_03272	BBLLADNB_02908
OG0000431	BFLDHLJO_03350	BBLLADNB_00854
OG0000432	BFLDHLJO_03355	BBLLADNB_00849
OG0000433	BFLDHLJO_03058	BBLLADNB_02012
OG0000434	BFLDHLJO_03071	BBLLADNB_02531
OG0000435	BFLDHLJO_00960	BBLLADNB_00095
OG0000436	BFLDHLJO_00976	BBLLADNB_00080
OG0000437	BFLDHLJO_00977	BBLLADNB_00079
OG0000438	BFLDHLJO_00978	BBLLADNB_00078
OG0000440	BFLDHLJO_00024	BBLLADNB_02803
OG0000441	BFLDHLJO_01733	BBLLADNB_01232
OG0000442	BFLDHLJO_02381	BBLLADNB_02882
OG0000443	BFLDHLJO_01294	BBLLADNB_00660
OG0000444	BFLDHLJO_04122	BBLLADNB_00390
OG0000445	BFLDHLJO_00057	BBLLADNB_01437
OG0000446	BFLDHLJO_04074	BBLLADNB_02773
OG0000447	BFLDHLJO_00658	BBLLADNB_02950
OG0000448	BFLDHLJO_00952	BBLLADNB_00104
OG0000449	BFLDHLJO_02293	BBLLADNB_03567
OG0000450	BFLDHLJO_02710	BBLLADNB_03298
OG0000452	BFLDHLJO_00064	BBLLADNB_03244
OG0000453	BFLDHLJO_03004	BBLLADNB_01119
OG0000454	BFLDHLJO_03005	BBLLADNB_01120
OG0000455	BFLDHLJO_00060	BBLLADNB_03241
OG0000456	BFLDHLJO_00059	BBLLADNB_01439
OG0000458	BFLDHLJO_01693	BBLLADNB_03535
OG0000459	BFLDHLJO_03132	BBLLADNB_00425
OG0000461	BFLDHLJO_03834	BBLLADNB_02682
OG0000462	BFLDHLJO_01174	BBLLADNB_02424
OG0000463	BFLDHLJO_01602, BFLDHLJO_01601	BBLLADNB_01789
OG0000464	BFLDHLJO_02997	BBLLADNB_01113
OG0000465	BFLDHLJO_03156	BBLLADNB_00402
OG0000466	BFLDHLJO_01828	BBLLADNB_00881
OG0000467	BFLDHLJO_04037	BBLLADNB_03131
OG0000468	BFLDHLJO_01344	BBLLADNB_03133
OG0000469	BFLDHLJO_00257	BBLLADNB_02791
