Orthogroup	2506520024	GCA_000310125.2
OG0000092	2506671585	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913
OG0000093	2506671694	lcl|AMXB01000001.1_prot_ENO83228.1_101
OG0000094	2506671704	lcl|AMXB01000008.1_prot_ENO82017.1_1245, lcl|AMXB01000050.1_prot_ENO75614.1_3833, lcl|AMXB01000041.1_prot_ENO76248.1_3586, lcl|AMXB01000071.1_prot_ENO74774.1_4163
OG0000105	2506672083	lcl|AMXB01000012.1_prot_ENO81375.1_1678
OG0000105	2506669406	lcl|AMXB01000026.1_prot_ENO78515.1_2858
OG0000106	2506669613	lcl|AMXB01000023.1_prot_ENO79302.1_2610
OG0000107	2506672742	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032
OG0000108	2506669929, 2506669979	lcl|AMXB01000027.1_prot_ENO78229.1_2865
OG0000108	2506670409, 2506671789	lcl|AMXB01000010.1_prot_ENO81629.1_1397
OG0000109	2506671194, 2506670260	lcl|AMXB01000011.1_prot_ENO81467.1_1523
OG0000110	2506672177, 2506670273	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268
OG0000111	2506670335	lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948
OG0000112	2506672292	lcl|AMXB01000003.1_prot_ENO82862.1_504
OG0000112	2506671182, 2506671177	lcl|AMXB01000006.1_prot_ENO82281.1_885
OG0000113	2506672276	lcl|AMXB01000026.1_prot_ENO78470.1_2813
OG0000113	2506671581, 2506670726	lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920
OG0000114	2506670903, 2506671111	lcl|AMXB01000007.1_prot_ENO82098.1_1017
OG0000115	2506671458	lcl|AMXB01000002.1_prot_ENO82991.1_251
OG0000116	2506671703	lcl|AMXB01000008.1_prot_ENO82016.1_1244
OG0000117	2506671847	lcl|AMXB01000040.1_prot_ENO76342.1_3547
OG0000118	2506671848	lcl|AMXB01000040.1_prot_ENO76341.1_3546
OG0000120	2506671964	lcl|AMXB01000029.1_prot_ENO77752.1_3009
OG0000121	2506672056	lcl|AMXB01000020.1_prot_ENO80567.1_2449
OG0000122	2506672236	lcl|AMXB01000043.1_prot_ENO76125.1_3667
OG0000123	2506672510	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304
OG0000124	2506672511	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305
OG0000125	2506672745	lcl|AMXB01000040.1_prot_ENO76362.1_3567
OG0000136	2506669437	lcl|AMXB01000075.1_prot_ENO74651.1_4203
OG0000136	2506670685	lcl|AMXB01000025.1_prot_ENO78761.1_2786
OG0000137	2506669541	lcl|AMXB01000016.1_prot_ENO80895.1_2088
OG0000139	2506672151	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392
OG0000139	2506669722	lcl|AMXB01000017.1_prot_ENO80756.1_2153
OG0000139	2506671150	lcl|AMXB01000002.1_prot_ENO83003.1_263
OG0000140	2506672452, 2506669912, 2506669911	lcl|AMXB01000052.1_prot_ENO75499.1_3890
OG0000141	2506672668, 2506670862, 2506670863, 2506670299	lcl|AMXB01000001.1_prot_ENO83241.1_114
OG0000142	2506670485, 2506671500, 2506670869, 2506670370	lcl|AMXB01000011.1_prot_ENO81554.1_1610
OG0000143	2506670551	lcl|AMXB01000009.1_prot_ENO81802.1_1293
OG0000144	2506672593, 2506670557, 2506672753, 2506670556, 2506672755, 2506672761	lcl|AMXB01000022.1_prot_ENO79623.1_2560
OG0000146	2506672293	lcl|AMXB01000003.1_prot_ENO82861.1_503
OG0000146	2506671176, 2506671181	lcl|AMXB01000036.1_prot_ENO76821.1_3392
OG0000147	2506670982, 2506671777	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818
OG0000148	2506671064	lcl|AMXB01000015.1_prot_ENO80973.1_1945, lcl|AMXB01000056.1_prot_ENO75322.1_3984
OG0000149	2506671610	lcl|AMXB01000061.1_prot_ENO75115.1_4043
OG0000150	2506671702	lcl|AMXB01000071.1_prot_ENO74772.1_4161, lcl|AMXB01000041.1_prot_ENO76246.1_3584, lcl|AMXB01000008.1_prot_ENO82015.1_1243
OG0000152	2506671828	lcl|AMXB01000036.1_prot_ENO76813.1_3384
OG0000153	2506672053	lcl|AMXB01000007.1_prot_ENO82158.1_1077
OG0000155	2506672686, 2506672179, 2506672760, 2506672759	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813
OG0000156	2506672408	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016, lcl|AMXB01000114.1_prot_ENO74336.1_4281
OG0000157	2506672469, 2506672463	lcl|AMXB01000027.1_prot_ENO78276.1_2912
OG0000159	2506672667	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115
OG0000160	2506672748, 2506672750, 2506672749, 2506672756	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081
OG0000168	2506672560	lcl|AMXB01000005.1_prot_ENO82423.1_718
OG0000169	2506669414	lcl|AMXB01000008.1_prot_ENO81930.1_1158
OG0000170	2506669436	lcl|AMXB01000070.1_prot_ENO74807.1_4151
OG0000171	2506669544	lcl|AMXB01000016.1_prot_ENO80893.1_2086, lcl|AMXB01000009.1_prot_ENO81805.1_1296
OG0000172	2506669562	lcl|AMXB01000006.1_prot_ENO82211.1_815
OG0000173	2506669926	lcl|AMXB01000027.1_prot_ENO78232.1_2868
OG0000173	2506670278	lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337
OG0000174	2506670943	lcl|AMXB01000010.1_prot_ENO81660.1_1428
OG0000174	2506669933, 2506670455	lcl|AMXB01000021.1_prot_ENO80072.1_2518
OG0000175	2506669948	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904
OG0000176	2506669972	lcl|AMXB01000021.1_prot_ENO80063.1_2509
OG0000177	2506670134	lcl|AMXB01000022.1_prot_ENO79637.1_2574
OG0000178	2506670311	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363
OG0000179	2506672219	lcl|AMXB01000006.1_prot_ENO82257.1_861
OG0000180	2506670518	lcl|AMXB01000033.1_prot_ENO77209.1_3260
OG0000181	2506671062	lcl|AMXB01000001.1_prot_ENO83288.1_161
OG0000181	2506670586	lcl|AMXB01000019.1_prot_ENO80623.1_2341
OG0000182	2506672615	lcl|AMXB01000005.1_prot_ENO82500.1_795
OG0000183	2506670618	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618
OG0000184	2506671136, 2506671853, 2506670786	lcl|AMXB01000011.1_prot_ENO81526.1_1582, lcl|AMXB01000043.1_prot_ENO76130.1_3672
OG0000185	2506670959	lcl|AMXB01000045.1_prot_ENO76000.1_3719
OG0000186	2506670882	lcl|AMXB01000001.1_prot_ENO83180.1_53
OG0000187	2506670965	lcl|AMXB01000011.1_prot_ENO81515.1_1571
OG0000188	2506670989	lcl|AMXB01000006.1_prot_ENO82223.1_827
OG0000189	2506672433, 2506672434, 2506671101	lcl|AMXB01000001.1_prot_ENO83200.1_73
OG0000190	2506671220	lcl|AMXB01000004.1_prot_ENO82690.1_649
OG0000192	2506671601	lcl|AMXB01000001.1_prot_ENO83275.1_148
OG0000192	2506672067, 2506672141	lcl|AMXB01000002.1_prot_ENO83104.1_364
OG0000193	2506672144	lcl|AMXB01000046.1_prot_ENO75932.1_3750, lcl|AMXB01000047.1_prot_ENO75794.1_3753, lcl|AMXB01000002.1_prot_ENO83090.1_350, lcl|AMXB01000057.1_prot_ENO75269.1_3989
OG0000193	2506671629	lcl|AMXB01000002.1_prot_ENO83105.1_365, lcl|AMXB01000018.1_prot_ENO80726.1_2284, lcl|AMXB01000023.1_prot_ENO79330.1_2638, lcl|AMXB01000023.1_prot_ENO79350.1_2658, lcl|AMXB01000025.1_prot_ENO78716.1_2741, lcl|AMXB01000043.1_prot_ENO76123.1_3665
OG0000194	2506671744	lcl|AMXB01000010.1_prot_ENO81612.1_1380
OG0000195	2506671781	lcl|AMXB01000006.1_prot_ENO82237.1_841
OG0000196	2506671900	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754
OG0000197	2506672074	lcl|AMXB01000065.1_prot_ENO74949.1_4086
OG0000198	2506672085	lcl|AMXB01000026.1_prot_ENO78513.1_2856
OG0000199	2506672160	lcl|AMXB01000005.1_prot_ENO82466.1_761
OG0000200	2506672163	lcl|AMXB01000004.1_prot_ENO82664.1_623
OG0000201	2506672342	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197
OG0000202	2506672346	lcl|AMXB01000032.1_prot_ENO77261.1_3195
OG0000203	2506672356	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252
OG0000204	2506672358	lcl|AMXB01000008.1_prot_ENO81919.1_1147, lcl|AMXB01000091.1_prot_ENO74460.1_4251
OG0000205	2506672462	lcl|AMXB01000009.1_prot_ENO81785.1_1276
OG0000206	2506672533	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377
OG0000207	2506672657	lcl|AMXB01000007.1_prot_ENO82129.1_1048
OG0000215	2506669351	lcl|AMXB01000023.1_prot_ENO79341.1_2649
OG0000215	2506669556	lcl|AMXB01000064.1_prot_ENO74987.1_4078
OG0000216	2506669552, 2506669352	lcl|AMXB01000048.1_prot_ENO75755.1_3805
OG0000217	2506671619	lcl|AMXB01000023.1_prot_ENO79289.1_2597
OG0000217	2506669357	lcl|AMXB01000031.1_prot_ENO77412.1_3146
OG0000218	2506670686, 2506670671	lcl|AMXB01000020.1_prot_ENO80548.1_2430
OG0000219	2506669394, 2506670714, 2506672739, 2506670398, 2506669554	lcl|AMXB01000042.1_prot_ENO76225.1_3642
OG0000220	2506670523, 2506669759	lcl|AMXB01000034.1_prot_ENO77053.1_3288
OG0000221	2506669415	lcl|AMXB01000008.1_prot_ENO81931.1_1159, lcl|AMXB01000024.1_prot_ENO79029.1_2713, lcl|AMXB01000038.1_prot_ENO76549.1_3459
OG0000222	2506669480, 2506671335, 2506670389, 2506671739	lcl|AMXB01000010.1_prot_ENO81709.1_1477
OG0000223	2506669594, 2506669662	lcl|AMXB01000018.1_prot_ENO80714.1_2272, lcl|AMXB01000027.1_prot_ENO78255.1_2891
OG0000224	2506671061	lcl|AMXB01000001.1_prot_ENO83287.1_160
OG0000225	2506669653	lcl|AMXB01000008.1_prot_ENO81897.1_1125
OG0000227	2506672461, 2506669666, 2506671769	lcl|AMXB01000021.1_prot_ENO80056.1_2502
OG0000228	2506669795, 2506669698, 2506669696	lcl|AMXB01000009.1_prot_ENO81833.1_1324
OG0000229	2506669711	lcl|AMXB01000001.1_prot_ENO83295.1_168
OG0000230	2506669736	lcl|AMXB01000003.1_prot_ENO82737.1_379, lcl|AMXB01000009.1_prot_ENO81826.1_1317, lcl|AMXB01000014.1_prot_ENO81137.1_1901, lcl|AMXB01000008.1_prot_ENO81953.1_1181
OG0000231	2506669816, 2506670344	lcl|AMXB01000035.1_prot_ENO76916.1_3326
OG0000232	2506669949	lcl|AMXB01000001.1_prot_ENO83206.1_79
OG0000233	2506670121	lcl|AMXB01000001.1_prot_ENO83217.1_90
OG0000234	2506670175	lcl|AMXB01000021.1_prot_ENO80037.1_2483
OG0000235	2506670180	lcl|AMXB01000021.1_prot_ENO80032.1_2478
OG0000236	2506670255, 2506671142	lcl|AMXB01000007.1_prot_ENO82087.1_1006
OG0000237	2506670276	lcl|AMXB01000029.1_prot_ENO77788.1_3045, lcl|AMXB01000023.1_prot_ENO79336.1_2644
OG0000237	2506672057	lcl|AMXB01000011.1_prot_ENO81506.1_1562
OG0000238	2506671908, 2506670282	lcl|AMXB01000013.1_prot_ENO81224.1_1762
OG0000239	2506670292, 2506670333	lcl|AMXB01000001.1_prot_ENO83194.1_67
OG0000240	2506672182, 2506670298	lcl|AMXB01000006.1_prot_ENO82250.1_854, lcl|AMXB01000002.1_prot_ENO83033.1_293
OG0000242	2506670530	lcl|AMXB01000006.1_prot_ENO82277.1_881
OG0000243	2506670598, 2506670591	lcl|AMXB01000011.1_prot_ENO81498.1_1554
OG0000244	2506670600, 2506670949	lcl|AMXB01000012.1_prot_ENO81328.1_1631
OG0000245	2506670620	lcl|AMXB01000010.1_prot_ENO81710.1_1478
OG0000246	2506670683	lcl|AMXB01000025.1_prot_ENO78763.1_2788
OG0000247	2506670684	lcl|AMXB01000025.1_prot_ENO78762.1_2787
OG0000248	2506672727, 2506671630, 2506670702	lcl|AMXB01000023.1_prot_ENO79287.1_2595
OG0000249	2506670843	lcl|AMXB01000045.1_prot_ENO76001.1_3720
OG0000250	2506671016	lcl|AMXB01000104.1_prot_ENO74374.1_4271
OG0000251	2506671129	lcl|AMXB01000011.1_prot_ENO81512.1_1568
OG0000252	2506671166	lcl|AMXB01000003.1_prot_ENO82727.1_369, lcl|AMXB01000072.1_prot_ENO74751.1_4179, lcl|AMXB01000007.1_prot_ENO82039.1_958
OG0000253	2506671206	lcl|AMXB01000051.1_prot_ENO75550.1_3859
OG0000254	2506671250	lcl|AMXB01000019.1_prot_ENO80650.1_2368, lcl|AMXB01000019.1_prot_ENO80648.1_2366, lcl|AMXB01000018.1_prot_ENO80697.1_2255
OG0000255	2506671642	lcl|AMXB01000004.1_prot_ENO82652.1_611
OG0000255	2506671281	lcl|AMXB01000003.1_prot_ENO82786.1_428
OG0000256	2506671304	lcl|AMXB01000033.1_prot_ENO77179.1_3230, lcl|AMXB01000036.1_prot_ENO76812.1_3383, lcl|AMXB01000003.1_prot_ENO82742.1_384
OG0000257	2506672468	lcl|AMXB01000008.1_prot_ENO81990.1_1218, lcl|AMXB01000049.1_prot_ENO75681.1_3820
OG0000259	2506671393	lcl|AMXB01000009.1_prot_ENO81865.1_1356, lcl|AMXB01000024.1_prot_ENO79019.1_2703
OG0000260	2506672029, 2506671424	lcl|AMXB01000029.1_prot_ENO77770.1_3027
OG0000261	2506671540	lcl|AMXB01000015.1_prot_ENO81006.1_1978
OG0000261	2506672343	lcl|AMXB01000032.1_prot_ENO77262.1_3196
OG0000262	2506671574	lcl|AMXB01000027.1_prot_ENO78280.1_2916, lcl|AMXB01000092.1_prot_ENO74453.1_4255, lcl|AMXB01000037.1_prot_ENO76679.1_3418
OG0000263	2506671695	lcl|AMXB01000001.1_prot_ENO83227.1_100, lcl|AMXB01000012.1_prot_ENO81337.1_1640, lcl|AMXB01000031.1_prot_ENO77415.1_3149
OG0000265	2506671779	lcl|AMXB01000006.1_prot_ENO82233.1_837
OG0000266	2506671803	lcl|AMXB01000051.1_prot_ENO75564.1_3873
OG0000267	2506671862	lcl|AMXB01000034.1_prot_ENO77041.1_3276
OG0000268	2506671894, 2506671895	lcl|AMXB01000013.1_prot_ENO81212.1_1750
OG0000269	2506671901	lcl|AMXB01000013.1_prot_ENO81217.1_1755
OG0000270	2506671907, 2506672651	lcl|AMXB01000013.1_prot_ENO81223.1_1761
OG0000272	2506672037	lcl|AMXB01000017.1_prot_ENO80757.1_2154
OG0000273	2506672065, 2506672164	lcl|AMXB01000004.1_prot_ENO82663.1_622
OG0000274	2506672084	lcl|AMXB01000012.1_prot_ENO81374.1_1677, lcl|AMXB01000026.1_prot_ENO78514.1_2857
OG0000275	2506672173	lcl|AMXB01000005.1_prot_ENO82389.1_684
OG0000276	2506672311	lcl|AMXB01000010.1_prot_ENO81722.1_1490
OG0000277	2506672539	lcl|AMXB01000040.1_prot_ENO76361.1_3566
OG0000278	2506672580	lcl|AMXB01000013.1_prot_ENO81274.1_1812, lcl|AMXB01000009.1_prot_ENO81782.1_1273
OG0000283	2506672664	lcl|AMXB01000009.1_prot_ENO81774.1_1265, lcl|AMXB01000030.1_prot_ENO77561.1_3062, lcl|AMXB01000001.1_prot_ENO83245.1_118
OG0000284	2506672712	lcl|AMXB01000002.1_prot_ENO83035.1_295
OG0000285	2506672713	lcl|AMXB01000002.1_prot_ENO83034.1_294
OG0000311	2506669368	lcl|AMXB01000020.1_prot_ENO80545.1_2427
OG0000312	2506669374	lcl|AMXB01000020.1_prot_ENO80550.1_2432
OG0000313	2506669423	lcl|AMXB01000008.1_prot_ENO81939.1_1167
OG0000314	2506669429, 2506669563	lcl|AMXB01000008.1_prot_ENO81948.1_1176
OG0000315	2506670312, 2506669434, 2506671972	lcl|AMXB01000076.1_prot_ENO74644.1_4215
OG0000316	2506669439	lcl|AMXB01000075.1_prot_ENO74655.1_4207
OG0000317	2506669440	lcl|AMXB01000018.1_prot_ENO80696.1_2254
OG0000318	2506669461, 2506669906	lcl|AMXB01000017.1_prot_ENO80795.1_2192
OG0000319	2506672113, 2506669478	lcl|AMXB01000010.1_prot_ENO81620.1_1388
OG0000320	2506669488, 2506670540	lcl|AMXB01000003.1_prot_ENO82812.1_454, lcl|AMXB01000009.1_prot_ENO81844.1_1335
OG0000321	2506669513	lcl|AMXB01000008.1_prot_ENO81887.1_1115
OG0000322	2506669514	lcl|AMXB01000008.1_prot_ENO81889.1_1117
OG0000323	2506669525	lcl|AMXB01000003.1_prot_ENO82806.1_448
